df_hash,22ZHK4.QMMKCW
257.657,1.021
257.687,1.026
257.717,1.025
257.747,1.015
257.777,0.995
257.807,1.012
257.837,0.979
257.867,1.002
257.897,0.987
257.927,1.026
257.957,0.999
257.987,1.037
258.017,0.993
258.047,1.000
258.077,0.990
258.107,1.027
258.137,1.002
258.167,1.024
258.197,0.994
258.227,1.021
258.257,0.977
258.287,1.027
258.317,1.016
258.347,0.974
258.377,0.988
258.407,0.992
258.437,0.995
258.467,1.007
258.497,1.008
258.527,1.010
258.557,0.992
258.587,0.997
258.617,1.047
258.647,1.005
258.677,0.993
258.707,1.012
258.737,0.997
258.767,0.996
258.797,1.010
258.827,1.018
258.857,1.012
258.887,1.002
258.917,1.009
258.947,1.005
258.977,1.014
259.007,1.010
259.037,1.004
259.067,0.994
259.097,1.005
259.127,1.012
259.157,1.019
259.187,1.015
259.217,1.013
259.247,1.009
259.277,1.021
259.307,1.057
259.337,1.039
259.367,0.984
259.397,1.001
259.427,0.950
259.457,1.021
259.487,0.977
259.517,1.043
259.547,1.066
259.577,1.026
259.607,1.043
259.637,1.018
259.667,1.037
259.697,1.024
259.727,1.014
259.757,1.022
259.787,1.027
259.817,1.013
259.847,1.036
259.877,1.054
259.907,1.024
259.937,1.026
259.967,1.021
259.997,1.020
260.027,1.020
260.057,1.032
260.087,1.012
260.117,1.006
260.147,1.010
260.177,1.045
260.207,1.034
260.237,0.994
260.267,0.998
260.297,1.032
260.327,1.015
260.357,1.030
260.387,1.064
260.417,1.031
260.447,1.004
260.477,1.015
260.507,1.023
260.537,1.008
260.567,1.006
260.597,0.991
260.627,1.003
260.657,1.039
260.687,1.024
260.717,1.006
260.747,1.012
260.777,1.010
260.807,1.014
260.837,1.021
260.867,1.013
260.897,1.017
260.927,1.017
260.957,1.018
260.987,1.019
261.017,1.019
261.047,1.012
261.077,1.018
261.107,1.018
261.137,1.018
261.167,1.024
261.197,1.020
261.227,1.012
261.257,1.009
261.287,1.015
261.317,1.012
261.347,1.028
261.377,1.015
261.407,1.012
261.437,1.016
261.467,1.016
261.497,1.022
261.527,1.025
261.557,1.012
261.587,1.022
261.617,1.014
261.647,1.042
261.677,1.034
261.707,1.017
261.737,1.021
261.767,1.015
261.797,1.002
261.827,1.019
261.857,1.020
261.887,1.024
261.917,1.028
261.947,1.014
261.977,1.021
262.007,1.019
262.037,1.026
262.067,1.029
262.097,1.030
262.127,1.020
262.157,1.037
262.187,1.011
262.217,1.003
262.247,1.015
262.277,1.014
262.307,1.010
262.337,1.021
262.367,1.022
262.397,1.018
262.427,1.021
262.457,1.030
262.487,1.023
262.517,1.035
262.547,1.025
262.577,1.027
262.607,1.015
262.637,1.037
262.667,1.039
262.697,1.025
262.727,1.026
262.757,1.023
262.787,1.023
262.817,1.027
262.847,1.036
262.877,1.028
262.907,1.030
262.937,1.039
262.967,1.034
262.997,1.008
263.027,1.010
263.057,1.020
263.087,1.018
263.117,1.007
263.147,1.028
263.177,1.022
263.207,1.010
263.237,1.012
263.267,1.031
263.297,1.040
263.327,1.013
263.357,1.010
263.387,1.026
263.417,1.045
263.447,1.047
263.477,1.043
263.507,1.053
263.537,1.060
263.567,1.062
263.597,1.062
263.627,1.054
263.657,1.063
263.687,1.062
263.717,1.057
263.747,1.046
263.777,1.050
263.807,1.057
263.837,1.052
263.867,1.056
263.897,1.040
263.927,1.036
263.957,1.025
263.987,1.022
264.017,1.037
264.047,1.039
264.077,1.039
264.107,1.020
264.137,1.023
264.167,1.026
264.197,1.036
264.227,1.049
264.257,1.054
264.287,1.062
264.317,1.037
264.347,1.036
264.377,1.031
264.407,1.038
264.437,1.038
264.467,1.053
264.497,1.056
264.527,1.055
264.557,1.063
264.587,1.044
264.617,1.059
264.647,1.076
264.677,1.069
264.707,1.061
264.737,1.059
264.767,1.053
264.797,1.066
264.827,1.056
264.857,1.054
264.887,1.062
264.917,1.058
264.947,1.043
264.977,1.038
265.007,1.038
265.037,1.038
265.067,1.025
265.097,1.023
265.127,1.046
265.157,1.057
265.187,1.043
265.217,1.038
265.247,1.055
265.277,1.052
265.307,1.040
265.337,1.061
265.367,1.060
265.397,1.063
265.427,1.049
265.457,1.067
265.487,1.059
265.517,1.040
265.547,1.056
265.577,1.052
265.607,1.075
265.637,1.068
265.667,1.047
265.697,1.055
265.727,1.058
265.757,1.066
265.787,1.056
265.817,1.060
265.847,1.062
265.877,1.069
265.907,1.052
265.937,1.066
265.967,1.076
265.997,1.066
266.027,1.050
266.057,1.065
266.087,1.070
266.117,1.054
266.147,1.060
266.177,1.068
266.207,1.064
266.237,1.048
266.267,1.060
266.297,1.071
266.327,1.057
266.357,1.056
266.387,1.062
266.417,1.061
266.447,1.076
266.477,1.062
266.507,1.042
266.537,1.057
266.567,1.062
266.597,1.062
266.627,1.051
266.657,1.078
266.687,1.063
266.717,1.058
266.747,1.030
266.777,1.041
266.807,1.083
266.837,1.080
266.867,1.068
266.897,1.051
266.927,1.068
266.957,1.068
266.987,1.059
267.017,1.045
267.047,1.065
267.077,1.068
267.107,1.063
267.137,1.062
267.167,1.065
267.197,1.062
267.227,1.057
267.257,1.065
267.287,1.061
267.317,1.057
267.347,1.058
267.377,1.061
267.407,1.075
267.437,1.051
267.467,1.060
267.497,1.050
267.527,1.056
267.557,1.047
267.587,1.063
267.617,1.058
267.647,1.051
267.677,1.047
267.707,1.053
267.737,1.051
267.767,1.055
267.797,1.054
267.827,1.063
267.857,1.059
267.887,1.062
267.917,1.053
267.947,1.057
267.977,1.053
268.007,1.064
268.037,1.064
268.067,1.056
268.097,1.053
268.127,1.054
268.157,1.072
268.187,1.059
268.217,1.054
268.247,1.058
268.277,1.056
268.307,1.040
268.337,1.045
268.367,1.049
268.397,1.040
268.427,1.056
268.457,1.057
268.487,1.049
268.517,1.052
268.547,1.049
268.577,1.052
268.607,1.049
268.637,1.058
268.667,1.042
268.697,1.060
268.727,1.065
268.757,1.053
268.787,1.052
268.817,1.055
268.847,1.052
268.877,1.045
268.907,1.043
268.937,1.059
268.967,1.062
268.997,1.053
269.027,1.049
269.057,1.058
269.087,1.041
269.117,1.050
269.147,1.039
269.177,1.044
269.207,1.034
269.237,1.052
269.267,1.046
269.297,1.051
269.327,1.057
269.357,1.056
269.387,1.051
269.417,1.056
269.447,1.057
269.477,1.065
269.507,1.056
269.537,1.052
269.567,1.060
269.597,1.051
269.627,1.054
269.657,1.057
269.687,1.055
269.717,1.055
269.747,1.051
269.777,1.052
269.807,1.057
269.837,1.050
269.867,1.046
269.897,1.058
269.927,1.048
269.957,1.045
269.987,1.042
270.017,1.047
270.047,1.045
270.077,1.059
270.107,1.061
270.137,1.048
270.167,1.090
270.197,1.081
270.227,1.075
270.257,1.079
270.287,1.067
270.317,1.055
270.347,1.056
270.377,1.044
270.407,1.054
270.437,1.051
270.467,1.045
270.497,1.041
270.527,1.041
270.557,1.060
270.587,1.062
270.617,1.041
270.647,1.044
270.677,1.065
270.707,1.057
270.737,1.051
270.767,1.054
270.797,1.047
270.827,1.041
270.857,1.069
270.887,1.054
270.917,1.058
270.947,1.062
270.977,1.058
271.007,1.061
271.037,1.049
271.067,1.057
271.097,1.062
271.127,1.055
271.157,1.056
271.187,1.042
271.217,1.055
271.247,1.038
271.277,1.049
271.307,1.059
271.337,1.030
271.367,1.051
271.397,1.064
271.427,1.046
271.457,1.050
271.487,1.052
271.517,1.042
271.547,1.049
271.577,1.039
271.607,1.050
271.637,1.043
271.667,1.023
271.697,1.053
271.727,1.032
271.757,1.045
271.787,1.034
271.817,1.040
271.847,1.028
271.877,1.062
271.907,1.044
271.937,1.022
271.967,1.000
271.997,0.988
272.027,1.007
272.057,1.010
272.087,1.005
272.117,1.025
272.147,1.000
272.177,0.991
272.207,1.031
272.237,1.013
272.267,1.026
272.297,1.062
272.327,1.046
272.357,1.031
272.387,1.047
272.417,1.072
272.447,1.081
272.477,1.050
272.507,1.052
272.537,1.055
272.567,1.057
272.597,1.052
272.627,1.062
272.657,1.072
272.687,1.064
272.717,1.057
272.747,1.057
272.777,1.052
272.807,1.049
272.837,1.037
272.867,1.034
272.897,1.045
272.927,1.046
272.957,1.039
272.987,1.037
273.017,1.040
273.047,1.038
273.077,1.021
273.107,1.023
273.137,1.023
273.167,1.032
273.197,1.030
273.227,1.038
273.257,1.027
273.287,1.025
273.317,1.017
273.347,1.022
273.377,1.036
273.407,1.040
273.437,1.030
273.467,1.032
273.497,1.033
273.527,1.026
273.557,1.022
273.587,1.021
273.617,1.023
273.647,1.030
273.677,1.027
273.707,1.019
273.737,1.022
273.767,1.030
273.797,1.029
273.827,1.034
273.857,1.021
273.887,1.047
273.917,1.046
273.947,1.033
273.977,1.041
274.007,1.034
274.037,1.038
274.067,1.032
274.097,1.034
274.127,1.042
274.157,1.041
274.187,1.046
274.217,1.037
274.247,1.051
274.277,1.047
274.307,1.025
274.337,1.023
274.367,1.051
274.397,1.037
274.427,1.033
274.457,1.036
274.487,1.046
274.517,1.052
274.547,1.034
274.577,1.043
274.607,1.044
274.637,1.054
274.667,1.040
274.697,1.040
274.727,1.038
274.757,1.041
274.787,1.040
274.817,1.033
274.847,1.055
274.877,1.053
274.907,1.046
274.937,1.048
274.967,1.055
274.997,1.040
275.027,1.053
275.057,1.057
275.087,1.051
275.117,1.041
275.147,1.051
275.177,1.051
275.207,1.042
275.237,1.041
275.267,1.043
275.297,1.045
275.327,1.038
275.357,1.068
275.387,1.052
275.417,1.049
275.447,1.046
275.477,1.046
275.507,1.050
275.537,1.042
275.567,1.051
275.597,1.050
275.627,1.055
275.657,1.058
275.687,1.054
275.717,1.055
275.747,1.048
275.777,1.057
275.807,1.054
275.837,1.048
275.867,1.060
275.897,1.056
275.927,1.051
275.957,1.034
275.987,1.041
276.017,1.040
276.047,1.046
276.077,1.051
276.107,1.056
276.137,1.065
276.167,1.060
276.197,1.060
276.227,1.048
276.257,1.051
276.287,1.044
276.317,1.055
276.347,1.055
276.377,1.039
276.407,1.058
276.437,1.060
276.467,1.052
276.497,1.049
276.527,1.060
276.557,1.047
276.587,1.052
276.617,1.044
276.647,1.042
276.677,1.057
276.707,1.057
276.737,1.061
276.767,1.042
276.797,1.032
276.827,1.056
276.857,1.055
276.887,1.049
276.917,1.046
276.947,1.058
276.977,1.062
277.007,1.048
277.037,1.043
277.067,1.038
277.097,1.033
277.127,1.021
277.157,1.055
277.187,1.058
277.217,1.057
277.247,1.078
277.277,1.082
277.307,1.085
277.337,1.062
277.367,1.036
277.397,1.032
277.427,1.046
277.457,1.057
277.487,1.031
277.517,1.050
277.547,1.063
277.577,1.070
277.607,1.069
277.637,1.045
277.667,1.045
277.697,1.033
277.727,1.030
277.757,1.034
277.787,1.023
277.817,1.037
277.847,1.056
277.877,1.053
277.907,1.067
277.937,1.077
277.967,1.062
277.997,1.050
278.027,1.083
278.057,1.084
278.087,1.059
278.117,1.063
278.147,1.063
278.177,1.060
278.207,1.018
278.237,1.052
278.267,1.078
278.297,1.052
278.327,1.089
278.357,1.034
278.387,1.078
278.417,1.038
278.447,1.016
278.477,1.030
278.507,1.055
278.537,1.052
278.567,1.060
278.597,1.085
278.627,1.084
278.657,1.034
278.687,1.063
278.717,1.061
278.747,1.064
278.777,1.041
278.807,1.046
278.837,1.065
278.867,1.060
278.897,1.061
278.927,1.062
278.957,1.071
278.987,1.070
279.017,1.065
279.047,1.054
279.077,1.051
279.107,1.055
279.137,1.068
279.167,1.054
279.197,1.062
279.227,1.059
279.257,1.059
279.287,1.067
279.317,1.068
279.347,1.069
279.377,1.061
279.407,1.077
279.437,1.080
279.467,1.073
279.497,1.066
279.527,1.075
279.557,1.081
279.587,1.078
279.617,1.082
279.647,1.076
279.677,1.063
279.707,1.064
279.737,1.062
279.767,1.061
279.797,1.065
279.827,1.091
279.857,1.069
279.887,1.070
279.917,1.083
279.947,1.065
279.977,1.065
280.007,1.067
280.037,1.068
280.067,1.081
280.097,1.065
280.127,1.069
280.157,1.061
280.187,1.061
280.217,1.057
280.247,1.080
280.277,1.082
280.307,1.083
280.337,1.077
280.367,1.073
280.397,1.081
280.427,1.084
280.457,1.059
280.487,1.057
280.517,1.077
280.547,1.085
280.577,1.102
280.607,1.087
280.637,1.077
280.667,1.062
280.697,1.060
280.727,1.070
280.757,1.060
280.787,1.062
280.817,1.060
280.847,1.062
280.877,1.059
280.907,1.049
280.937,1.057
280.967,1.046
280.997,1.044
281.027,1.067
281.057,1.071
281.087,1.060
281.117,1.068
281.147,1.036
281.177,1.037
281.207,1.050
281.237,1.054
281.267,1.045
281.297,1.042
281.327,1.056
281.357,1.043
281.387,1.050
281.417,1.052
281.447,1.029
281.477,1.002
281.507,1.047
281.537,1.051
281.567,1.046
281.597,1.049
281.627,1.064
281.657,1.062
281.687,1.040
281.717,1.060
281.747,1.052
281.777,1.021
281.807,1.021
281.837,1.030
281.867,1.012
281.897,1.006
281.927,1.014
281.957,1.008
281.987,1.026
282.017,1.020
282.047,1.029
282.077,1.015
282.107,1.056
282.137,0.996
282.167,0.947
282.197,1.055
282.227,1.027
282.257,1.029
282.287,1.048
282.317,1.085
282.347,1.063
282.377,1.052
282.407,1.081
282.437,1.042
282.467,1.078
282.497,1.095
282.527,1.097
282.557,1.028
282.587,1.074
282.617,1.121
282.647,1.070
282.677,1.002
282.707,0.975
282.737,1.038
282.767,1.181
282.797,1.121
282.827,1.065
282.857,1.091
282.887,1.152
282.917,1.138
282.947,1.083
282.977,1.035
283.007,0.996
283.037,1.030
283.067,1.006
283.097,0.961
283.127,0.945
283.157,1.001
283.187,0.971
283.217,0.958
283.247,0.984
283.277,0.991
283.307,0.966
283.337,1.014
283.367,1.061
283.397,1.071
283.427,1.115
283.457,1.088
283.487,1.064
283.517,1.026
283.547,1.021
283.577,1.045
283.607,1.057
283.637,1.076
283.667,1.063
283.697,1.057
283.727,1.038
283.757,1.004
283.787,0.980
283.817,1.029
283.847,1.056
283.877,1.032
283.907,1.022
283.937,1.032
283.967,1.034
283.997,1.037
284.027,1.033
284.057,1.037
284.087,1.044
284.117,1.031
284.147,1.026
284.177,1.030
284.207,1.039
284.237,1.043
284.267,1.049
284.297,1.065
284.327,1.075
284.357,1.068
284.387,1.087
284.417,1.097
284.447,1.087
284.477,1.066
284.507,1.064
284.537,1.054
284.567,1.061
284.597,1.058
284.627,1.059
284.657,1.056
284.687,1.054
284.717,1.053
284.747,1.055
284.777,1.054
284.807,1.047
284.837,1.039
284.867,1.044
284.897,1.055
284.927,1.043
284.957,1.066
284.987,1.066
285.017,1.053
285.047,1.041
285.077,1.035
285.107,1.049
285.137,1.065
285.167,1.055
285.197,1.064
285.227,1.063
285.257,1.054
285.287,1.058
285.317,1.057
285.347,1.027
285.377,1.055
285.407,1.063
285.437,1.059
285.467,1.061
285.497,1.061
285.527,1.061
285.557,1.063
285.587,1.062
285.617,1.063
285.647,1.057
285.677,1.057
285.707,1.057
285.737,1.049
285.767,1.056
285.797,1.060
285.827,1.052
285.857,1.053
285.887,1.073
285.917,1.067
285.947,1.048
285.977,1.052
286.007,1.050
286.037,1.046
286.067,1.051
286.097,1.068
286.127,1.070
286.157,1.052
286.187,1.061
286.217,1.071
286.247,1.070
286.277,1.062
286.307,1.036
286.337,1.032
286.367,1.051
286.397,1.063
286.427,1.065
286.457,1.058
286.487,1.062
286.517,1.065
286.547,1.056
286.577,1.047
286.607,1.056
286.637,1.059
286.667,1.045
286.697,1.053
286.727,1.060
286.757,1.057
286.787,1.056
286.817,1.053
286.847,1.048
286.877,1.062
286.907,1.062
286.937,1.065
286.967,1.062
286.997,1.059
287.027,1.065
287.057,1.060
287.087,1.055
287.117,1.065
287.147,1.062
287.177,1.048
287.207,1.041
287.237,1.029
287.267,1.042
287.297,1.056
287.327,1.050
287.357,1.040
287.387,1.052
287.417,1.049
287.447,1.053
287.477,1.055
287.507,1.050
287.537,1.046
287.567,1.048
287.597,1.055
287.627,1.055
287.657,1.058
287.687,1.060
287.717,1.062
287.747,1.051
287.777,1.056
287.807,1.064
287.837,1.051
287.867,1.036
287.897,1.059
287.927,1.061
287.957,1.058
287.987,1.059
288.017,1.049
288.047,1.043
288.077,1.044
288.107,1.039
288.137,1.044
288.167,1.038
288.197,1.053
288.227,1.058
288.257,1.030
288.287,1.033
288.317,1.061
288.347,1.047
288.377,1.037
288.407,1.048
288.437,1.053
288.467,1.050
288.497,1.050
288.527,1.058
288.557,1.043
288.587,1.049
288.617,1.042
288.647,1.043
288.677,1.048
288.707,1.052
288.737,1.050
288.767,1.041
288.797,1.036
288.827,1.056
288.857,1.041
288.887,1.037
288.917,1.055
288.947,1.046
288.977,1.043
289.007,1.054
289.037,1.063
289.067,1.053
289.097,1.045
289.127,1.048
289.157,1.057
289.187,1.049
289.217,1.047
289.247,1.049
289.277,1.049
289.307,1.059
289.337,1.061
289.367,1.064
289.397,1.052
289.427,1.068
289.457,1.062
289.487,1.050
289.517,1.061
289.547,1.059
289.577,1.054
289.607,1.046
289.637,1.053
289.667,1.031
289.697,1.037
289.727,1.045
289.757,1.047
289.787,1.046
289.817,1.050
289.847,1.057
289.877,1.046
289.907,1.040
289.937,1.055
289.967,1.058
289.997,1.043
290.027,1.045
290.057,1.044
290.087,1.052
290.117,1.046
290.147,1.049
290.177,1.045
290.207,1.053
290.237,1.038
290.267,1.049
290.297,1.046
290.327,1.061
290.357,1.047
290.387,1.035
290.417,1.041
290.447,1.048
290.477,1.062
290.507,1.043
290.537,1.049
290.567,1.040
290.597,1.048
290.627,1.048
290.657,1.050
290.687,1.052
290.717,1.050
290.747,1.056
290.777,1.046
290.807,1.045
290.837,1.048
290.867,1.042
290.897,1.034
290.927,1.031
290.957,1.044
290.987,1.045
291.017,1.025
291.047,1.034
291.077,1.054
291.107,1.075
291.137,1.061
291.167,1.060
291.197,1.091
291.227,1.094
291.257,1.075
291.287,1.063
291.317,1.063
291.347,1.056
291.377,1.042
291.407,1.048
291.437,1.049
291.467,1.065
291.497,1.064
291.527,1.064
291.557,1.056
291.587,1.059
291.617,1.054
291.647,1.059
291.677,1.048
291.707,1.047
291.737,1.051
291.767,1.053
291.797,1.050
291.827,1.012
291.857,1.030
291.887,1.041
291.917,1.035
291.947,1.022
291.977,1.063
292.007,1.075
292.037,1.046
292.067,1.052
292.097,1.058
292.127,1.055
292.157,1.036
292.187,1.047
292.217,1.063
292.247,1.058
292.277,1.050
292.307,1.039
292.337,1.043
292.367,1.040
292.397,1.041
292.427,1.052
292.457,1.035
292.487,1.070
292.517,1.061
292.547,1.046
292.577,1.049
292.607,1.065
292.637,1.062
292.667,1.046
292.697,1.049
292.727,1.052
292.757,1.052
292.787,1.051
292.817,1.048
292.847,1.042
292.877,1.048
292.907,1.055
292.937,1.046
292.967,1.034
292.997,1.037
293.027,1.043
293.057,1.025
293.087,1.044
293.117,1.048
293.147,1.047
293.177,1.062
293.207,1.031
293.237,1.026
293.267,1.052
293.297,1.061
293.327,1.042
293.357,1.056
293.387,1.053
293.417,1.046
293.447,1.042
293.477,1.035
293.507,1.022
293.537,1.031
293.567,1.038
293.597,1.022
293.627,1.021
293.657,1.019
293.687,1.028
293.717,1.031
293.747,1.030
293.777,1.033
293.807,1.035
293.837,1.035
293.867,1.028
293.897,1.040
293.927,1.038
293.957,1.058
293.987,1.048
294.017,1.042
294.047,1.063
294.077,1.079
294.107,1.048
294.137,1.071
294.167,1.075
294.197,1.063
294.227,1.063
294.257,1.056
294.287,1.051
294.317,1.059
294.347,1.071
294.377,1.069
294.407,1.051
294.437,1.059
294.467,1.052
294.497,1.046
294.527,1.070
294.557,1.065
294.587,1.054
294.617,1.064
294.647,1.057
294.677,1.062
294.707,1.053
294.737,1.047
294.767,1.061
294.797,1.038
294.827,1.039
294.857,1.055
294.887,1.053
294.917,1.059
294.947,1.053
294.977,1.051
295.007,1.058
295.037,1.069
295.067,1.070
295.097,1.062
295.127,1.063
295.157,1.071
295.187,1.067
295.217,1.069
295.247,1.074
295.277,1.068
295.307,1.062
295.337,1.058
295.367,1.071
295.397,1.084
295.427,1.061
295.457,1.062
295.487,1.073
295.517,1.079
295.547,1.062
295.577,1.065
295.607,1.062
295.637,1.053
295.667,1.050
295.697,1.058
295.727,1.062
295.757,1.061
295.787,1.061
295.817,1.053
295.847,1.055
295.877,1.062
295.907,1.062
295.937,1.055
295.967,1.073
295.997,1.069
296.027,1.067
296.057,1.061
296.087,1.061
296.117,1.057
296.147,1.057
296.177,1.064
296.207,1.070
296.237,1.071
296.267,1.058
296.297,1.068
296.327,1.066
296.357,1.060
296.387,1.066
296.417,1.052
296.447,1.070
296.477,1.070
296.507,1.053
296.537,1.064
296.567,1.071
296.597,1.060
296.627,1.067
296.657,1.073
296.687,1.081
296.717,1.064
296.747,1.061
296.777,1.058
296.807,1.051
296.837,1.071
296.867,1.062
296.897,1.056
296.927,1.079
296.957,1.078
296.987,1.084
297.017,1.070
297.047,1.062
297.077,1.056
297.107,1.054
297.137,1.058
297.167,1.051
297.197,1.062
297.227,1.052
297.257,1.061
297.287,1.066
297.317,1.068
297.347,1.072
297.377,1.055
297.407,1.072
297.437,1.069
297.467,1.082
297.497,1.074
297.527,1.061
297.557,1.054
297.587,1.064
297.617,1.053
297.647,1.071
297.677,1.068
297.707,1.068
297.737,1.066
297.767,1.064
297.797,1.057
297.827,1.070
297.857,1.071
297.887,1.057
297.917,1.075
297.947,1.081
297.977,1.069
298.007,1.064
298.037,1.069
298.067,1.070
298.097,1.067
298.127,1.074
298.157,1.081
298.187,1.087
298.217,1.081
298.247,1.069
298.277,1.072
298.307,1.062
298.337,1.064
298.367,1.057
298.397,1.047
298.427,1.069
298.457,1.068
298.487,1.065
298.517,1.068
298.547,1.074
298.577,1.065
298.607,1.075
298.637,1.077
298.667,1.075
298.697,1.075
298.727,1.061
298.757,1.052
298.787,1.060
298.817,1.064
298.847,1.056
298.877,1.062
298.907,1.063
298.937,1.062
298.967,1.061
298.997,1.055
299.027,1.067
299.057,1.051
299.087,1.062
299.117,1.062
299.147,1.062
299.177,1.071
299.207,1.065
299.237,1.061
299.267,1.065
299.297,1.057
299.327,1.062
299.357,1.049
299.387,1.050
299.417,1.064
299.447,1.074
299.477,1.059
299.507,1.056
299.537,1.067
299.567,1.062
299.597,1.060
299.627,1.066
299.657,1.070
299.687,1.070
299.717,1.066
299.747,1.070
299.777,1.065
299.807,1.066
299.837,1.070
299.867,1.067
299.897,1.051
299.927,1.071
299.957,1.067
299.987,1.057
300.017,1.064
300.047,1.071
300.077,1.063
300.107,1.062
300.137,1.064
300.167,1.068
300.197,1.065
300.227,1.069
300.257,1.065
300.287,1.067
300.317,1.057
300.347,1.070
300.377,1.063
300.407,1.053
300.437,1.067
300.467,1.082
300.497,1.074
300.527,1.067
300.557,1.064
300.587,1.073
300.617,1.059
300.647,1.070
300.677,1.068
300.707,1.072
300.737,1.068
300.767,1.064
300.797,1.056
300.827,1.060
300.857,1.062
300.887,1.056
300.917,1.078
300.947,1.074
300.977,1.088
301.007,1.064
301.037,1.067
301.067,1.065
301.097,1.062
301.127,1.073
301.157,1.071
301.187,1.073
301.217,1.068
301.247,1.073
301.277,1.062
301.307,1.063
301.337,1.071
301.367,1.069
301.397,1.087
301.427,1.080
301.457,1.058
301.487,1.076
301.517,1.069
301.547,1.065
301.577,1.053
301.607,1.053
301.637,1.055
301.667,1.047
301.697,1.062
301.727,1.061
301.757,1.065
301.787,1.055
301.817,1.062
301.847,1.072
301.877,1.061
301.907,1.059
301.937,1.043
301.967,1.050
301.997,1.052
302.027,1.068
302.057,1.068
302.087,1.049
302.117,1.060
302.147,1.058
302.177,1.062
302.207,1.053
302.237,1.064
302.267,1.063
302.297,1.069
302.327,1.062
302.357,1.062
302.387,1.056
302.417,1.064
302.447,1.066
302.477,1.062
302.507,1.054
302.537,1.070
302.567,1.066
302.597,1.069
302.627,1.065
302.657,1.078
302.687,1.058
302.717,1.054
302.747,1.057
302.777,1.049
302.807,1.054
302.837,1.055
302.867,1.044
302.897,1.042
302.927,1.050
302.957,1.021
302.987,1.026
303.017,1.046
303.047,1.058
303.077,1.034
303.107,1.027
303.137,1.026
303.167,1.030
303.197,1.039
303.227,1.047
303.257,1.051
303.287,1.063
303.317,1.060
303.347,1.051
303.377,1.025
303.407,1.032
303.437,1.035
303.467,1.017
303.497,1.021
303.527,1.037
303.557,1.051
303.587,1.041
303.617,1.043
303.647,1.049
303.677,1.059
303.707,1.064
303.737,1.060
303.767,1.062
303.797,1.052
303.827,1.056
303.857,1.053
303.887,1.057
303.917,1.058
303.947,1.057
303.977,1.045
304.007,1.050
304.037,1.050
304.067,1.047
304.097,1.051
304.127,1.063
304.157,1.054
304.187,1.042
304.217,1.043
304.247,1.055
304.277,1.057
304.307,1.052
304.337,1.055
304.367,1.053
304.397,1.047
304.427,1.048
304.457,1.050
304.487,1.036
304.517,1.043
304.547,1.057
304.577,1.040
304.607,1.043
304.637,1.049
304.667,1.039
304.697,1.032
304.727,1.042
304.757,1.049
304.787,1.050
304.817,1.046
304.847,1.050
304.877,1.046
304.907,1.039
304.937,1.044
304.967,1.039
304.997,1.036
305.027,1.050
305.057,1.061
305.087,1.056
305.117,1.059
305.147,1.050
305.177,1.046
305.207,1.047
305.237,1.053
305.267,1.054
305.297,1.053
305.327,1.049
305.357,1.059
305.387,1.056
305.417,1.052
305.447,1.057
305.477,1.049
305.507,1.047
305.537,1.063
305.567,1.065
305.597,1.054
305.627,1.051
305.657,1.052
305.687,1.041
305.717,1.046
305.747,1.053
305.777,1.058
305.807,1.062
305.837,1.054
305.867,1.052
305.897,1.047
305.927,1.050
305.957,1.051
305.987,1.045
306.017,1.047
306.047,1.061
306.077,1.063
306.107,1.055
306.137,1.061
306.167,1.056
306.197,1.047
306.227,1.048
306.257,1.052
306.287,1.060
306.317,1.055
306.347,1.049
306.377,1.058
306.407,1.059
306.437,1.058
306.467,1.046
306.497,1.053
306.527,1.062
306.557,1.065
306.587,1.057
306.617,1.056
306.647,1.064
306.677,1.059
306.707,1.047
306.737,1.053
306.767,1.058
306.797,1.058
306.827,1.054
306.857,1.054
306.887,1.052
306.917,1.052
306.947,1.049
306.977,1.043
307.007,1.052
307.037,1.068
307.067,1.062
307.097,1.053
307.127,1.058
307.157,1.057
307.187,1.043
307.217,1.043
307.247,1.053
307.277,1.058
307.307,1.062
307.337,1.054
307.367,1.053
307.397,1.054
307.427,1.058
307.457,1.040
307.487,1.049
307.517,1.061
307.547,1.055
307.577,1.059
307.607,1.057
307.637,1.048
307.667,1.046
307.697,1.046
307.727,1.051
307.757,1.059
307.787,1.061
307.817,1.061
307.847,1.052
307.877,1.049
307.907,1.058
307.937,1.056
307.967,1.050
307.997,1.062
308.027,1.068
308.057,1.054
308.087,1.059
308.117,1.063
308.147,1.056
308.177,1.055
308.207,1.060
308.237,1.067
308.267,1.062
308.297,1.065
308.327,1.058
308.357,1.048
308.387,1.056
308.417,1.055
308.447,1.047
308.477,1.057
308.507,1.067
308.537,1.061
308.567,1.056
308.597,1.063
308.627,1.052
308.657,1.053
308.687,1.059
308.717,1.057
308.747,1.051
308.777,1.067
308.807,1.060
308.837,1.057
308.867,1.063
308.897,1.060
308.927,1.053
308.957,1.040
308.987,1.051
309.017,1.055
309.047,1.039
309.077,1.047
309.107,1.041
309.137,1.052
309.167,1.045
309.197,1.049
309.227,1.051
309.257,1.052
309.287,1.049
309.317,1.054
309.347,1.051
309.377,1.052
309.407,1.054
309.437,1.037
309.467,1.044
309.497,1.063
309.527,1.064
309.557,1.059
309.587,1.062
309.617,1.050
309.647,1.049
309.677,1.051
309.707,1.046
309.737,1.050
309.767,1.052
309.797,1.050
309.827,1.048
309.857,1.046
309.887,1.058
309.917,1.053
309.947,1.055
309.977,1.065
310.007,1.062
310.037,1.049
