df_hash,22ZHK4.QMMKCW
117.497,0.989
117.527,0.992
117.557,0.995
117.587,0.991
117.617,0.995
117.647,0.994
117.677,1.001
117.707,0.998
117.737,0.988
117.767,0.996
117.797,1.005
117.827,0.979
117.857,0.988
117.887,0.994
117.917,0.992
117.947,0.990
117.977,1.001
118.007,1.001
118.037,0.986
118.067,0.987
118.097,1.002
118.127,0.984
118.157,0.992
118.187,0.994
118.217,0.991
118.247,0.986
118.277,0.994
118.307,0.992
118.337,1.004
118.367,0.982
118.397,0.987
118.427,0.995
118.457,0.992
118.487,0.990
118.517,0.995
118.547,1.001
118.577,0.985
118.607,0.993
118.637,0.998
118.667,0.993
118.697,0.989
118.727,0.993
118.757,0.989
118.787,0.984
118.817,0.997
118.847,0.998
118.877,0.999
118.907,0.983
118.937,0.988
118.967,0.995
118.997,0.987
119.027,0.987
119.057,1.000
119.087,0.999
119.117,0.986
119.147,0.995
119.177,0.998
119.207,0.986
119.237,0.991
119.267,0.993
119.297,0.998
119.327,0.998
119.357,0.990
119.387,0.997
119.417,1.000
119.447,0.978
119.477,0.989
119.507,0.993
119.537,1.000
119.567,0.990
119.597,1.003
119.627,0.994
119.657,0.981
119.687,0.995
119.717,0.997
119.747,0.986
119.777,0.991
119.807,1.001
119.837,0.993
119.867,0.992
119.897,0.998
119.927,0.998
119.957,0.971
119.987,0.995
120.017,1.003
120.047,0.996
120.077,0.989
120.107,1.002
120.137,0.995
120.167,0.987
120.197,0.995
120.227,1.000
120.257,0.991
120.287,0.993
120.317,0.997
120.347,0.993
120.377,0.988
120.407,1.001
120.437,0.992
120.467,0.983
120.497,0.989
120.527,0.992
120.557,0.993
120.587,0.988
120.617,0.998
120.647,1.001
120.677,0.989
120.707,0.990
120.737,0.999
120.767,0.992
120.797,0.987
120.827,1.003
120.857,0.999
120.887,0.983
120.917,0.994
120.947,1.005
120.977,0.982
121.007,0.990
121.037,0.995
121.067,0.991
121.097,0.984
121.127,0.995
121.157,1.003
121.187,0.985
121.217,0.987
121.247,0.994
121.277,0.995
121.307,0.987
121.337,0.993
121.367,1.003
121.397,0.995
121.427,0.982
121.457,1.001
121.487,0.995
121.517,0.981
121.547,0.998
121.577,0.991
121.607,0.991
121.637,0.994
121.667,0.997
121.697,0.995
121.727,0.988
121.757,0.992
121.787,0.991
121.817,0.988
121.847,0.993
121.877,0.991
121.907,0.993
121.937,0.984
121.967,0.993
121.997,0.994
122.027,1.000
122.057,0.984
122.087,0.988
122.117,0.994
122.147,0.984
122.177,0.999
122.207,0.992
122.237,0.995
122.267,0.990
122.297,0.993
122.327,0.997
122.357,0.988
122.387,0.991
122.417,0.987
122.447,0.998
122.477,0.996
122.507,0.990
122.537,0.998
122.567,0.988
122.597,0.996
122.627,0.999
122.657,0.982
122.687,0.986
122.717,0.989
122.747,0.998
122.777,0.993
122.807,0.998
122.837,0.996
122.867,0.996
122.897,0.992
122.927,0.985
122.957,0.988
122.987,0.989
123.017,0.996
123.047,0.998
123.077,0.991
123.107,0.991
123.137,0.998
123.167,0.987
123.197,1.000
123.227,0.995
123.257,0.979
123.287,0.993
123.317,0.991
123.347,0.997
123.377,0.992
123.407,1.003
123.437,0.991
123.467,0.988
123.497,0.995
123.527,0.988
123.557,0.996
123.587,0.991
123.617,0.988
123.647,0.995
123.677,0.992
123.707,1.000
123.737,0.991
123.767,0.999
123.797,0.995
123.827,0.983
123.857,0.992
123.887,0.992
123.917,0.998
123.947,0.986
123.977,0.993
124.007,0.995
124.037,0.991
124.067,0.990
124.097,0.992
124.127,1.002
124.157,0.988
124.187,0.984
124.217,1.000
124.247,0.994
124.277,0.991
124.307,0.990
124.337,1.004
124.367,0.988
124.397,0.981
124.427,0.992
124.457,0.994
124.487,0.991
124.517,0.985
124.547,1.000
124.577,0.993
124.607,0.983
124.637,0.997
124.667,0.998
124.697,0.985
124.727,0.995
124.757,0.995
124.787,0.991
124.817,0.998
124.847,0.989
124.877,1.002
124.907,0.995
124.937,0.986
124.967,0.993
124.997,0.991
125.027,0.989
125.057,0.991
125.087,1.000
125.117,0.997
125.147,0.987
125.177,0.992
125.207,0.994
125.237,0.987
125.267,0.998
125.297,0.992
125.327,0.989
125.357,0.993
125.387,0.991
125.417,0.999
125.447,0.979
125.477,0.984
125.507,1.004
125.537,0.986
125.567,0.988
125.597,1.003
125.627,0.991
125.657,0.992
125.687,0.993
125.717,0.992
125.747,0.994
125.777,0.990
125.807,0.999
125.837,0.988
125.867,0.994
125.897,0.997
125.927,0.989
125.957,0.990
125.987,0.998
126.017,0.984
126.047,1.005
126.077,0.986
126.107,0.981
126.137,0.997
126.167,0.979
126.197,0.998
126.227,0.996
126.257,0.998
126.287,0.994
126.317,0.993
126.347,0.986
126.377,0.999
126.407,0.993
126.437,0.995
126.467,0.987
126.497,0.991
126.527,0.998
126.557,0.994
126.587,0.987
126.617,1.003
126.647,0.996
126.677,0.979
126.707,0.991
126.737,0.989
126.767,0.993
126.797,0.996
126.827,1.001
126.857,0.990
126.887,0.981
126.917,0.999
126.947,0.999
126.977,0.990
127.007,0.989
127.037,0.998
127.067,0.987
127.097,0.990
127.127,0.993
127.157,0.993
127.187,1.006
127.217,0.992
127.247,0.988
127.277,0.989
127.307,0.984
127.337,0.999
127.367,0.994
127.397,0.994
127.427,0.994
127.457,0.993
127.487,0.992
127.517,0.995
127.547,0.993
127.577,0.991
127.607,0.989
127.637,0.988
127.667,0.991
127.697,0.996
127.727,0.993
127.757,1.003
127.787,0.987
127.817,0.983
127.847,0.998
127.877,0.993
127.907,0.996
127.937,0.990
127.967,1.001
127.997,0.995
128.027,0.986
128.057,0.991
128.087,0.996
128.117,0.996
128.147,0.994
128.177,0.996
128.207,0.999
128.237,0.993
128.267,0.990
128.297,0.999
128.327,1.000
128.357,0.982
128.387,0.987
128.417,0.990
128.447,0.999
128.477,0.988
128.507,0.999
128.537,1.002
128.567,0.983
128.597,0.990
128.627,1.001
128.657,0.988
128.687,0.989
128.717,1.001
128.747,1.001
128.777,0.991
128.807,0.992
128.837,1.000
128.867,1.001
128.897,0.987
128.927,0.994
128.957,0.987
128.987,0.991
129.017,0.992
129.047,0.997
129.077,0.998
129.107,0.988
129.137,0.990
129.167,0.996
129.197,0.992
129.227,0.989
129.257,0.999
129.287,0.997
129.317,0.992
129.347,0.991
129.377,1.000
129.407,0.998
129.437,0.985
129.467,0.993
129.497,0.988
129.527,0.995
129.557,0.994
129.587,0.997
129.617,1.001
129.647,0.988
129.677,0.987
129.707,0.999
129.737,0.993
129.767,0.988
129.797,0.995
129.827,1.001
129.857,0.991
129.887,0.989
129.917,0.999
129.947,1.005
129.977,0.980
130.007,0.991
130.037,0.998
130.067,0.988
130.097,0.989
130.127,1.002
130.157,0.996
130.187,0.989
130.217,0.996
130.247,0.987
130.277,0.991
130.307,0.997
130.337,0.999
130.367,0.994
130.397,0.996
130.427,0.995
130.457,0.997
130.487,0.997
130.517,0.980
130.547,0.987
130.577,0.992
130.607,1.000
130.637,0.989
130.667,1.002
130.697,0.993
130.727,0.993
130.757,0.988
130.787,0.994
130.817,0.992
130.847,0.989
130.877,0.995
130.907,0.989
130.937,0.998
130.967,0.998
130.997,0.999
131.027,0.984
131.057,0.992
131.087,0.998
131.117,0.999
131.147,0.986
131.177,0.999
131.207,0.998
131.237,0.982
131.267,0.991
131.297,0.997
131.327,0.993
131.357,0.990
131.387,0.991
131.417,0.996
131.447,0.995
131.477,0.990
131.507,0.993
131.537,0.984
131.567,0.992
131.597,0.995
131.627,0.998
131.657,0.982
131.687,0.998
131.717,0.997
131.747,0.989
131.777,0.998
131.807,0.996
131.837,0.998
131.867,0.993
131.897,1.006
131.927,0.991
131.957,0.981
131.987,1.004
132.017,0.999
132.047,0.980
132.077,0.987
132.107,0.996
132.137,0.998
132.167,0.982
132.197,0.998
132.227,1.001
132.257,0.991
132.287,0.991
132.317,1.002
132.347,0.998
132.377,0.990
132.407,1.000
132.437,0.995
132.467,0.994
132.497,1.000
132.527,0.990
132.557,0.989
132.587,1.001
132.617,0.982
132.647,0.998
132.677,1.003
132.707,0.992
132.737,0.994
132.767,0.996
132.797,0.982
132.827,0.998
132.857,0.995
132.887,0.989
132.917,0.994
132.947,0.996
132.977,1.003
133.007,0.998
133.037,0.981
133.067,1.003
133.097,0.992
133.127,0.989
133.157,0.999
133.187,0.992
133.217,0.990
133.247,0.996
133.277,0.999
133.307,0.994
133.337,0.997
133.367,0.994
133.397,0.996
133.427,0.991
133.457,0.991
133.487,0.998
133.517,0.986
133.547,0.997
133.577,1.000
133.607,0.992
133.637,0.996
133.667,0.996
133.697,0.988
133.727,0.992
133.757,0.986
133.787,0.999
133.817,0.994
133.847,0.997
133.877,0.995
133.907,0.994
133.937,0.998
133.967,0.994
133.997,0.994
134.027,0.994
134.057,0.994
134.087,0.993
134.117,0.997
134.147,1.004
134.177,0.993
134.207,0.989
134.237,1.003
134.267,0.997
134.297,0.982
134.327,0.996
134.357,0.999
134.387,0.992
134.417,0.992
134.447,1.003
134.477,0.998
134.507,0.989
134.537,0.993
134.567,1.000
134.597,0.993
134.627,0.992
134.657,1.001
134.687,0.999
134.717,0.994
134.747,0.995
134.777,1.003
134.807,0.992
134.837,0.990
134.867,1.004
134.897,0.997
134.927,0.981
134.957,0.995
134.987,0.988
135.017,0.994
135.047,0.993
135.077,1.005
135.107,0.995
135.137,0.984
135.167,1.002
135.197,1.002
135.227,0.986
135.257,0.995
135.287,0.999
135.317,0.992
135.347,0.988
135.377,0.995
135.407,0.994
135.437,0.994
135.467,0.995
135.497,1.006
135.527,0.985
135.557,0.979
135.587,1.000
135.617,0.997
135.647,1.001
135.677,0.991
135.707,1.004
135.737,0.999
135.767,0.990
135.797,0.997
135.827,0.994
135.857,0.994
135.887,0.992
135.917,0.997
135.947,0.999
135.977,0.989
136.007,0.992
136.037,1.004
136.067,0.990
136.097,0.999
136.127,0.997
136.157,0.984
136.187,0.990
136.217,0.999
136.247,0.997
136.277,0.994
136.307,1.002
136.337,0.990
136.367,0.988
136.397,1.000
136.427,0.997
136.457,0.991
136.487,0.997
136.517,0.993
136.547,0.987
136.577,0.998
136.607,0.995
136.637,0.994
136.667,1.000
136.697,0.991
136.727,0.986
136.757,0.996
136.787,0.996
136.817,0.986
136.847,0.998
136.877,1.002
136.907,0.987
136.937,0.995
136.967,0.999
136.997,0.987
137.027,0.996
137.057,0.997
137.087,0.992
137.117,0.990
137.147,0.996
137.177,0.996
137.207,0.991
137.237,0.995
137.267,0.992
137.297,0.990
137.327,0.995
137.357,0.988
137.387,0.995
137.417,0.997
137.447,0.996
137.477,0.997
137.507,1.001
137.537,0.992
137.567,0.991
137.597,0.997
137.627,0.991
137.657,0.996
137.687,0.995
137.717,0.988
137.747,0.998
137.777,0.998
137.807,1.007
137.837,0.982
137.867,0.990
137.897,1.001
137.927,0.991
137.957,0.991
137.987,0.997
138.017,1.000
138.047,0.990
138.077,0.995
138.107,1.000
138.137,0.989
138.167,0.994
138.197,0.999
138.227,0.996
138.257,0.997
138.287,1.001
138.317,0.995
138.347,0.994
138.377,1.001
138.407,0.985
138.437,0.990
138.467,0.993
138.497,0.996
138.527,0.985
138.557,1.000
138.587,1.002
138.617,0.986
138.647,0.993
138.677,0.996
138.707,0.992
138.737,0.992
138.767,0.991
138.797,1.001
138.827,0.993
138.857,0.999
138.887,0.997
138.917,1.003
138.947,0.986
138.977,0.988
139.007,1.000
139.037,0.995
139.067,0.994
139.097,0.993
139.127,0.997
139.157,0.991
139.187,0.991
139.217,0.998
139.247,0.999
139.277,0.992
139.307,0.993
139.337,1.001
139.367,0.995
139.397,0.991
139.427,1.001
139.457,1.001
139.487,0.980
139.517,0.990
139.547,1.004
139.577,1.000
139.607,0.993
139.637,0.998
139.667,0.999
139.697,0.990
139.727,0.999
139.757,0.999
139.787,0.989
139.817,0.996
139.847,0.996
139.877,0.985
139.907,0.998
139.937,1.000
139.967,1.005
139.997,0.982
140.027,0.989
140.057,0.999
140.087,0.994
140.117,0.995
140.147,0.993
140.177,1.006
140.207,0.991
140.237,0.991
140.267,1.003
140.297,0.997
140.327,0.982
140.357,0.999
140.387,0.992
140.417,0.992
140.447,0.990
140.477,1.005
140.507,0.993
140.537,0.989
140.567,0.994
140.597,1.002
140.627,0.980
140.657,0.997
140.687,1.010
140.717,0.990
140.747,0.989
140.777,0.999
140.807,0.992
140.837,0.995
140.867,0.993
140.897,0.989
140.927,0.994
140.957,0.988
140.987,0.996
141.017,1.006
141.047,0.989
141.077,0.989
141.107,0.998
141.137,0.992
141.167,0.998
141.197,0.992
141.227,1.007
141.257,0.986
141.287,0.991
141.317,1.002
141.347,0.995
141.377,0.985
141.407,0.993
141.437,0.995
141.467,0.989
141.497,0.990
141.527,0.996
141.557,1.006
141.587,0.981
141.617,0.992
141.647,1.003
141.677,0.987
141.707,0.998
141.737,0.997
141.767,0.997
141.797,0.989
141.827,0.997
141.857,1.000
141.887,0.989
141.917,0.991
141.947,0.998
141.977,0.998
142.007,0.994
142.037,1.001
142.067,0.999
142.097,0.986
142.127,0.996
142.157,1.004
142.187,0.980
142.217,0.994
142.247,0.994
142.277,0.990
142.307,0.995
142.337,1.001
142.367,0.996
142.397,0.996
142.427,0.995
142.457,0.997
142.487,0.995
142.517,0.993
142.547,0.998
142.577,0.997
142.607,0.992
142.637,0.993
142.667,0.992
142.697,0.995
142.727,0.995
142.757,1.003
142.787,0.986
142.817,0.990
142.847,0.998
142.877,0.994
142.907,0.997
142.937,0.996
142.967,1.005
142.997,0.995
143.027,0.986
143.057,1.001
143.087,0.991
143.117,0.987
143.147,0.995
143.177,0.996
143.207,1.003
143.237,0.999
143.267,0.997
143.297,0.995
143.327,0.990
143.357,0.995
143.387,0.986
143.417,0.981
143.447,0.985
143.477,0.985
143.507,1.004
143.537,0.992
143.567,1.001
143.597,0.999
143.627,0.995
143.657,0.982
143.687,0.996
143.717,0.996
143.747,0.977
143.777,0.996
143.807,0.996
143.837,0.986
143.867,0.983
143.897,0.994
143.927,0.991
143.957,0.995
143.987,0.991
144.017,0.982
144.047,0.998
144.077,0.996
144.107,0.998
144.137,0.999
144.167,1.001
144.197,0.988
144.227,0.986
144.257,0.994
144.287,0.996
144.317,0.986
144.347,0.986
144.377,0.989
144.407,0.990
144.437,0.983
144.467,0.998
144.497,0.990
144.527,0.997
144.557,0.986
144.587,0.986
144.617,0.990
144.647,1.001
144.677,0.985
144.707,0.994
144.737,0.992
144.767,0.987
144.797,0.987
144.827,0.982
144.857,0.994
144.887,0.994
144.917,0.988
144.947,0.993
144.977,0.990
145.007,0.995
145.037,0.992
145.067,0.995
145.097,0.984
145.127,0.987
145.157,0.991
145.187,0.993
145.217,0.990
145.247,0.993
145.277,0.992
145.307,0.988
145.337,0.992
145.367,0.991
145.397,0.995
145.427,0.995
145.457,0.981
145.487,0.996
145.517,0.986
145.547,0.995
145.577,0.989
145.607,0.982
145.637,0.992
145.667,0.989
145.697,0.993
145.727,0.993
145.757,0.989
145.787,0.990
145.817,0.989
145.847,0.989
145.877,0.994
145.907,0.990
145.937,0.990
145.967,0.997
145.997,0.988
146.027,0.999
146.057,0.980
146.087,1.003
146.117,0.992
146.147,0.982
146.177,0.990
146.207,0.992
146.237,0.992
146.267,0.985
146.297,1.001
146.327,0.995
146.357,0.989
146.387,0.989
146.417,0.996
146.447,0.982
146.477,0.991
146.507,0.999
146.537,0.990
146.567,0.982
146.597,0.997
146.627,1.006
146.657,0.972
146.687,0.991
146.717,0.999
146.747,0.984
146.777,0.984
146.807,0.993
146.837,0.995
146.867,0.989
146.897,0.998
146.927,0.994
146.957,0.990
146.987,0.987
147.017,0.994
147.047,0.994
147.077,0.994
147.107,0.985
147.137,1.000
147.167,0.990
147.197,0.982
147.227,0.988
147.257,0.991
147.287,0.992
147.317,0.990
147.347,0.995
147.377,1.000
147.407,0.985
147.437,0.990
147.467,0.996
147.497,0.991
147.527,0.992
147.557,0.988
147.587,0.991
147.617,0.991
147.647,0.991
147.677,0.995
147.707,1.000
147.737,0.986
147.767,0.989
147.797,0.990
147.827,0.994
147.857,0.995
147.887,0.991
147.917,1.001
147.947,0.993
147.977,0.989
148.007,0.996
148.037,0.995
148.067,0.988
148.097,0.992
148.127,0.994
148.157,0.989
148.187,0.989
148.217,0.996
148.247,0.993
148.277,1.003
148.307,0.989
148.337,0.988
148.367,0.994
148.397,0.993
148.427,0.992
148.457,0.992
148.487,1.002
148.517,0.996
148.547,0.991
148.577,0.991
148.607,0.995
148.637,0.994
148.667,0.990
148.697,0.995
148.727,0.992
148.757,0.994
148.787,0.995
148.817,0.992
148.847,0.996
148.877,0.999
148.907,0.986
148.937,0.987
148.967,0.993
148.997,1.003
149.027,0.987
149.057,0.999
149.087,1.005
149.117,0.987
149.147,0.985
149.177,1.002
149.207,0.990
149.237,0.995
149.267,0.994
149.297,0.996
149.327,0.999
149.357,0.989
149.387,0.997
149.417,0.998
149.447,0.998
149.477,0.990
149.507,0.997
149.537,0.987
149.567,0.992
149.597,0.994
149.627,0.997
149.657,0.998
149.687,0.990
149.717,0.991
149.747,0.994
149.777,0.993
149.807,0.992
149.837,0.995
149.867,0.993
149.897,0.994
149.927,0.991
149.957,0.995
149.987,0.993
150.017,1.002
150.047,0.991
150.077,0.983
150.107,0.994
150.137,0.995
150.167,0.989
150.197,0.995
150.227,1.010
150.257,0.986
150.287,0.984
150.317,1.000
150.347,0.999
150.377,0.987
150.407,0.992
150.437,1.003
150.467,0.997
150.497,0.985
150.527,0.997
150.557,0.996
150.587,1.000
150.617,0.983
150.647,0.993
150.677,0.994
150.707,0.989
150.737,0.991
150.767,1.000
150.797,0.992
150.827,0.991
150.857,0.998
150.887,0.997
150.917,0.989
150.947,0.984
150.977,1.001
151.007,0.999
151.037,0.986
151.067,1.000
151.097,0.999
151.127,0.996
151.157,0.987
151.187,0.988
151.217,0.998
151.247,0.996
151.277,0.987
151.307,0.999
151.337,0.996
151.367,0.988
151.397,0.996
151.427,0.997
151.457,0.995
151.487,0.990
151.517,0.996
151.547,0.993
151.577,0.993
151.607,0.996
151.637,0.993
151.667,0.998
151.697,0.980
151.727,0.992
151.757,0.995
151.787,0.999
151.817,0.986
151.847,1.000
151.877,0.997
151.907,0.995
151.937,0.996
151.967,0.992
151.997,0.987
152.027,1.001
152.057,0.997
152.087,0.989
152.117,1.000
152.147,1.002
152.177,0.999
152.207,0.979
152.237,0.991
152.267,1.002
152.297,0.993
152.327,0.986
152.357,0.991
152.387,1.003
152.417,0.998
152.447,0.985
152.477,0.992
152.507,0.993
152.537,0.992
152.567,0.989
152.597,1.002
152.627,0.991
152.657,0.995
152.687,0.990
152.717,0.990
152.747,0.999
152.777,0.999
152.807,0.985
152.837,0.998
152.867,0.999
152.897,0.993
152.927,0.996
152.957,0.994
152.987,0.992
153.017,0.993
153.047,0.995
153.077,0.999
153.107,1.001
153.137,1.002
153.167,0.984
153.197,1.001
153.227,0.996
153.257,0.983
153.287,1.000
153.317,0.993
153.347,0.993
153.377,0.992
153.407,0.997
153.437,0.999
153.467,0.990
153.497,0.993
153.527,1.001
153.557,0.990
153.587,0.992
153.617,0.991
153.647,0.994
153.677,0.998
153.707,0.997
153.737,0.997
153.767,0.988
153.797,0.992
153.827,0.999
153.857,0.989
153.887,0.996
153.917,0.998
153.947,1.000
153.977,0.991
154.007,0.992
154.037,0.994
154.067,1.000
154.097,1.002
154.127,0.992
154.157,0.998
154.187,1.004
154.217,0.997
154.247,0.988
154.277,0.999
154.307,0.992
154.337,0.987
154.367,0.996
154.397,0.993
154.427,0.999
154.457,0.992
154.487,1.001
154.517,0.997
154.547,0.988
154.577,0.995
154.607,0.996
154.637,0.987
154.667,0.996
154.697,1.000
154.727,1.002
154.757,0.997
154.787,0.996
154.817,1.004
154.847,0.990
154.877,0.984
154.907,0.992
154.937,1.000
154.967,0.992
154.997,0.983
155.027,1.002
155.057,1.003
155.087,0.986
155.117,0.997
155.147,0.999
155.177,0.995
155.207,0.997
155.237,0.985
155.267,0.996
155.297,1.000
155.327,0.990
155.357,0.995
155.387,0.989
155.417,0.981
155.447,1.000
155.477,0.992
155.507,0.994
155.537,0.996
155.567,0.998
155.597,0.993
155.627,0.983
155.657,0.994
155.687,1.000
155.717,0.990
155.747,0.992
155.777,0.992
155.807,0.998
155.837,0.988
155.867,0.994
155.897,0.992
155.927,0.979
155.957,0.988
155.987,0.991
156.017,0.989
156.047,0.982
156.077,0.994
156.107,0.993
156.137,0.983
156.167,0.977
156.197,0.981
156.227,0.987
156.257,0.982
156.287,0.985
156.317,0.976
156.347,0.987
156.377,1.003
156.407,0.997
156.437,0.980
156.467,0.982
156.497,0.998
156.527,0.991
156.557,0.980
156.587,0.983
156.617,0.982
156.647,0.980
156.677,0.985
156.707,0.983
156.737,0.975
156.767,0.970
156.797,0.981
156.827,0.979
156.857,0.974
156.887,0.983
156.917,0.986
156.947,0.966
156.977,0.972
157.007,0.977
157.037,0.976
157.067,0.974
157.097,0.981
157.127,0.977
157.157,0.973
157.187,0.980
157.217,0.974
157.247,0.973
157.277,0.983
157.307,0.980
157.337,0.991
157.367,0.978
157.397,0.979
157.427,0.971
157.457,0.972
157.487,0.976
157.517,0.981
157.547,0.969
157.577,0.981
157.607,0.979
157.637,0.984
157.667,0.979
157.697,0.982
157.727,0.976
157.757,0.970
157.787,0.970
157.817,0.980
157.847,0.974
157.877,0.989
157.907,0.983
157.937,0.970
157.967,0.987
157.997,0.996
158.027,0.982
158.057,0.981
158.087,0.990
158.117,0.984
158.147,0.969
158.177,0.969
158.207,0.966
158.237,0.969
158.267,0.976
158.297,0.981
158.327,0.981
158.357,0.983
158.387,0.995
158.417,0.985
158.447,0.973
158.477,0.972
158.507,0.981
158.537,0.975
158.567,0.980
158.597,0.984
158.627,0.980
158.657,0.979
158.687,0.979
158.717,0.981
158.747,0.987
158.777,0.984
158.807,0.986
158.837,0.976
158.867,0.989
158.897,0.987
158.927,0.974
158.957,0.982
158.987,0.979
159.017,0.987
159.047,0.987
159.077,0.992
159.107,0.988
159.137,0.985
159.167,0.984
159.197,0.984
159.227,0.985
159.257,0.984
159.287,0.986
159.317,0.984
159.347,0.979
159.377,0.994
159.407,0.989
159.437,0.974
159.467,0.978
159.497,0.982
159.527,0.995
159.557,0.982
159.587,0.982
159.617,0.981
159.647,0.983
159.677,0.978
159.707,0.980
159.737,0.983
159.767,0.984
159.797,0.984
159.827,0.994
159.857,0.989
159.887,0.978
159.917,0.994
159.947,0.990
159.977,0.971
160.007,0.979
160.037,0.985
160.067,0.983
160.097,0.988
160.127,0.988
160.157,0.994
160.187,0.987
160.217,0.984
160.247,0.985
160.277,0.994
160.307,0.978
160.337,0.983
160.367,0.987
160.397,0.985
160.427,0.982
160.457,0.984
160.487,0.993
160.517,0.992
160.547,0.977
160.577,0.981
160.607,0.987
160.637,0.985
160.667,0.983
160.697,0.999
160.727,0.989
160.757,0.976
160.787,0.986
160.817,0.986
160.847,0.988
160.877,0.987
160.907,0.984
160.937,0.990
160.967,0.990
160.997,0.990
161.027,0.982
161.057,0.989
161.087,0.988
161.117,0.981
161.147,0.982
161.177,0.984
161.207,0.996
161.237,0.980
161.267,0.989
161.297,0.989
161.327,0.984
161.357,0.985
161.387,0.988
161.417,0.987
161.447,0.983
161.477,0.989
161.507,0.990
161.537,0.995
161.567,0.984
161.597,0.984
161.627,0.986
161.657,0.993
161.687,0.981
161.717,0.980
161.747,0.985
161.777,0.993
161.807,0.983
161.837,0.991
161.867,0.992
161.897,0.981
161.927,0.985
161.957,0.992
161.987,0.986
162.017,0.987
162.047,0.989
162.077,0.990
162.107,0.991
162.137,0.999
162.167,0.981
162.197,0.988
162.227,0.991
162.257,0.977
162.287,0.989
162.317,0.990
162.347,0.982
162.377,0.986
162.407,0.996
162.437,0.986
162.467,0.984
162.497,0.983
162.527,0.993
162.557,0.993
162.587,0.983
162.617,0.985
162.647,0.990
162.677,0.997
162.707,0.983
162.737,0.990
162.767,0.985
162.797,0.984
162.827,0.987
162.857,0.990
162.887,0.984
162.917,0.989
162.947,0.995
162.977,0.981
163.007,0.986
163.037,0.985
163.067,0.988
163.097,0.989
163.127,0.991
163.157,0.978
163.187,1.000
163.217,0.990
163.247,0.997
163.277,0.976
163.307,0.981
163.337,0.999
163.367,0.987
163.397,0.977
163.427,0.991
163.457,0.993
163.487,0.985
163.517,0.993
163.547,0.994
163.577,0.982
163.607,0.991
163.637,0.995
163.667,0.997
163.697,0.986
163.727,0.996
163.757,0.976
163.787,0.975
163.817,0.993
163.847,0.993
163.877,0.982
163.907,0.999
163.937,0.995
163.967,0.989
163.997,0.982
164.027,0.988
164.057,1.002
164.087,0.995
164.117,0.981
164.147,0.998
164.177,0.994
164.207,0.977
164.237,1.003
164.267,0.994
164.297,0.983
164.327,0.984
164.357,0.975
164.387,1.001
164.417,0.985
164.447,0.991
164.477,0.997
164.507,0.985
164.537,0.985
164.567,0.996
164.597,0.988
164.627,0.989
164.657,1.002
164.687,0.996
164.717,0.978
164.747,0.987
164.777,0.997
164.807,0.986
164.837,0.988
164.867,0.984
164.897,0.995
164.927,0.984
164.957,0.994
164.987,0.996
165.017,0.987
165.047,0.987
165.077,0.989
165.107,0.994
165.137,0.992
165.167,0.989
165.197,0.996
165.227,0.996
165.257,0.980
165.287,0.996
165.317,0.995
165.347,0.986
165.377,0.991
165.407,0.987
165.437,0.996
165.467,0.988
165.497,0.996
165.527,0.997
165.557,0.985
165.587,0.992
165.617,0.996
165.647,0.996
165.677,0.986
165.707,0.988
165.737,0.997
165.767,0.996
165.797,0.988
165.827,0.986
165.857,1.000
165.887,0.991
165.917,0.985
165.947,0.991
165.977,0.987
166.007,0.994
166.037,0.991
166.067,0.996
166.097,0.992
166.127,0.983
166.157,0.993
166.187,0.992
166.217,0.989
166.247,0.989
166.277,0.991
166.307,0.999
166.337,0.998
166.367,0.993
166.397,0.985
166.427,0.995
166.457,1.004
166.487,0.979
166.517,0.987
166.547,0.993
166.577,0.991
166.607,0.993
166.637,0.999
166.667,0.996
166.697,0.989
166.727,0.990
166.757,0.993
166.787,0.991
166.817,0.988
166.847,0.995
166.877,0.989
166.907,0.983
166.937,0.989
166.967,0.995
166.997,0.985
167.027,0.997
167.057,0.997
167.087,0.984
167.117,0.990
167.147,0.996
167.177,0.992
167.207,0.993
167.237,1.002
167.267,0.988
167.297,0.985
167.327,0.995
167.357,0.986
167.387,0.991
167.417,1.000
167.447,0.988
167.477,0.994
167.507,1.001
167.537,0.994
167.567,0.985
167.597,0.995
167.627,0.995
167.657,0.980
167.687,0.984
167.717,0.992
167.747,0.994
167.777,0.990
167.807,0.997
167.837,0.998
167.867,0.990
167.897,0.989
167.927,0.992
167.957,0.992
167.987,0.988
168.017,0.988
168.047,0.988
168.077,0.990
168.107,0.991
168.137,0.990
168.167,1.001
168.197,0.992
168.227,0.975
168.257,0.992
168.287,0.991
168.317,0.991
168.347,0.990
168.377,0.999
168.407,0.981
168.437,0.986
168.467,0.990
168.497,0.988
168.527,0.988
168.557,0.992
168.587,0.992
168.617,0.994
168.647,0.991
168.677,0.984
168.707,0.990
168.737,1.004
168.767,0.987
168.797,0.986
168.827,0.997
168.857,0.995
168.887,0.990
168.917,0.995
168.947,0.990
168.977,0.981
169.007,0.991
169.037,0.994
169.067,0.987
169.097,0.995
169.127,1.000
169.157,0.992
169.187,0.997
169.217,0.992
169.247,0.997
169.277,0.981
169.307,0.985
169.337,0.990
169.367,0.992
169.397,0.984
169.427,0.997
169.457,0.996
169.487,0.988
169.517,0.991
169.547,0.991
169.577,0.986
169.607,0.994
169.637,0.982
169.667,0.998
169.697,0.988
169.727,0.997
169.757,0.986
169.787,0.979
169.817,0.996
169.847,1.000
169.877,0.985
