df_hash,22ZHK4.V6E3X1
418.234,1.058
418.264,1.050
418.294,1.056
418.324,1.060
418.354,1.058
418.384,1.051
418.414,1.055
418.444,1.060
418.474,1.057
418.504,1.058
418.534,1.056
418.564,1.052
418.594,1.054
418.624,1.053
418.654,1.060
418.684,1.054
418.714,1.058
418.744,1.057
418.774,1.056
418.804,1.058
418.834,1.054
418.864,1.061
418.894,1.060
418.924,1.059
418.954,1.063
418.984,1.059
419.014,1.055
419.044,1.057
419.074,1.063
419.104,1.062
419.134,1.064
419.164,1.061
419.194,1.062
419.224,1.060
419.254,1.058
419.284,1.057
419.314,1.063
419.344,1.067
419.374,1.067
419.404,1.062
419.434,1.058
419.464,1.062
419.494,1.056
419.524,1.054
419.554,1.063
419.584,1.059
419.614,1.057
419.644,1.068
419.674,1.062
419.704,1.058
419.734,1.055
419.764,1.049
419.794,1.062
419.824,1.070
419.854,1.075
419.884,1.065
419.914,1.062
419.944,1.057
419.974,1.047
420.004,1.045
420.034,1.048
420.064,1.052
420.094,1.051
420.124,1.057
420.154,1.057
420.184,1.058
420.214,1.050
420.244,1.050
420.274,1.051
420.304,1.052
420.334,1.054
420.364,1.055
420.394,1.059
420.424,1.063
420.454,1.062
420.484,1.062
420.514,1.058
420.544,1.056
420.574,1.055
420.604,1.053
420.634,1.061
420.664,1.058
420.694,1.061
420.724,1.060
420.754,1.062
420.784,1.066
420.814,1.065
420.844,1.065
420.874,1.059
420.904,1.059
420.934,1.065
420.964,1.069
420.994,1.082
421.024,1.084
421.054,1.095
421.084,1.107
421.114,1.108
421.144,1.123
421.174,1.132
421.204,1.114
421.234,1.111
421.264,1.114
421.294,1.092
421.324,1.076
421.354,1.069
421.384,1.068
421.414,1.066
421.444,1.067
421.474,1.051
421.504,1.030
421.534,1.019
421.564,1.008
421.594,1.007
421.624,0.985
421.654,0.979
421.684,0.973
421.714,0.965
421.744,0.976
421.774,0.971
421.804,0.986
421.834,1.022
421.864,1.021
421.894,1.021
421.924,1.034
421.954,1.020
421.984,1.025
422.014,1.025
422.044,1.011
422.074,1.005
422.104,1.022
422.134,1.036
422.164,1.062
422.194,1.080
422.224,1.074
422.254,1.064
422.284,1.084
422.314,1.077
422.344,1.090
422.374,1.102
422.404,1.065
422.434,1.022
422.464,1.024
422.494,1.009
422.524,0.980
422.554,1.002
422.584,1.029
422.614,1.021
422.644,1.074
422.674,1.084
422.704,1.081
422.734,1.083
422.764,1.066
422.794,1.030
422.824,0.953
422.854,0.960
422.884,1.048
422.914,1.129
422.944,1.114
422.974,1.080
423.004,1.047
423.034,1.063
423.064,1.077
423.094,1.097
423.124,1.085
423.154,1.045
423.184,1.062
423.214,1.105
423.244,1.067
423.274,1.046
423.304,1.040
423.334,1.012
423.364,1.006
423.394,1.021
423.424,1.042
423.454,1.033
423.484,1.011
423.514,1.007
423.544,0.990
423.574,0.983
423.604,0.997
423.634,1.016
423.664,1.028
423.694,1.035
423.724,1.047
423.754,1.047
423.784,1.054
423.814,1.059
423.844,1.060
423.874,1.056
423.904,1.044
423.934,1.034
423.964,1.058
423.994,1.067
424.024,1.060
424.054,1.051
424.084,1.044
424.114,1.058
424.144,1.064
424.174,1.066
424.204,1.066
424.234,1.070
424.264,1.066
424.294,1.069
424.324,1.073
424.354,1.067
424.384,1.056
424.414,1.061
424.444,1.057
424.474,1.062
424.504,1.060
424.534,1.065
424.564,1.065
424.594,1.061
424.624,1.052
424.654,1.053
424.684,1.051
424.714,1.058
424.744,1.058
424.774,1.059
424.804,1.056
424.834,1.050
424.864,1.056
424.894,1.057
424.924,1.046
424.954,1.048
424.984,1.052
425.014,1.056
425.044,1.058
425.074,1.053
425.104,1.056
425.134,1.055
425.164,1.057
425.194,1.051
425.224,1.061
425.254,1.062
425.284,1.067
425.314,1.086
425.344,1.091
425.374,1.079
425.404,1.065
425.434,1.047
425.464,1.037
425.494,1.033
425.524,1.019
425.554,1.007
425.584,1.001
425.614,0.996
425.644,0.990
425.674,0.984
425.704,0.990
425.734,1.013
425.764,1.020
425.794,1.029
425.824,1.038
425.854,1.059
425.884,1.080
425.914,1.088
425.944,1.092
425.974,1.101
426.004,1.095
426.034,1.085
426.064,1.081
426.094,1.088
426.124,1.080
426.154,1.078
426.184,1.075
426.214,1.074
426.244,1.086
426.274,1.093
426.304,1.085
426.334,1.079
426.364,1.077
426.394,1.087
426.424,1.080
426.454,1.075
426.484,1.078
426.514,1.071
426.544,1.070
426.574,1.070
426.604,1.071
426.634,1.063
426.664,1.068
426.694,1.062
426.724,1.059
426.754,1.063
426.784,1.060
426.814,1.062
426.844,1.064
426.874,1.067
426.904,1.060
426.934,1.069
426.964,1.064
426.994,1.062
427.024,1.068
427.054,1.065
427.084,1.059
427.114,1.058
427.144,1.062
427.174,1.056
427.204,1.064
427.234,1.069
427.264,1.060
427.294,1.061
427.324,1.069
427.354,1.066
427.384,1.062
427.414,1.066
427.444,1.063
427.474,1.063
427.504,1.062
427.534,1.064
427.564,1.064
427.594,1.062
427.624,1.065
427.654,1.069
427.684,1.067
427.714,1.064
427.744,1.059
427.774,1.064
427.804,1.069
427.834,1.067
427.864,1.063
427.894,1.062
427.924,1.063
427.954,1.062
427.984,1.062
428.014,1.062
428.044,1.062
428.074,1.061
428.104,1.063
428.134,1.063
428.164,1.067
428.194,1.068
428.224,1.063
428.254,1.068
428.284,1.066
428.314,1.068
428.344,1.064
428.374,1.063
428.404,1.056
428.434,1.061
428.464,1.066
428.494,1.119
428.524,1.166
428.554,1.182
428.584,1.173
428.614,1.156
428.644,1.126
428.674,1.099
428.704,1.085
428.734,1.071
428.764,1.068
428.794,1.058
428.824,1.049
428.854,1.066
428.884,1.074
428.914,1.063
428.944,1.039
428.974,1.002
429.004,0.968
429.034,0.948
429.064,0.950
429.094,0.934
429.124,0.930
429.154,0.962
429.184,1.011
429.214,1.056
429.244,1.068
429.274,1.065
429.304,1.056
429.334,1.064
429.364,1.062
429.394,1.064
429.424,1.063
429.454,1.060
429.484,1.048
429.514,1.027
429.544,1.044
429.574,1.045
429.604,1.056
429.634,1.050
429.664,1.066
429.694,1.061
429.724,1.056
429.754,1.059
429.784,1.050
429.814,1.047
429.844,1.046
429.874,1.052
429.904,1.060
429.934,1.052
429.964,1.054
429.994,1.053
430.024,1.045
430.054,1.038
430.084,1.043
430.114,1.045
430.144,1.051
430.174,1.044
430.204,1.049
430.234,1.048
430.264,1.056
430.294,1.054
430.324,1.049
430.354,1.048
430.384,1.048
430.414,1.044
430.444,1.041
430.474,1.043
430.504,1.044
430.534,1.048
430.564,1.048
430.594,1.047
430.624,1.046
430.654,1.048
430.684,1.058
430.714,1.049
430.744,1.029
430.774,1.051
430.804,1.059
430.834,1.050
430.864,1.051
430.894,1.053
430.924,1.049
430.954,1.057
430.984,1.053
431.014,1.054
431.044,1.061
431.074,1.080
431.104,1.094
431.134,1.100
431.164,1.120
431.194,1.118
431.224,1.099
431.254,1.081
431.284,1.058
431.314,1.071
431.344,1.063
431.374,1.047
431.404,1.038
431.434,1.046
431.464,1.058
431.494,1.036
431.524,1.021
431.554,1.041
431.584,1.031
431.614,0.934
431.644,0.812
431.674,0.906
431.704,0.952
431.734,0.945
431.764,1.011
431.794,1.015
431.824,0.989
431.854,1.006
431.884,1.083
431.914,1.104
431.944,1.082
431.974,1.049
432.004,1.038
432.034,0.982
432.064,0.928
432.094,1.013
432.124,1.162
432.154,1.193
432.184,1.171
432.214,1.187
432.244,1.187
432.274,1.155
432.304,1.115
432.334,1.106
432.364,1.072
432.394,1.037
432.424,1.010
432.454,1.005
432.484,0.996
432.514,0.986
432.544,0.990
432.574,0.981
432.604,0.997
432.634,0.962
432.664,0.950
432.694,0.879
432.724,0.857
432.754,0.957
432.784,1.031
432.814,1.094
432.844,1.146
432.874,1.139
432.904,1.121
432.934,1.102
432.964,1.120
432.994,1.110
433.024,1.096
433.054,1.104
433.084,1.091
433.114,1.084
433.144,1.086
433.174,1.071
433.204,1.059
433.234,1.051
433.264,1.040
433.294,1.033
433.324,1.040
433.354,1.040
433.384,1.054
433.414,1.066
433.444,1.071
433.474,1.064
433.504,1.077
433.534,1.080
433.564,1.078
433.594,1.071
433.624,1.075
433.654,1.077
433.684,1.066
433.714,1.051
433.744,1.059
433.774,1.065
433.804,1.065
433.834,1.062
433.864,1.061
433.894,1.057
433.924,1.053
433.954,1.059
433.984,1.056
434.014,1.062
434.044,1.060
434.074,1.062
434.104,1.061
434.134,1.071
434.164,1.066
434.194,1.062
434.224,1.065
434.254,1.066
434.284,1.053
434.314,1.059
434.344,1.058
434.374,1.063
434.404,1.061
434.434,1.063
434.464,1.064
434.494,1.066
434.524,1.064
434.554,1.065
434.584,1.065
434.614,1.065
434.644,1.061
434.674,1.061
434.704,1.060
434.734,1.052
434.764,1.054
434.794,1.059
434.824,1.054
434.854,1.059
434.884,1.062
434.914,1.063
434.944,1.056
434.974,1.061
435.004,1.060
435.034,1.056
435.064,1.051
435.094,1.055
435.124,1.062
435.154,1.063
435.184,1.060
435.214,1.065
435.244,1.062
435.274,1.067
435.304,1.066
435.334,1.063
435.364,1.057
435.394,1.064
435.424,1.062
435.454,1.059
435.484,1.055
435.514,1.057
435.544,1.060
435.574,1.062
435.604,1.061
435.634,1.054
435.664,1.062
435.694,1.067
435.724,1.067
435.754,1.063
435.784,1.063
435.814,1.062
435.844,1.067
435.874,1.068
435.904,1.058
435.934,1.062
435.964,1.058
435.994,1.057
436.024,1.058
436.054,1.053
436.084,1.054
436.114,1.058
436.144,1.054
436.174,1.058
436.204,1.063
436.234,1.062
436.264,1.062
436.294,1.062
436.324,1.063
436.354,1.060
436.384,1.066
436.414,1.063
436.444,1.060
436.474,1.060
436.504,1.063
436.534,1.067
436.564,1.066
436.594,1.059
436.624,1.060
436.654,1.060
436.684,1.062
436.714,1.057
436.744,1.057
436.774,1.056
436.804,1.057
436.834,1.063
436.864,1.065
436.894,1.059
436.924,1.056
436.954,1.058
436.984,1.065
437.014,1.061
437.044,1.058
437.074,1.053
437.104,1.056
437.134,1.062
437.164,1.061
437.194,1.060
437.224,1.062
437.254,1.058
437.284,1.065
437.314,1.066
437.344,1.067
437.374,1.066
437.404,1.074
437.434,1.068
437.464,1.071
437.494,1.076
437.524,1.081
437.554,1.075
437.584,1.073
437.614,1.090
437.644,1.114
437.674,1.118
437.704,1.146
437.734,1.168
437.764,1.167
437.794,1.167
437.824,1.164
437.854,1.157
437.884,1.141
437.914,1.139
437.944,1.122
437.974,1.115
438.004,1.125
438.034,1.105
438.064,1.060
438.094,1.047
438.124,0.989
438.154,0.972
438.184,0.934
438.214,0.904
438.244,0.862
438.274,0.835
438.304,0.816
438.334,0.816
438.364,0.854
438.394,0.923
438.424,1.002
438.454,1.047
438.484,1.069
438.514,1.094
438.544,1.107
438.574,1.124
438.604,1.062
438.634,1.040
438.664,1.022
438.694,1.031
438.724,1.015
438.754,0.984
438.784,0.975
438.814,0.965
438.844,0.939
438.874,0.934
438.904,0.979
438.934,1.019
438.964,1.019
438.994,1.014
439.024,1.018
439.054,1.021
439.084,1.052
439.114,1.027
439.144,1.000
439.174,0.960
439.204,0.934
439.234,0.978
439.264,0.999
439.294,1.014
439.324,1.027
439.354,1.000
439.384,0.963
439.414,0.941
439.444,0.928
439.474,1.003
439.504,1.047
439.534,1.034
439.564,1.017
439.594,1.024
439.624,1.023
439.654,1.029
439.684,1.022
439.714,1.009
439.744,1.001
439.774,1.020
439.804,1.024
439.834,1.013
439.864,1.026
439.894,1.042
439.924,1.041
439.954,1.031
439.984,1.003
440.014,1.008
440.044,1.023
440.074,1.011
440.104,1.016
440.134,1.016
440.164,1.002
440.194,1.008
440.224,1.023
440.254,1.031
440.284,1.028
440.314,1.019
440.344,1.018
440.374,0.978
440.404,0.976
440.434,0.979
440.464,0.990
440.494,1.022
440.524,1.054
440.554,1.058
440.584,1.043
440.614,1.044
440.644,1.036
440.674,1.030
440.704,1.040
440.734,1.032
440.764,1.055
440.794,1.041
440.824,1.041
440.854,1.023
440.884,1.035
440.914,1.035
440.944,1.020
440.974,1.030
441.004,1.019
441.034,1.008
441.064,1.017
441.094,1.009
441.124,0.999
441.154,1.007
441.184,1.019
441.214,0.994
441.244,0.998
441.274,1.007
441.304,0.997
441.334,1.020
441.364,1.054
441.394,1.062
441.424,1.046
441.454,1.057
441.484,1.046
441.514,1.010
441.544,0.987
441.574,0.997
441.604,0.996
441.634,1.008
441.664,1.001
441.694,1.012
441.724,1.021
441.754,1.019
441.784,1.038
441.814,1.062
441.844,1.065
441.874,1.052
441.904,1.022
441.934,1.027
441.964,1.027
441.994,1.019
442.024,1.032
442.054,1.047
442.084,1.044
442.114,1.011
442.144,0.993
442.174,0.997
442.204,1.008
442.234,1.012
442.264,1.010
442.294,1.022
442.324,1.019
442.354,1.015
442.384,1.013
442.414,0.992
442.444,1.010
442.474,1.025
442.504,1.021
442.534,1.032
442.564,1.034
442.594,1.018
442.624,1.054
442.654,1.051
442.684,1.004
442.714,0.986
442.744,0.984
442.774,1.002
442.804,1.015
442.834,1.041
442.864,1.059
442.894,1.062
442.924,1.060
442.954,1.063
442.984,1.091
443.014,1.100
443.044,1.124
443.074,1.117
443.104,1.028
443.134,0.967
443.164,1.007
443.194,1.030
443.224,1.018
443.254,1.023
443.284,1.011
443.314,1.049
443.344,1.008
443.374,0.980
443.404,0.996
443.434,0.983
443.464,0.983
443.494,1.014
443.524,1.038
443.554,1.022
443.584,1.038
443.614,1.037
443.644,1.026
443.674,1.028
443.704,1.002
443.734,1.034
443.764,1.036
443.794,1.009
443.824,0.987
443.854,0.997
443.884,1.011
443.914,1.008
443.944,1.010
443.974,1.016
444.004,1.013
444.034,1.015
444.064,1.024
444.094,1.034
444.124,1.027
444.154,1.019
444.184,1.013
444.214,1.040
444.244,1.031
444.274,1.010
444.304,1.032
444.334,1.031
444.364,1.022
444.394,1.015
444.424,1.014
444.454,1.006
444.484,1.007
444.514,1.014
444.544,1.008
444.574,1.009
444.604,1.021
444.634,1.034
444.664,1.024
444.694,1.008
444.724,1.004
444.754,1.008
444.784,1.015
444.814,1.014
444.844,1.011
444.874,1.029
444.904,1.022
444.934,1.014
444.964,1.020
444.994,1.015
445.024,1.010
445.054,1.009
445.084,1.003
445.114,1.007
445.144,1.012
445.174,1.015
445.204,1.024
445.234,1.011
445.264,1.003
445.294,1.001
445.324,1.011
445.354,1.004
445.384,0.988
445.414,0.975
445.444,1.004
445.474,1.013
445.504,1.006
445.534,1.014
445.564,0.998
445.594,1.021
445.624,1.030
445.654,1.021
445.684,1.046
445.714,1.028
445.744,1.021
445.774,1.022
445.804,1.024
445.834,1.026
445.864,1.033
445.894,1.013
445.924,0.997
445.954,0.994
445.984,0.995
446.014,0.985
446.044,1.025
446.074,1.019
446.104,1.024
446.134,1.034
446.164,1.048
446.194,1.048
446.224,1.047
446.254,1.041
446.284,1.029
446.314,1.024
446.344,1.012
446.374,1.012
446.404,1.012
446.434,1.018
446.464,1.015
446.494,1.011
446.524,1.018
446.554,1.011
446.584,1.006
446.614,1.028
446.644,1.026
446.674,1.025
446.704,1.028
446.734,1.027
446.764,1.024
446.794,1.028
446.824,1.021
446.854,1.018
446.884,1.022
446.914,1.022
446.944,1.019
446.974,1.013
447.004,1.016
447.034,1.016
447.064,1.015
447.094,1.021
447.124,1.017
447.154,1.008
447.184,1.027
447.214,1.023
447.244,1.020
447.274,1.015
447.304,1.021
447.334,1.020
447.364,1.020
447.394,1.020
447.424,1.030
447.454,1.023
447.484,1.021
447.514,1.020
447.544,1.022
447.574,1.021
447.604,1.026
447.634,1.021
447.664,1.015
447.694,1.017
447.724,1.013
447.754,1.030
447.784,1.019
447.814,1.016
447.844,1.019
447.874,1.017
447.904,1.016
447.934,1.017
447.964,1.024
447.994,1.020
448.024,1.023
448.054,1.023
448.084,1.028
448.114,1.021
448.144,1.021
448.174,1.018
448.204,1.020
448.234,1.023
448.264,1.016
448.294,1.037
448.324,1.026
448.354,1.022
448.384,1.020
448.414,1.020
448.444,1.028
448.474,1.038
448.504,1.043
448.534,1.041
448.564,1.038
448.594,1.023
448.624,1.019
448.654,1.004
448.684,0.983
448.714,0.977
448.744,0.982
448.774,1.023
448.804,1.018
448.834,1.063
448.864,1.078
448.894,1.070
448.924,1.062
448.954,1.068
448.984,1.052
449.014,1.017
449.044,1.008
449.074,1.020
449.104,0.993
449.134,0.976
449.164,0.960
449.194,0.952
449.224,0.956
449.254,0.965
449.284,0.982
449.314,1.000
449.344,0.986
449.374,1.027
449.404,1.018
449.434,1.014
449.464,1.016
449.494,1.014
449.524,1.021
449.554,1.012
449.584,1.006
449.614,1.009
449.644,1.011
449.674,1.010
449.704,1.004
449.734,1.004
449.764,1.013
449.794,1.001
449.824,0.994
449.854,1.007
449.884,1.000
449.914,1.017
449.944,1.010
449.974,1.014
450.004,1.015
450.034,1.013
450.064,1.014
450.094,1.015
450.124,1.007
450.154,1.008
450.184,1.013
450.214,1.016
450.244,1.021
450.274,1.019
450.304,1.010
450.334,1.013
450.364,1.011
450.394,1.013
450.424,1.009
450.454,1.025
450.484,1.018
450.514,1.011
450.544,1.001
450.574,0.992
450.604,1.002
450.634,1.014
450.664,1.011
450.694,1.009
450.724,1.008
450.754,1.017
450.784,1.025
450.814,1.028
450.844,1.030
450.874,1.028
450.904,1.018
450.934,1.010
450.964,0.994
450.994,1.017
451.024,1.006
451.054,1.000
451.084,1.011
451.114,1.016
451.144,1.024
451.174,1.027
451.204,1.023
451.234,1.019
451.264,1.001
451.294,0.990
451.324,0.995
451.354,1.010
451.384,1.022
451.414,1.033
451.444,1.035
451.474,1.042
451.504,1.032
451.534,1.028
451.564,1.026
451.594,1.035
451.624,1.004
451.654,0.999
451.684,1.010
451.714,1.010
451.744,1.033
451.774,1.043
451.804,1.052
451.834,1.055
451.864,1.042
451.894,1.028
451.924,1.002
451.954,0.984
451.984,0.984
452.014,0.992
452.044,1.000
452.074,1.011
452.104,1.029
452.134,1.032
452.164,1.039
452.194,1.047
452.224,1.029
452.254,1.022
452.284,1.016
452.314,1.013
452.344,1.017
452.374,1.016
452.404,1.018
452.434,1.020
452.464,1.022
452.494,1.023
452.524,1.033
452.554,1.025
452.584,1.021
452.614,1.018
452.644,1.008
452.674,1.000
452.704,1.001
452.734,0.974
452.764,1.016
452.794,0.998
452.824,0.985
452.854,0.997
452.884,1.014
452.914,1.021
452.944,1.013
452.974,1.021
453.004,1.020
453.034,1.017
453.064,1.010
453.094,1.013
453.124,1.014
453.154,1.029
453.184,1.018
453.214,1.012
453.244,1.018
453.274,0.998
453.304,1.034
453.334,1.021
453.364,1.010
453.394,1.012
453.424,1.013
453.454,1.016
453.484,1.020
453.514,1.023
453.544,1.019
453.574,1.027
453.604,1.021
453.634,1.017
453.664,1.021
453.694,1.019
453.724,1.020
453.754,1.020
453.784,1.016
453.814,1.001
453.844,1.026
453.874,1.014
453.904,1.010
453.934,1.011
453.964,1.008
453.994,1.008
454.024,0.998
454.054,1.001
454.084,0.994
454.114,0.986
454.144,0.999
454.174,1.003
454.204,1.027
454.234,1.040
454.264,1.042
454.294,1.032
454.324,1.023
454.354,1.007
454.384,1.019
454.414,1.013
454.444,0.991
454.474,0.981
454.504,0.986
454.534,1.008
454.564,1.031
454.594,1.042
454.624,1.047
454.654,1.048
454.684,1.043
454.714,1.021
454.744,1.010
454.774,1.011
454.804,1.014
454.834,1.007
454.864,1.016
454.894,0.995
454.924,0.999
454.954,1.004
454.984,1.010
455.014,1.014
455.044,1.028
455.074,1.038
455.104,1.041
455.134,1.030
455.164,1.012
455.194,1.019
455.224,1.018
455.254,1.017
455.284,1.017
455.314,1.014
455.344,1.018
455.374,1.011
455.404,1.007
455.434,1.009
455.464,1.013
455.494,0.999
455.524,1.022
455.554,1.010
455.584,1.018
455.614,1.013
455.644,1.013
455.674,1.021
455.704,1.021
455.734,1.009
455.764,1.020
455.794,1.019
455.824,1.018
455.854,1.018
455.884,1.016
455.914,1.014
455.944,1.021
455.974,1.020
456.004,1.014
456.034,1.011
456.064,1.016
456.094,1.016
456.124,1.018
456.154,1.032
456.184,1.018
456.214,1.013
456.244,1.006
456.274,1.007
456.304,1.011
456.334,1.020
456.364,1.014
456.394,1.023
456.424,1.018
456.454,1.019
456.484,1.016
456.514,1.015
456.544,1.018
456.574,1.022
456.604,1.016
456.634,1.014
456.664,1.016
456.694,1.021
456.724,1.021
456.754,1.018
456.784,1.009
456.814,1.027
456.844,1.018
456.874,1.011
456.904,1.010
456.934,1.010
456.964,1.009
456.994,1.015
457.024,1.012
457.054,1.022
457.084,1.022
457.114,1.022
457.144,1.017
457.174,1.018
457.204,1.014
457.234,1.014
457.264,1.014
457.294,1.013
457.324,1.021
457.354,1.018
457.384,1.017
457.414,1.022
457.444,1.011
457.474,1.033
457.504,1.014
457.534,1.016
457.564,1.012
457.594,1.016
457.624,1.010
457.654,1.016
457.684,1.010
457.714,1.018
457.744,1.018
457.774,1.014
457.804,1.017
457.834,1.018
457.864,1.017
457.894,1.013
457.924,1.016
457.954,1.017
457.984,1.016
458.014,1.017
458.044,1.016
458.074,1.019
458.104,1.021
458.134,1.008
458.164,1.032
458.194,1.018
458.224,1.018
458.254,1.017
458.284,1.016
458.314,1.012
458.344,1.014
458.374,1.007
458.404,1.018
458.434,1.013
458.464,1.013
458.494,1.010
458.524,1.017
458.554,1.019
458.584,1.017
458.614,1.021
458.644,1.016
458.674,1.016
458.704,1.018
458.734,1.014
458.764,1.018
458.794,1.012
458.824,1.018
458.854,1.025
458.884,1.019
458.914,1.019
458.944,1.015
458.974,1.016
459.004,1.011
459.034,1.011
459.064,1.010
459.094,1.012
459.124,1.017
459.154,1.015
459.184,1.014
459.214,1.018
459.244,1.011
459.274,1.011
459.304,1.012
459.334,1.014
459.364,1.016
459.394,1.019
459.424,1.019
459.454,1.014
459.484,1.015
459.514,1.021
459.544,1.013
459.574,1.016
459.604,1.015
459.634,1.018
459.664,1.016
459.694,1.021
459.724,1.019
459.754,1.017
459.784,1.015
459.814,1.017
459.844,1.011
459.874,1.012
459.904,1.010
459.934,1.011
459.964,1.015
459.994,1.011
460.024,1.008
460.054,1.012
460.084,1.016
460.114,1.006
460.144,1.026
460.174,1.022
460.204,1.021
460.234,1.015
460.264,1.012
460.294,1.015
460.324,1.018
460.354,1.015
460.384,1.022
460.414,1.020
460.444,1.022
460.474,1.018
460.504,1.018
460.534,1.015
460.564,1.013
460.594,1.012
460.624,1.013
460.654,1.009
460.684,1.011
460.714,1.017
460.744,1.001
460.774,1.016
460.804,1.019
460.834,1.013
460.864,1.019
460.894,1.016
460.924,1.019
460.954,1.019
460.984,1.011
461.014,1.021
461.044,1.020
461.074,1.018
461.104,1.019
461.134,1.020
461.164,1.021
461.194,1.016
461.224,1.014
461.254,1.015
461.284,1.013
461.314,1.008
461.344,1.017
461.374,1.010
461.404,1.025
461.434,1.016
461.464,1.010
461.494,1.006
461.524,1.015
461.554,1.011
461.584,1.014
461.614,1.019
461.644,1.027
461.674,1.021
461.704,1.015
461.734,1.014
461.764,1.014
461.794,1.017
461.824,1.017
461.854,1.021
461.884,1.018
461.914,1.015
461.944,1.021
461.974,1.008
462.004,1.025
462.034,1.015
462.064,1.012
462.094,1.011
462.124,1.013
462.154,1.011
462.184,1.014
462.214,1.012
462.244,1.021
462.274,1.014
462.304,1.018
462.334,1.018
462.364,1.014
462.394,1.020
462.424,1.016
462.454,1.015
462.484,1.015
462.514,1.011
462.544,1.019
462.574,1.012
462.604,1.020
462.634,1.024
462.664,1.018
462.694,1.015
462.724,1.019
462.754,1.011
462.784,1.010
462.814,1.013
462.844,1.013
462.874,1.016
462.904,1.015
462.934,1.017
462.964,1.008
462.994,1.014
463.024,1.015
463.054,1.014
463.084,1.020
463.114,1.020
463.144,1.017
463.174,1.021
463.204,1.006
463.234,1.018
463.264,1.024
463.294,1.017
463.324,1.019
463.354,1.018
463.384,1.015
463.414,1.017
463.444,1.017
463.474,1.016
463.504,1.017
463.534,1.016
463.564,1.014
463.594,1.015
463.624,1.016
463.654,1.015
463.684,1.013
463.714,1.013
463.744,1.009
463.774,1.017
463.804,1.017
463.834,1.020
463.864,1.013
463.894,1.035
463.924,1.015
463.954,1.010
463.984,1.012
464.014,1.017
464.044,1.018
464.074,1.020
464.104,1.015
464.134,1.026
464.164,1.021
464.194,1.017
464.224,1.014
464.254,1.016
464.284,1.015
464.314,1.013
464.344,1.013
464.374,1.015
464.404,1.012
464.434,1.013
464.464,1.017
464.494,1.021
464.524,1.008
464.554,1.037
464.584,1.019
464.614,1.012
464.644,1.013
464.674,1.011
464.704,1.013
464.734,1.018
464.764,1.020
464.794,1.024
464.824,1.022
464.854,1.021
464.884,1.018
464.914,1.016
464.944,1.015
464.974,1.012
465.004,1.008
465.034,1.012
465.064,1.012
465.094,1.012
465.124,1.014
465.154,1.014
465.184,1.005
465.214,1.028
465.244,1.018
465.274,1.020
465.304,1.017
465.334,1.016
465.364,1.017
465.394,1.019
465.424,1.013
465.454,1.018
465.484,1.018
465.514,1.020
465.544,1.017
465.574,1.020
465.604,1.022
465.634,1.019
465.664,1.018
465.694,1.013
465.724,1.010
465.754,1.015
465.784,1.021
465.814,0.997
465.844,1.018
465.874,1.018
465.904,1.010
465.934,1.010
465.964,1.010
465.994,1.012
466.024,1.016
466.054,1.016
466.084,1.016
466.114,1.016
466.144,1.015
466.174,1.017
466.204,1.014
466.234,1.016
466.264,1.017
466.294,1.021
466.324,1.016
466.354,1.014
466.384,1.021
466.414,1.017
466.444,1.012
466.474,1.025
466.504,1.018
466.534,1.009
466.564,1.012
466.594,1.011
466.624,1.015
466.654,1.018
466.684,1.013
466.714,1.019
466.744,1.020
466.774,1.020
466.804,1.019
466.834,1.017
466.864,1.018
466.894,1.016
466.924,1.017
466.954,1.015
466.984,1.016
467.014,1.018
467.044,1.008
467.074,1.029
467.104,1.021
467.134,1.015
467.164,1.017
467.194,1.017
467.224,1.010
467.254,1.010
467.284,1.016
467.314,1.009
467.344,1.014
467.374,1.018
467.404,1.012
467.434,1.018
467.464,1.018
467.494,1.013
467.524,1.015
467.554,1.015
467.584,1.014
467.614,1.015
467.644,1.017
467.674,1.017
467.704,1.029
467.734,1.013
467.764,1.016
467.794,1.020
467.824,1.020
467.854,1.019
467.884,1.019
467.914,1.016
467.944,1.020
467.974,1.016
468.004,1.012
468.034,1.016
468.064,1.016
468.094,1.011
468.124,1.011
468.154,1.015
468.184,1.014
468.214,1.012
468.244,1.015
468.274,1.020
468.304,1.009
468.334,1.021
468.364,1.025
468.394,1.014
468.424,1.015
468.454,1.019
468.484,1.017
468.514,1.014
468.544,1.021
468.574,1.019
468.604,1.020
468.634,1.016
468.664,1.015
468.694,1.013
468.724,1.013
468.754,1.016
468.784,1.013
468.814,1.009
468.844,1.013
468.874,1.011
468.904,1.012
468.934,1.018
468.964,1.006
468.994,1.032
469.024,1.019
469.054,1.021
469.084,1.019
469.114,1.016
469.144,1.015
469.174,1.014
469.204,1.018
469.234,1.019
469.264,1.019
469.294,1.020
469.324,1.021
469.354,1.020
469.384,1.015
469.414,1.016
469.444,1.010
469.474,1.012
469.504,1.012
469.534,1.009
469.564,1.017
469.594,0.999
469.624,1.018
469.654,1.018
469.684,1.012
469.714,1.015
469.744,1.016
469.774,1.016
469.804,1.017
469.834,1.019
469.864,1.021
469.894,1.018
469.924,1.020
469.954,1.020
469.984,1.018
470.014,1.021
470.044,1.019
470.074,1.019
470.104,1.019
470.134,1.013
470.164,1.013
470.194,1.019
470.224,1.005
470.254,1.017
470.284,1.018
470.314,1.014
470.344,1.010
470.374,1.009
470.404,1.012
470.434,1.013
470.464,1.009
470.494,1.018
470.524,1.022
470.554,1.021
470.584,1.020
470.614,1.012
