df_hash,22ZHK4.V6E3X1
128.074,1.037
128.104,1.011
128.134,1.007
128.164,1.010
128.194,1.009
128.224,1.003
128.254,1.006
128.284,1.003
128.314,1.011
128.344,1.011
128.374,1.011
128.404,1.004
128.434,1.009
128.464,1.016
128.494,1.006
128.524,1.013
128.554,1.005
128.584,1.007
128.614,1.003
128.644,1.009
128.674,1.014
128.704,1.009
128.734,1.009
128.764,1.005
128.794,1.012
128.824,1.008
128.854,1.004
128.884,1.014
128.914,1.011
128.944,1.014
128.974,1.012
129.004,1.014
129.034,1.021
129.064,1.015
129.094,1.010
129.124,1.006
129.154,1.002
129.184,1.011
129.214,1.007
129.244,1.007
129.274,1.011
129.304,1.006
129.334,1.009
129.364,1.014
129.394,1.013
129.424,1.011
129.454,1.015
129.484,0.998
129.514,1.028
129.544,1.025
129.574,1.026
129.604,1.021
129.634,1.004
129.664,1.003
129.694,1.014
129.724,1.006
129.754,1.002
129.784,1.005
129.814,1.001
129.844,1.005
129.874,1.002
129.904,1.000
129.934,1.001
129.964,1.002
129.994,1.014
130.024,1.026
130.054,1.014
130.084,1.011
130.114,1.009
130.144,1.018
130.174,1.004
130.204,1.003
130.234,1.018
130.264,1.004
130.294,1.004
130.324,1.008
130.354,1.008
130.384,1.006
130.414,1.010
130.444,1.008
130.474,1.004
130.504,1.013
130.534,1.007
130.564,1.012
130.594,1.009
130.624,1.009
130.654,1.011
130.684,1.017
130.714,1.015
130.744,1.017
130.774,1.014
130.804,1.007
130.834,1.021
130.864,1.025
130.894,1.008
130.924,1.006
130.954,1.001
130.984,1.013
131.014,1.022
131.044,0.999
131.074,0.994
131.104,0.996
131.134,1.014
131.164,1.016
131.194,1.010
131.224,1.015
131.254,1.022
131.284,1.023
131.314,1.019
131.344,1.005
131.374,1.008
131.404,1.006
131.434,1.020
131.464,0.993
131.494,1.025
131.524,1.025
131.554,1.010
131.584,1.006
131.614,1.005
131.644,1.004
131.674,1.007
131.704,1.012
131.734,1.018
131.764,1.014
131.794,1.010
131.824,1.009
131.854,1.007
131.884,1.002
131.914,1.001
131.944,0.996
131.974,1.011
132.004,1.033
132.034,1.025
132.064,1.007
132.094,1.014
132.124,1.018
132.154,1.009
132.184,1.012
132.214,1.016
132.244,1.010
132.274,1.013
132.304,1.016
132.334,1.002
132.364,0.998
132.394,1.010
132.424,1.008
132.454,1.001
132.484,1.023
132.514,1.012
132.544,0.999
132.574,1.008
132.604,1.016
132.634,1.022
132.664,1.004
132.694,1.014
132.724,1.023
132.754,1.003
132.784,0.998
132.814,1.006
132.844,1.021
132.874,0.997
132.904,0.988
132.934,0.990
132.964,1.020
132.994,1.001
133.024,1.017
133.054,1.025
133.084,1.014
133.114,1.032
133.144,1.020
133.174,1.005
133.204,1.010
133.234,1.012
133.264,0.999
133.294,1.014
133.324,1.035
133.354,1.040
133.384,1.025
133.414,1.015
133.444,1.073
133.474,1.080
133.504,1.045
133.534,1.009
133.564,0.998
133.594,0.992
133.624,0.971
133.654,1.012
133.684,1.026
133.714,0.990
133.744,0.970
133.774,0.979
133.804,0.991
133.834,0.991
133.864,0.980
133.894,0.993
133.924,1.006
133.954,1.004
133.984,0.996
134.014,0.997
134.044,1.002
134.074,1.013
134.104,0.997
134.134,1.002
134.164,1.005
134.194,1.007
134.224,1.004
134.254,0.999
134.284,0.995
134.314,1.001
134.344,0.993
134.374,1.003
134.404,1.006
134.434,0.997
134.464,0.987
134.494,0.997
134.524,1.012
134.554,1.007
134.584,0.994
134.614,1.003
134.644,1.001
134.674,1.007
134.704,0.998
134.734,0.998
134.764,1.000
134.794,1.002
134.824,0.990
134.854,1.016
134.884,1.015
134.914,0.992
134.944,0.979
134.974,0.977
135.004,1.006
135.034,1.009
135.064,0.997
135.094,1.012
135.124,1.021
135.154,1.017
135.184,1.009
135.214,1.006
135.244,1.018
135.274,1.006
135.304,1.005
135.334,1.000
135.364,1.015
135.394,1.006
135.424,1.002
135.454,1.004
135.484,1.007
135.514,1.014
135.544,1.017
135.574,1.004
135.604,1.008
135.634,1.014
135.664,1.015
135.694,1.003
135.724,1.002
135.754,0.990
135.784,1.002
135.814,1.007
135.844,1.024
135.874,1.023
135.904,1.020
135.934,1.024
135.964,1.011
135.994,0.990
136.024,0.986
136.054,0.993
136.084,1.010
136.114,1.018
136.144,1.014
136.174,1.019
136.204,1.015
136.234,1.007
136.264,1.004
136.294,1.009
136.324,1.018
136.354,1.015
136.384,1.014
136.414,1.010
136.444,1.013
136.474,1.007
136.504,1.000
136.534,1.011
136.564,1.005
136.594,1.025
136.624,1.007
136.654,1.006
136.684,1.001
136.714,1.008
136.744,1.009
136.774,1.011
136.804,1.008
136.834,1.009
136.864,1.015
136.894,1.020
136.924,1.019
136.954,1.013
136.984,1.010
137.014,1.008
137.044,1.005
137.074,1.014
137.104,1.000
137.134,1.022
137.164,1.019
137.194,1.010
137.224,1.003
137.254,0.983
137.284,1.016
137.314,1.014
137.344,1.005
137.374,1.002
137.404,1.001
137.434,1.006
137.464,1.014
137.494,1.010
137.524,1.015
137.554,1.016
137.584,1.014
137.614,1.011
137.644,1.007
137.674,1.009
137.704,1.010
137.734,1.012
137.764,1.009
137.794,1.011
137.824,1.013
137.854,1.010
137.884,1.008
137.914,1.011
137.944,0.997
137.974,1.015
138.004,1.005
138.034,1.013
138.064,1.008
138.094,1.011
138.124,1.010
138.154,1.011
138.184,1.009
138.214,1.012
138.244,1.019
138.274,1.011
138.304,1.009
138.334,1.010
138.364,1.007
138.394,1.011
138.424,1.008
138.454,1.010
138.484,1.010
138.514,1.013
138.544,1.012
138.574,1.011
138.604,1.008
138.634,1.007
138.664,1.021
138.694,1.009
138.724,1.008
138.754,1.010
138.784,1.012
138.814,1.014
138.844,1.021
138.874,1.021
138.904,1.012
138.934,1.017
138.964,1.003
138.994,1.001
139.024,0.985
139.054,0.969
139.084,0.978
139.114,0.970
139.144,0.878
139.174,0.923
139.204,1.018
139.234,1.007
139.264,1.017
139.294,1.035
139.324,1.059
139.354,1.050
139.384,1.078
139.414,1.067
139.444,1.028
139.474,1.009
139.504,0.981
139.534,0.969
139.564,1.003
139.594,1.041
139.624,1.054
139.654,1.049
139.684,1.022
139.714,1.049
139.744,1.057
139.774,1.044
139.804,1.049
139.834,1.080
139.864,1.074
139.894,1.016
139.924,0.955
139.954,1.033
139.984,1.076
140.014,1.111
140.044,1.098
140.074,1.109
140.104,1.047
140.134,1.040
140.164,1.058
140.194,1.040
140.224,1.024
140.254,0.999
140.284,0.999
140.314,0.956
140.344,0.974
140.374,0.999
140.404,0.978
140.434,1.016
140.464,1.007
140.494,1.023
140.524,1.004
140.554,1.024
140.584,1.044
140.614,1.031
140.644,1.022
140.674,1.031
140.704,0.984
140.734,0.990
140.764,1.006
140.794,0.997
140.824,1.004
140.854,1.014
140.884,1.032
140.914,1.008
140.944,0.989
140.974,1.006
141.004,1.020
141.034,1.002
141.064,1.006
141.094,1.013
141.124,1.021
141.154,1.032
141.184,1.016
141.214,1.013
141.244,1.027
141.274,1.012
141.304,1.010
141.334,1.009
141.364,1.001
141.394,1.022
141.424,1.044
141.454,1.036
141.484,1.023
141.514,1.021
141.544,1.006
141.574,0.986
141.604,1.023
141.634,1.033
141.664,1.022
141.694,0.996
141.724,1.004
141.754,1.022
141.784,1.015
141.814,0.991
141.844,0.986
141.874,1.002
141.904,1.008
141.934,1.024
141.964,1.028
141.994,1.029
142.024,1.009
142.054,0.982
142.084,0.979
142.114,0.956
142.144,1.000
142.174,1.015
142.204,0.995
142.234,0.997
142.264,1.022
142.294,1.007
142.324,1.005
142.354,0.992
142.384,0.991
142.414,0.998
142.444,0.996
142.474,1.006
142.504,0.992
142.534,0.995
142.564,1.012
142.594,1.000
142.624,0.990
142.654,0.986
142.684,1.011
142.714,1.015
142.744,0.998
142.774,0.991
142.804,0.992
142.834,0.995
142.864,0.997
142.894,0.996
142.924,1.004
142.954,0.988
142.984,0.979
143.014,0.996
143.044,1.022
143.074,1.009
143.104,0.999
143.134,1.021
143.164,1.012
143.194,1.002
143.224,0.987
143.254,0.931
143.284,0.929
143.314,0.976
143.344,0.992
143.374,0.973
143.404,0.958
143.434,0.952
143.464,0.958
143.494,0.979
143.524,0.993
143.554,1.015
143.584,1.025
143.614,1.013
143.644,1.008
143.674,1.015
143.704,1.012
143.734,1.039
143.764,1.032
143.794,1.011
143.824,0.993
143.854,0.975
143.884,0.974
143.914,0.979
143.944,0.998
143.974,1.022
144.004,1.034
144.034,1.021
144.064,1.011
144.094,0.983
144.124,0.973
144.154,0.971
144.184,0.970
144.214,0.975
144.244,0.987
144.274,1.000
144.304,1.001
144.334,1.006
144.364,1.012
144.394,1.012
144.424,1.012
144.454,0.997
144.484,0.987
144.514,0.997
144.544,0.992
144.574,0.998
144.604,1.000
144.634,1.000
144.664,1.001
144.694,1.006
144.724,1.000
144.754,0.991
144.784,1.004
144.814,0.997
144.844,0.993
144.874,0.982
144.904,0.989
144.934,1.003
144.964,1.001
144.994,0.997
145.024,0.994
145.054,0.993
145.084,0.996
145.114,0.997
145.144,1.000
145.174,0.998
145.204,0.994
145.234,0.992
145.264,0.985
145.294,1.000
145.324,1.010
145.354,1.001
145.384,0.993
145.414,0.996
145.444,0.997
145.474,1.001
145.504,0.992
145.534,0.997
145.564,0.996
145.594,0.994
145.624,0.994
145.654,0.993
145.684,0.996
145.714,0.993
145.744,0.989
145.774,0.999
145.804,0.982
145.834,1.006
145.864,1.005
145.894,0.997
145.924,0.994
145.954,0.996
145.984,0.996
146.014,1.001
146.044,1.000
146.074,1.003
146.104,1.000
146.134,1.002
146.164,0.997
146.194,0.994
146.224,1.001
146.254,0.999
146.284,0.993
146.314,0.989
146.344,0.985
146.374,0.994
146.404,0.999
146.434,0.993
146.464,0.989
146.494,0.989
146.524,0.997
146.554,1.003
146.584,0.998
146.614,0.998
146.644,0.996
146.674,0.999
146.704,1.001
146.734,1.001
146.764,1.005
146.794,1.004
146.824,1.000
146.854,0.998
146.884,0.996
146.914,0.993
146.944,1.004
146.974,0.999
147.004,0.989
147.034,0.989
147.064,0.993
147.094,0.994
147.124,0.991
147.154,0.994
147.184,0.994
147.214,0.997
147.244,0.997
147.274,1.003
147.304,1.002
147.334,0.995
147.364,0.995
147.394,0.992
147.424,1.003
147.454,0.993
147.484,1.013
147.514,1.007
147.544,0.997
147.574,0.996
147.604,0.996
147.634,0.994
147.664,0.995
147.694,0.993
147.724,0.996
147.754,0.997
147.784,0.988
147.814,0.992
147.844,0.992
147.874,0.992
147.904,0.986
147.934,0.986
147.964,0.996
147.994,0.986
148.024,1.009
148.054,1.002
148.084,0.998
148.114,0.991
148.144,0.993
148.174,1.000
148.204,1.004
148.234,1.000
148.264,1.002
148.294,1.004
148.324,0.999
148.354,0.996
148.384,0.996
148.414,0.994
148.444,0.995
148.474,0.991
148.504,0.989
148.534,0.998
148.564,0.983
148.594,1.002
148.624,0.997
148.654,0.995
148.684,0.992
148.714,0.997
148.744,1.000
148.774,1.002
148.804,0.995
148.834,0.997
148.864,1.003
148.894,1.001
148.924,1.001
148.954,1.000
148.984,0.998
149.014,0.999
149.044,0.996
149.074,0.992
149.104,1.001
149.134,0.980
149.164,1.003
149.194,0.997
149.224,0.991
149.254,0.990
149.284,0.993
149.314,0.992
149.344,0.994
149.374,0.992
149.404,0.999
149.434,1.001
149.464,1.002
149.494,1.001
149.524,0.997
149.554,0.997
149.584,0.998
149.614,1.000
149.644,0.998
149.674,1.001
149.704,0.995
149.734,0.999
149.764,1.009
149.794,0.996
149.824,0.989
149.854,0.994
149.884,0.992
149.914,0.995
149.944,0.988
149.974,0.996
150.004,1.000
150.034,1.000
150.064,1.004
150.094,1.000
150.124,0.996
150.154,1.000
150.184,0.999
150.214,0.999
150.244,1.001
150.274,1.005
150.304,0.995
150.334,1.011
150.364,1.002
150.394,0.994
150.424,0.995
150.454,1.001
150.484,0.989
150.514,1.002
150.544,0.999
150.574,0.995
150.604,0.986
150.634,0.992
150.664,1.004
150.694,1.002
150.724,0.998
150.754,0.995
150.784,0.985
150.814,0.986
150.844,0.982
150.874,0.980
150.904,1.008
150.934,1.000
150.964,0.997
150.994,1.001
151.024,0.998
151.054,1.002
151.084,1.008
151.114,1.004
151.144,1.006
151.174,0.997
151.204,1.001
151.234,0.998
151.264,1.002
151.294,0.992
151.324,0.992
151.354,0.997
151.384,0.989
151.414,0.989
151.444,1.002
151.474,0.998
151.504,0.990
151.534,0.989
151.564,0.996
151.594,1.002
151.624,0.998
151.654,0.997
151.684,1.002
151.714,1.004
151.744,0.998
151.774,1.001
151.804,0.997
151.834,0.993
151.864,0.989
151.894,0.999
151.924,0.983
151.954,0.997
151.984,1.016
152.014,0.999
152.044,0.991
152.074,0.991
152.104,0.993
152.134,0.998
152.164,0.984
152.194,0.998
152.224,0.995
152.254,0.997
152.284,1.000
152.314,0.992
152.344,0.990
152.374,0.997
152.404,0.995
152.434,0.990
152.464,0.987
152.494,1.009
152.524,0.996
152.554,0.987
152.584,0.989
152.614,0.996
152.644,0.997
152.674,0.991
152.704,0.993
152.734,0.996
152.764,0.995
152.794,0.996
152.824,0.995
152.854,0.997
152.884,0.992
152.914,0.993
152.944,0.993
152.974,0.994
153.004,0.995
153.034,0.999
153.064,0.996
153.094,0.994
153.124,0.999
153.154,0.992
153.184,0.991
153.214,0.993
153.244,0.996
153.274,0.996
153.304,0.996
153.334,0.996
153.364,0.995
153.394,0.996
153.424,0.998
153.454,0.990
153.484,0.992
153.514,1.000
153.544,0.986
153.574,1.009
153.604,0.999
153.634,0.993
153.664,0.991
153.694,0.996
153.724,0.998
153.754,0.999
153.784,0.990
153.814,0.996
153.844,1.003
153.874,0.997
153.904,0.997
153.934,0.994
153.964,0.996
153.994,0.988
154.024,0.989
154.054,0.995
154.084,0.998
154.114,0.982
154.144,1.007
154.174,0.996
154.204,0.995
154.234,0.989
154.264,0.995
154.294,0.993
154.324,0.994
154.354,0.988
154.384,0.997
154.414,1.000
154.444,0.996
154.474,0.995
154.504,0.998
154.534,0.990
154.564,0.988
154.594,0.993
154.624,0.995
154.654,0.992
154.684,1.000
154.714,0.989
154.744,0.998
154.774,1.000
154.804,0.992
154.834,0.994
154.864,0.992
154.894,0.992
154.924,0.993
154.954,0.995
154.984,0.995
155.014,0.999
155.044,0.997
155.074,0.996
155.104,0.994
155.134,0.994
155.164,0.992
155.194,0.994
155.224,0.994
155.254,0.994
155.284,0.997
155.314,0.996
155.344,0.988
155.374,1.007
155.404,0.996
155.434,0.995
155.464,0.994
155.494,0.996
155.524,0.994
155.554,0.997
155.584,0.993
155.614,0.996
155.644,0.996
155.674,0.995
155.704,0.994
155.734,0.994
155.764,0.992
155.794,0.992
155.824,0.994
155.854,0.995
155.884,0.998
155.914,0.991
155.944,0.993
155.974,1.005
156.004,0.991
156.034,0.994
156.064,0.996
156.094,0.991
156.124,0.990
156.154,0.993
156.184,0.998
156.214,0.996
156.244,0.994
156.274,0.995
156.304,0.994
156.334,0.988
156.364,0.994
156.394,0.996
156.424,0.989
156.454,0.992
156.484,0.999
156.514,0.991
156.544,1.007
156.574,0.988
156.604,0.995
156.634,0.991
156.664,0.996
156.694,0.993
156.724,0.995
156.754,0.990
156.784,0.998
156.814,0.998
156.844,0.994
156.874,0.996
156.904,0.995
156.934,0.998
156.964,0.994
156.994,0.992
157.024,0.998
157.054,0.992
157.084,0.994
157.114,1.003
157.144,0.995
157.174,0.995
157.204,0.996
157.234,0.990
157.264,0.992
157.294,0.994
157.324,0.994
157.354,0.997
157.384,1.000
157.414,0.996
157.444,0.996
157.474,0.992
157.504,0.992
157.534,0.993
157.564,0.992
157.594,1.000
157.624,0.981
157.654,1.002
157.684,1.002
157.714,0.996
157.744,0.993
157.774,0.996
157.804,0.992
157.834,0.987
157.864,0.989
157.894,0.997
157.924,1.000
157.954,0.995
157.984,0.996
158.014,0.995
158.044,0.994
158.074,0.992
158.104,0.993
158.134,0.993
158.164,0.993
158.194,0.999
158.224,0.989
158.254,1.009
158.284,0.993
158.314,0.996
158.344,0.993
158.374,0.995
158.404,0.995
158.434,0.998
158.464,0.993
158.494,0.997
158.524,1.001
158.554,0.995
158.584,0.995
158.614,0.993
158.644,0.993
158.674,0.995
158.704,0.995
158.734,0.991
158.764,0.999
158.794,0.996
158.824,0.992
158.854,1.005
158.884,0.989
158.914,0.994
158.944,0.996
158.974,0.996
159.004,0.994
159.034,1.000
159.064,0.991
159.094,0.995
159.124,0.998
159.154,0.995
159.184,0.994
159.214,0.992
159.244,0.989
159.274,0.993
159.304,0.996
159.334,0.995
159.364,0.996
159.394,0.993
159.424,0.993
159.454,1.007
159.484,0.994
159.514,0.996
159.544,0.995
159.574,0.995
159.604,0.993
159.634,0.998
159.664,0.993
159.694,0.999
159.724,0.997
159.754,0.996
159.784,0.997
159.814,0.997
159.844,0.993
159.874,0.992
159.904,0.992
159.934,0.996
159.964,0.998
159.994,0.992
160.024,0.991
160.054,0.999
160.084,0.994
160.114,0.993
160.144,0.999
160.174,0.997
160.204,0.993
160.234,0.995
160.264,0.993
160.294,1.001
160.324,0.996
160.354,0.995
160.384,0.996
160.414,0.994
160.444,0.995
160.474,0.995
160.504,0.993
160.534,0.996
160.564,0.997
160.594,0.994
160.624,0.991
160.654,1.004
160.684,0.989
160.714,0.995
160.744,0.993
160.774,0.991
160.804,0.990
160.834,0.997
160.864,0.993
160.894,1.000
160.924,0.996
160.954,0.996
160.984,0.995
161.014,0.995
161.044,0.993
161.074,0.993
161.104,0.992
161.134,0.996
161.164,1.002
161.194,0.988
161.224,0.994
161.254,1.002
161.284,0.993
161.314,0.996
161.344,0.998
161.374,0.995
161.404,0.993
161.434,0.996
161.464,0.996
161.494,1.000
161.524,0.999
161.554,0.998
161.584,0.996
161.614,0.994
161.644,0.990
161.674,0.995
161.704,0.993
161.734,0.990
161.764,0.993
161.794,1.001
161.824,0.983
161.854,1.007
161.884,0.994
161.914,0.993
161.944,0.995
161.974,0.999
162.004,0.996
162.034,0.997
162.064,0.992
162.094,0.995
162.124,0.998
162.154,0.996
162.184,0.995
162.214,0.993
162.244,0.992
162.274,0.994
162.304,0.992
162.334,0.996
162.364,0.993
162.394,0.996
162.424,1.001
162.454,0.985
162.484,0.998
162.514,0.997
162.544,0.992
162.574,0.998
162.604,0.993
162.634,0.992
162.664,0.997
162.694,0.996
162.724,0.993
162.754,0.996
162.784,0.995
162.814,0.995
162.844,0.996
162.874,0.993
162.904,0.988
162.934,0.992
162.964,0.994
162.994,0.994
163.024,0.993
163.054,1.000
163.084,0.993
163.114,0.994
163.144,1.001
163.174,0.995
163.204,1.000
163.234,0.990
163.264,0.992
163.294,0.993
163.324,1.003
163.354,0.996
163.384,0.998
163.414,0.994
163.444,0.995
163.474,1.000
163.504,0.991
163.534,0.994
163.564,0.997
163.594,0.992
163.624,0.989
163.654,0.996
163.684,1.001
163.714,0.983
163.744,1.000
163.774,0.995
163.804,0.993
163.834,0.995
163.864,0.994
163.894,0.993
163.924,0.996
163.954,0.996
163.984,0.996
164.014,0.998
164.044,0.995
164.074,0.992
164.104,0.994
164.134,0.996
164.164,0.991
164.194,0.991
164.224,0.993
164.254,0.991
164.284,0.995
164.314,1.001
164.344,0.989
164.374,1.008
164.404,0.993
164.434,0.994
164.464,0.994
164.494,0.995
164.524,0.992
164.554,0.997
164.584,0.993
164.614,1.003
164.644,0.998
164.674,0.995
164.704,0.992
164.734,0.995
164.764,0.992
164.794,0.995
164.824,0.995
164.854,0.992
164.884,0.995
164.914,0.998
164.944,0.987
164.974,1.007
165.004,0.992
165.034,0.996
165.064,0.998
165.094,0.997
165.124,0.988
165.154,0.996
165.184,0.993
165.214,1.000
165.244,0.993
165.274,0.995
165.304,0.995
165.334,0.993
165.364,0.992
165.394,0.988
165.424,0.994
165.454,0.991
165.484,0.997
165.514,1.005
165.544,0.985
165.574,1.002
165.604,1.000
165.634,0.994
165.664,0.995
165.694,0.996
165.724,0.991
165.754,0.996
165.784,0.991
165.814,0.996
165.844,0.998
165.874,0.993
165.904,0.993
165.934,0.995
165.964,0.993
165.994,0.991
166.024,0.992
166.054,0.991
166.084,0.993
166.114,1.003
166.144,0.984
166.174,1.000
166.204,0.997
166.234,0.992
166.264,0.997
166.294,0.996
166.324,0.990
166.354,0.994
166.384,0.994
166.414,0.998
166.444,1.001
166.474,0.998
166.504,0.995
166.534,0.997
166.564,0.990
166.594,0.991
166.624,0.996
166.654,0.993
166.684,0.996
166.714,1.001
166.744,0.983
166.774,1.003
166.804,0.996
166.834,0.996
166.864,0.993
166.894,0.997
166.924,0.995
166.954,0.992
166.984,0.990
167.014,0.996
167.044,1.001
167.074,1.000
167.104,0.997
167.134,0.992
167.164,0.996
167.194,0.995
167.224,0.995
167.254,0.992
167.284,0.992
167.314,1.000
167.344,0.987
167.374,0.996
167.404,0.999
167.434,1.002
167.464,0.997
167.494,0.997
167.524,0.990
167.554,0.995
167.584,0.990
167.614,0.991
167.644,0.999
167.674,0.997
167.704,0.998
167.734,0.998
167.764,0.998
167.794,0.992
167.824,0.994
167.854,0.997
167.884,1.001
167.914,0.994
167.944,0.987
167.974,1.005
168.004,0.993
168.034,0.994
168.064,0.988
168.094,0.998
168.124,0.999
168.154,0.996
168.184,0.987
168.214,1.001
168.244,0.998
168.274,0.999
168.304,0.994
168.334,0.987
168.364,0.996
168.394,0.991
168.424,0.992
168.454,0.997
168.484,0.988
168.514,0.995
168.544,1.005
168.574,0.992
168.604,0.992
168.634,0.992
168.664,0.999
168.694,0.997
168.724,0.997
168.754,0.995
168.784,0.997
168.814,0.996
168.844,0.997
168.874,0.995
168.904,0.991
168.934,0.993
168.964,0.993
168.994,0.995
169.024,0.997
169.054,0.997
169.084,0.989
169.114,1.004
169.144,0.997
169.174,0.999
169.204,0.996
169.234,0.994
169.264,0.993
169.294,0.994
169.324,0.991
169.354,0.998
169.384,1.001
169.414,0.998
169.444,0.992
169.474,0.993
169.504,0.995
169.534,0.996
169.564,0.994
169.594,0.997
169.624,0.995
169.654,0.992
169.684,1.007
169.714,0.994
169.744,0.996
169.774,0.997
169.804,0.996
169.834,0.994
169.864,0.995
169.894,0.992
169.924,1.002
169.954,1.001
169.984,0.995
170.014,0.996
170.044,0.994
170.074,0.995
170.104,0.995
170.134,0.996
170.164,0.994
170.194,0.997
170.224,0.993
170.254,1.005
170.284,0.992
170.314,0.993
170.344,0.998
170.374,0.997
170.404,0.991
170.434,0.995
170.464,0.994
170.494,1.001
170.524,0.997
170.554,0.993
170.584,0.991
170.614,0.992
170.644,0.995
170.674,0.996
170.704,0.990
170.734,0.992
170.764,1.002
170.794,0.987
170.824,1.004
170.854,0.994
170.884,0.996
170.914,0.997
170.944,0.995
170.974,0.993
171.004,0.993
171.034,0.994
171.064,1.003
171.094,0.999
171.124,0.998
171.154,0.994
171.184,0.998
171.214,0.994
171.244,0.994
171.274,0.994
171.304,0.993
171.334,1.000
171.364,0.989
171.394,0.997
171.424,1.004
171.454,0.993
171.484,0.995
171.514,1.003
171.544,0.995
171.574,0.998
171.604,0.992
171.634,0.989
171.664,1.000
171.694,0.996
171.724,0.993
171.754,0.997
171.784,1.000
171.814,0.996
171.844,0.988
171.874,0.989
171.904,1.004
171.934,0.979
171.964,0.998
171.994,1.001
172.024,0.989
172.054,0.990
172.084,0.994
172.114,0.993
172.144,0.995
172.174,0.986
172.204,0.999
172.234,0.996
172.264,0.993
172.294,0.992
172.324,0.991
172.354,0.997
172.384,0.997
172.414,0.991
172.444,1.002
172.474,0.988
172.504,1.000
172.534,1.000
172.564,0.996
172.594,0.993
172.624,0.996
172.654,0.995
172.684,0.997
172.714,0.990
172.744,0.999
172.774,0.998
172.804,0.999
172.834,0.999
172.864,0.997
172.894,0.998
172.924,0.994
172.954,0.989
172.984,0.995
173.014,0.986
173.044,1.002
173.074,0.998
173.104,0.996
173.134,0.996
173.164,0.995
173.194,0.995
173.224,0.994
173.254,0.993
173.284,0.989
173.314,1.000
173.344,0.997
173.374,0.999
173.404,0.993
173.434,0.995
173.464,0.990
173.494,0.994
173.524,0.998
173.554,0.986
173.584,1.008
173.614,0.996
173.644,0.999
173.674,0.993
173.704,0.999
173.734,0.996
173.764,0.995
173.794,0.991
173.824,0.998
173.854,0.997
173.884,0.992
173.914,0.998
173.944,0.996
173.974,0.995
174.004,0.991
174.034,0.989
174.064,1.001
174.094,0.988
174.124,1.006
174.154,0.997
174.184,0.993
174.214,0.997
174.244,0.997
174.274,0.990
174.304,0.993
174.334,0.994
174.364,1.002
174.394,0.998
174.424,0.995
174.454,0.998
174.484,1.000
174.514,0.995
174.544,0.993
174.574,0.992
174.604,0.998
174.634,0.997
174.664,0.993
174.694,1.002
174.724,0.993
174.754,0.995
174.784,0.993
174.814,0.994
174.844,0.993
174.874,0.996
174.904,0.990
174.934,1.001
174.964,1.000
174.994,0.995
175.024,0.994
175.054,0.992
175.084,0.992
175.114,0.995
175.144,0.991
175.174,1.002
175.204,0.990
175.234,0.994
175.264,1.000
175.294,0.992
175.324,0.992
175.354,1.000
175.384,0.995
175.414,0.988
175.444,0.990
175.474,1.000
175.504,0.996
175.534,1.000
175.564,0.996
175.594,0.993
175.624,0.996
175.654,0.990
175.684,0.996
175.714,0.993
175.744,0.997
175.774,0.987
175.804,1.004
175.834,1.000
175.864,0.995
175.894,0.993
175.924,0.995
175.954,0.994
175.984,0.996
176.014,0.998
176.044,1.003
176.074,0.999
176.104,0.999
176.134,0.994
176.164,0.996
176.194,0.994
176.224,0.994
176.254,0.990
176.284,0.988
176.314,0.992
176.344,0.994
176.374,1.003
176.404,0.997
176.434,0.997
176.464,0.995
176.494,0.990
176.524,0.994
176.554,0.992
176.584,1.000
176.614,0.999
176.644,1.001
176.674,0.992
176.704,0.997
176.734,1.000
176.764,0.998
176.794,0.997
176.824,0.993
176.854,1.002
176.884,0.988
176.914,1.006
176.944,0.997
176.974,0.995
177.004,0.995
177.034,0.992
177.064,0.996
177.094,0.998
177.124,0.988
177.154,0.994
177.184,0.999
177.214,1.000
177.244,1.000
177.274,1.000
177.304,0.995
177.334,0.997
177.364,0.994
177.394,0.998
177.424,0.997
177.454,0.994
177.484,1.007
177.514,1.001
177.544,0.995
177.574,0.993
177.604,0.991
177.634,0.990
177.664,0.988
177.694,0.994
177.724,1.000
177.754,0.997
177.784,0.997
177.814,0.995
177.844,0.995
177.874,0.993
177.904,0.994
177.934,0.993
177.964,0.998
177.994,0.986
178.024,1.006
178.054,1.004
178.084,1.001
178.114,0.996
178.144,0.994
178.174,1.000
178.204,1.000
178.234,0.995
178.264,1.001
178.294,0.993
178.324,0.994
178.354,0.997
178.384,0.998
178.414,0.997
178.444,0.992
178.474,0.990
178.504,0.991
178.534,0.996
178.564,0.990
178.594,1.013
178.624,0.997
178.654,0.996
178.684,0.998
178.714,0.994
178.744,0.996
178.774,1.003
178.804,0.995
178.834,1.001
178.864,1.001
178.894,0.995
178.924,0.992
178.954,0.994
178.984,0.996
179.014,0.992
179.044,0.989
179.074,0.997
179.104,0.991
179.134,0.992
179.164,1.008
179.194,0.995
179.224,0.996
179.254,0.997
179.284,0.996
179.314,0.996
179.344,0.995
179.374,0.997
179.404,1.001
179.434,0.998
179.464,0.995
179.494,0.997
179.524,0.998
179.554,0.996
179.584,0.996
179.614,0.987
179.644,0.998
179.674,0.991
179.704,1.000
179.734,1.001
179.764,0.993
179.794,0.992
179.824,0.995
179.854,0.999
179.884,0.996
179.914,0.998
179.944,0.996
179.974,1.000
180.004,0.998
180.034,1.003
180.064,1.001
180.094,1.000
180.124,0.996
180.154,0.995
180.184,0.993
180.214,1.000
180.244,0.986
180.274,1.011
180.304,1.001
180.334,0.994
180.364,0.992
180.394,0.995
180.424,0.995
180.454,1.001
