df_hash,22ZHK4.M8H0SD
138.025,0.986
138.055,0.992
138.085,0.982
138.115,0.991
138.145,0.994
138.175,0.987
138.205,0.988
138.235,0.990
138.265,0.991
138.295,0.990
138.325,0.988
138.355,0.990
138.385,0.988
138.415,0.988
138.445,0.996
138.475,0.988
138.505,0.985
138.535,0.988
138.565,0.990
138.595,0.987
138.625,0.990
138.655,0.989
138.685,0.989
138.715,0.993
138.745,0.993
138.775,0.992
138.805,0.990
138.835,0.988
138.865,0.990
138.895,0.989
138.925,0.986
138.955,0.990
138.985,0.991
139.015,0.984
139.045,0.994
139.075,0.984
139.105,0.988
139.135,0.989
139.165,0.983
139.195,0.990
139.225,0.991
139.255,0.987
139.285,0.993
139.315,0.991
139.345,0.989
139.375,0.991
139.405,0.990
139.435,0.988
139.465,0.987
139.495,0.989
139.525,0.989
139.555,0.989
139.585,0.987
139.615,0.989
139.645,0.988
139.675,0.987
139.705,0.993
139.735,0.991
139.765,0.986
139.795,0.987
139.825,0.987
139.855,0.987
139.885,0.993
139.915,0.985
139.945,0.990
139.975,0.992
140.005,0.991
140.035,0.988
140.065,0.986
140.095,0.991
140.125,0.992
140.155,0.988
140.185,0.990
140.215,0.989
140.245,0.990
140.275,0.990
140.305,0.995
140.335,0.989
140.365,0.988
140.395,0.994
140.425,0.992
140.455,0.989
140.485,0.985
140.515,0.988
140.545,0.989
140.575,0.991
140.605,0.988
140.635,0.991
140.665,0.994
140.695,0.990
140.725,0.992
140.755,0.990
140.785,0.989
140.815,0.990
140.845,0.988
140.875,0.992
140.905,0.988
140.935,0.988
140.965,0.988
140.995,0.991
141.025,0.986
141.055,0.986
141.085,0.994
141.115,0.988
141.145,0.986
141.175,0.985
141.205,0.991
141.235,0.988
141.265,0.993
141.295,0.991
141.325,0.992
141.355,0.992
141.385,0.989
141.415,0.991
141.445,0.987
141.475,0.989
141.505,0.990
141.535,0.987
141.565,0.986
141.595,0.988
141.625,0.990
141.655,0.988
141.685,0.991
141.715,0.988
141.745,0.991
141.775,0.992
141.805,0.986
141.835,0.987
141.865,0.990
141.895,0.987
141.925,0.994
141.955,0.988
141.985,0.994
142.015,0.992
142.045,0.988
142.075,0.990
142.105,0.989
142.135,0.988
142.165,0.990
142.195,0.985
142.225,0.987
142.255,0.992
142.285,0.989
142.315,0.990
142.345,0.990
142.375,0.990
142.405,0.993
142.435,0.986
142.465,0.989
142.495,0.987
142.525,0.987
142.555,0.987
142.585,0.986
142.615,0.988
142.645,0.992
142.675,0.990
142.705,0.989
142.735,0.987
142.765,0.993
142.795,0.990
142.825,0.988
142.855,0.992
142.885,0.991
142.915,0.991
142.945,0.987
142.975,0.990
143.005,0.986
143.035,0.996
143.065,0.989
143.095,0.987
143.125,0.991
143.155,0.988
143.185,0.982
143.215,0.991
143.245,0.988
143.275,0.992
143.305,0.993
143.335,0.993
143.365,0.992
143.395,0.996
143.425,0.990
143.455,0.992
143.485,0.991
143.515,0.984
143.545,0.988
143.575,0.987
143.605,0.991
143.635,0.991
143.665,0.999
143.695,0.991
143.725,0.990
143.755,0.990
143.785,0.994
143.815,0.994
143.845,0.986
143.875,0.991
143.905,0.993
143.935,0.990
143.965,0.992
143.995,0.991
144.025,0.991
144.055,0.991
144.085,0.992
144.115,0.991
144.145,0.989
144.175,0.990
144.205,0.986
144.235,1.003
144.265,0.992
144.295,0.987
144.325,0.986
144.355,0.992
144.385,0.988
144.415,0.991
144.445,0.985
144.475,0.996
144.505,0.988
144.535,0.990
144.565,0.989
144.595,0.988
144.625,0.989
144.655,0.991
144.685,0.988
144.715,0.988
144.745,0.987
144.775,0.992
144.805,0.998
144.835,0.985
144.865,0.988
144.895,1.005
144.925,1.004
144.955,0.983
144.985,0.988
145.015,0.987
145.045,0.992
145.075,0.991
145.105,0.993
145.135,1.002
145.165,0.994
145.195,0.988
145.225,0.986
145.255,0.967
145.285,0.964
145.315,0.977
145.345,0.980
145.375,0.998
145.405,0.994
145.435,0.993
145.465,0.996
145.495,0.998
145.525,1.000
145.555,0.997
145.585,0.983
145.615,0.994
145.645,0.988
145.675,0.985
145.705,0.983
145.735,0.986
145.765,0.985
145.795,0.987
145.825,0.982
145.855,0.993
145.885,0.982
145.915,0.983
145.945,0.992
145.975,0.985
146.005,0.982
146.035,0.990
146.065,0.987
146.095,0.984
146.125,0.996
146.155,0.984
146.185,0.994
146.215,0.995
146.245,0.995
146.275,0.994
146.305,0.989
146.335,0.991
146.365,0.984
146.395,0.992
146.425,0.979
146.455,0.989
146.485,0.989
146.515,0.991
146.545,0.996
146.575,0.987
146.605,0.984
146.635,0.981
146.665,0.984
146.695,0.982
146.725,0.978
146.755,0.991
146.785,0.991
146.815,0.984
146.845,0.988
146.875,0.988
146.905,0.980
146.935,0.980
146.965,0.979
146.995,0.983
147.025,0.987
147.055,0.986
147.085,0.982
147.115,0.989
147.145,0.993
147.175,0.982
147.205,0.989
147.235,0.986
147.265,0.986
147.295,0.990
147.325,0.986
147.355,0.986
147.385,0.984
147.415,0.979
147.445,0.990
147.475,0.978
147.505,0.987
147.535,1.000
147.565,0.985
147.595,0.986
147.625,0.982
147.655,0.983
147.685,0.983
147.715,0.982
147.745,0.988
147.775,0.988
147.805,0.982
147.835,0.988
147.865,0.988
147.895,0.988
147.925,0.985
147.955,0.983
147.985,0.988
148.015,0.984
148.045,0.986
148.075,0.986
148.105,0.988
148.135,0.982
148.165,0.982
148.195,0.986
148.225,0.986
148.255,0.982
148.285,0.983
148.315,0.985
148.345,0.989
148.375,0.980
148.405,0.990
148.435,0.984
148.465,0.986
148.495,0.999
148.525,0.985
148.555,0.989
148.585,0.983
148.615,0.987
148.645,0.985
148.675,0.981
148.705,0.987
148.735,0.987
148.765,0.988
148.795,0.985
148.825,0.986
148.855,0.984
148.885,0.985
148.915,0.985
148.945,0.987
148.975,0.988
149.005,0.982
149.035,0.985
149.065,0.987
149.095,0.985
149.125,0.985
149.155,0.985
149.185,0.987
149.215,0.985
149.245,0.989
149.275,0.985
149.305,0.981
149.335,0.991
149.365,0.989
149.395,0.983
149.425,0.985
149.455,0.984
149.485,0.982
149.515,0.986
149.545,0.988
149.575,0.987
149.605,0.990
149.635,0.979
149.665,0.984
149.695,0.988
149.725,0.986
149.755,0.982
149.785,0.982
149.815,0.986
149.845,0.984
149.875,0.986
149.905,0.986
149.935,0.987
149.965,0.983
149.995,0.985
150.025,0.988
150.055,0.992
150.085,0.988
150.115,0.984
150.145,0.988
150.175,0.984
150.205,0.982
150.235,0.983
150.265,0.982
150.295,0.982
150.325,0.984
150.355,0.989
150.385,0.980
150.415,0.992
150.445,0.988
150.475,0.983
150.505,0.984
150.535,0.982
150.565,0.988
150.595,0.986
150.625,0.984
150.655,0.983
150.685,0.982
150.715,0.982
150.745,0.984
150.775,0.985
150.805,0.989
150.835,0.986
150.865,0.986
150.895,0.988
150.925,0.985
150.955,0.981
150.985,0.992
151.015,0.988
151.045,0.984
151.075,0.984
151.105,0.985
151.135,0.985
151.165,0.987
151.195,0.990
151.225,0.985
151.255,0.983
151.285,0.985
151.315,0.985
151.345,0.984
151.375,0.990
151.405,0.985
151.435,0.983
151.465,0.986
151.495,0.989
151.525,0.987
151.555,0.983
151.585,0.984
151.615,0.989
151.645,0.989
151.675,0.987
151.705,0.987
151.735,0.987
151.765,0.987
151.795,0.989
151.825,0.985
151.855,0.985
151.885,0.983
151.915,0.985
151.945,0.983
151.975,0.981
152.005,0.985
152.035,0.977
152.065,0.981
152.095,0.982
152.125,0.986
152.155,0.985
152.185,0.990
152.215,0.990
152.245,0.992
152.275,0.992
152.305,0.985
152.335,0.987
152.365,0.988
152.395,0.990
152.425,0.990
152.455,0.986
152.485,0.988
152.515,0.986
152.545,0.986
152.575,0.986
152.605,0.992
152.635,0.986
152.665,0.980
152.695,0.985
152.725,0.989
152.755,0.990
152.785,0.987
152.815,0.987
152.845,0.989
152.875,0.988
152.905,0.986
152.935,0.989
152.965,0.994
152.995,0.982
153.025,0.986
153.055,0.988
153.085,0.989
153.115,0.985
153.145,0.985
153.175,0.986
153.205,0.989
153.235,0.987
153.265,0.991
153.295,0.989
153.325,0.991
153.355,0.990
153.385,0.996
153.415,0.988
153.445,0.983
153.475,0.987
153.505,0.987
153.535,0.987
153.565,0.990
153.595,0.986
153.625,0.990
153.655,0.989
153.685,0.987
153.715,0.984
153.745,0.988
153.775,0.984
153.805,0.986
153.835,0.987
153.865,0.991
153.895,0.986
153.925,0.988
153.955,0.988
153.985,0.989
154.015,0.989
154.045,0.985
154.075,0.995
154.105,0.991
154.135,0.986
154.165,0.986
154.195,0.988
154.225,0.989
154.255,0.986
154.285,0.984
154.315,0.986
154.345,0.983
154.375,0.983
154.405,0.982
154.435,0.988
154.465,0.990
154.495,0.986
154.525,0.988
154.555,0.990
154.585,0.988
154.615,0.986
154.645,0.989
154.675,0.990
154.705,0.990
154.735,0.992
154.765,0.988
154.795,0.990
154.825,0.986
154.855,0.986
154.885,0.987
154.915,0.990
154.945,0.988
154.975,0.990
155.005,0.989
155.035,0.987
155.065,0.988
155.095,0.990
155.125,0.989
155.155,0.988
155.185,0.987
155.215,0.985
155.245,0.983
155.275,0.991
155.305,0.988
155.335,0.986
155.365,0.992
155.395,0.996
155.425,0.990
155.455,0.987
155.485,0.988
155.515,0.988
155.545,0.988
155.575,0.991
155.605,0.988
155.635,0.991
155.665,0.989
155.695,0.985
155.725,0.987
155.755,0.989
155.785,0.989
155.815,0.990
155.845,0.987
155.875,0.987
155.905,0.987
155.935,0.988
155.965,0.984
155.995,0.988
156.025,0.991
156.055,0.985
156.085,0.985
156.115,0.986
156.145,0.989
156.175,0.984
156.205,0.986
156.235,0.990
156.265,0.991
156.295,0.987
156.325,0.987
156.355,0.990
156.385,0.991
156.415,0.987
156.445,0.983
156.475,0.989
156.505,0.987
156.535,0.985
156.565,0.988
156.595,0.984
156.625,0.990
156.655,0.992
156.685,0.988
156.715,0.985
156.745,0.986
156.775,0.988
156.805,0.990
156.835,0.988
156.865,0.988
156.895,0.991
156.925,0.987
156.955,0.985
156.985,0.987
157.015,0.989
157.045,0.985
157.075,0.987
157.105,0.990
157.135,0.985
157.165,0.987
157.195,0.987
157.225,0.990
157.255,0.986
157.285,0.990
157.315,0.994
157.345,0.986
157.375,0.984
157.405,0.988
157.435,0.986
157.465,0.990
157.495,0.991
157.525,0.987
157.555,0.987
157.585,0.989
157.615,0.985
157.645,0.991
157.675,0.987
157.705,0.989
157.735,0.987
157.765,0.991
157.795,0.985
157.825,0.985
157.855,0.986
157.885,0.988
157.915,0.986
157.945,0.987
157.975,0.994
158.005,0.990
158.035,0.988
158.065,0.988
158.095,0.986
158.125,0.982
158.155,0.988
158.185,0.988
158.215,0.989
158.245,0.989
158.275,0.987
158.305,0.983
158.335,0.985
158.365,0.984
158.395,0.985
158.425,0.987
158.455,0.985
158.485,0.988
158.515,0.988
158.545,0.987
158.575,0.987
158.605,0.987
158.635,0.988
158.665,0.996
158.695,0.988
158.725,0.983
158.755,0.987
158.785,0.988
158.815,0.987
158.845,0.987
158.875,0.983
158.905,0.989
158.935,0.989
158.965,0.987
158.995,0.985
159.025,0.987
159.055,0.986
159.085,0.986
159.115,0.988
159.145,0.989
159.175,0.983
159.205,0.983
159.235,0.986
159.265,0.990
159.295,0.984
159.325,0.992
159.355,0.994
159.385,0.984
159.415,0.984
159.445,0.993
159.475,0.982
159.505,0.987
159.535,0.991
159.565,0.989
159.595,0.990
159.625,0.990
159.655,0.987
159.685,0.988
159.715,0.984
159.745,0.986
159.775,0.986
159.805,0.987
159.835,0.987
159.865,0.990
159.895,0.991
159.925,0.986
159.955,0.986
159.985,0.993
160.015,0.987
160.045,0.986
160.075,0.987
160.105,0.983
160.135,0.985
160.165,0.989
160.195,0.984
160.225,0.990
160.255,0.990
160.285,0.986
160.315,0.988
160.345,0.990
160.375,0.985
160.405,0.988
160.435,0.988
160.465,0.986
160.495,0.987
160.525,0.989
160.555,0.987
160.585,0.985
160.615,0.989
160.645,0.995
160.675,0.989
160.705,0.985
160.735,0.990
160.765,0.984
160.795,0.986
160.825,0.989
160.855,0.985
160.885,0.991
160.915,0.989
160.945,0.989
160.975,0.987
161.005,0.987
161.035,0.989
161.065,0.989
161.095,0.991
161.125,0.990
161.155,0.988
161.185,0.988
161.215,0.990
161.245,0.989
161.275,0.984
161.305,0.995
161.335,0.994
161.365,0.985
161.395,0.987
161.425,0.987
161.455,0.983
161.485,0.991
161.515,0.987
161.545,0.989
161.575,0.990
161.605,0.994
161.635,0.987
161.665,0.986
161.695,0.986
161.725,0.989
161.755,0.986
161.785,0.988
161.815,0.988
161.845,0.989
161.875,0.987
161.905,0.990
161.935,0.994
161.965,0.989
161.995,0.988
162.025,0.993
162.055,0.989
162.085,0.985
162.115,0.985
162.145,0.986
162.175,0.986
162.205,0.987
162.235,0.987
162.265,0.989
162.295,0.991
162.325,0.989
162.355,0.987
162.385,0.992
162.415,0.989
162.445,0.987
162.475,0.991
162.505,0.989
162.535,0.990
162.565,0.989
162.595,0.990
162.625,0.988
162.655,0.990
162.685,0.991
162.715,0.986
162.745,0.995
162.775,0.988
162.805,0.988
162.835,0.988
162.865,0.986
162.895,0.984
162.925,0.988
162.955,0.988
162.985,0.992
163.015,0.990
163.045,0.988
163.075,0.986
163.105,0.990
163.135,0.986
163.165,0.990
163.195,0.992
163.225,0.989
163.255,0.988
163.285,0.988
163.315,0.989
163.345,0.986
163.375,0.991
163.405,0.989
163.435,0.987
163.465,0.993
163.495,0.987
163.525,0.987
163.555,0.991
163.585,0.987
163.615,0.987
163.645,0.989
163.675,0.989
163.705,0.987
163.735,0.993
163.765,0.987
163.795,0.989
163.825,0.986
163.855,0.987
163.885,0.990
163.915,0.988
163.945,0.988
163.975,0.990
164.005,0.989
164.035,0.988
164.065,0.989
164.095,0.989
164.125,0.990
164.155,0.989
164.185,0.990
164.215,0.993
164.245,0.986
164.275,0.987
164.305,0.990
164.335,0.989
164.365,0.986
164.395,0.993
164.425,0.992
164.455,0.992
164.485,0.992
164.515,0.987
164.545,0.985
164.575,0.990
164.605,0.990
164.635,0.990
164.665,0.992
164.695,0.989
164.725,0.988
164.755,0.991
164.785,0.991
164.815,0.991
164.845,0.987
164.875,0.987
164.905,0.993
164.935,0.993
164.965,0.988
164.995,0.989
165.025,0.991
165.055,0.989
165.085,0.988
165.115,0.990
165.145,0.988
165.175,0.998
165.205,0.990
165.235,0.990
165.265,0.988
165.295,0.990
165.325,0.988
165.355,0.990
165.385,0.994
165.415,0.988
165.445,0.988
165.475,0.989
165.505,0.993
165.535,0.989
165.565,0.987
165.595,0.993
165.625,0.993
165.655,0.986
165.685,0.989
165.715,0.989
165.745,0.987
165.775,0.988
165.805,0.990
165.835,0.989
165.865,0.994
165.895,0.990
165.925,0.990
165.955,0.990
165.985,0.993
166.015,0.989
166.045,0.989
166.075,0.988
166.105,0.990
166.135,0.989
166.165,0.989
166.195,0.992
166.225,0.989
166.255,0.985
166.285,0.995
166.315,0.991
166.345,0.989
166.375,0.989
166.405,0.986
166.435,0.985
166.465,0.993
166.495,0.986
166.525,0.990
166.555,0.992
166.585,0.989
166.615,0.989
166.645,0.991
166.675,0.987
166.705,0.989
166.735,0.988
166.765,0.988
166.795,0.988
166.825,0.989
166.855,0.990
166.885,0.990
166.915,0.986
166.945,0.990
166.975,0.996
167.005,0.987
167.035,0.988
167.065,0.991
167.095,0.988
167.125,0.990
167.155,0.993
167.185,0.990
167.215,0.993
167.245,0.993
167.275,0.989
167.305,0.987
167.335,0.990
167.365,0.988
167.395,0.989
167.425,0.990
167.455,0.987
167.485,0.989
167.515,0.990
167.545,0.990
167.575,0.990
167.605,0.986
167.635,0.996
167.665,0.992
167.695,0.984
167.725,0.988
167.755,0.990
167.785,0.987
167.815,0.988
167.845,0.993
167.875,0.987
167.905,0.991
167.935,0.989
167.965,0.990
167.995,0.989
168.025,0.990
168.055,0.990
168.085,0.990
168.115,0.992
168.145,0.990
168.175,0.988
168.205,0.988
168.235,0.991
168.265,0.989
168.295,0.989
168.325,0.993
168.355,0.993
168.385,0.988
168.415,0.990
168.445,0.993
168.475,0.987
168.505,0.991
168.535,0.986
168.565,0.994
168.595,0.992
168.625,0.986
168.655,0.990
168.685,0.994
168.715,0.990
168.745,0.990
168.775,0.992
168.805,0.988
168.835,0.988
168.865,0.993
168.895,0.990
168.925,0.989
168.955,0.989
168.985,0.991
169.015,0.997
169.045,0.987
169.075,0.990
169.105,0.989
169.135,0.990
169.165,0.988
169.195,0.990
169.225,0.985
169.255,0.993
169.285,0.992
169.315,0.987
169.345,0.990
169.375,0.991
169.405,0.990
169.435,0.990
169.465,0.989
169.495,0.989
169.525,0.985
169.555,0.990
169.585,0.989
169.615,0.988
169.645,0.994
169.675,0.991
169.705,0.986
169.735,0.990
169.765,0.987
169.795,0.987
169.825,0.991
169.855,0.988
169.885,0.990
169.915,0.990
169.945,0.988
169.975,0.988
170.005,0.991
170.035,0.988
170.065,0.989
170.095,0.992
170.125,0.989
170.155,0.986
170.185,0.993
170.215,0.993
170.245,0.991
170.275,0.987
170.305,0.991
170.335,0.992
170.365,0.987
170.395,0.989
170.425,0.992
170.455,0.985
170.485,0.989
170.515,0.993
170.545,0.989
170.575,0.995
170.605,0.994
170.635,0.986
170.665,0.989
170.695,0.990
170.725,0.986
170.755,0.990
170.785,0.989
170.815,0.990
170.845,0.989
170.875,0.987
170.905,0.991
170.935,0.990
170.965,0.987
170.995,0.990
171.025,0.998
171.055,0.989
171.085,0.988
171.115,0.989
171.145,0.988
171.175,0.985
171.205,0.990
171.235,0.987
171.265,0.992
171.295,0.995
171.325,0.992
171.355,0.992
171.385,0.990
171.415,0.989
171.445,0.991
171.475,0.991
171.505,0.993
171.535,0.991
171.565,0.989
171.595,0.990
171.625,0.990
171.655,0.991
171.685,0.992
171.715,0.988
171.745,0.995
171.775,0.997
171.805,0.987
171.835,0.989
171.865,0.988
171.895,0.990
171.925,0.989
171.955,0.995
171.985,0.990
172.015,0.992
172.045,0.991
172.075,0.988
172.105,0.991
172.135,0.989
172.165,0.993
172.195,0.991
172.225,0.989
172.255,0.991
172.285,0.992
172.315,0.992
172.345,0.991
172.375,0.992
172.405,0.990
172.435,0.990
172.465,0.990
172.495,0.994
172.525,0.991
172.555,0.987
172.585,0.987
172.615,0.990
172.645,0.985
172.675,0.993
172.705,0.986
172.735,0.994
172.765,0.997
172.795,0.986
172.825,0.987
172.855,0.990
172.885,0.989
172.915,0.987
172.945,0.990
172.975,0.989
173.005,0.988
173.035,0.992
173.065,0.988
173.095,0.987
173.125,0.991
173.155,0.988
173.185,0.988
173.215,0.998
173.245,0.991
173.275,0.987
173.305,0.997
173.335,0.989
173.365,0.988
173.395,0.993
173.425,0.986
173.455,0.992
173.485,0.992
173.515,0.991
173.545,0.991
173.575,0.993
173.605,0.988
173.635,0.991
173.665,0.992
173.695,0.989
173.725,0.989
173.755,0.989
173.785,0.994
173.815,0.990
173.845,0.989
173.875,0.989
173.905,0.997
173.935,0.989
173.965,0.989
173.995,0.991
174.025,0.988
174.055,0.992
174.085,0.998
174.115,0.985
174.145,0.997
174.175,0.991
174.205,0.991
174.235,0.993
174.265,0.989
174.295,0.991
174.325,0.987
174.355,0.993
174.385,0.989
174.415,0.986
174.445,0.988
174.475,0.992
174.505,0.987
174.535,0.999
174.565,0.990
174.595,0.985
174.625,0.991
174.655,0.992
174.685,0.991
174.715,0.994
174.745,0.984
174.775,0.996
174.805,0.992
174.835,0.990
174.865,0.991
174.895,0.994
174.925,0.991
174.955,0.991
174.985,0.990
175.015,0.986
175.045,0.994
175.075,0.993
175.105,0.990
175.135,0.996
175.165,0.997
175.195,0.989
175.225,0.993
175.255,0.993
175.285,0.986
175.315,0.994
175.345,1.003
175.375,0.982
175.405,0.988
175.435,0.996
175.465,0.987
175.495,0.987
175.525,0.992
175.555,0.990
175.585,0.986
175.615,0.987
175.645,0.998
175.675,0.998
175.705,0.995
175.735,0.988
175.765,1.002
175.795,1.003
175.825,0.995
175.855,1.000
175.885,1.004
175.915,0.997
175.945,1.007
175.975,1.002
176.005,0.996
176.035,1.005
176.065,1.019
176.095,0.999
176.125,0.997
176.155,1.000
176.185,0.997
176.215,0.996
176.245,0.991
176.275,0.987
176.305,0.992
176.335,1.001
176.365,0.989
176.395,0.991
176.425,0.998
176.455,0.991
176.485,0.979
176.515,0.980
176.545,0.977
176.575,1.002
176.605,0.992
176.635,0.990
176.665,1.009
176.695,1.001
176.725,0.966
176.755,0.962
176.785,0.972
176.815,0.986
176.845,0.973
176.875,1.036
176.905,1.036
176.935,1.000
176.965,0.991
176.995,1.048
177.025,1.055
177.055,1.032
177.085,1.001
177.115,0.963
177.145,0.942
177.175,0.957
177.205,0.947
177.235,0.955
177.265,0.957
177.295,0.962
177.325,0.987
177.355,0.979
177.385,1.008
177.415,1.025
177.445,1.025
177.475,1.017
177.505,1.026
177.535,1.017
177.565,0.973
177.595,1.017
177.625,1.034
177.655,1.032
177.685,0.998
177.715,0.991
177.745,0.979
177.775,0.978
177.805,0.986
177.835,0.995
177.865,1.000
177.895,1.002
177.925,1.012
177.955,1.016
177.985,1.027
178.015,0.987
178.045,0.984
178.075,0.990
178.105,0.990
178.135,1.000
178.165,1.005
178.195,1.003
178.225,0.996
178.255,0.994
178.285,0.983
178.315,0.976
178.345,0.980
178.375,0.980
178.405,0.981
178.435,0.989
178.465,0.983
178.495,0.994
178.525,0.989
178.555,0.958
178.585,0.963
178.615,0.989
178.645,0.993
178.675,1.016
178.705,1.050
178.735,0.956
178.765,1.011
178.795,1.026
178.825,0.964
178.855,1.010
178.885,1.014
178.915,0.993
178.945,0.982
178.975,0.964
179.005,0.975
179.035,0.978
179.065,0.971
179.095,0.984
179.125,0.973
179.155,0.972
179.185,0.974
179.215,0.969
179.245,0.965
179.275,0.986
179.305,0.970
179.335,0.980
179.365,0.982
179.395,0.964
179.425,0.978
179.455,0.997
179.485,0.991
179.515,0.998
179.545,0.990
179.575,0.959
179.605,0.950
179.635,0.986
179.665,1.004
179.695,0.981
179.725,1.017
179.755,1.015
179.785,1.040
179.815,1.021
179.845,1.059
179.875,1.048
179.905,1.012
179.935,0.998
179.965,1.037
179.995,0.954
180.025,1.004
180.055,1.009
180.085,1.039
180.115,1.003
180.145,0.980
180.175,0.999
180.205,1.017
180.235,0.993
180.265,1.003
180.295,0.993
180.325,0.999
180.355,1.020
180.385,0.990
180.415,1.003
180.445,0.975
180.475,0.975
180.505,0.972
180.535,0.970
180.565,0.973
180.595,0.979
180.625,0.998
180.655,1.000
180.685,0.987
180.715,0.996
180.745,1.001
180.775,1.006
180.805,1.000
180.835,1.001
180.865,0.982
180.895,0.982
180.925,0.981
180.955,0.997
180.985,1.000
181.015,0.985
181.045,0.985
181.075,0.993
181.105,0.988
181.135,1.000
181.165,0.997
181.195,1.000
181.225,0.987
181.255,0.989
181.285,0.999
181.315,0.975
181.345,0.972
181.375,0.975
181.405,0.970
181.435,0.981
181.465,0.983
181.495,0.994
181.525,1.002
181.555,1.008
181.585,1.002
181.615,0.994
181.645,0.985
181.675,0.980
181.705,0.987
181.735,0.975
181.765,0.996
181.795,0.986
181.825,0.996
181.855,0.984
181.885,1.000
181.915,0.981
181.945,0.981
181.975,0.988
182.005,0.987
182.035,0.982
182.065,0.993
182.095,0.995
182.125,0.991
182.155,0.993
182.185,0.996
182.215,0.987
182.245,0.988
182.275,0.992
182.305,0.996
182.335,0.996
182.365,0.995
182.395,0.992
182.425,0.997
182.455,0.993
182.485,0.989
182.515,0.993
182.545,0.994
182.575,0.996
182.605,0.992
182.635,1.001
182.665,0.994
182.695,0.993
182.725,0.987
182.755,0.990
182.785,0.989
182.815,0.990
182.845,0.993
182.875,0.997
182.905,0.994
182.935,0.986
182.965,0.999
182.995,0.996
183.025,0.986
183.055,0.994
183.085,0.992
183.115,0.990
183.145,0.988
183.175,0.988
183.205,0.993
183.235,0.989
183.265,0.995
183.295,1.000
183.325,0.994
183.355,0.994
183.385,0.994
183.415,0.989
183.445,0.992
183.475,0.992
183.505,0.990
183.535,0.993
183.565,0.994
183.595,0.979
183.625,0.946
183.655,0.977
183.685,0.984
183.715,0.970
183.745,1.002
183.775,1.002
183.805,1.018
183.835,1.020
183.865,1.016
183.895,1.019
183.925,0.992
183.955,0.963
183.985,0.996
184.015,1.019
184.045,1.046
184.075,1.020
184.105,0.993
184.135,0.976
184.165,0.955
184.195,0.942
184.225,1.013
184.255,0.994
184.285,0.974
184.315,0.988
184.345,1.033
184.375,0.907
184.405,0.977
184.435,0.993
184.465,1.011
184.495,0.984
184.525,1.000
184.555,1.022
184.585,1.058
184.615,1.042
184.645,1.042
184.675,0.978
184.705,0.999
184.735,0.990
184.765,0.980
184.795,1.005
184.825,0.989
184.855,1.002
184.885,0.975
184.915,0.984
184.945,0.980
184.975,0.966
185.005,0.990
185.035,0.997
185.065,0.979
185.095,0.995
185.125,1.006
185.155,1.014
185.185,0.994
185.215,0.992
185.245,0.992
185.275,0.994
185.305,0.997
185.335,1.019
185.365,0.943
185.395,0.945
185.425,0.999
185.455,0.975
185.485,0.988
185.515,1.008
185.545,1.000
185.575,1.013
185.605,1.010
185.635,1.015
185.665,0.999
185.695,0.993
185.725,0.975
185.755,0.963
185.785,0.982
185.815,0.988
185.845,1.003
185.875,1.006
185.905,1.007
185.935,1.010
185.965,1.005
185.995,0.998
186.025,0.995
186.055,0.997
186.085,0.994
186.115,0.982
186.145,0.991
186.175,1.004
186.205,1.000
186.235,1.001
186.265,1.007
186.295,0.999
186.325,1.007
186.355,1.001
186.385,0.999
186.415,1.001
186.445,0.998
186.475,0.997
186.505,1.003
186.535,1.007
186.565,1.000
186.595,0.998
186.625,0.995
186.655,0.999
186.685,0.996
186.715,0.993
186.745,0.994
186.775,0.996
186.805,1.002
186.835,1.006
186.865,1.007
186.895,0.999
186.925,0.997
186.955,1.007
186.985,0.998
187.015,0.991
187.045,0.998
187.075,0.990
187.105,0.995
187.135,0.998
187.165,0.997
187.195,0.999
187.225,0.991
187.255,0.996
187.285,1.007
187.315,1.004
187.345,0.997
187.375,0.997
187.405,1.006
187.435,0.993
187.465,0.997
187.495,1.015
187.525,1.015
187.555,1.013
187.585,1.001
187.615,1.002
187.645,0.988
187.675,0.971
187.705,0.984
187.735,0.991
187.765,1.001
187.795,1.015
187.825,1.015
187.855,1.005
187.885,0.997
187.915,0.999
187.945,0.996
187.975,0.993
188.005,0.998
188.035,1.005
188.065,1.000
188.095,0.997
188.125,1.007
188.155,1.005
188.185,1.007
188.215,1.005
188.245,0.983
188.275,0.989
188.305,0.993
188.335,0.998
188.365,0.988
188.395,1.010
188.425,1.002
188.455,1.008
188.485,1.010
188.515,0.998
188.545,0.995
188.575,0.999
188.605,1.003
188.635,1.007
188.665,0.996
188.695,1.001
188.725,0.998
188.755,0.996
188.785,0.998
188.815,1.001
188.845,1.002
188.875,0.992
188.905,0.999
188.935,1.000
188.965,0.999
188.995,1.004
189.025,0.996
189.055,0.998
189.085,0.998
189.115,0.999
189.145,1.001
189.175,0.999
189.205,0.997
189.235,0.999
189.265,1.001
189.295,1.001
189.325,1.001
189.355,0.997
189.385,0.997
189.415,1.000
189.445,1.000
189.475,0.992
189.505,0.990
189.535,0.991
189.565,1.005
189.595,0.981
189.625,1.000
189.655,1.008
189.685,1.007
189.715,1.011
189.745,1.017
189.775,1.014
189.805,0.976
189.835,0.979
189.865,0.998
189.895,0.979
189.925,0.989
189.955,0.998
189.985,0.999
190.015,0.995
190.045,1.019
190.075,1.000
190.105,1.005
190.135,0.985
190.165,0.978
190.195,1.010
190.225,1.053
190.255,1.022
190.285,0.979
190.315,1.013
190.345,0.997
190.375,1.002
190.405,1.001
