df_hash,22ZHK4.L5WD3N
146.126,4077
146.151,4618
146.176,4881
146.201,4866
146.226,4743
146.251,4572
146.276,4180
146.301,3350
146.326,2094
146.351,717
146.376,-400
146.401,-1086
146.426,-1426
146.451,-1589
146.476,-1628
146.501,-1489
146.526,-1173
146.551,-839
146.576,-695
146.601,-817
146.626,-1119
146.651,-1513
146.676,-2059
146.701,-2896
146.726,-4002
146.751,-5057
146.776,-5613
146.801,-5430
146.826,-4651
146.851,-3654
146.876,-2725
146.901,-1889
146.926,-1004
146.951,39
146.976,1244
147.001,2566
147.026,3967
147.051,5351
147.076,6506
147.101,7200
147.126,7394
147.151,7341
147.176,7379
147.201,7595
147.226,7688
147.251,7224
147.276,6035
147.301,4379
147.326,2694
147.351,1192
147.376,-270
147.401,-1911
147.426,-3631
147.451,-4934
147.476,-5291
147.501,-4633
147.526,-3491
147.551,-2643
147.576,-2555
147.601,-3111
147.626,-3840
147.651,-4403
147.676,-4867
147.701,-5516
147.726,-6435
147.751,-7283
147.776,-7514
147.801,-6829
147.826,-5410
147.851,-3719
147.876,-2083
147.901,-478
147.926,1291
147.951,3233
147.976,5033
148.001,6268
148.026,6759
148.051,6697
148.076,6437
148.101,6205
148.126,5970
148.151,5582
148.176,4964
148.201,4166
148.226,3272
148.251,2304
148.276,1233
148.301,80
148.326,-1042
148.351,-1999
148.376,-2742
148.401,-3341
148.426,-3903
148.451,-4447
148.476,-4856
148.501,-4947
148.526,-4605
148.551,-3859
148.576,-2866
148.601,-1788
148.626,-692
148.651,470
148.676,1778
148.701,3196
148.726,4519
148.751,5452
148.776,5809
148.801,5678
148.826,5399
148.851,5336
148.876,5619
148.901,6055
148.926,6287
148.951,6062
148.976,5373
149.001,4388
149.026,3278
149.051,2128
149.076,981
149.101,-92
149.126,-1002
149.151,-1703
149.176,-2225
149.201,-2616
149.226,-2909
149.251,-3158
149.276,-3485
149.301,-4019
149.326,-4762
149.351,-5546
149.376,-6199
149.401,-6763
149.426,-7466
149.451,-8401
149.476,-9243
149.501,-9360
149.526,-8312
149.551,-6238
149.576,-3744
149.601,-1377
149.626,741
149.651,2778
149.676,4758
149.701,6377
149.726,7267
149.751,7408
149.776,7173
149.801,6979
149.826,6940
149.851,6890
149.876,6694
149.901,6432
149.926,6260
149.951,6157
149.976,5896
150.001,5272
150.026,4278
150.051,3052
150.076,1694
150.101,242
150.126,-1152
150.151,-2141
150.176,-2380
150.201,-1854
150.226,-964
150.251,-214
150.276,170
150.301,332
150.326,502
150.351,702
150.376,724
150.401,361
150.426,-425
150.451,-1538
150.476,-2853
150.501,-4218
150.526,-5407
150.551,-6216
150.576,-6683
150.601,-7142
150.626,-7900
150.651,-8767
150.676,-8989
150.701,-7813
150.726,-5227
150.751,-2141
150.776,250
150.801,1367
150.826,1578
150.851,1715
150.876,2293
150.901,3186
150.926,3934
150.951,4264
150.976,4269
151.001,4189
151.026,4130
151.051,4039
151.076,3862
151.101,3659
151.126,3531
151.151,3503
151.176,3508
151.201,3462
151.226,3331
151.251,3125
151.276,2852
151.301,2520
151.326,2147
151.351,1757
151.376,1365
151.401,989
151.426,691
151.451,590
151.476,787
151.501,1269
151.526,1893
151.551,2469
151.576,2856
151.601,2997
151.626,2881
151.651,2500
151.676,1870
151.701,1063
151.726,205
151.751,-578
151.776,-1228
151.801,-1768
151.826,-2282
151.851,-2859
151.876,-3535
151.901,-4292
151.926,-5099
151.951,-5983
151.976,-6994
152.001,-8084
152.026,-8973
152.051,-9197
152.076,-8375
152.101,-6479
152.126,-3893
152.151,-1174
152.176,1263
152.201,3274
152.226,4892
152.251,6168
152.276,7112
152.301,7710
152.326,7924
152.351,7676
152.376,6901
152.401,5683
152.426,4316
152.451,3143
152.476,2290
152.501,1574
152.526,729
152.551,-250
152.576,-1054
152.601,-1369
152.626,-1239
152.651,-1053
152.676,-1151
152.701,-1439
152.726,-1425
152.751,-660
152.776,847
152.801,2610
152.826,3994
152.851,4580
152.876,4290
152.901,3304
152.926,1920
152.951,484
152.976,-674
153.001,-1346
153.026,-1535
153.051,-1431
153.076,-1281
153.101,-1238
153.126,-1332
153.151,-1537
153.176,-1847
153.201,-2264
153.226,-2745
153.251,-3182
153.276,-3488
153.301,-3676
153.326,-3859
153.351,-4117
153.376,-4358
153.401,-4313
153.426,-3709
153.451,-2488
153.476,-891
153.501,682
153.526,1938
153.551,2838
153.576,3534
153.601,4162
153.626,4705
153.651,5038
153.676,5086
153.701,4930
153.726,4735
153.751,4585
153.776,4393
153.801,3979
153.826,3249
153.851,2306
153.876,1384
153.901,665
153.926,146
153.951,-313
153.976,-818
154.001,-1296
154.026,-1546
154.051,-1428
154.076,-1010
154.101,-539
154.126,-240
154.151,-167
154.176,-205
154.201,-239
154.226,-270
154.251,-392
154.276,-663
154.301,-1026
154.326,-1361
154.351,-1591
154.376,-1738
154.401,-1867
154.426,-2012
154.451,-2153
154.476,-2254
154.501,-2295
154.526,-2283
154.551,-2236
154.576,-2168
154.601,-2072
154.626,-1891
154.651,-1520
154.676,-866
154.701,45
154.726,1034
154.751,1850
154.776,2335
154.801,2524
154.826,2590
154.851,2684
154.876,2833
154.901,2962
154.926,3001
154.951,2957
154.976,2901
155.001,2907
155.026,2994
155.051,3112
155.076,3166
155.101,3069
155.126,2805
155.151,2445
155.176,2087
155.201,1752
155.226,1350
155.251,778
155.276,75
155.301,-538
155.326,-803
155.351,-634
155.376,-205
155.401,186
155.426,347
155.451,286
155.476,129
155.501,-29
155.526,-188
155.551,-376
155.576,-581
155.601,-747
155.626,-839
155.651,-880
155.676,-921
155.701,-1002
155.726,-1131
155.751,-1295
155.776,-1463
155.801,-1588
155.826,-1632
155.851,-1602
155.876,-1553
155.901,-1536
155.926,-1517
155.951,-1385
155.976,-1039
156.001,-495
156.026,110
156.051,612
156.076,925
156.101,1055
156.126,1042
156.151,914
156.176,691
156.201,420
156.226,154
156.251,-79
156.276,-301
156.301,-541
156.326,-795
156.351,-1038
156.376,-1264
156.401,-1488
156.426,-1673
156.451,-1693
156.476,-1408
156.501,-822
156.526,-151
156.551,317
156.576,460
156.601,435
156.626,518
156.651,844
156.676,1288
156.701,1630
156.726,1801
156.751,1950
156.776,2256
156.801,2711
156.826,3116
156.851,3293
156.876,3274
156.901,3243
156.926,3311
156.951,3378
156.976,3242
157.001,2821
157.026,2241
157.051,1706
157.076,1303
157.101,956
157.126,562
157.151,130
157.176,-211
157.201,-331
157.226,-182
157.251,195
157.276,725
157.301,1320
157.326,1875
157.351,2302
157.376,2581
157.401,2776
157.426,2958
157.451,3134
157.476,3255
157.501,3299
157.526,3294
157.551,3221
157.576,2911
157.601,2120
157.626,771
157.651,-889
157.676,-2422
157.701,-3545
157.726,-4354
157.751,-5173
157.776,-6185
157.801,-7215
157.826,-7887
157.851,-7974
157.876,-7573
157.901,-6963
157.926,-6364
157.951,-5844
157.976,-5421
158.001,-5137
158.026,-4987
158.051,-4806
158.076,-4333
158.101,-3432
158.126,-2258
158.151,-1151
158.176,-352
158.201,174
158.226,632
158.251,1153
158.276,1681
158.301,2086
158.326,2335
158.351,2525
158.376,2754
158.401,3001
158.426,3162
158.451,3180
158.476,3116
158.501,3097
158.526,3194
158.551,3385
158.576,3600
158.601,3796
158.626,3975
158.651,4146
158.676,4289
158.701,4366
158.726,4365
158.751,4332
158.776,4350
158.801,4475
158.826,4674
158.851,4850
158.876,4938
158.901,4990
158.926,5123
158.951,5343
158.976,5398
159.001,4880
159.026,3537
159.051,1547
159.076,-524
159.101,-2093
159.126,-2918
159.151,-3161
159.176,-3136
159.201,-3029
159.226,-2854
159.251,-2593
159.276,-2313
159.301,-2126
159.326,-2106
159.351,-2312
159.376,-2851
159.401,-3844
159.426,-5255
159.451,-6766
159.476,-7911
159.501,-8384
159.526,-8219
159.551,-7646
159.576,-6809
159.601,-5641
159.626,-4042
159.651,-2109
159.676,-141
159.701,1583
159.726,2995
159.751,4180
159.776,5197
159.801,6011
159.826,6590
159.851,6996
159.876,7326
159.901,7588
159.926,7706
159.951,7676
159.976,7632
160.001,7670
160.026,7601
160.051,6955
160.076,5345
160.101,2873
160.126,147
160.151,-2134
160.176,-3650
160.201,-4558
160.226,-5191
160.251,-5715
160.276,-6059
160.301,-6097
160.326,-5832
160.351,-5395
160.376,-4930
160.401,-4519
160.426,-4193
160.451,-3964
160.476,-3822
160.501,-3749
160.526,-3761
160.551,-3924
160.576,-4274
160.601,-4678
160.626,-4796
160.651,-4246
160.676,-2857
160.701,-812
160.726,1460
160.751,3531
160.776,5158
160.801,6301
160.826,7030
160.851,7451
160.876,7690
160.901,7881
160.926,8110
160.951,8358
160.976,8502
161.001,8387
161.026,7917
161.051,7095
161.076,5993
161.101,4709
161.126,3358
161.151,2077
161.176,999
161.201,189
161.226,-399
161.251,-892
161.276,-1376
161.301,-1824
161.326,-2152
161.351,-2362
161.376,-2634
161.401,-3223
161.426,-4231
161.451,-5469
161.476,-6561
161.501,-7230
161.526,-7492
161.551,-7595
161.576,-7748
161.601,-7918
161.626,-7867
161.651,-7372
161.676,-6418
161.701,-5196
161.726,-3954
161.751,-2850
161.776,-1891
161.801,-989
161.826,-40
161.851,990
161.876,2032
161.901,2937
161.926,3564
161.951,3873
161.976,3948
162.001,3919
162.026,3867
162.051,3792
162.076,3678
162.101,3550
162.126,3466
162.151,3454
162.176,3470
162.201,3438
162.226,3322
162.251,3150
162.276,2973
162.301,2804
162.326,2620
162.351,2394
162.376,2138
162.401,1895
162.426,1697
162.451,1549
162.476,1436
162.501,1346
162.526,1278
162.551,1232
162.576,1187
162.601,1113
162.626,1011
162.651,937
162.676,989
162.701,1226
162.726,1600
162.751,1975
162.776,2228
162.801,2346
162.826,2413
162.851,2465
162.876,2392
162.901,2006
162.926,1248
162.951,325
162.976,-398
163.001,-697
163.026,-675
163.051,-678
163.076,-983
163.101,-1575
163.126,-2199
163.151,-2623
163.176,-2824
163.201,-2931
163.226,-3039
163.251,-3098
163.276,-2989
163.301,-2680
163.326,-2286
163.351,-1966
163.376,-1801
163.401,-1763
163.426,-1789
163.451,-1857
163.476,-1977
163.501,-2145
163.526,-2324
163.551,-2471
163.576,-2588
163.601,-2700
163.626,-2814
163.651,-2885
163.676,-2842
163.701,-2645
163.726,-2321
163.751,-1947
163.776,-1600
163.801,-1321
163.826,-1099
163.851,-877
163.876,-586
163.901,-190
163.926,268
163.951,683
163.976,946
164.001,1033
164.026,1034
164.051,1089
164.076,1273
164.101,1547
164.126,1800
164.151,1965
164.176,2098
164.201,2338
164.226,2778
164.251,3368
164.276,3935
164.301,4308
164.326,4443
164.351,4433
164.376,4404
164.401,4392
164.426,4331
164.451,4149
164.476,3870
164.501,3614
164.526,3491
164.551,3498
164.576,3513
164.601,3395
164.626,3082
164.651,2607
164.676,2047
164.701,1465
164.726,900
164.751,368
164.776,-122
164.801,-576
164.826,-992
164.851,-1339
164.876,-1579
164.901,-1706
164.926,-1776
164.951,-1866
164.976,-2004
165.001,-2148
165.026,-2248
165.051,-2314
165.076,-2392
165.101,-2468
165.126,-2423
165.151,-2131
165.176,-1610
165.201,-1065
165.226,-746
165.251,-751
165.276,-970
165.301,-1216
165.326,-1386
165.351,-1496
165.376,-1588
165.401,-1642
165.426,-1595
165.451,-1431
165.476,-1203
165.501,-982
165.526,-794
165.551,-627
165.576,-479
165.601,-367
165.626,-297
165.651,-241
165.676,-177
165.701,-131
165.726,-148
165.751,-207
165.776,-194
165.801,10
165.826,412
165.851,870
165.876,1215
165.901,1383
165.926,1441
165.951,1476
165.976,1508
166.001,1495
166.026,1416
166.051,1313
166.076,1251
166.101,1253
166.126,1286
166.151,1314
166.176,1326
166.201,1325
166.226,1299
166.251,1230
166.276,1117
166.301,986
166.326,852
166.351,699
166.376,516
166.401,344
166.426,279
166.451,395
166.476,663
166.501,962
166.526,1169
166.551,1247
166.576,1244
166.601,1218
166.626,1178
166.651,1098
166.676,964
166.701,807
166.726,670
166.751,571
166.776,493
166.801,409
166.826,307
166.851,188
166.876,56
166.901,-86
166.926,-226
166.951,-350
166.976,-465
167.001,-599
167.026,-771
167.051,-946
167.076,-1041
167.101,-992
167.126,-827
167.151,-667
167.176,-634
167.201,-762
167.226,-987
167.251,-1226
167.276,-1461
167.301,-1737
167.326,-2079
167.351,-2447
167.376,-2761
167.401,-2989
167.426,-3178
167.451,-3397
167.476,-3648
167.501,-3841
167.526,-3847
167.551,-3586
167.576,-3057
167.601,-2320
167.626,-1455
167.651,-546
167.676,325
167.701,1103
167.726,1786
167.751,2437
167.776,3145
167.801,3964
167.826,4874
167.851,5782
167.876,6570
167.901,7145
167.926,7480
167.951,7612
167.976,7599
168.001,7479
168.026,7261
168.051,6941
168.076,6525
168.101,6001
168.126,5283
168.151,4228
168.176,2737
168.201,888
168.226,-1045
168.251,-2736
168.276,-3998
168.301,-4863
168.326,-5485
168.351,-5973
168.376,-6317
168.401,-6451
168.426,-6363
168.451,-6137
168.476,-5887
168.501,-5675
168.526,-5475
168.551,-5187
168.576,-4698
168.601,-3945
168.626,-2967
168.651,-1901
168.676,-900
168.701,-33
168.726,745
168.751,1516
168.776,2272
168.801,2899
168.826,3282
168.851,3421
168.876,3432
168.901,3442
168.926,3495
168.951,3558
168.976,3604
169.001,3628
169.026,3597
169.051,3413
169.076,2973
169.101,2284
169.126,1503
169.151,818
169.176,314
169.201,-64
169.226,-411
169.251,-737
169.276,-971
169.301,-1050
169.326,-1005
169.351,-928
169.376,-900
169.401,-944
169.426,-1049
169.451,-1216
169.476,-1460
169.501,-1787
169.526,-2175
169.551,-2577
169.576,-2931
169.601,-3155
169.626,-3148
169.651,-2830
169.676,-2194
169.701,-1334
169.726,-414
169.751,424
169.776,1123
169.801,1712
169.826,2258
169.851,2794
169.876,3288
169.901,3669
169.926,3885
169.951,3953
169.976,3956
170.001,3966
170.026,3964
170.051,3812
170.076,3331
170.101,2435
170.126,1222
170.151,-61
170.176,-1148
170.201,-1894
170.226,-2319
170.251,-2539
170.276,-2662
170.301,-2732
170.326,-2754
170.351,-2747
170.376,-2747
170.401,-2758
170.426,-2706
170.451,-2462
170.476,-1937
170.501,-1153
170.526,-236
170.551,668
170.576,1466
170.601,2121
170.626,2618
170.651,2951
170.676,3138
170.701,3238
170.726,3305
170.751,3325
170.776,3197
170.801,2805
170.826,2125
170.851,1260
170.876,380
170.901,-382
170.926,-987
170.951,-1458
170.976,-1832
171.001,-2130
171.026,-2361
171.051,-2541
171.076,-2698
171.101,-2856
171.126,-3027
171.151,-3180
171.176,-3222
171.201,-3008
171.226,-2405
171.251,-1403
171.276,-168
171.301,1016
171.326,1901
171.351,2404
171.376,2631
171.401,2772
171.426,2961
171.451,3193
171.476,3345
171.501,3267
171.526,2889
171.551,2265
171.576,1542
171.601,874
171.626,341
171.651,-82
171.676,-453
171.701,-782
171.726,-1045
171.751,-1226
171.776,-1347
171.801,-1439
171.826,-1482
171.851,-1400
171.876,-1122
171.901,-653
171.926,-89
171.951,458
171.976,939
172.001,1384
172.026,1848
172.051,2337
172.076,2790
172.101,3128
172.126,3314
172.151,3380
172.176,3394
172.201,3402
172.226,3381
172.251,3253
172.276,2940
172.301,2426
172.326,1770
172.351,1073
172.376,424
172.401,-134
172.426,-612
172.451,-1062
172.476,-1548
172.501,-2113
172.526,-2751
172.551,-3405
172.576,-4003
172.601,-4506
172.626,-4927
172.651,-5309
172.676,-5666
172.701,-5954
172.726,-6085
172.751,-5983
172.776,-5667
172.801,-5290
172.826,-5075
172.851,-5174
172.876,-5549
172.901,-6004
172.926,-6367
172.951,-6639
172.976,-6965
173.001,-7449
173.026,-8032
173.051,-8572
173.076,-9005
173.101,-9386
173.126,-9750
173.151,-10024
173.176,-10108
173.201,-10034
173.226,-9920
173.251,-9786
173.276,-9484
173.301,-8917
173.326,-8227
173.351,-7632
173.376,-7037
173.401,-6053
173.426,-4615
173.451,-3509
173.476,-3873
173.501,-5855
173.526,-7829
173.551,-7402
173.576,-3526
173.601,2390
173.626,7678
173.651,10774
173.676,12352
173.701,14154
173.726,17032
173.751,20403
173.776,23437
173.801,26274
173.826,29741
173.851,32767
173.876,32767
173.901,32767
173.926,32767
173.951,32767
173.976,32767
174.001,32767
174.026,32767
174.051,32767
174.076,32767
174.101,32767
174.126,32767
174.151,32767
174.176,31677
174.201,6878
174.226,-14054
174.251,-28343
174.276,-32768
174.301,-32768
174.326,-32768
174.351,-32768
174.376,-32768
174.401,-32768
174.426,-32768
174.451,-32768
174.476,-32768
174.501,-32768
174.526,-32768
174.551,-32768
174.576,-32768
174.601,-32768
174.626,-32768
174.651,-32768
174.676,-32768
174.701,-32768
174.726,-32768
174.751,-32768
174.776,-31112
174.801,-27587
174.826,-24624
174.851,-21817
174.876,-18048
174.901,-13065
174.926,-7930
174.951,-3824
174.976,-713
175.001,2482
175.026,6470
175.051,10644
175.076,13725
175.101,15170
175.126,15736
175.151,16630
175.176,18283
175.201,20058
175.226,21053
175.251,21016
175.276,20443
175.301,19936
175.326,19614
175.351,19137
175.376,18182
175.401,16802
175.426,15355
175.451,14155
175.476,13226
175.501,12353
175.526,11338
175.551,10164
175.576,8962
175.601,7830
175.626,6748
175.651,5660
175.676,4599
175.701,3699
175.726,3046
175.751,2586
175.776,2210
175.801,1927
175.826,1903
175.851,2260
175.876,2881
175.901,3455
175.926,3730
175.951,3671
175.976,3361
176.001,2785
176.026,1826
176.051,509
176.076,-832
176.101,-1724
176.126,-1941
176.151,-1675
176.176,-1302
176.201,-1000
176.226,-653
176.251,-148
176.276,335
176.301,403
176.326,-152
176.351,-1104
176.376,-1974
176.401,-2462
176.426,-2654
176.451,-2797
176.476,-2949
176.501,-2893
176.526,-2415
176.551,-1590
176.576,-736
176.601,-89
176.626,413
176.651,977
176.676,1621
176.701,2078
176.726,2073
176.751,1672
176.776,1290
176.801,1312
176.826,1699
176.851,2020
176.876,1885
176.901,1281
176.926,460
176.951,-466
176.976,-1707
177.001,-3497
177.026,-5682
177.051,-7705
177.076,-9079
177.101,-9833
177.126,-10413
177.151,-11150
177.176,-11862
177.201,-12048
177.226,-11407
177.251,-10060
177.276,-8254
177.301,-5957
177.326,-2938
177.351,725
177.376,4327
177.401,6879
177.426,7879
177.451,7695
177.476,7174
177.501,6886
177.526,6776
177.551,6485
177.576,5863
177.601,5094
177.626,4390
177.651,3719
177.676,2923
177.701,2000
177.726,1117
177.751,351
177.776,-453
177.801,-1427
177.826,-2325
177.851,-2593
177.876,-1904
177.901,-571
177.926,680
177.951,1388
177.976,1715
178.001,2123
178.026,2770
178.051,3371
178.076,3651
178.101,3758
178.126,4092
178.151,4769
178.176,5447
178.201,5753
178.226,5750
178.251,5783
178.276,5891
178.301,5605
178.326,4522
178.351,3004
178.376,2038
178.401,2283
178.426,3368
178.451,4326
178.476,4706
178.501,5054
178.526,6167
178.551,8027
178.576,9708
178.601,10402
178.626,10298
178.651,10246
178.676,10614
178.701,10781
178.726,9930
178.751,8188
178.776,6688
178.801,6375
178.826,6866
178.851,6648
178.876,4398
178.901,54
178.926,-5331
178.951,-10562
178.976,-15013
179.001,-18610
179.026,-21467
179.051,-23720
179.076,-25505
179.101,-26775
179.126,-27042
179.151,-25534
179.176,-21898
179.201,-16810
179.226,-11737
179.251,-7925
179.276,-5564
179.301,-3944
179.326,-2334
179.351,-637
179.376,781
179.401,1702
179.426,2323
179.451,2965
179.476,3692
179.501,4336
179.526,4799
179.551,5202
179.576,5674
179.601,6130
179.626,6355
179.651,6272
179.676,6031
179.701,5782
179.726,5457
179.751,4883
179.776,4092
179.801,3426
179.826,3261
179.851,3642
179.876,4236
179.901,4653
179.926,4760
179.951,4676
179.976,4532
180.001,4319
180.026,3963
180.051,3482
180.076,2996
180.101,2601
180.126,2289
180.151,1998
180.176,1704
180.201,1415
180.226,1112
180.251,744
180.276,299
180.301,-160
180.326,-577
180.351,-986
180.376,-1478
180.401,-2033
180.426,-2428
180.451,-2375
180.476,-1777
180.501,-845
180.526,63
180.551,707
180.576,1081
180.601,1304
180.626,1450
180.651,1495
180.676,1406
180.701,1226
180.726,1052
180.751,953
180.776,932
180.801,948
180.826,952
180.851,900
180.876,763
180.901,550
180.926,310
180.951,80
180.976,-176
181.001,-535
181.026,-988
181.051,-1358
181.076,-1375
181.101,-892
181.126,-34
181.151,862
181.176,1495
181.201,1776
181.226,1819
181.251,1774
181.276,1690
181.301,1531
181.326,1271
181.351,971
181.376,733
181.401,612
181.426,573
181.451,519
181.476,377
181.501,154
181.526,-87
181.551,-305
181.576,-542
181.601,-885
181.626,-1356
181.651,-1814
181.676,-2002
181.701,-1722
181.726,-1007
181.751,-119
181.776,627
181.801,1068
181.826,1244
181.851,1286
181.876,1266
181.901,1163
181.926,944
181.951,649
181.976,383
182.001,235
182.026,198
182.051,193
182.076,140
182.101,34
182.126,-70
182.151,-130
182.176,-183
182.201,-333
182.226,-651
182.251,-1068
182.276,-1364
182.301,-1302
182.326,-812
182.351,-58
182.376,663
182.401,1129
182.426,1310
182.451,1324
182.476,1288
182.501,1221
182.526,1076
182.551,843
182.576,594
182.601,432
182.626,394
182.651,417
182.676,391
182.701,254
182.726,35
182.751,-185
182.776,-365
182.801,-546
182.826,-805
182.851,-1146
182.876,-1425
182.901,-1419
182.926,-980
182.951,-181
182.976,709
183.001,1406
183.026,1784
183.051,1917
183.076,1954
183.101,1967
183.126,1928
183.151,1796
183.176,1613
183.201,1486
183.226,1477
183.251,1537
183.276,1545
183.301,1423
183.326,1196
183.351,944
183.376,699
183.401,404
183.426,-3
183.451,-488
183.476,-878
183.501,-963
183.526,-639
183.551,3
183.576,734
183.601,1322
183.626,1653
183.651,1756
183.676,1728
183.701,1636
183.726,1484
183.751,1247
183.776,937
183.801,625
183.826,390
183.851,241
183.876,107
183.901,-104
183.926,-415
183.951,-764
183.976,-1093
184.001,-1433
184.026,-1877
184.051,-2445
184.076,-2981
184.101,-3212
184.126,-2958
184.151,-2296
184.176,-1513
184.201,-899
184.226,-558
184.251,-413
184.276,-346
184.301,-321
184.326,-376
184.351,-533
184.376,-744
184.401,-923
184.426,-1004
184.451,-966
184.476,-818
184.501,-587
184.526,-314
184.551,-32
184.576,235
184.601,464
184.626,595
184.651,552
184.676,338
184.701,127
184.726,209
184.751,792
184.776,1808
184.801,2935
184.826,3839
184.851,4392
184.876,4693
184.901,4890
184.926,5038
184.951,5111
184.976,5116
185.001,5126
185.026,5195
185.051,5278
185.076,5274
185.101,5127
185.126,4860
185.151,4511
185.176,4059
185.201,3450
185.226,2654
185.251,1664
185.276,439
185.301,-1071
185.326,-2777
185.351,-4313
185.376,-5156
185.401,-4971
185.426,-3909
185.451,-2536
185.476,-1431
185.501,-821
185.526,-569
185.551,-464
185.576,-485
185.601,-764
185.626,-1347
185.651,-2061
185.676,-2632
185.701,-2939
185.726,-3103
185.751,-3334
185.776,-3712
185.801,-4120
185.826,-4379
185.851,-4416
185.876,-4305
185.901,-4181
185.926,-4155
185.951,-4294
185.976,-4617
186.001,-5036
186.026,-5287
186.051,-5003
186.076,-3955
186.101,-2281
186.126,-447
186.151,1097
186.176,2270
186.201,3370
186.226,4721
186.251,6301
186.276,7718
186.301,8571
186.326,8802
186.351,8692
186.376,8542
186.401,8385
186.426,8019
186.451,7260
186.476,6141
186.501,4885
186.526,3744
186.551,2894
186.576,2390
186.601,2106
186.626,1703
186.651,751
186.676,-927
186.701,-2978
186.726,-4616
186.751,-5162
186.776,-4563
186.801,-3427
186.826,-2520
186.851,-2219
186.876,-2386
186.901,-2694
186.926,-2977
186.951,-3255
186.976,-3513
187.001,-3586
187.026,-3291
187.051,-2639
187.076,-1825
187.101,-1024
187.126,-233
187.151,637
187.176,1561
187.201,2340
187.226,2782
187.251,2898
187.276,2880
187.301,2888
187.326,2899
187.351,2792
187.376,2566
187.401,2406
187.426,2519
187.451,2890
187.476,3247
187.501,3288
187.526,2934
187.551,2385
187.576,1915
187.601,1637
187.626,1457
187.651,1230
187.676,939
187.701,705
187.726,641
187.751,720
187.776,802
187.801,763
187.826,587
187.851,322
187.876,-18
187.901,-487
187.926,-1103
187.951,-1786
187.976,-2409
188.001,-2945
188.026,-3509
188.051,-4201
188.076,-4898
188.101,-5227
188.126,-4837
188.151,-3717
188.176,-2272
188.201,-1036
188.226,-292
188.251,61
188.276,314
188.301,645
188.326,1013
188.351,1298
188.376,1472
188.401,1620
188.426,1812
188.451,2021
188.476,2166
188.501,2216
188.526,2207
188.551,2158
188.576,2027
188.601,1767
188.626,1411
188.651,1059
188.676,755
188.701,410
188.726,-87
188.751,-673
188.776,-1042
188.801,-864
188.826,-82
188.851,986
188.876,1879
188.901,2331
188.926,2417
188.951,2379
188.976,2350
189.001,2270
189.026,2036
189.051,1679
189.076,1364
189.101,1218
189.126,1212
189.151,1214
189.176,1140
189.201,1016
189.226,888
189.251,728
189.276,463
189.301,92
189.326,-282
189.351,-577
189.376,-853
189.401,-1268
189.426,-1856
189.451,-2376
189.476,-2444
189.501,-1858
189.526,-803
189.551,269
189.576,980
189.601,1259
189.626,1290
189.651,1260
189.676,1192
189.701,994
189.726,628
189.751,184
189.776,-193
189.801,-433
189.826,-573
189.851,-690
189.876,-830
189.901,-998
189.926,-1199
189.951,-1459
189.976,-1799
190.001,-2203
190.026,-2620
190.051,-3010
190.076,-3374
190.101,-3725
190.126,-4023
190.151,-4123
190.176,-3804
190.201,-2881
190.226,-1338
190.251,612
190.276,2601
190.301,4264
190.326,5399
190.351,6006
190.376,6232
190.401,6250
190.426,6180
190.451,6053
190.476,5838
190.501,5486
190.526,4970
190.551,4312
190.576,3570
190.601,2793
190.626,1999
190.651,1199
190.676,429
190.701,-250
190.726,-815
190.751,-1311
190.776,-1801
190.801,-2249
190.826,-2468
190.851,-2247
190.876,-1560
190.901,-663
190.926,54
190.951,338
190.976,223
191.001,-81
191.026,-422
191.051,-818
191.076,-1351
191.101,-1976
191.126,-2495
191.151,-2714
191.176,-2631
191.201,-2425
191.226,-2276
191.251,-2183
191.276,-1969
191.301,-1449
191.326,-588
191.351,459
191.376,1447
191.401,2150
191.426,2454
191.451,2424
191.476,2301
191.501,2405
191.526,2913
191.551,3692
191.576,4339
191.601,4459
191.626,3953
191.651,3072
191.676,2178
191.701,1449
191.726,812
191.751,127
191.776,-608
191.801,-1240
191.826,-1628
191.851,-1805
191.876,-1959
191.901,-2270
191.926,-2773
191.951,-3336
191.976,-3745
192.001,-3809
192.026,-3437
192.051,-2684
192.076,-1714
192.101,-709
192.126,250
192.151,1207
192.176,2220
192.201,3251
192.226,4157
192.251,4815
192.276,5213
192.301,5408
192.326,5408
192.351,5135
192.376,4528
192.401,3656
192.426,2706
192.451,1853
192.476,1158
192.501,595
192.526,120
192.551,-313
192.576,-785
192.601,-1393
192.626,-2152
192.651,-2969
192.676,-3755
192.701,-4570
192.726,-5565
192.751,-6700
192.776,-7564
192.801,-7568
192.826,-6435
192.851,-4493
192.876,-2444
192.901,-800
192.926,442
192.951,1603
192.976,2842
193.001,3948
193.026,4597
193.051,4722
193.076,4588
193.101,4505
193.126,4544
193.151,4558
193.176,4423
193.201,4175
193.226,3912
193.251,3638
193.276,3273
193.301,2790
193.326,2271
193.351,1790
193.376,1278
193.401,594
193.426,-258
193.451,-1027
193.476,-1388
193.501,-1254
193.526,-873
193.551,-613
193.576,-661
193.601,-938
193.626,-1291
193.651,-1699
193.676,-2263
193.701,-3004
193.726,-3735
193.751,-4171
193.776,-4159
193.801,-3785
193.826,-3244
193.851,-2646
193.876,-1955
193.901,-1115
193.926,-180
193.951,689
193.976,1343
194.001,1726
194.026,1852
194.051,1753
194.076,1488
194.101,1208
194.126,1140
194.151,1446
194.176,2085
194.201,2818
194.226,3394
194.251,3729
194.276,3906
194.301,4017
194.326,4040
194.351,3876
