df_hash,22ZHK4.A59L8C
118.711,1.031
118.741,1.037
118.771,1.035
118.801,1.032
118.831,1.036
118.861,1.037
118.891,1.035
118.921,1.032
118.951,1.030
118.981,1.027
119.011,1.033
119.041,1.039
119.071,1.029
119.101,1.031
119.131,1.036
119.161,1.030
119.191,1.029
119.221,1.039
119.251,1.031
119.281,1.029
119.311,1.030
119.341,1.038
119.371,1.032
119.401,1.025
119.431,1.030
119.461,1.036
119.491,1.031
119.521,1.031
119.551,1.036
119.581,1.032
119.611,1.035
119.641,1.032
119.671,1.036
119.701,1.031
119.731,1.027
119.761,1.035
119.791,1.043
119.821,1.024
119.851,1.036
119.881,1.031
119.911,1.031
119.941,1.032
119.971,1.033
120.001,1.032
120.031,1.031
120.061,1.034
120.091,1.032
120.121,1.029
120.151,1.028
120.181,1.034
120.211,1.031
120.241,1.036
120.271,1.039
120.301,1.038
120.331,1.033
120.361,1.036
120.391,1.035
120.421,1.030
120.451,1.037
120.481,1.031
120.511,1.026
120.541,1.042
120.571,1.028
120.601,1.036
120.631,1.027
120.661,1.030
120.691,1.032
120.721,1.028
120.751,1.041
120.781,1.038
120.811,1.028
120.841,1.030
120.871,1.033
120.901,1.030
120.931,1.038
120.961,1.030
120.991,1.028
121.021,1.027
121.051,1.036
121.081,1.035
121.111,1.039
121.141,1.034
121.171,1.032
121.201,1.032
121.231,1.035
121.261,1.035
121.291,1.034
121.321,1.037
121.351,1.031
121.381,1.026
121.411,1.036
121.441,1.028
121.471,1.029
121.501,1.032
121.531,1.033
121.561,1.038
121.591,1.034
121.621,1.032
121.651,1.031
121.681,1.034
121.711,1.039
121.741,1.033
121.771,1.026
121.801,1.036
121.831,1.028
121.861,1.024
121.891,1.032
121.921,1.033
121.951,1.031
121.981,1.033
122.011,1.033
122.041,1.027
122.071,1.035
122.101,1.038
122.131,1.034
122.161,1.024
122.191,1.041
122.221,1.031
122.251,1.030
122.281,1.038
122.311,1.032
122.341,1.032
122.371,1.038
122.401,1.026
122.431,1.032
122.461,1.040
122.491,1.030
122.521,1.030
122.551,1.035
122.581,1.031
122.611,1.029
122.641,1.031
122.671,1.039
122.701,1.026
122.731,1.035
122.761,1.034
122.791,1.032
122.821,1.036
122.851,1.036
122.881,1.029
122.911,1.031
122.941,1.033
122.971,1.029
123.001,1.039
123.031,1.035
123.061,1.031
123.091,1.032
123.121,1.035
123.151,1.038
123.181,1.032
123.211,1.028
123.241,1.035
123.271,1.034
123.301,1.028
123.331,1.034
123.361,1.032
123.391,1.029
123.421,1.040
123.451,1.032
123.481,1.031
123.511,1.033
123.541,1.035
123.571,1.028
123.601,1.030
123.631,1.034
123.661,1.035
123.691,1.034
123.721,1.037
123.751,1.034
123.781,1.036
123.811,1.029
123.841,1.037
123.871,1.030
123.901,1.033
123.931,1.040
123.961,1.035
123.991,1.030
124.021,1.034
124.051,1.035
124.081,1.034
124.111,1.034
124.141,1.033
124.171,1.025
124.201,1.038
124.231,1.038
124.261,1.030
124.291,1.034
124.321,1.033
124.351,1.035
124.381,1.034
124.411,1.041
124.441,1.036
124.471,1.025
124.501,1.034
124.531,1.036
124.561,1.026
124.591,1.035
124.621,1.037
124.651,1.033
124.681,1.032
124.711,1.035
124.741,1.039
124.771,1.030
124.801,1.032
124.831,1.035
124.861,1.030
124.891,1.036
124.921,1.035
124.951,1.031
124.981,1.027
125.011,1.042
125.041,1.033
125.071,1.033
125.101,1.035
125.131,1.033
125.161,1.031
125.191,1.040
125.221,1.034
125.251,1.030
125.281,1.038
125.311,1.035
125.341,1.026
125.371,1.040
125.401,1.033
125.431,1.027
125.461,1.027
125.491,1.035
125.521,1.033
125.551,1.035
125.581,1.042
125.611,1.037
125.641,1.028
125.671,1.032
125.701,1.035
125.731,1.033
125.761,1.032
125.791,1.035
125.821,1.035
125.851,1.032
125.881,1.037
125.911,1.032
125.941,1.031
125.971,1.032
126.001,1.036
126.031,1.037
126.061,1.034
126.091,1.032
126.121,1.035
126.151,1.034
126.181,1.033
126.211,1.030
126.241,1.036
126.271,1.030
126.301,1.033
126.331,1.035
126.361,1.036
126.391,1.035
126.421,1.032
126.451,1.035
126.481,1.032
126.511,1.032
126.541,1.035
126.571,1.031
126.601,1.032
126.631,1.030
126.661,1.028
126.691,1.035
126.721,1.035
126.751,1.030
126.781,1.035
126.811,1.033
126.841,1.032
126.871,1.031
126.901,1.033
126.931,1.031
126.961,1.036
126.991,1.036
127.021,1.032
127.051,1.032
127.081,1.036
127.111,1.031
127.141,1.033
127.171,1.033
127.201,1.034
127.231,1.033
127.261,1.033
127.291,1.030
127.321,1.029
127.351,1.038
127.381,1.033
127.411,1.032
127.441,1.035
127.471,1.031
127.501,1.030
127.531,1.042
127.561,1.034
127.591,1.031
127.621,1.034
127.651,1.035
127.681,1.034
127.711,1.034
127.741,1.029
127.771,1.032
127.801,1.039
127.831,1.029
127.861,1.030
127.891,1.039
127.921,1.032
127.951,1.037
127.981,1.036
128.011,1.032
128.041,1.034
128.071,1.034
128.101,1.036
128.131,1.032
128.161,1.032
128.191,1.032
128.221,1.035
128.251,1.032
128.281,1.032
128.311,1.031
128.341,1.031
128.371,1.034
128.401,1.032
128.431,1.033
128.461,1.035
128.491,1.031
128.521,1.036
128.551,1.043
128.581,1.032
128.611,1.027
128.641,1.035
128.671,1.034
128.701,1.033
128.731,1.032
128.761,1.032
128.791,1.036
128.821,1.036
128.851,1.030
128.881,1.030
128.911,1.034
128.941,1.032
128.971,1.034
129.001,1.032
129.031,1.026
129.061,1.034
129.091,1.036
129.121,1.032
129.151,1.035
129.181,1.036
129.211,1.034
129.241,1.035
129.271,1.034
129.301,1.036
129.331,1.031
129.361,1.035
129.391,1.031
129.421,1.035
129.451,1.033
129.481,1.032
129.511,1.034
129.541,1.038
129.571,1.022
129.601,1.032
129.631,1.044
129.661,1.031
129.691,1.037
129.721,1.034
129.751,1.028
129.781,1.034
129.811,1.040
129.841,1.029
129.871,1.028
129.901,1.036
129.931,1.030
129.961,1.028
129.991,1.039
130.021,1.031
130.051,1.028
130.081,1.039
130.111,1.031
130.141,1.026
130.171,1.039
130.201,1.037
130.231,1.031
130.261,1.040
130.291,1.034
130.321,1.028
130.351,1.035
130.381,1.031
130.411,1.034
130.441,1.038
130.471,1.027
130.501,1.036
130.531,1.037
130.561,1.030
130.591,1.035
130.621,1.039
130.651,1.025
130.681,1.035
130.711,1.038
130.741,1.030
130.771,1.034
130.801,1.037
130.831,1.028
130.861,1.034
130.891,1.037
130.921,1.032
130.951,1.030
130.981,1.037
131.011,1.032
131.041,1.035
131.071,1.032
131.101,1.039
131.131,1.035
131.161,1.031
131.191,1.039
131.221,1.033
131.251,1.032
131.281,1.035
131.311,1.029
131.341,1.035
131.371,1.031
131.401,1.031
131.431,1.039
131.461,1.033
131.491,1.030
131.521,1.035
131.551,1.036
131.581,1.025
131.611,1.037
131.641,1.033
131.671,1.027
131.701,1.043
131.731,1.041
131.761,1.025
131.791,1.035
131.821,1.040
131.851,1.032
131.881,1.029
131.911,1.038
131.941,1.033
131.971,1.031
132.001,1.034
132.031,1.033
132.061,1.030
132.091,1.031
132.121,1.040
132.151,1.034
132.181,1.027
132.211,1.034
132.241,1.032
132.271,1.035
132.301,1.037
132.331,1.033
132.361,1.031
132.391,1.035
132.421,1.036
132.451,1.029
132.481,1.035
132.511,1.032
132.541,1.028
132.571,1.032
132.601,1.038
132.631,1.028
132.661,1.032
132.691,1.039
132.721,1.031
132.751,1.035
132.781,1.036
132.811,1.032
132.841,1.029
132.871,1.034
132.901,1.039
132.931,1.027
132.961,1.035
132.991,1.042
133.021,1.029
133.051,1.033
133.081,1.039
133.111,1.036
133.141,1.033
133.171,1.036
133.201,1.035
133.231,1.029
133.261,1.036
133.291,1.041
133.321,1.027
133.351,1.032
133.381,1.033
133.411,1.030
133.441,1.036
133.471,1.038
133.501,1.033
133.531,1.031
133.561,1.035
133.591,1.032
133.621,1.035
133.651,1.033
133.681,1.032
133.711,1.037
133.741,1.032
133.771,1.033
133.801,1.036
133.831,1.030
133.861,1.030
133.891,1.035
133.921,1.037
133.951,1.039
133.981,1.035
134.011,1.033
134.041,1.036
134.071,1.035
134.101,1.035
134.131,1.031
134.161,1.041
134.191,1.033
134.221,1.032
134.251,1.036
134.281,1.034
134.311,1.033
134.341,1.032
134.371,1.035
134.401,1.038
134.431,1.040
134.461,1.034
134.491,1.030
134.521,1.032
134.551,1.038
134.581,1.038
134.611,1.025
134.641,1.029
134.671,1.031
134.701,1.032
134.731,1.036
134.761,1.034
134.791,1.032
134.821,1.033
134.851,1.040
134.881,1.037
134.911,1.035
134.941,1.030
134.971,1.032
135.001,1.032
135.031,1.035
135.061,1.034
135.091,1.035
135.121,1.035
135.151,1.032
135.181,1.036
135.211,1.034
135.241,1.032
135.271,1.033
135.301,1.032
135.331,1.030
135.361,1.039
135.391,1.028
135.421,1.029
135.451,1.034
135.481,1.029
135.511,1.034
135.541,1.032
135.571,1.030
135.601,1.036
135.631,1.035
135.661,1.035
135.691,1.035
135.721,1.034
135.751,1.035
135.781,1.028
135.811,1.034
135.841,1.036
135.871,1.037
135.901,1.030
135.931,1.035
135.961,1.038
135.991,1.037
136.021,1.034
136.051,1.035
136.081,1.029
136.111,1.039
136.141,1.032
136.171,1.035
136.201,1.033
136.231,1.032
136.261,1.038
136.291,1.032
136.321,1.028
136.351,1.034
136.381,1.035
136.411,1.034
136.441,1.035
136.471,1.035
136.501,1.029
136.531,1.035
136.561,1.042
136.591,1.029
136.621,1.040
136.651,1.034
136.681,1.032
136.711,1.035
136.741,1.037
136.771,1.035
136.801,1.034
136.831,1.029
136.861,1.029
136.891,1.036
136.921,1.034
136.951,1.028
136.981,1.035
137.011,1.036
137.041,1.036
137.071,1.030
137.101,1.037
137.131,1.034
137.161,1.034
137.191,1.037
137.221,1.037
137.251,1.029
137.281,1.032
137.311,1.032
137.341,1.033
137.371,1.035
137.401,1.036
137.431,1.031
137.461,1.034
137.491,1.035
137.521,1.031
137.551,1.031
137.581,1.035
137.611,1.035
137.641,1.031
137.671,1.036
137.701,1.027
137.731,1.038
137.761,1.038
137.791,1.027
137.821,1.031
137.851,1.038
137.881,1.035
137.911,1.033
137.941,1.038
137.971,1.030
138.001,1.028
138.031,1.035
138.061,1.035
138.091,1.032
138.121,1.041
138.151,1.029
138.181,1.029
138.211,1.035
138.241,1.037
138.271,1.038
138.301,1.032
138.331,1.035
138.361,1.035
138.391,1.030
138.421,1.033
138.451,1.038
138.481,1.033
138.511,1.035
138.541,1.029
138.571,1.033
138.601,1.035
138.631,1.033
138.661,1.036
138.691,1.033
138.721,1.031
138.751,1.032
138.781,1.037
138.811,1.040
138.841,1.039
138.871,1.038
138.901,1.041
138.931,1.033
138.961,1.028
138.991,1.033
139.021,1.032
139.051,1.031
139.081,1.032
139.111,1.026
139.141,1.027
139.171,1.029
139.201,1.034
139.231,1.037
139.261,1.030
139.291,1.032
139.321,1.021
139.351,1.023
139.381,1.021
139.411,1.036
139.441,1.023
139.471,1.019
139.501,1.023
139.531,1.022
139.561,1.024
139.591,1.026
139.621,1.022
139.651,1.032
139.681,1.031
139.711,1.081
139.741,1.016
139.771,0.965
139.801,0.975
139.831,1.025
139.861,1.033
139.891,1.014
139.921,1.019
139.951,1.060
139.981,1.038
140.011,1.028
140.041,1.032
140.071,1.027
140.101,1.030
140.131,1.030
140.161,1.030
140.191,1.031
140.221,1.037
140.251,1.018
140.281,1.014
140.311,1.036
140.341,1.031
140.371,1.020
140.401,1.027
140.431,1.032
140.461,1.028
140.491,1.019
140.521,1.001
140.551,1.001
140.581,1.007
140.611,1.013
140.641,1.029
140.671,1.047
140.701,1.048
140.731,1.038
140.761,1.023
140.791,1.006
140.821,1.013
140.851,1.026
140.881,1.023
140.911,1.021
140.941,1.052
140.971,1.045
141.001,1.021
141.031,1.019
141.061,1.016
141.091,1.021
141.121,1.030
141.151,1.037
141.181,1.035
141.211,1.034
141.241,1.030
141.271,1.015
141.301,1.018
141.331,1.024
141.361,1.031
141.391,1.039
141.421,1.042
141.451,1.037
141.481,1.034
141.511,1.022
141.541,1.029
141.571,1.018
141.601,1.029
141.631,1.040
141.661,1.022
141.691,1.025
141.721,1.017
141.751,1.026
141.781,1.030
141.811,1.030
141.841,1.031
141.871,1.033
141.901,1.035
141.931,1.024
141.961,1.028
141.991,1.024
142.021,1.027
142.051,1.034
142.081,1.032
142.111,1.020
142.141,1.030
142.171,1.027
142.201,1.028
142.231,1.033
142.261,1.032
142.291,1.033
142.321,1.028
142.351,1.021
142.381,1.037
142.411,1.021
142.441,1.013
142.471,1.012
142.501,1.025
142.531,1.038
142.561,1.034
142.591,1.035
142.621,1.039
142.651,1.031
142.681,1.024
142.711,1.032
142.741,1.033
142.771,1.021
142.801,1.023
142.831,1.034
142.861,1.026
142.891,1.026
142.921,1.033
142.951,1.042
142.981,1.038
143.011,1.034
143.041,1.034
143.071,1.030
143.101,1.019
143.131,1.018
143.161,1.031
143.191,1.028
143.221,1.025
143.251,1.031
143.281,1.062
143.311,1.044
143.341,1.042
143.371,1.043
143.401,1.035
143.431,1.034
143.461,1.036
143.491,1.039
143.521,1.035
143.551,1.032
143.581,1.043
143.611,1.045
143.641,1.042
143.671,1.042
143.701,1.041
143.731,1.037
143.761,1.032
143.791,1.037
143.821,1.037
143.851,1.035
143.881,1.033
143.911,1.039
143.941,1.040
143.971,1.040
144.001,1.042
144.031,1.036
144.061,1.033
144.091,1.036
144.121,1.035
144.151,1.046
144.181,1.040
144.211,1.030
144.241,1.039
144.271,1.041
144.301,1.032
144.331,1.039
144.361,1.051
144.391,1.038
144.421,1.033
144.451,1.029
144.481,1.034
144.511,1.035
144.541,1.036
144.571,1.043
144.601,1.032
144.631,1.030
144.661,1.038
144.691,1.035
144.721,1.039
144.751,1.033
144.781,1.034
144.811,1.030
144.841,1.025
144.871,1.032
144.901,1.039
144.931,1.031
144.961,1.038
144.991,1.037
145.021,1.037
145.051,1.043
145.081,1.034
145.111,1.026
145.141,1.025
145.171,1.031
145.201,1.028
145.231,1.029
145.261,1.034
145.291,1.033
145.321,1.036
145.351,1.028
145.381,1.024
145.411,1.040
145.441,1.039
145.471,1.024
145.501,1.035
145.531,1.034
145.561,1.027
145.591,1.036
145.621,1.036
145.651,1.024
145.681,1.029
145.711,1.032
145.741,1.029
145.771,1.028
145.801,1.031
145.831,1.037
145.861,1.036
145.891,1.032
145.921,1.038
145.951,1.033
145.981,1.026
146.011,1.033
146.041,1.035
146.071,1.027
146.101,1.033
146.131,1.041
146.161,1.033
146.191,1.035
146.221,1.034
146.251,1.036
146.281,1.033
146.311,1.034
146.341,1.034
146.371,1.032
146.401,1.031
146.431,1.029
146.461,1.033
146.491,1.031
146.521,1.031
146.551,1.040
146.581,1.033
146.611,1.027
146.641,1.039
146.671,1.036
146.701,1.031
146.731,1.039
146.761,1.030
146.791,1.039
146.821,1.034
146.851,1.029
146.881,1.034
146.911,1.033
146.941,1.034
146.971,1.031
147.001,1.035
147.031,1.030
147.061,1.029
147.091,1.037
147.121,1.039
147.151,1.026
147.181,1.029
147.211,1.041
147.241,1.029
147.271,1.032
147.301,1.039
147.331,1.033
147.361,1.032
147.391,1.035
147.421,1.028
147.451,1.034
147.481,1.041
147.511,1.027
147.541,1.032
147.571,1.040
147.601,1.026
147.631,1.032
147.661,1.034
147.691,1.026
147.721,1.033
147.751,1.037
147.781,1.038
147.811,1.025
147.841,1.031
147.871,1.036
147.901,1.031
147.931,1.036
147.961,1.035
147.991,1.032
148.021,1.026
148.051,1.031
148.081,1.040
148.111,1.034
148.141,1.030
148.171,1.038
148.201,1.035
148.231,1.026
148.261,1.037
148.291,1.030
148.321,1.025
148.351,1.037
148.381,1.036
148.411,1.028
148.441,1.036
148.471,1.034
148.501,1.033
148.531,1.031
148.561,1.034
148.591,1.027
148.621,1.029
148.651,1.040
148.681,1.033
148.711,1.031
148.741,1.033
148.771,1.030
148.801,1.034
148.831,1.029
148.861,1.031
148.891,1.032
148.921,1.027
148.951,1.027
148.981,1.036
149.011,1.032
149.041,1.034
149.071,1.034
149.101,1.038
149.131,1.033
149.161,1.036
149.191,1.038
149.221,1.028
149.251,1.035
149.281,1.027
149.311,1.031
149.341,1.034
149.371,1.030
149.401,1.035
149.431,1.035
149.461,1.035
149.491,1.043
149.521,1.032
149.551,1.024
149.581,1.039
149.611,1.030
149.641,1.030
149.671,1.037
149.701,1.032
149.731,1.032
149.761,1.036
149.791,1.034
149.821,1.034
149.851,1.037
149.881,1.032
149.911,1.033
149.941,1.036
149.971,1.033
150.001,1.032
150.031,1.038
150.061,1.032
150.091,1.032
150.121,1.039
150.151,1.033
150.181,1.028
150.211,1.029
150.241,1.030
150.271,1.034
150.301,1.033
150.331,1.029
150.361,1.031
150.391,1.032
150.421,1.031
150.451,1.032
150.481,1.028
150.511,1.027
150.541,1.030
150.571,1.026
150.601,1.036
150.631,1.031
150.661,1.030
150.691,1.030
150.721,1.035
150.751,1.031
150.781,1.034
150.811,1.035
150.841,1.024
150.871,1.021
150.901,0.996
150.931,0.995
150.961,1.028
150.991,1.038
151.021,1.029
151.051,1.021
151.081,1.029
151.111,1.010
151.141,1.003
151.171,1.010
151.201,1.000
151.231,1.033
151.261,1.025
151.291,1.033
151.321,1.010
151.351,1.001
151.381,1.009
151.411,1.008
151.441,1.012
151.471,1.030
151.501,1.033
151.531,1.020
151.561,1.015
151.591,1.008
151.621,0.992
151.651,1.004
151.681,1.024
151.711,1.009
151.741,1.015
151.771,1.026
151.801,1.002
151.831,1.000
151.861,1.018
151.891,1.027
151.921,1.023
151.951,1.015
151.981,1.021
152.011,1.016
152.041,0.998
152.071,0.981
152.101,0.987
152.131,1.007
152.161,1.023
152.191,1.015
152.221,1.000
152.251,1.023
152.281,1.022
152.311,1.014
152.341,0.995
152.371,1.015
152.401,1.020
152.431,1.008
152.461,1.016
152.491,1.021
152.521,1.009
152.551,1.013
152.581,1.019
152.611,1.023
152.641,0.996
152.671,0.996
152.701,1.009
152.731,1.006
152.761,1.014
152.791,1.023
152.821,1.017
152.851,1.021
152.881,1.019
152.911,0.982
152.941,0.987
152.971,1.004
153.001,1.023
153.031,1.025
153.061,1.019
153.091,1.021
153.121,1.012
153.151,1.021
153.181,1.005
153.211,1.003
153.241,1.025
153.271,1.028
153.301,1.010
153.331,1.025
153.361,1.036
153.391,1.019
153.421,0.997
153.451,1.001
153.481,1.015
153.511,1.010
153.541,1.015
153.571,1.015
153.601,1.017
153.631,1.019
153.661,1.025
153.691,1.031
153.721,1.029
153.751,1.015
153.781,1.007
153.811,1.002
153.841,1.015
153.871,1.023
153.901,1.016
153.931,1.021
153.961,1.033
153.991,1.021
154.021,1.013
154.051,1.014
154.081,1.013
154.111,1.009
154.141,1.015
154.171,1.017
154.201,1.022
154.231,1.025
154.261,1.024
154.291,1.018
154.321,1.023
154.351,1.021
154.381,1.022
154.411,1.013
154.441,1.014
154.471,1.023
154.501,1.008
154.531,1.017
154.561,1.027
154.591,1.030
154.621,1.025
154.651,1.020
154.681,1.021
154.711,1.022
154.741,1.009
154.771,1.014
154.801,1.023
154.831,1.029
154.861,1.029
154.891,1.022
154.921,1.021
154.951,1.015
154.981,1.015
155.011,1.013
155.041,1.016
155.071,1.011
155.101,1.018
155.131,1.021
155.161,1.028
155.191,1.024
155.221,1.022
155.251,1.021
155.281,1.021
155.311,1.021
155.341,1.022
155.371,1.025
155.401,1.021
155.431,1.017
155.461,1.017
155.491,1.021
155.521,1.025
155.551,1.024
155.581,1.021
155.611,1.021
155.641,1.021
155.671,1.021
155.701,1.023
155.731,1.019
155.761,1.022
155.791,1.023
155.821,1.026
155.851,1.024
155.881,1.026
155.911,1.021
155.941,1.011
155.971,1.018
156.001,1.025
156.031,1.024
156.061,1.027
156.091,1.025
156.121,1.021
156.151,1.021
156.181,1.027
156.211,1.014
156.241,1.021
156.271,1.031
156.301,1.025
156.331,1.021
156.361,1.023
156.391,1.028
156.421,1.018
156.451,1.023
156.481,1.029
156.511,1.021
156.541,1.021
156.571,1.022
156.601,1.023
156.631,1.018
156.661,1.023
156.691,1.026
156.721,1.023
156.751,1.023
156.781,1.029
156.811,1.025
156.841,1.021
156.871,1.024
156.901,1.021
156.931,1.015
156.961,1.023
156.991,1.021
157.021,1.020
157.051,1.030
157.081,1.024
157.111,1.013
157.141,1.021
157.171,1.036
157.201,1.022
157.231,1.019
157.261,1.025
157.291,1.018
157.321,1.017
157.351,1.034
157.381,1.030
157.411,1.018
157.441,1.022
157.471,1.023
157.501,1.021
157.531,1.022
157.561,1.028
157.591,1.025
157.621,1.025
157.651,1.022
157.681,1.021
157.711,1.027
157.741,1.024
157.771,1.022
157.801,1.020
157.831,1.033
157.861,1.023
157.891,1.014
157.921,1.023
157.951,1.021
157.981,1.019
158.011,1.027
158.041,1.029
158.071,1.017
158.101,1.024
158.131,1.028
158.161,1.019
158.191,1.021
158.221,1.029
158.251,1.020
158.281,1.021
158.311,1.022
158.341,1.024
158.371,1.025
158.401,1.017
158.431,1.021
158.461,1.029
158.491,1.027
158.521,1.018
158.551,1.026
158.581,1.025
158.611,1.026
158.641,1.020
158.671,1.019
158.701,1.022
158.731,1.024
158.761,1.030
158.791,1.024
158.821,1.028
158.851,1.018
158.881,1.017
158.911,1.025
158.941,1.033
158.971,1.020
159.001,1.019
159.031,1.029
159.061,1.025
159.091,1.010
159.121,1.017
159.151,1.028
159.181,1.021
159.211,1.021
159.241,1.024
159.271,1.025
159.301,1.021
159.331,1.022
159.361,1.031
159.391,1.025
159.421,1.019
159.451,1.023
159.481,1.025
159.511,1.025
159.541,1.024
159.571,1.021
159.601,1.028
159.631,1.027
159.661,1.018
159.691,1.029
159.721,1.023
159.751,1.020
159.781,1.027
159.811,1.021
159.841,1.019
159.871,1.023
159.901,1.026
159.931,1.025
159.961,1.021
159.991,1.023
160.021,1.025
160.051,1.015
160.081,1.025
160.111,1.030
160.141,1.021
160.171,1.025
160.201,1.021
160.231,1.021
160.261,1.028
160.291,1.023
160.321,1.021
160.351,1.023
160.381,1.025
160.411,1.029
160.441,1.015
160.471,1.025
160.501,1.023
160.531,1.029
160.561,1.018
160.591,1.017
160.621,1.027
160.651,1.021
160.681,1.027
160.711,1.027
160.741,1.024
160.771,1.023
160.801,1.021
160.831,1.026
160.861,1.025
160.891,1.019
160.921,1.023
160.951,1.031
160.981,1.017
161.011,1.020
161.041,1.032
161.071,1.021
161.101,1.019
161.131,1.025
161.161,1.026
161.191,1.022
161.221,1.025
161.251,1.027
161.281,1.019
161.311,1.021
161.341,1.028
161.371,1.022
161.401,1.018
161.431,1.033
161.461,1.021
161.491,1.021
161.521,1.022
161.551,1.024
161.581,1.022
161.611,1.023
161.641,1.028
161.671,1.021
161.701,1.023
161.731,1.030
161.761,1.021
161.791,1.024
161.821,1.024
161.851,1.022
161.881,1.024
161.911,1.023
161.941,1.020
161.971,1.026
162.001,1.025
162.031,1.021
162.061,1.020
162.091,1.025
162.121,1.024
162.151,1.021
162.181,1.024
162.211,1.029
162.241,1.025
162.271,1.021
162.301,1.020
162.331,1.028
162.361,1.024
162.391,1.021
162.421,1.027
162.451,1.025
162.481,1.020
162.511,1.024
162.541,1.024
162.571,1.025
162.601,1.022
162.631,1.024
162.661,1.024
162.691,1.026
162.721,1.026
162.751,1.024
162.781,1.023
162.811,1.025
162.841,1.025
162.871,1.021
162.901,1.023
162.931,1.024
162.961,1.027
162.991,1.021
163.021,1.030
163.051,1.029
163.081,1.021
163.111,1.022
163.141,1.025
163.171,1.029
163.201,1.028
163.231,1.028
163.261,1.023
163.291,1.030
163.321,1.021
163.351,1.017
163.381,1.024
163.411,1.019
163.441,1.019
163.471,1.021
163.501,1.032
163.531,1.029
163.561,1.022
163.591,1.018
163.621,1.022
163.651,1.016
163.681,1.023
163.711,1.024
163.741,1.020
163.771,1.014
163.801,1.030
163.831,1.027
163.861,1.022
163.891,1.026
163.921,1.028
163.951,1.022
163.981,1.021
164.011,1.031
164.041,1.024
164.071,1.023
164.101,1.025
164.131,1.032
164.161,1.027
164.191,1.015
164.221,1.011
164.251,1.026
164.281,1.024
164.311,1.020
164.341,1.023
164.371,1.024
164.401,1.014
164.431,1.018
164.461,1.025
164.491,1.022
164.521,1.027
164.551,1.023
164.581,1.019
164.611,1.026
164.641,1.026
164.671,1.022
164.701,1.024
164.731,1.026
164.761,1.024
164.791,1.021
164.821,1.027
164.851,1.021
164.881,1.027
164.911,1.027
164.941,1.022
164.971,1.027
165.001,1.022
165.031,1.025
165.061,1.023
165.091,1.018
165.121,1.020
165.151,1.027
165.181,1.024
165.211,1.025
165.241,1.027
165.271,1.021
165.301,1.021
165.331,1.025
165.361,1.021
165.391,1.024
165.421,1.021
165.451,1.028
165.481,1.020
165.511,1.028
165.541,1.026
165.571,1.022
165.601,1.029
165.631,1.026
165.661,1.023
165.691,1.023
165.721,1.022
165.751,1.022
165.781,1.024
165.811,1.024
165.841,1.019
165.871,1.023
165.901,1.030
165.931,1.018
165.961,1.023
165.991,1.033
166.021,1.021
166.051,1.021
166.081,1.026
166.111,1.027
166.141,1.022
166.171,1.021
166.201,1.028
166.231,1.029
166.261,1.019
166.291,1.030
166.321,1.021
166.351,1.018
166.381,1.025
166.411,1.024
166.441,1.032
166.471,1.027
166.501,1.024
166.531,1.010
166.561,1.021
166.591,1.033
166.621,1.025
166.651,1.025
166.681,1.030
166.711,1.027
166.741,1.017
166.771,1.019
166.801,1.036
166.831,1.027
166.861,1.017
166.891,1.014
166.921,1.026
166.951,1.023
166.981,1.024
167.011,1.030
167.041,1.022
167.071,1.018
167.101,1.018
167.131,1.025
167.161,1.024
167.191,1.025
167.221,1.028
167.251,1.023
167.281,1.022
167.311,1.024
167.341,1.026
167.371,1.023
167.401,1.023
167.431,1.026
167.461,1.023
167.491,1.021
167.521,1.021
167.551,1.020
167.581,1.026
167.611,1.026
167.641,1.018
167.671,1.024
167.701,1.028
167.731,1.015
167.761,1.026
167.791,1.029
167.821,1.018
167.851,1.021
167.881,1.028
167.911,1.024
167.941,1.022
167.971,1.021
168.001,1.027
168.031,1.016
168.061,1.021
168.091,1.029
168.121,1.021
168.151,1.022
168.181,1.023
168.211,1.024
168.241,1.027
168.271,1.025
168.301,1.018
168.331,1.021
168.361,1.027
168.391,1.016
168.421,1.021
168.451,1.034
168.481,1.024
168.511,1.016
168.541,1.027
168.571,1.027
168.601,1.021
168.631,1.026
168.661,1.026
168.691,1.016
168.721,1.024
168.751,1.026
168.781,1.020
168.811,1.025
168.841,1.019
168.871,1.026
168.901,1.023
168.931,1.021
168.961,1.023
168.991,1.022
169.021,1.025
169.051,1.023
169.081,1.021
169.111,1.023
169.141,1.027
169.171,1.021
169.201,1.023
169.231,1.029
169.261,1.024
169.291,1.025
169.321,1.028
169.351,1.015
169.381,1.020
169.411,1.036
169.441,1.020
169.471,1.013
169.501,1.031
169.531,1.021
169.561,1.020
169.591,1.028
169.621,1.024
169.651,1.016
169.681,1.026
169.711,1.032
169.741,1.019
169.771,1.021
169.801,1.029
169.831,1.025
169.861,1.023
169.891,1.024
169.921,1.023
169.951,1.021
169.981,1.023
170.011,1.025
170.041,1.021
170.071,1.029
170.101,1.024
170.131,1.024
170.161,1.029
170.191,1.020
170.221,1.021
170.251,1.026
170.281,1.028
170.311,1.021
170.341,1.026
170.371,1.021
170.401,1.024
170.431,1.028
170.461,1.023
170.491,1.017
170.521,1.024
170.551,1.032
170.581,1.021
170.611,1.022
170.641,1.027
170.671,1.021
170.701,1.024
170.731,1.029
170.761,1.021
170.791,1.016
170.821,1.026
170.851,1.025
170.881,1.021
170.911,1.031
170.941,1.027
170.971,1.018
171.001,1.025
171.031,1.030
171.061,1.021
171.091,1.022
