df_hash,22ZHK4.34VB5M
119.608,0.986
119.638,0.985
119.668,0.979
119.698,0.989
119.728,0.988
119.758,0.981
119.788,0.984
119.818,0.987
119.848,0.991
119.878,0.989
119.908,0.984
119.938,0.992
119.968,0.982
119.998,0.990
120.028,0.986
120.058,0.986
120.088,0.985
120.118,0.987
120.148,0.986
120.178,0.978
120.208,0.986
120.238,0.988
120.268,0.985
120.298,0.983
120.328,0.984
120.358,0.991
120.388,0.990
120.418,0.981
120.448,0.989
120.478,0.986
120.508,0.984
120.538,0.986
120.568,0.985
120.598,0.984
120.628,0.987
120.658,0.986
120.688,0.985
120.718,0.977
120.748,0.985
120.778,0.992
120.808,0.983
120.838,0.985
120.868,0.987
120.898,0.991
120.928,0.988
120.958,0.981
120.988,0.990
121.018,0.988
121.048,0.985
121.078,0.986
121.108,0.984
121.138,0.989
121.168,0.986
121.198,0.986
121.228,0.984
121.258,0.987
121.288,0.986
121.318,0.990
121.348,0.983
121.378,0.983
121.408,0.989
121.438,0.993
121.468,0.985
121.498,0.978
121.528,0.988
121.558,0.988
121.588,0.984
121.618,0.988
121.648,0.988
121.678,0.985
121.708,0.985
121.738,0.988
121.768,0.991
121.798,0.990
121.828,0.988
121.858,0.987
121.888,0.983
121.918,0.980
121.948,0.987
121.978,0.989
122.008,0.987
122.038,0.981
122.068,0.989
122.098,0.984
122.128,0.987
122.158,0.984
122.188,0.987
122.218,0.985
122.248,0.988
122.278,0.987
122.308,0.984
122.338,0.980
122.368,0.990
122.398,0.988
122.428,0.981
122.458,0.980
122.488,0.992
122.518,0.990
122.548,0.988
122.578,0.988
122.608,0.989
122.638,0.982
122.668,0.989
122.698,0.986
122.728,0.984
122.758,0.986
122.788,0.990
122.818,0.987
122.848,0.989
122.878,0.984
122.908,0.988
122.938,0.987
122.968,0.981
122.998,0.984
123.028,0.988
123.058,0.991
123.088,0.988
123.118,0.984
123.148,0.993
123.178,0.980
123.208,0.986
123.238,0.986
123.268,0.982
123.298,0.987
123.328,0.989
123.358,0.986
123.388,0.980
123.418,0.984
123.448,0.990
123.478,0.983
123.508,0.986
123.538,0.984
123.568,0.989
123.598,0.988
123.628,0.980
123.658,0.987
123.688,0.989
123.718,0.984
123.748,0.988
123.778,0.983
123.808,0.987
123.838,0.988
123.868,0.988
123.898,0.987
123.928,0.982
123.958,0.993
123.988,0.985
124.018,0.985
124.048,0.984
124.078,0.988
124.108,0.985
124.138,0.984
124.168,0.987
124.198,0.992
124.228,0.979
124.258,0.983
124.288,0.982
124.318,0.987
124.348,0.989
124.378,0.988
124.408,0.985
124.438,0.979
124.468,0.990
124.498,0.991
124.528,0.983
124.558,0.984
124.588,0.990
124.618,0.987
124.648,0.991
124.678,0.985
124.708,0.991
124.738,0.984
124.768,0.984
124.798,0.983
124.828,0.984
124.858,0.985
124.888,0.986
124.918,0.986
124.948,0.989
124.978,0.991
125.008,0.985
125.038,0.980
125.068,0.986
125.098,0.993
125.128,0.989
125.158,0.980
125.188,0.985
125.218,0.983
125.248,0.984
125.278,0.988
125.308,0.987
125.338,0.983
125.368,0.982
125.398,0.990
125.428,0.990
125.458,0.990
125.488,0.985
125.518,0.979
125.548,0.983
125.578,0.988
125.608,0.990
125.638,0.992
125.668,0.985
125.698,0.989
125.728,0.985
125.758,0.988
125.788,0.986
125.818,0.984
125.848,0.984
125.878,0.984
125.908,0.985
125.938,0.981
125.968,0.986
125.998,0.988
126.028,0.981
126.058,0.981
126.088,0.989
126.118,0.990
126.148,0.991
126.178,0.984
126.208,0.990
126.238,0.986
126.268,0.988
126.298,0.988
126.328,0.987
126.358,0.986
126.388,0.989
126.418,0.989
126.448,0.982
126.478,0.989
126.508,0.988
126.538,0.983
126.568,0.981
126.598,0.990
126.628,0.988
126.658,0.980
126.688,0.983
126.718,0.993
126.748,0.986
126.778,0.989
126.808,0.987
126.838,0.986
126.868,0.987
126.898,0.986
126.928,0.985
126.958,0.987
126.988,0.994
127.018,0.983
127.048,0.989
127.078,0.982
127.108,0.987
127.138,0.991
127.168,0.980
127.198,0.987
127.228,0.986
127.258,0.985
127.288,0.988
127.318,0.985
127.348,0.988
127.378,0.988
127.408,0.987
127.438,0.980
127.468,0.990
127.498,0.990
127.528,0.987
127.558,0.986
127.588,0.984
127.618,0.990
127.648,0.994
127.678,0.984
127.708,0.991
127.738,0.985
127.768,0.989
127.798,0.984
127.828,0.988
127.858,0.989
127.888,0.986
127.918,0.986
127.948,0.980
127.978,0.988
128.008,0.992
128.038,0.981
128.068,0.985
128.098,0.989
128.128,0.991
128.158,0.994
128.188,0.982
128.218,0.990
128.248,0.985
128.278,0.987
128.308,0.986
128.338,0.984
128.368,0.987
128.398,0.988
128.428,0.988
128.458,0.986
128.488,0.989
128.518,0.984
128.548,0.981
128.578,0.984
128.608,0.991
128.638,0.988
128.668,0.979
128.698,0.986
128.728,0.985
128.758,0.984
128.788,0.986
128.818,0.988
128.848,0.985
128.878,0.984
128.908,0.991
128.938,0.987
128.968,0.989
128.998,0.987
129.028,0.979
129.058,0.987
129.088,0.991
129.118,0.990
129.148,0.990
129.178,0.982
129.208,0.992
129.238,0.985
129.268,0.989
129.298,0.986
129.328,0.988
129.358,0.989
129.388,0.984
129.418,0.988
129.448,0.982
129.478,0.991
129.508,0.986
129.538,0.983
129.568,0.982
129.598,0.990
129.628,0.992
129.658,0.979
129.688,0.982
129.718,0.990
129.748,0.987
129.778,0.991
129.808,0.984
129.838,0.985
129.868,0.984
129.898,0.992
129.928,0.987
129.958,0.986
129.988,0.992
130.018,0.983
130.048,0.986
130.078,0.985
130.108,0.990
130.138,0.987
130.168,0.977
130.198,0.987
130.228,0.988
130.258,0.987
130.288,0.987
130.318,0.984
130.348,0.987
130.378,0.988
130.408,0.989
130.438,0.980
130.468,0.989
130.498,0.993
130.528,0.982
130.558,0.985
130.588,0.986
130.618,0.990
130.648,0.990
130.678,0.981
130.708,0.989
130.738,0.985
130.768,0.986
130.798,0.986
130.828,0.983
130.858,0.990
130.888,0.987
130.918,0.987
130.948,0.978
130.978,0.986
131.008,0.988
131.038,0.983
131.068,0.988
131.098,0.987
131.128,0.990
131.158,0.992
131.188,0.986
131.218,0.991
131.248,0.984
131.278,0.987
131.308,0.988
131.338,0.987
131.368,0.987
131.398,0.988
131.428,0.985
131.458,0.984
131.488,0.995
131.518,0.987
131.548,0.981
131.578,0.987
131.608,0.990
131.638,0.986
131.668,0.985
131.698,0.985
131.728,0.989
131.758,0.983
131.788,0.988
131.818,0.989
131.848,0.984
131.878,0.985
131.908,0.987
131.938,0.989
131.968,0.983
131.998,0.991
132.028,0.984
132.058,0.979
132.088,0.987
132.118,0.990
132.148,0.987
132.178,0.980
132.208,0.986
132.238,0.988
132.268,0.986
132.298,0.988
132.328,0.988
132.358,0.985
132.388,0.984
132.418,0.989
132.448,0.992
132.478,0.986
132.508,0.990
132.538,0.984
132.568,0.984
132.598,0.984
132.628,0.993
132.658,0.990
132.688,0.979
132.718,0.985
132.748,0.988
132.778,0.982
132.808,0.991
132.838,0.987
132.868,0.985
132.898,0.985
132.928,0.989
132.958,0.981
132.988,0.985
133.018,0.991
133.048,0.986
133.078,0.988
133.108,0.983
133.138,0.990
133.168,0.989
133.198,0.978
133.228,0.989
133.258,0.984
133.288,0.984
133.318,0.986
133.348,0.986
133.378,0.987
133.408,0.988
133.438,0.988
133.468,0.986
133.498,0.988
133.528,0.993
133.558,0.985
133.588,0.989
133.618,0.983
133.648,0.988
133.678,0.984
133.708,0.979
133.738,0.988
133.768,0.988
133.798,0.985
133.828,0.987
133.858,0.982
133.888,0.990
133.918,0.987
133.948,0.987
133.978,0.986
134.008,0.987
134.038,0.991
134.068,0.986
134.098,0.985
134.128,0.986
134.158,0.988
134.188,0.989
134.218,0.984
134.248,0.985
134.278,0.985
134.308,0.984
134.338,0.988
134.368,0.987
134.398,0.987
134.428,0.987
134.458,0.986
134.488,0.991
134.518,0.993
134.548,0.988
134.578,0.981
134.608,0.986
134.638,0.990
134.668,0.988
134.698,0.985
134.728,0.984
134.758,0.986
134.788,0.980
134.818,0.989
134.848,0.986
134.878,0.985
134.908,0.985
134.938,0.993
134.968,0.988
134.998,0.983
135.028,0.986
135.058,0.984
135.088,0.981
135.118,0.990
135.148,0.989
135.178,0.993
135.208,0.981
135.238,0.985
135.268,0.984
135.298,0.990
135.328,0.987
135.358,0.987
135.388,0.985
135.418,0.985
135.448,0.987
135.478,0.981
135.508,0.990
135.538,0.989
135.568,0.982
135.598,0.983
135.628,0.989
135.658,0.991
135.688,0.991
135.718,0.984
135.748,0.991
135.778,0.986
135.808,0.984
135.838,0.985
135.868,0.986
135.898,0.988
135.928,0.989
135.958,0.990
135.988,0.982
136.018,0.995
136.048,0.984
136.078,0.982
136.108,0.983
136.138,0.991
136.168,0.990
136.198,0.982
136.228,0.986
136.258,0.989
136.288,0.984
136.318,0.989
136.348,0.987
136.378,0.989
136.408,0.989
136.438,0.986
136.468,0.985
136.498,0.985
136.528,0.992
136.558,0.982
136.588,0.983
136.618,0.986
136.648,0.988
136.678,0.990
136.708,0.983
136.738,0.992
136.768,0.986
136.798,0.986
136.828,0.987
136.858,0.988
136.888,0.989
136.918,0.987
136.948,0.988
136.978,0.984
137.008,0.986
137.038,0.992
137.068,0.982
137.098,0.984
137.128,0.988
137.158,0.992
137.188,0.989
137.218,0.981
137.248,0.991
137.278,0.986
137.308,0.983
137.338,0.986
137.368,0.986
137.398,0.988
137.428,0.986
137.458,0.987
137.488,0.985
137.518,0.987
137.548,0.991
137.578,0.987
137.608,0.987
137.638,0.988
137.668,0.989
137.698,0.995
137.728,0.983
137.758,0.991
137.788,0.988
137.818,0.985
137.848,0.986
137.878,0.986
137.908,0.988
137.938,0.989
137.968,0.987
137.998,0.989
138.028,0.987
138.058,0.995
138.088,0.982
138.118,0.984
138.148,0.988
138.178,0.992
138.208,0.991
138.238,0.987
138.268,0.989
138.298,0.988
138.328,0.984
138.358,0.988
138.388,0.987
138.418,0.986
138.448,0.989
138.478,0.987
138.508,0.991
138.538,0.989
138.568,0.985
138.598,0.980
138.628,0.985
138.658,0.991
138.688,0.990
138.718,0.979
138.748,0.985
138.778,0.989
138.808,0.985
138.838,0.987
138.868,0.989
138.898,0.987
138.928,0.990
138.958,0.992
138.988,0.986
139.018,0.985
139.048,0.989
139.078,0.991
139.108,0.980
139.138,0.987
139.168,0.988
139.198,0.992
139.228,0.981
139.258,0.981
139.288,0.992
139.318,0.985
139.348,0.993
139.378,0.982
139.408,0.986
139.438,0.987
139.468,0.988
139.498,0.992
139.528,0.983
139.558,0.992
139.588,0.989
139.618,0.987
139.648,0.987
139.678,0.988
139.708,0.992
139.738,0.987
139.768,0.983
139.798,0.990
139.828,0.988
139.858,0.987
139.888,0.986
139.918,0.986
139.948,0.990
139.978,0.992
140.008,0.986
140.038,0.981
140.068,0.990
140.098,0.985
140.128,0.986
140.158,0.987
140.188,0.987
140.218,0.989
140.248,0.995
140.278,0.983
140.308,0.993
140.338,0.987
140.368,0.987
140.398,0.987
140.428,0.985
140.458,0.991
140.488,0.991
140.518,0.984
140.548,0.987
140.578,0.986
140.608,0.993
140.638,0.982
140.668,0.982
140.698,0.987
140.728,0.991
140.758,0.990
140.788,0.984
140.818,0.988
140.848,0.988
140.878,0.984
140.908,0.991
140.938,0.989
140.968,0.988
140.998,0.987
141.028,0.990
141.058,0.987
141.088,0.987
141.118,0.989
141.148,0.983
141.178,0.981
141.208,0.985
141.238,0.993
141.268,0.989
141.298,0.981
141.328,0.987
141.358,0.986
141.388,0.982
141.418,0.988
141.448,0.988
141.478,0.986
141.508,0.987
141.538,0.989
141.568,0.991
141.598,0.989
141.628,0.988
141.658,0.984
141.688,0.980
141.718,0.991
141.748,0.988
141.778,0.994
141.808,0.990
141.838,0.988
141.868,0.988
141.898,0.987
141.928,0.987
141.958,0.987
141.988,0.983
142.018,0.989
142.048,0.988
142.078,0.989
142.108,0.989
142.138,0.992
142.168,0.985
142.198,0.985
142.228,0.987
142.258,0.991
142.288,0.993
142.318,0.982
142.348,0.990
142.378,0.988
142.408,0.986
142.438,0.986
142.468,0.986
142.498,0.988
142.528,0.991
142.558,0.988
142.588,0.980
142.618,0.987
142.648,0.990
142.678,0.982
142.708,0.986
142.738,0.986
142.768,0.989
142.798,0.992
142.828,0.984
142.858,0.993
142.888,0.989
142.918,0.988
142.948,0.987
142.978,0.987
143.008,0.988
143.038,0.990
143.068,0.985
143.098,0.980
143.128,0.988
143.158,0.993
143.188,0.983
143.218,0.990
143.248,0.986
143.278,0.989
143.308,0.995
143.338,0.980
143.368,0.990
143.398,0.988
143.428,0.986
143.458,0.988
143.488,0.986
143.518,0.986
143.548,0.985
143.578,0.988
143.608,0.989
143.638,0.987
143.668,0.991
143.698,0.983
143.728,0.983
143.758,0.984
143.788,0.997
143.818,0.990
143.848,0.985
143.878,0.990
143.908,0.987
143.938,0.988
143.968,0.989
143.998,0.988
144.028,0.987
144.058,0.984
144.088,0.990
144.118,0.990
144.148,0.990
144.178,0.989
144.208,0.983
144.238,0.984
144.268,0.991
144.298,0.990
144.328,0.988
144.358,0.989
144.388,0.986
144.418,0.990
144.448,0.984
144.478,0.989
144.508,0.986
144.538,0.988
144.568,0.986
144.598,0.989
144.628,0.987
144.658,0.990
144.688,0.990
144.718,0.981
144.748,0.982
144.778,0.991
144.808,0.989
144.838,0.989
144.868,0.985
144.898,0.989
144.928,0.987
144.958,0.988
144.988,0.988
145.018,0.987
145.048,0.987
145.078,0.988
145.108,0.990
145.138,0.978
145.168,0.992
145.198,0.992
145.228,0.984
145.258,0.984
145.288,0.987
145.318,0.989
145.348,0.986
145.378,0.984
145.408,0.994
145.438,0.992
145.468,0.989
145.498,0.988
145.528,0.984
145.558,0.986
145.588,0.994
145.618,0.986
145.648,0.978
145.678,0.989
145.708,0.991
145.738,0.983
145.768,0.982
145.798,0.990
145.828,0.990
145.858,0.991
145.888,0.985
145.918,0.989
145.948,0.987
145.978,0.989
146.008,0.988
146.038,0.986
146.068,0.988
146.098,0.988
146.128,0.987
146.158,0.976
146.188,0.991
146.218,0.988
146.248,0.986
146.278,0.984
146.308,0.985
146.338,0.990
146.368,0.992
146.398,0.985
146.428,0.992
146.458,0.984
146.488,0.986
146.518,0.989
146.548,0.988
146.578,0.989
146.608,0.989
146.638,0.986
146.668,0.986
146.698,0.990
146.728,0.988
146.758,0.986
146.788,0.987
146.818,0.985
146.848,0.992
146.878,0.993
146.908,0.988
146.938,0.987
146.968,0.989
146.998,0.989
147.028,0.987
147.058,0.983
147.088,0.985
147.118,0.985
147.148,0.988
147.178,0.989
147.208,0.989
147.238,0.992
147.268,0.982
147.298,0.983
147.328,0.986
147.358,0.991
147.388,0.990
147.418,0.985
147.448,0.995
147.478,0.989
147.508,0.983
147.538,0.990
147.568,0.987
147.598,0.986
147.628,0.987
147.658,0.987
147.688,0.990
147.718,0.995
147.748,0.988
147.778,0.981
147.808,0.984
147.838,0.992
147.868,0.988
147.898,0.981
147.928,0.987
147.958,0.983
147.988,0.983
148.018,0.991
148.048,0.986
148.078,0.987
148.108,0.987
148.138,0.990
148.168,0.987
148.198,0.985
148.228,0.993
148.258,0.985
148.288,0.981
148.318,0.985
148.348,0.991
148.378,0.993
148.408,0.979
148.438,0.988
148.468,0.988
148.498,0.986
148.528,0.986
148.558,0.987
148.588,0.984
148.618,0.988
148.648,0.990
148.678,0.991
148.708,0.986
148.738,0.991
148.768,0.984
148.798,0.985
148.828,0.989
148.858,0.991
148.888,0.991
148.918,0.979
148.948,0.983
148.978,0.991
149.008,0.988
149.038,0.984
149.068,0.986
149.098,0.985
149.128,0.989
149.158,0.991
149.188,0.992
149.218,0.986
149.248,0.991
149.278,0.987
149.308,0.986
149.338,0.987
149.368,0.993
149.398,0.992
149.428,0.983
149.458,0.987
149.488,0.989
149.518,0.985
149.548,0.991
149.578,0.986
149.608,0.989
149.638,0.990
149.668,0.991
149.698,0.988
149.728,0.979
149.758,0.992
149.788,0.990
149.818,0.985
149.848,0.991
149.878,0.987
149.908,0.986
149.938,0.992
149.968,0.987
149.998,0.991
150.028,0.989
150.058,0.990
150.088,0.984
150.118,0.988
150.148,0.985
150.178,0.990
150.208,0.988
150.238,0.992
150.268,0.987
150.298,0.994
150.328,0.987
150.358,0.985
150.388,0.988
150.418,0.993
150.448,0.985
150.478,0.978
150.508,0.987
150.538,0.992
150.568,0.984
150.598,0.988
150.628,0.987
150.658,0.990
150.688,0.990
150.718,0.987
150.748,0.987
150.778,0.986
150.808,0.986
150.838,0.993
150.868,0.981
150.898,0.987
150.928,0.987
150.958,0.992
150.988,0.996
151.018,0.985
151.048,0.990
151.078,0.987
151.108,0.983
151.138,0.988
151.168,0.988
151.198,0.985
151.228,0.986
151.258,0.988
151.288,0.990
151.318,0.990
151.348,0.993
151.378,0.984
151.408,0.983
151.438,0.987
151.468,0.991
151.498,0.989
151.528,0.989
151.558,0.994
151.588,0.984
151.618,0.984
151.648,0.993
151.678,0.988
151.708,0.990
151.738,0.986
151.768,0.990
151.798,0.990
151.828,0.994
151.858,0.987
151.888,0.983
151.918,0.985
151.948,0.991
151.978,0.991
152.008,0.991
152.038,0.984
152.068,0.990
152.098,0.985
152.128,0.987
152.158,0.992
152.188,0.986
152.218,0.986
152.248,0.989
152.278,0.988
152.308,0.983
152.338,0.994
152.368,0.991
152.398,0.982
152.428,0.986
152.458,0.989
152.488,0.993
152.518,0.989
152.548,0.981
152.578,0.991
152.608,0.985
152.638,0.989
152.668,0.991
152.698,0.988
152.728,0.987
152.758,0.989
152.788,0.986
152.818,0.981
152.848,0.992
152.878,0.991
152.908,0.984
152.938,0.985
152.968,0.988
152.998,0.993
153.028,0.996
153.058,0.987
153.088,0.991
153.118,0.988
153.148,0.986
153.178,0.990
153.208,0.991
153.238,0.986
153.268,0.990
153.298,0.993
153.328,0.980
153.358,0.987
153.388,0.990
153.418,0.984
153.448,0.986
153.478,0.986
153.508,0.991
153.538,0.994
153.568,0.984
153.598,0.991
153.628,0.988
153.658,0.987
153.688,0.984
153.718,0.989
153.748,0.991
153.778,0.991
153.808,0.988
153.838,0.991
153.868,0.982
153.898,0.996
153.928,0.986
153.958,0.989
153.988,0.989
154.018,0.992
154.048,0.989
154.078,0.981
154.108,0.987
154.138,0.991
154.168,0.987
154.198,0.988
154.228,0.985
154.258,0.990
154.288,0.988
154.318,0.986
154.348,0.990
154.378,0.983
154.408,0.990
154.438,0.991
154.468,0.984
154.498,0.988
154.528,0.992
154.558,0.989
154.588,0.983
154.618,0.989
154.648,0.991
154.678,0.985
154.708,0.987
154.738,0.988
154.768,0.987
154.798,0.988
154.828,0.989
154.858,0.984
154.888,0.988
154.918,0.989
154.948,0.985
154.978,0.982
155.008,0.987
155.038,0.993
155.068,0.994
155.098,0.982
155.128,0.985
155.158,0.990
155.188,0.984
155.218,0.986
155.248,0.985
155.278,0.986
155.308,0.989
155.338,0.989
155.368,0.993
155.398,0.983
155.428,0.988
155.458,0.988
155.488,0.985
155.518,0.986
155.548,0.992
155.578,0.991
155.608,0.979
155.638,0.989
155.668,0.991
155.698,0.988
155.728,0.990
155.758,0.989
155.788,0.986
155.818,0.987
155.848,0.992
155.878,0.988
155.908,0.987
155.938,0.989
155.968,0.989
155.998,0.985
156.028,0.986
156.058,0.991
156.088,0.995
156.118,0.985
156.148,0.987
156.178,0.991
156.208,0.986
156.238,0.987
156.268,0.986
156.298,0.987
156.328,0.988
156.358,0.992
156.388,0.988
156.418,0.979
156.448,0.991
156.478,0.988
156.508,0.982
156.538,0.985
156.568,0.989
156.598,0.988
156.628,0.995
156.658,0.983
156.688,0.992
156.718,0.986
156.748,0.986
156.778,0.988
156.808,0.986
156.838,0.990
156.868,0.991
156.898,0.986
156.928,0.979
156.958,0.991
156.988,0.994
157.018,0.984
157.048,0.984
157.078,0.986
157.108,0.989
157.138,0.994
157.168,0.984
157.198,0.993
157.228,0.987
157.258,0.989
157.288,0.984
157.318,0.988
157.348,0.989
157.378,0.987
157.408,0.990
157.438,0.986
157.468,0.987
157.498,0.992
157.528,0.985
157.558,0.984
157.588,0.987
157.618,0.989
157.648,0.994
157.678,0.985
157.708,0.990
157.738,0.985
157.768,0.985
157.798,0.988
157.828,0.990
157.858,0.984
157.888,0.988
157.918,0.986
157.948,0.990
157.978,0.997
158.008,0.985
158.038,0.980
158.068,0.984
158.098,0.991
158.128,0.991
158.158,0.985
158.188,0.982
158.218,0.989
158.248,0.985
158.278,0.991
158.308,0.987
158.338,0.986
158.368,0.988
158.398,0.993
158.428,0.989
158.458,0.988
158.488,0.988
158.518,0.984
158.548,0.986
158.578,0.988
158.608,0.994
158.638,0.991
158.668,0.979
158.698,0.990
158.728,0.989
158.758,0.989
158.788,0.991
158.818,0.987
158.848,0.987
158.878,0.992
158.908,0.986
158.938,0.987
158.968,0.992
158.998,0.993
159.028,0.984
159.058,0.984
159.088,0.987
159.118,0.994
159.148,0.992
159.178,0.982
159.208,0.994
159.238,0.989
159.268,0.987
159.298,0.989
159.328,0.986
159.358,0.986
159.388,0.988
159.418,0.989
159.448,0.984
159.478,0.992
159.508,0.993
159.538,0.983
159.568,0.986
159.598,0.987
159.628,0.992
159.658,0.989
159.688,0.979
159.718,0.993
159.748,0.991
159.778,0.988
159.808,0.991
159.838,0.986
159.868,0.988
159.898,0.990
159.928,0.990
159.958,0.991
159.988,0.985
160.018,0.995
160.048,0.986
160.078,0.988
160.108,0.985
160.138,0.993
160.168,0.992
160.198,0.982
160.228,0.985
160.258,0.990
160.288,0.989
160.318,0.986
160.348,0.989
160.378,0.991
160.408,0.986
160.438,0.990
160.468,0.991
160.498,0.992
160.528,0.985
160.558,0.996
160.588,0.985
160.618,0.991
160.648,0.985
160.678,0.990
160.708,0.993
160.738,0.983
160.768,0.994
160.798,0.990
160.828,0.980
160.858,0.988
160.888,0.993
160.918,0.992
160.948,0.991
160.978,0.988
161.008,0.987
161.038,0.993
161.068,0.989
161.098,0.994
161.128,0.984
161.158,0.984
161.188,0.987
161.218,0.993
161.248,0.989
161.278,0.980
161.308,0.988
161.338,0.988
161.368,0.986
161.398,0.988
161.428,0.988
161.458,0.988
161.488,0.987
161.518,0.990
161.548,0.990
161.578,0.984
161.608,0.989
161.638,0.990
161.668,0.982
161.698,0.980
161.728,0.990
161.758,0.991
161.788,0.989
161.818,0.984
161.848,0.988
161.878,0.985
161.908,0.990
161.938,0.989
161.968,0.990
161.998,0.987
162.028,0.991
162.058,0.990
162.088,0.990
162.118,0.991
162.148,0.991
162.178,0.994
162.208,0.985
162.238,0.981
162.268,0.987
162.298,0.992
162.328,0.993
162.358,0.981
162.388,0.988
162.418,0.987
162.448,0.990
162.478,0.991
162.508,0.988
162.538,0.988
162.568,0.989
162.598,0.992
162.628,0.988
162.658,0.983
162.688,0.990
162.718,0.993
162.748,0.984
162.778,0.987
162.808,0.989
162.838,0.992
162.868,0.993
162.898,0.981
162.928,0.990
162.958,0.988
162.988,0.989
163.018,0.988
163.048,0.989
163.078,0.989
163.108,0.992
163.138,0.993
163.168,0.992
163.198,0.982
163.228,0.993
163.258,0.987
163.288,0.988
163.318,0.985
163.348,0.990
163.378,0.990
163.408,0.995
163.438,0.988
163.468,0.991
163.498,0.986
163.528,0.984
163.558,0.988
163.588,0.989
163.618,0.987
163.648,0.992
163.678,0.997
163.708,0.988
163.738,0.978
163.768,0.991
163.798,0.992
163.828,0.983
163.858,0.987
163.888,0.988
163.918,0.990
163.948,0.991
163.978,0.988
164.008,0.991
164.038,0.985
164.068,0.987
164.098,0.990
164.128,0.989
164.158,0.992
164.188,0.986
164.218,0.987
164.248,0.989
164.278,0.990
164.308,0.989
164.338,0.994
164.368,0.986
164.398,0.990
164.428,0.987
164.458,0.991
164.488,0.990
164.518,0.982
164.548,0.992
164.578,0.991
164.608,0.986
164.638,0.991
164.668,0.988
164.698,0.986
164.728,0.985
164.758,0.989
164.788,0.989
164.818,0.986
164.848,0.992
164.878,0.990
164.908,0.981
164.938,0.984
164.968,0.993
164.998,0.989
165.028,0.991
165.058,0.988
165.088,0.990
165.118,0.984
165.148,0.988
165.178,0.990
165.208,0.990
165.238,0.990
165.268,0.987
165.298,0.989
165.328,0.991
165.358,0.990
165.388,0.993
165.418,0.985
165.448,0.985
165.478,0.991
165.508,0.995
165.538,0.990
165.568,0.987
165.598,0.989
165.628,0.988
165.658,0.990
165.688,0.993
165.718,0.988
165.748,0.985
165.778,0.988
165.808,0.990
165.838,0.990
165.868,0.987
165.898,0.995
165.928,0.983
165.958,0.984
165.988,0.987
166.018,0.992
166.048,0.990
166.078,0.981
166.108,0.987
166.138,0.989
166.168,0.989
166.198,0.992
166.228,0.988
166.258,0.987
166.288,0.990
166.318,0.988
166.348,0.992
166.378,0.981
166.408,0.996
166.438,0.992
166.468,0.987
166.498,0.988
166.528,0.991
166.558,0.991
166.588,0.991
166.618,0.986
166.648,0.992
166.678,0.992
166.708,0.991
166.738,0.989
166.768,0.991
166.798,0.989
166.828,0.990
166.858,0.993
166.888,0.981
166.918,0.993
166.948,0.997
166.978,0.986
167.008,0.990
167.038,0.991
167.068,0.990
167.098,0.992
167.128,0.986
167.158,0.992
167.188,0.991
167.218,0.988
167.248,0.989
167.278,0.989
167.308,0.990
167.338,0.989
167.368,0.991
167.398,0.984
167.428,0.990
167.458,0.992
167.488,0.985
167.518,0.991
167.548,0.986
167.578,0.995
167.608,0.989
167.638,0.986
167.668,0.990
167.698,0.989
167.728,0.987
167.758,0.990
167.788,0.990
167.818,0.990
167.848,0.992
167.878,0.993
167.908,0.995
167.938,0.986
167.968,0.995
167.998,0.990
168.028,0.986
168.058,0.991
168.088,0.993
168.118,0.990
168.148,0.984
168.178,0.990
168.208,0.992
168.238,0.988
168.268,0.990
168.298,0.986
168.328,0.989
168.358,0.994
168.388,0.992
168.418,0.988
168.448,0.983
168.478,0.990
168.508,0.991
168.538,0.988
168.568,0.987
168.598,0.989
168.628,0.992
168.658,0.989
168.688,0.989
168.718,0.989
168.748,0.984
168.778,0.989
168.808,0.988
168.838,0.989
168.868,0.991
168.898,0.992
168.928,0.993
168.958,0.995
168.988,0.992
169.018,0.989
169.048,0.984
169.078,0.989
169.108,0.992
169.138,0.992
169.168,0.995
169.198,0.989
169.228,0.993
169.258,0.989
169.288,0.985
169.318,0.989
169.348,0.991
169.378,0.992
169.408,0.986
169.438,0.993
169.468,0.993
169.498,0.992
169.528,0.990
169.558,0.982
169.588,0.986
169.618,0.993
169.648,0.994
169.678,0.994
169.708,0.988
169.738,0.992
169.768,0.987
169.798,0.989
169.828,0.990
169.858,0.988
169.888,0.988
169.918,0.989
169.948,0.994
169.978,0.992
170.008,0.991
170.038,0.993
170.068,0.987
170.098,0.986
170.128,0.987
170.158,0.993
170.188,0.990
170.218,0.980
170.248,0.989
170.278,0.989
170.308,0.988
170.338,0.989
170.368,0.988
170.398,0.990
170.428,0.991
170.458,0.995
170.488,0.991
170.518,0.985
170.548,0.995
170.578,0.989
170.608,0.987
170.638,0.987
170.668,0.992
170.698,0.990
170.728,0.986
170.758,0.988
170.788,0.994
170.818,0.988
170.848,0.991
170.878,0.987
170.908,0.989
170.938,0.991
170.968,0.991
170.998,0.989
171.028,0.983
171.058,0.991
171.088,0.993
171.118,0.986
171.148,0.989
171.178,0.987
171.208,0.994
171.238,0.991
171.268,0.981
171.298,0.991
171.328,0.989
171.358,0.987
171.388,0.990
171.418,0.991
171.448,0.991
171.478,0.990
171.508,0.993
171.538,0.989
171.568,0.982
171.598,0.990
171.628,0.994
171.658,0.986
171.688,0.987
171.718,0.986
171.748,0.990
171.778,0.995
171.808,0.987
171.838,0.991
171.868,0.987
171.898,0.989
171.928,0.989
171.958,0.990
171.988,0.989
