df_hash,22ZHK4.BUJ0BH
382.583,1.042
382.613,1.049
382.643,1.061
382.673,1.076
382.703,1.079
382.733,1.071
382.763,1.068
382.793,1.072
382.823,1.068
382.853,1.070
382.883,1.061
382.913,1.067
382.943,1.065
382.973,1.066
383.003,1.069
383.033,1.069
383.063,1.080
383.093,1.071
383.123,1.074
383.153,1.074
383.183,1.077
383.213,1.066
383.243,1.064
383.273,1.062
383.303,1.070
383.333,1.064
383.363,1.068
383.393,1.074
383.423,1.072
383.453,1.068
383.483,1.074
383.513,1.068
383.543,1.061
383.573,1.062
383.603,1.070
383.633,1.070
383.663,1.070
383.693,1.068
383.723,1.069
383.753,1.075
383.783,1.068
383.813,1.071
383.843,1.074
383.873,1.074
383.903,1.075
383.933,1.069
383.963,1.068
383.993,1.077
384.023,1.067
384.053,1.063
384.083,1.067
384.113,1.072
384.143,1.067
384.173,1.062
384.203,1.067
384.233,1.068
384.263,1.069
384.293,1.078
384.323,1.071
384.353,1.062
384.383,1.077
384.413,1.070
384.443,1.066
384.473,1.073
384.503,1.077
384.533,1.067
384.563,1.063
384.593,1.069
384.623,1.066
384.653,1.075
384.683,1.079
384.713,1.067
384.743,1.068
384.773,1.076
384.803,1.082
384.833,1.075
384.863,1.069
384.893,1.072
384.923,1.081
384.953,1.073
384.983,1.061
385.013,1.065
385.043,1.080
385.073,1.068
385.103,1.077
385.133,1.080
385.163,1.075
385.193,1.069
385.223,1.069
385.253,1.069
385.283,1.065
385.313,1.069
385.343,1.065
385.373,1.073
385.403,1.071
385.433,1.071
385.463,1.076
385.493,1.078
385.523,1.075
385.553,1.082
385.583,1.072
385.613,1.052
385.643,1.057
385.673,1.067
385.703,1.068
385.733,1.071
385.763,1.075
385.793,1.075
385.823,1.068
385.853,1.063
385.883,1.077
385.913,1.073
385.943,1.069
385.973,1.067
386.003,1.075
386.033,1.068
386.063,1.070
386.093,1.073
386.123,1.072
386.153,1.072
386.183,1.075
386.213,1.070
386.243,1.077
386.273,1.089
386.303,1.081
386.333,1.082
386.363,1.073
386.393,1.074
386.423,1.070
386.453,1.066
386.483,1.068
386.513,1.071
386.543,1.069
386.573,1.064
386.603,1.062
386.633,1.065
386.663,1.071
386.693,1.072
386.723,1.067
386.753,1.069
386.783,1.071
386.813,1.071
386.843,1.069
386.873,1.070
386.903,1.075
386.933,1.075
386.963,1.072
386.993,1.062
387.023,1.085
387.053,1.082
387.083,1.058
387.113,1.072
387.143,1.076
387.173,1.066
387.203,1.062
387.233,1.082
387.263,1.078
387.293,1.077
387.323,1.072
387.353,1.075
387.383,1.068
387.413,1.070
387.443,1.076
387.473,1.080
387.503,1.073
387.533,1.070
387.563,1.073
387.593,1.074
387.623,1.075
387.653,1.077
387.683,1.074
387.713,1.072
387.743,1.072
387.773,1.071
387.803,1.070
387.833,1.078
387.863,1.080
387.893,1.068
387.923,1.074
387.953,1.074
387.983,1.074
388.013,1.067
388.043,1.075
388.073,1.074
388.103,1.079
388.133,1.075
388.163,1.077
388.193,1.071
388.223,1.072
388.253,1.076
388.283,1.080
388.313,1.079
388.343,1.075
388.373,1.084
388.403,1.073
388.433,1.070
388.463,1.068
388.493,1.072
388.523,1.078
388.553,1.073
388.583,1.075
388.613,1.067
388.643,1.071
388.673,1.082
388.703,1.070
388.733,1.067
388.763,1.073
388.793,1.073
388.823,1.072
388.853,1.077
388.883,1.075
388.913,1.071
388.943,1.071
388.973,1.070
389.003,1.064
389.033,1.072
389.063,1.074
389.093,1.070
389.123,1.068
389.153,1.075
389.183,1.077
389.213,1.085
389.243,1.078
389.273,1.074
389.303,1.072
389.333,1.072
389.363,1.070
389.393,1.071
389.423,1.068
389.453,1.073
389.483,1.074
389.513,1.074
389.543,1.066
389.573,1.065
389.603,1.071
389.633,1.067
389.663,1.074
389.693,1.085
389.723,1.077
389.753,1.074
389.783,1.066
389.813,1.068
389.843,1.063
389.873,1.070
389.903,1.073
389.933,1.069
389.963,1.072
389.993,1.075
390.023,1.070
390.053,1.072
390.083,1.078
390.113,1.077
390.143,1.070
390.173,1.077
390.203,1.069
390.233,1.064
390.263,1.070
390.293,1.075
390.323,1.069
390.353,1.073
390.383,1.063
390.413,1.062
390.443,1.057
390.473,1.062
390.503,1.074
390.533,1.073
390.563,1.059
390.593,1.079
390.623,1.082
390.653,1.069
390.683,1.073
390.713,1.078
390.743,1.077
390.773,1.083
390.803,1.082
390.833,1.084
390.863,1.085
390.893,1.078
390.923,1.073
390.953,1.084
390.983,1.088
391.013,1.079
391.043,1.087
391.073,1.089
391.103,1.079
391.133,1.082
391.163,1.079
391.193,1.076
391.223,1.078
391.253,1.074
391.283,1.085
391.313,1.085
391.343,1.087
391.373,1.084
391.403,1.081
391.433,1.078
391.463,1.078
391.493,1.081
391.523,1.077
391.553,1.076
391.583,1.087
391.613,1.081
391.643,1.081
391.673,1.078
391.703,1.079
391.733,1.072
391.763,1.078
391.793,1.077
391.823,1.072
391.853,1.080
391.883,1.085
391.913,1.085
391.943,1.077
391.973,1.085
392.003,1.086
392.033,1.079
392.063,1.078
392.093,1.083
392.123,1.080
392.153,1.083
392.183,1.077
392.213,1.080
392.243,1.080
392.273,1.079
392.303,1.086
392.333,1.083
392.363,1.073
392.393,1.077
392.423,1.079
392.453,1.074
392.483,1.078
392.513,1.079
392.543,1.072
392.573,1.079
392.603,1.086
392.633,1.087
392.663,1.091
392.693,1.089
392.723,1.077
392.753,1.083
392.783,1.087
392.813,1.081
392.843,1.076
392.873,1.085
392.903,1.085
392.933,1.090
392.963,1.083
392.993,1.077
393.023,1.078
393.053,1.077
393.083,1.070
393.113,1.068
393.143,1.079
393.173,1.079
393.203,1.074
393.233,1.070
393.263,1.079
393.293,1.082
393.323,1.078
393.353,1.079
393.383,1.079
393.413,1.075
393.443,1.074
393.473,1.079
393.503,1.076
393.533,1.081
393.563,1.077
393.593,1.078
393.623,1.084
393.653,1.078
393.683,1.079
393.713,1.085
393.743,1.076
393.773,1.073
393.803,1.082
393.833,1.080
393.863,1.077
393.893,1.074
393.923,1.086
393.953,1.078
393.983,1.075
394.013,1.078
394.043,1.080
394.073,1.083
394.103,1.080
394.133,1.073
394.163,1.079
394.193,1.082
394.223,1.085
394.253,1.086
394.283,1.081
394.313,1.083
394.343,1.072
394.373,1.077
394.403,1.075
394.433,1.073
394.463,1.074
394.493,1.081
394.523,1.086
394.553,1.082
394.583,1.082
394.613,1.082
394.643,1.076
394.673,1.080
394.703,1.079
394.733,1.079
394.763,1.079
394.793,1.084
394.823,1.075
394.853,1.079
394.883,1.085
394.913,1.083
394.943,1.083
394.973,1.084
395.003,1.085
395.033,1.080
395.063,1.079
395.093,1.075
395.123,1.081
395.153,1.074
395.183,1.080
395.213,1.088
395.243,1.081
395.273,1.080
395.303,1.076
395.333,1.077
395.363,1.075
395.393,1.080
395.423,1.086
395.453,1.090
395.483,1.082
395.513,1.078
395.543,1.074
395.573,1.087
395.603,1.087
395.633,1.081
395.663,1.085
395.693,1.087
395.723,1.086
395.753,1.077
395.783,1.078
395.813,1.093
395.843,1.106
395.873,1.108
395.903,1.095
395.933,1.113
395.963,1.104
395.993,1.099
396.023,1.086
396.053,1.076
396.083,1.061
396.113,1.050
396.143,1.045
396.173,1.034
396.203,1.042
396.233,1.049
396.263,1.069
396.293,1.079
396.323,1.089
396.353,1.089
396.383,1.076
396.413,1.066
396.443,1.063
396.473,1.074
396.503,1.066
396.533,1.077
396.563,1.074
396.593,1.077
396.623,1.071
396.653,1.082
396.683,1.075
396.713,1.060
396.743,1.065
396.773,1.075
396.803,1.066
396.833,1.076
396.863,1.075
396.893,1.062
396.923,1.072
396.953,1.076
396.983,1.073
397.013,1.067
397.043,1.077
397.073,1.075
397.103,1.067
397.133,1.073
397.163,1.064
397.193,1.064
397.223,1.065
397.253,1.075
397.283,1.079
397.313,1.076
397.343,1.073
397.373,1.075
397.403,1.069
397.433,1.070
397.463,1.072
397.493,1.066
397.523,1.072
397.553,1.075
397.583,1.074
397.613,1.075
397.643,1.077
397.673,1.077
397.703,1.074
397.733,1.073
397.763,1.071
397.793,1.065
397.823,1.071
397.853,1.066
397.883,1.072
397.913,1.075
397.943,1.070
397.973,1.072
398.003,1.076
398.033,1.079
398.063,1.069
398.093,1.070
398.123,1.067
398.153,1.068
398.183,1.069
398.213,1.076
398.243,1.065
398.273,1.065
398.303,1.080
398.333,1.075
398.363,1.071
398.393,1.073
398.423,1.075
398.453,1.070
398.483,1.062
398.513,1.074
398.543,1.073
398.573,1.076
398.603,1.068
398.633,1.075
398.663,1.074
398.693,1.075
398.723,1.070
398.753,1.071
398.783,1.074
398.813,1.078
398.843,1.080
398.873,1.077
398.903,1.069
398.933,1.066
398.963,1.069
398.993,1.075
399.023,1.067
399.053,1.078
399.083,1.075
399.113,1.075
399.143,1.070
399.173,1.070
399.203,1.068
399.233,1.069
399.263,1.079
399.293,1.068
399.323,1.065
399.353,1.074
399.383,1.074
399.413,1.075
399.443,1.070
399.473,1.068
399.503,1.072
399.533,1.077
399.563,1.063
399.593,1.068
399.623,1.075
399.653,1.069
399.683,1.076
399.713,1.073
399.743,1.081
399.773,1.080
399.803,1.065
399.833,1.073
399.863,1.071
399.893,1.070
399.923,1.070
399.953,1.076
399.983,1.077
400.013,1.068
400.043,1.071
400.073,1.068
400.103,1.071
400.133,1.078
400.163,1.073
400.193,1.070
400.223,1.074
400.253,1.076
400.283,1.070
400.313,1.071
400.343,1.086
400.373,1.077
400.403,1.082
400.433,1.076
400.463,1.069
400.493,1.074
400.523,1.071
400.553,1.072
400.583,1.065
400.613,1.062
400.643,1.059
400.673,1.082
400.703,1.078
400.733,1.066
400.763,1.067
400.793,1.074
400.823,1.073
400.853,1.067
400.883,1.062
400.913,1.065
400.943,1.072
400.973,1.070
401.003,1.076
401.033,1.078
401.063,1.069
401.093,1.073
401.123,1.083
401.153,1.080
401.183,1.080
401.213,1.074
401.243,1.090
401.273,1.069
401.303,1.076
401.333,1.079
401.363,1.062
401.393,1.067
401.423,1.057
401.453,1.062
401.483,1.072
401.513,1.081
401.543,1.080
401.573,1.069
401.603,1.065
401.633,1.062
401.663,1.064
401.693,1.058
401.723,1.062
401.753,1.064
401.783,1.065
401.813,1.077
401.843,1.080
401.873,1.083
401.903,1.075
401.933,1.087
401.963,1.092
401.993,1.082
402.023,1.076
402.053,1.077
402.083,1.077
402.113,1.078
402.143,1.068
402.173,1.076
402.203,1.083
402.233,1.080
402.263,1.079
402.293,1.088
402.323,1.085
402.353,1.073
402.383,1.071
402.413,1.078
402.443,1.074
402.473,1.072
402.503,1.080
402.533,1.080
402.563,1.081
402.593,1.079
402.623,1.078
402.653,1.077
402.683,1.073
402.713,1.083
402.743,1.080
402.773,1.068
402.803,1.065
402.833,1.088
402.863,1.087
402.893,1.072
402.923,1.082
402.953,1.082
402.983,1.066
403.013,1.075
403.043,1.080
403.073,1.076
403.103,1.074
403.133,1.073
403.163,1.081
403.193,1.080
403.223,1.079
403.253,1.085
403.283,1.083
403.313,1.073
403.343,1.069
403.373,1.083
403.403,1.074
403.433,1.079
403.463,1.085
403.493,1.081
403.523,1.077
403.553,1.080
403.583,1.082
403.613,1.078
403.643,1.076
403.673,1.076
403.703,1.073
403.733,1.078
403.763,1.079
403.793,1.077
403.823,1.075
403.853,1.076
403.883,1.080
403.913,1.075
403.943,1.074
403.973,1.083
404.003,1.084
404.033,1.082
404.063,1.076
404.093,1.077
404.123,1.089
404.153,1.078
404.183,1.088
404.213,1.093
404.243,1.085
404.273,1.091
404.303,1.078
404.333,1.073
404.363,1.071
404.393,1.075
404.423,1.065
404.453,1.073
404.483,1.065
404.513,1.068
404.543,1.070
404.573,1.063
404.603,1.067
404.633,1.062
404.663,1.058
404.693,1.062
404.723,1.064
404.753,1.071
404.783,1.066
404.813,1.062
404.843,1.070
404.873,1.075
404.903,1.076
404.933,1.075
404.963,1.071
404.993,1.077
405.023,1.090
405.053,1.087
405.083,1.080
405.113,1.087
405.143,1.097
405.173,1.079
405.203,1.084
405.233,1.085
405.263,1.085
405.293,1.078
405.323,1.070
405.353,1.081
405.383,1.090
405.413,1.091
405.443,1.087
405.473,1.090
405.503,1.083
405.533,1.080
405.563,1.084
405.593,1.085
405.623,1.083
405.653,1.083
405.683,1.085
405.713,1.077
405.743,1.075
405.773,1.083
405.803,1.085
405.833,1.077
405.863,1.078
405.893,1.083
405.923,1.076
405.953,1.075
405.983,1.087
406.013,1.088
406.043,1.081
406.073,1.083
406.103,1.086
406.133,1.079
406.163,1.078
406.193,1.075
406.223,1.082
406.253,1.077
406.283,1.080
406.313,1.079
406.343,1.077
406.373,1.083
406.403,1.084
406.433,1.081
406.463,1.079
406.493,1.075
406.523,1.075
406.553,1.076
406.583,1.073
406.613,1.076
406.643,1.082
406.673,1.077
406.703,1.080
406.733,1.085
406.763,1.087
406.793,1.070
406.823,1.070
406.853,1.083
406.883,1.085
406.913,1.079
406.943,1.081
406.973,1.085
407.003,1.083
407.033,1.086
407.063,1.081
407.093,1.082
407.123,1.072
407.153,1.077
407.183,1.086
407.213,1.078
407.243,1.077
407.273,1.077
407.303,1.080
407.333,1.083
407.363,1.086
407.393,1.085
407.423,1.080
407.453,1.074
407.483,1.077
407.513,1.078
407.543,1.082
407.573,1.080
407.603,1.077
407.633,1.082
407.663,1.083
407.693,1.079
407.723,1.081
407.753,1.082
407.783,1.078
407.813,1.078
407.843,1.087
407.873,1.078
407.903,1.080
407.933,1.085
407.963,1.087
407.993,1.082
408.023,1.081
408.053,1.080
408.083,1.082
408.113,1.073
408.143,1.076
408.173,1.079
408.203,1.079
408.233,1.080
408.263,1.086
408.293,1.080
408.323,1.082
408.353,1.092
408.383,1.088
408.413,1.071
408.443,1.081
408.473,1.084
408.503,1.082
408.533,1.076
408.563,1.083
408.593,1.083
408.623,1.085
408.653,1.089
408.683,1.089
408.713,1.083
408.743,1.080
408.773,1.077
408.803,1.072
408.833,1.079
408.863,1.081
408.893,1.082
408.923,1.081
408.953,1.082
408.983,1.080
409.013,1.077
409.043,1.085
409.073,1.079
409.103,1.082
409.133,1.085
409.163,1.080
409.193,1.079
409.223,1.084
409.253,1.074
409.283,1.079
409.313,1.089
409.343,1.085
409.373,1.083
409.403,1.089
409.433,1.086
409.463,1.076
409.493,1.081
409.523,1.089
409.553,1.079
409.583,1.074
409.613,1.091
409.643,1.094
409.673,1.086
409.703,1.096
409.733,1.101
409.763,1.098
409.793,1.114
409.823,1.115
409.853,1.108
409.883,1.107
409.913,1.099
409.943,1.085
409.973,1.064
410.003,1.077
410.033,1.052
410.063,1.041
410.093,1.040
410.123,1.008
410.153,1.027
410.183,1.044
410.213,1.016
410.243,1.010
410.273,1.014
410.303,1.009
410.333,1.020
410.363,1.003
410.393,1.000
410.423,1.035
410.453,1.089
410.483,1.150
410.513,1.135
410.543,1.066
410.573,1.069
410.603,1.062
410.633,1.011
410.663,1.005
410.693,0.999
410.723,0.996
410.753,1.013
410.783,1.036
410.813,1.044
410.843,1.057
410.873,1.062
410.903,1.060
410.933,1.050
410.963,1.036
410.993,1.027
411.023,1.029
411.053,1.042
411.083,1.052
411.113,1.054
411.143,1.046
411.173,1.042
411.203,1.045
411.233,1.036
411.263,1.045
411.293,1.061
411.323,1.052
411.353,1.041
411.383,1.053
411.413,1.039
411.443,1.030
411.473,1.073
411.503,1.064
411.533,1.027
411.563,1.002
411.593,1.048
411.623,1.019
411.653,1.038
411.683,1.064
411.713,1.064
411.743,1.054
411.773,1.000
411.803,1.023
411.833,1.076
411.863,1.079
411.893,1.062
411.923,1.015
411.953,1.018
411.983,1.055
412.013,1.086
412.043,1.088
412.073,1.095
412.103,1.073
412.133,1.030
412.163,0.967
412.193,0.961
412.223,1.045
412.253,1.150
412.283,1.154
412.313,1.105
412.343,1.080
412.373,1.038
412.403,1.021
412.433,1.036
412.463,1.056
412.493,1.032
412.523,1.021
412.553,0.994
412.583,0.992
412.613,1.074
412.643,1.095
412.673,1.070
412.703,1.033
412.733,1.010
412.763,1.022
412.793,1.043
412.823,0.997
412.853,1.039
412.883,1.082
412.913,1.091
412.943,1.044
412.973,1.023
413.003,0.995
413.033,1.006
413.063,1.063
413.093,1.079
413.123,1.093
413.153,1.075
413.183,1.026
413.213,1.013
413.243,1.012
413.273,1.064
413.303,1.073
413.333,1.085
413.363,1.091
413.393,1.056
413.423,0.956
413.453,1.018
413.483,1.110
413.513,1.113
413.543,1.116
413.573,1.055
413.603,1.012
413.633,1.056
413.663,1.047
413.693,1.045
413.723,1.061
413.753,1.062
413.783,1.036
413.813,1.064
413.843,1.061
413.873,1.083
413.903,1.060
413.933,1.049
413.963,1.044
413.993,1.057
414.023,1.063
414.053,1.040
414.083,1.044
414.113,1.043
414.143,1.043
414.173,1.047
414.203,1.041
414.233,1.018
414.263,1.049
414.293,1.072
414.323,1.045
414.353,1.059
414.383,1.094
414.413,1.091
414.443,1.100
414.473,1.091
414.503,1.081
414.533,1.089
414.563,1.079
414.593,1.079
414.623,1.085
414.653,1.064
414.683,1.058
414.713,1.064
414.743,1.072
414.773,1.079
414.803,1.081
414.833,1.090
414.863,1.078
414.893,1.073
414.923,1.082
414.953,1.082
414.983,1.080
415.013,1.069
415.043,1.079
415.073,1.076
415.103,1.071
415.133,1.078
415.163,1.078
415.193,1.072
415.223,1.104
415.253,1.107
415.283,1.075
415.313,1.079
415.343,1.094
415.373,1.101
415.403,1.100
415.433,1.119
415.463,1.103
415.493,1.080
415.523,1.070
415.553,1.043
415.583,1.057
415.613,1.074
415.643,1.066
415.673,1.082
415.703,1.055
415.733,1.079
415.763,1.031
415.793,0.964
415.823,0.956
415.853,0.975
415.883,0.960
415.913,0.948
415.943,0.971
415.973,0.950
416.003,0.970
416.033,1.031
416.063,1.043
416.093,1.021
416.123,0.957
416.153,0.961
416.183,0.946
416.213,0.955
416.243,1.009
416.273,1.040
416.303,1.039
416.333,1.068
416.363,1.020
416.393,0.985
416.423,0.986
416.453,0.988
416.483,1.005
416.513,1.005
416.543,0.987
416.573,0.991
416.603,0.986
416.633,0.965
416.663,0.971
416.693,0.970
416.723,0.963
416.753,0.986
416.783,1.002
416.813,0.984
416.843,0.975
416.873,0.997
416.903,1.018
416.933,1.016
416.963,0.997
416.993,0.991
417.023,0.997
417.053,0.978
417.083,0.963
417.113,0.968
417.143,0.951
417.173,0.965
417.203,0.973
417.233,0.983
417.263,0.991
417.293,1.012
417.323,1.009
417.353,0.993
417.383,1.006
417.413,1.038
417.443,1.004
417.473,0.972
417.503,1.012
417.533,0.979
417.563,1.047
417.593,0.958
417.623,0.983
417.653,1.010
417.683,1.012
417.713,1.001
417.743,0.969
417.773,0.974
417.803,1.005
417.833,1.017
417.863,1.015
417.893,1.011
417.923,1.006
417.953,0.971
417.983,0.950
418.013,1.053
418.043,1.094
418.073,1.010
418.103,0.989
418.133,1.021
418.163,1.029
418.193,0.951
418.223,1.039
418.253,1.021
418.283,0.985
418.313,0.826
418.343,1.050
418.373,1.200
418.403,1.002
418.433,1.041
418.463,1.022
418.493,1.009
418.523,1.011
418.553,0.987
418.583,0.996
418.613,1.048
418.643,1.031
418.673,1.048
418.703,1.068
418.733,1.057
418.763,0.962
418.793,0.991
418.823,1.004
418.853,0.979
418.883,0.990
418.913,1.006
418.943,1.031
418.973,1.081
419.003,1.054
419.033,1.020
419.063,1.023
419.093,0.986
419.123,0.978
419.153,1.023
419.183,1.054
419.213,1.042
419.243,1.040
419.273,1.018
419.303,0.999
419.333,1.006
419.363,1.003
419.393,0.975
419.423,1.000
419.453,1.011
419.483,1.043
419.513,1.036
419.543,1.025
419.573,1.016
419.603,1.028
419.633,0.991
419.663,1.021
419.693,1.011
419.723,1.010
419.753,1.015
419.783,1.028
419.813,1.019
419.843,1.036
419.873,1.039
419.903,1.070
419.933,1.062
419.963,1.065
419.993,1.078
420.023,1.017
420.053,1.002
420.083,0.997
420.113,1.002
420.143,1.033
420.173,1.043
420.203,1.041
420.233,1.036
420.263,1.048
420.293,1.047
420.323,1.027
420.353,1.007
420.383,1.027
420.413,1.028
420.443,1.001
420.473,1.016
420.503,1.038
420.533,1.011
420.563,1.012
420.593,1.028
420.623,1.031
420.653,1.033
420.683,1.034
420.713,1.045
420.743,1.035
420.773,1.025
420.803,1.019
420.833,1.021
420.863,1.021
420.893,1.023
420.923,1.028
420.953,1.025
420.983,1.031
421.013,1.030
421.043,1.025
421.073,1.045
421.103,1.034
421.133,1.019
421.163,1.027
421.193,1.028
421.223,1.044
421.253,1.034
421.283,1.024
421.313,1.031
421.343,1.037
421.373,1.022
421.403,1.006
421.433,1.005
421.463,1.022
421.493,1.017
421.523,1.025
421.553,1.029
421.583,1.048
421.613,1.039
421.643,1.046
421.673,1.041
421.703,1.036
421.733,1.031
421.763,1.036
421.793,1.026
421.823,1.001
421.853,1.004
421.883,1.025
421.913,1.038
421.943,1.033
421.973,1.031
422.003,1.045
422.033,1.034
422.063,1.025
422.093,1.041
422.123,1.029
422.153,1.026
422.183,1.029
422.213,1.043
422.243,1.044
422.273,1.040
422.303,1.038
422.333,1.045
422.363,1.054
422.393,1.052
422.423,1.016
422.453,0.996
422.483,0.992
422.513,1.009
422.543,1.041
422.573,1.080
422.603,1.078
422.633,1.057
422.663,1.073
422.693,1.057
422.723,1.045
422.753,1.048
422.783,1.030
422.813,1.034
422.843,1.043
422.873,1.054
422.903,1.048
422.933,1.047
422.963,1.041
422.993,1.044
423.023,1.048
423.053,1.057
423.083,1.036
423.113,1.066
423.143,1.047
423.173,1.045
423.203,1.060
423.233,1.039
423.263,1.035
423.293,1.063
423.323,1.058
423.353,1.062
423.383,1.051
423.413,1.045
423.443,1.035
423.473,1.030
423.503,1.036
423.533,1.034
423.563,1.038
423.593,1.053
423.623,1.051
423.653,1.046
423.683,1.049
423.713,1.049
423.743,1.046
423.773,1.037
423.803,1.038
423.833,1.046
423.863,1.047
423.893,1.054
423.923,1.045
423.953,1.051
423.983,1.044
424.013,1.042
424.043,1.049
424.073,1.049
424.103,1.041
424.133,1.044
424.163,1.048
424.193,1.049
424.223,1.050
424.253,1.042
424.283,1.037
424.313,1.050
424.343,1.052
424.373,1.046
424.403,1.042
424.433,1.047
424.463,1.049
424.493,1.048
424.523,1.040
424.553,1.044
424.583,1.050
424.613,1.051
424.643,1.049
424.673,1.045
424.703,1.052
424.733,1.047
424.763,1.041
424.793,1.042
424.823,1.044
424.853,1.047
424.883,1.046
424.913,1.036
424.943,1.054
424.973,1.048
425.003,1.042
425.033,1.039
425.063,1.043
425.093,1.060
425.123,1.043
425.153,1.048
425.183,1.045
425.213,1.048
425.243,1.047
425.273,1.041
425.303,1.047
425.333,1.044
425.363,1.042
425.393,1.045
425.423,1.050
425.453,1.043
425.483,1.048
425.513,1.053
425.543,1.042
425.573,1.045
425.603,1.043
425.633,1.048
425.663,1.052
425.693,1.042
425.723,1.048
425.753,1.056
425.783,1.046
425.813,1.043
425.843,1.041
425.873,1.039
425.903,1.050
425.933,1.051
425.963,1.030
425.993,1.043
426.023,1.047
426.053,1.051
426.083,1.042
426.113,1.044
426.143,1.048
426.173,1.044
426.203,1.044
426.233,1.046
426.263,1.042
426.293,1.046
426.323,1.041
426.353,1.045
426.383,1.046
426.413,1.051
426.443,1.049
426.473,1.037
426.503,1.046
426.533,1.049
426.563,1.050
426.593,1.047
426.623,1.048
426.653,1.043
426.683,1.047
426.713,1.047
426.743,1.041
426.773,1.047
426.803,1.044
426.833,1.036
426.863,1.044
426.893,1.059
426.923,1.045
426.953,1.037
426.983,1.046
427.013,1.049
427.043,1.051
427.073,1.048
427.103,1.042
427.133,1.043
427.163,1.041
427.193,1.041
427.223,1.041
427.253,1.042
427.283,1.046
427.313,1.040
427.343,1.041
427.373,1.046
427.403,1.046
427.433,1.042
427.463,1.044
427.493,1.051
427.523,1.040
427.553,1.043
427.583,1.043
427.613,1.049
427.643,1.050
427.673,1.045
427.703,1.045
427.733,1.044
427.763,1.051
427.793,1.047
427.823,1.045
427.853,1.044
427.883,1.045
427.913,1.047
427.943,1.044
427.973,1.044
428.003,1.051
428.033,1.045
428.063,1.039
428.093,1.045
428.123,1.054
428.153,1.044
428.183,1.044
428.213,1.044
428.243,1.048
428.273,1.044
428.303,1.040
428.333,1.044
428.363,1.052
428.393,1.048
428.423,1.045
428.453,1.043
428.483,1.044
428.513,1.048
428.543,1.044
428.573,1.044
428.603,1.043
428.633,1.045
428.663,1.050
428.693,1.047
428.723,1.049
428.753,1.042
428.783,1.040
428.813,1.054
428.843,1.047
428.873,1.039
428.903,1.044
428.933,1.046
428.963,1.042
428.993,1.043
429.023,1.047
429.053,1.046
429.083,1.047
429.113,1.044
429.143,1.043
429.173,1.044
429.203,1.042
429.233,1.048
429.263,1.045
429.293,1.049
429.323,1.045
429.353,1.043
429.383,1.042
429.413,1.050
429.443,1.042
429.473,1.042
429.503,1.043
429.533,1.037
429.563,1.050
429.593,1.050
429.623,1.041
429.653,1.044
429.683,1.046
429.713,1.048
429.743,1.044
429.773,1.043
429.803,1.042
429.833,1.049
429.863,1.043
429.893,1.045
429.923,1.042
429.953,1.043
429.983,1.046
430.013,1.047
430.043,1.038
430.073,1.045
430.103,1.047
430.133,1.043
430.163,1.047
430.193,1.046
430.223,1.042
430.253,1.043
430.283,1.044
430.313,1.049
430.343,1.043
430.373,1.039
430.403,1.042
430.433,1.041
430.463,1.050
430.493,1.040
430.523,1.041
430.553,1.038
430.583,1.046
430.613,1.045
430.643,1.041
430.673,1.040
430.703,1.045
430.733,1.044
430.763,1.043
430.793,1.042
430.823,1.042
430.853,1.047
430.883,1.052
430.913,1.049
430.943,1.046
430.973,1.043
431.003,1.052
431.033,1.042
431.063,1.037
431.093,1.045
431.123,1.048
431.153,1.042
431.183,1.043
431.213,1.048
431.243,1.044
431.273,1.048
431.303,1.049
431.333,1.044
431.363,1.043
431.393,1.047
431.423,1.042
431.453,1.041
431.483,1.044
431.513,1.043
431.543,1.045
431.573,1.048
431.603,1.043
431.633,1.044
431.663,1.042
431.693,1.053
431.723,1.044
431.753,1.046
431.783,1.043
431.813,1.048
431.843,1.048
431.873,1.047
431.903,1.047
431.933,1.042
431.963,1.047
431.993,1.049
432.023,1.045
432.053,1.043
432.083,1.043
432.113,1.046
432.143,1.044
432.173,1.044
432.203,1.054
432.233,1.043
432.263,1.041
432.293,1.050
432.323,1.049
432.353,1.043
432.383,1.047
432.413,1.049
432.443,1.048
432.473,1.038
432.503,1.042
432.533,1.045
432.563,1.046
432.593,1.047
432.623,1.042
432.653,1.038
432.683,1.044
432.713,1.043
432.743,1.046
432.773,1.044
432.803,1.044
432.833,1.042
432.863,1.042
432.893,1.047
432.923,1.046
432.953,1.045
432.983,1.048
433.013,1.050
433.043,1.048
433.073,1.042
433.103,1.038
433.133,1.054
433.163,1.044
433.193,1.037
433.223,1.045
433.253,1.051
433.283,1.049
433.313,1.049
433.343,1.044
433.373,1.038
433.403,1.050
433.433,1.047
433.463,1.043
433.493,1.044
433.523,1.047
433.553,1.045
433.583,1.045
433.613,1.044
433.643,1.045
433.673,1.049
433.703,1.044
433.733,1.048
433.763,1.050
433.793,1.045
433.823,1.040
433.853,1.038
433.883,1.053
433.913,1.047
433.943,1.042
433.973,1.041
434.003,1.048
434.033,1.049
434.063,1.045
434.093,1.046
434.123,1.044
434.153,1.047
434.183,1.049
434.213,1.043
434.243,1.042
434.273,1.046
434.303,1.047
434.333,1.043
434.363,1.047
434.393,1.048
434.423,1.044
434.453,1.048
434.483,1.046
434.513,1.044
434.543,1.049
434.573,1.046
434.603,1.043
434.633,1.044
434.663,1.041
434.693,1.052
434.723,1.044
434.753,1.045
434.783,1.045
434.813,1.050
434.843,1.044
434.873,1.042
434.903,1.047
434.933,1.042
434.963,1.050
