df_hash,22ZHK4.U9L6MD
111.345,0.974
111.375,0.975
111.405,0.971
111.435,0.975
111.465,0.972
111.495,0.974
111.525,0.973
111.555,0.971
111.585,0.980
111.615,0.976
111.645,0.980
111.675,0.974
111.705,0.968
111.735,0.983
111.765,0.979
111.795,0.970
111.825,0.983
111.855,0.976
111.885,0.970
111.915,0.980
111.945,0.979
111.975,0.977
112.005,0.970
112.035,0.967
112.065,0.965
112.095,0.977
112.125,0.982
112.155,0.979
112.185,0.973
112.215,0.973
112.245,0.966
112.275,0.969
112.305,0.979
112.335,0.967
112.365,0.966
112.395,0.976
112.425,0.965
112.455,0.967
112.485,0.966
112.515,0.969
112.545,0.967
112.575,0.973
112.605,0.972
112.635,0.979
112.665,0.967
112.695,0.973
112.725,0.974
112.755,0.976
112.785,0.972
112.815,0.968
112.845,0.979
112.875,0.973
112.905,0.972
112.935,0.979
112.965,0.970
112.995,0.971
113.025,0.981
113.055,0.974
113.085,0.973
113.115,0.978
113.145,0.974
113.175,0.974
113.205,0.975
113.235,0.975
113.265,0.976
113.295,0.977
113.325,0.973
113.355,0.982
113.385,0.971
113.415,0.974
113.445,0.985
113.475,0.976
113.505,0.968
113.535,0.976
113.565,0.972
113.595,0.973
113.625,0.978
113.655,0.979
113.685,0.981
113.715,0.974
113.745,0.974
113.775,0.974
113.805,0.979
113.835,0.972
113.865,0.975
113.895,0.981
113.925,0.979
113.955,0.979
113.985,0.975
114.015,0.975
114.045,0.980
114.075,0.984
114.105,0.987
114.135,0.987
114.165,0.979
114.195,0.987
114.225,0.986
114.255,0.982
114.285,0.978
114.315,0.984
114.345,0.977
114.375,0.982
114.405,0.981
114.435,0.983
114.465,0.982
114.495,0.979
114.525,0.982
114.555,0.982
114.585,0.983
114.615,0.984
114.645,0.987
114.675,0.985
114.705,0.986
114.735,0.984
114.765,0.983
114.795,0.983
114.825,0.983
114.855,0.984
114.885,0.991
114.915,0.984
114.945,0.986
114.975,0.985
115.005,0.985
115.035,0.988
115.065,0.988
115.095,0.988
115.125,0.988
115.155,0.982
115.185,0.992
115.215,0.989
115.245,0.987
115.275,0.988
115.305,0.985
115.335,0.986
115.365,0.992
115.395,0.989
115.425,0.989
115.455,0.990
115.485,0.988
115.515,0.990
115.545,0.987
115.575,0.987
115.605,0.988
115.635,0.988
115.665,0.986
115.695,0.987
115.725,0.990
115.755,0.988
115.785,0.989
115.815,0.989
115.845,0.985
115.875,0.989
115.905,0.989
115.935,0.988
115.965,0.984
115.995,0.982
116.025,0.989
116.055,0.991
116.085,0.986
116.115,0.993
116.145,0.985
116.175,0.993
116.205,0.990
116.235,0.986
116.265,0.985
116.295,0.986
116.325,0.988
116.355,0.984
116.385,0.984
116.415,0.988
116.445,0.991
116.475,0.983
116.505,0.988
116.535,0.987
116.565,0.982
116.595,0.984
116.625,0.985
116.655,0.988
116.685,0.988
116.715,0.984
116.745,0.984
116.775,0.987
116.805,0.986
116.835,0.987
116.865,0.984
116.895,0.985
116.925,0.988
116.955,0.985
116.985,0.987
117.015,0.990
117.045,0.982
117.075,0.988
117.105,0.988
117.135,0.984
117.165,0.984
117.195,0.984
117.225,0.986
117.255,0.989
117.285,0.984
117.315,0.986
117.345,0.986
117.375,0.983
117.405,0.986
117.435,0.987
117.465,0.987
117.495,0.987
117.525,0.985
117.555,0.990
117.585,0.992
117.615,0.990
117.645,0.980
117.675,0.987
117.705,0.986
117.735,0.987
117.765,0.988
117.795,0.981
117.825,0.981
117.855,0.984
117.885,0.988
117.915,0.988
117.945,0.987
117.975,0.981
118.005,0.987
118.035,0.986
118.065,0.984
118.095,0.986
118.125,0.983
118.155,0.987
118.185,0.986
118.215,0.988
118.245,0.987
118.275,0.988
118.305,0.983
118.335,0.989
118.365,0.987
118.395,0.988
118.425,0.988
118.455,0.990
118.485,0.987
118.515,0.985
118.545,0.987
118.575,0.984
118.605,0.984
118.635,0.984
118.665,0.984
118.695,0.990
118.725,0.981
118.755,0.983
118.785,0.984
118.815,0.986
118.845,0.989
118.875,0.987
118.905,0.981
118.935,0.988
118.965,0.988
118.995,0.986
119.025,0.982
119.055,0.983
119.085,0.984
119.115,0.988
119.145,0.986
119.175,0.983
119.205,0.985
119.235,0.983
119.265,0.982
119.295,0.987
119.325,0.985
119.355,0.989
119.385,0.985
119.415,0.983
119.445,0.983
119.475,0.988
119.505,0.979
119.535,0.986
119.565,0.988
119.595,0.988
119.625,0.989
119.655,0.982
119.685,0.983
119.715,0.984
119.745,0.987
119.775,0.985
119.805,0.991
119.835,0.985
119.865,0.989
119.895,0.984
119.925,0.985
119.955,0.987
119.985,0.981
120.015,0.987
120.045,0.983
120.075,0.986
120.105,0.987
120.135,0.987
120.165,0.983
120.195,0.986
120.225,0.986
120.255,0.984
120.285,0.988
120.315,0.984
120.345,0.987
120.375,0.979
120.405,0.981
120.435,0.991
120.465,0.983
120.495,0.985
120.525,0.982
120.555,0.983
120.585,0.988
120.615,0.989
120.645,0.984
120.675,0.987
120.705,0.979
120.735,0.982
120.765,0.987
120.795,0.986
120.825,0.988
120.855,0.981
120.885,0.985
120.915,0.987
120.945,0.987
120.975,0.990
121.005,0.988
121.035,0.987
121.065,0.985
121.095,0.983
121.125,0.986
121.155,0.987
121.185,0.982
121.215,0.985
121.245,0.983
121.275,0.985
121.305,0.985
121.335,0.983
121.365,0.979
121.395,0.987
121.425,0.981
121.455,0.985
121.485,0.982
121.515,0.982
121.545,0.984
121.575,0.981
121.605,0.983
121.635,0.982
121.665,0.980
121.695,0.981
121.725,0.989
121.755,0.982
121.785,0.989
121.815,0.983
121.845,0.981
121.875,0.981
121.905,0.983
121.935,0.983
121.965,0.986
121.995,0.981
122.025,0.982
122.055,0.983
122.085,0.986
122.115,0.987
122.145,0.978
122.175,0.977
122.205,0.984
122.235,0.979
122.265,0.984
122.295,0.984
122.325,0.974
122.355,0.983
122.385,0.984
122.415,0.984
122.445,0.980
122.475,0.980
122.505,0.982
122.535,0.986
122.565,0.984
122.595,0.981
122.625,0.982
122.655,0.985
122.685,0.981
122.715,0.979
122.745,0.983
122.775,0.981
122.805,0.978
122.835,0.979
122.865,0.984
122.895,0.984
122.925,0.979
122.955,0.983
122.985,0.983
123.015,0.983
123.045,0.984
123.075,0.979
123.105,0.980
123.135,0.985
123.165,0.986
123.195,0.985
123.225,0.977
123.255,0.977
123.285,0.984
123.315,0.981
123.345,0.981
123.375,0.977
123.405,0.976
123.435,0.978
123.465,0.971
123.495,0.977
123.525,0.977
123.555,0.968
123.585,0.972
123.615,0.978
123.645,0.982
123.675,0.975
123.705,0.978
123.735,0.980
123.765,0.980
123.795,0.981
123.825,0.981
123.855,0.984
123.885,0.977
123.915,0.980
123.945,0.987
123.975,0.984
124.005,0.981
124.035,0.975
124.065,0.978
124.095,0.983
124.125,0.981
124.155,0.981
124.185,0.981
124.215,0.977
124.245,0.978
124.275,0.982
124.305,0.980
124.335,0.976
124.365,0.978
124.395,0.979
124.425,0.978
124.455,0.979
124.485,0.980
124.515,0.976
124.545,0.974
124.575,0.976
124.605,0.972
124.635,0.974
124.665,0.975
124.695,0.975
124.725,0.975
124.755,0.975
124.785,0.973
124.815,0.978
124.845,0.979
124.875,0.978
124.905,0.978
124.935,0.972
124.965,0.973
124.995,0.976
125.025,0.980
125.055,0.979
125.085,0.985
125.115,0.975
125.145,0.976
125.175,0.975
125.205,0.971
125.235,0.972
125.265,0.970
125.295,0.977
125.325,0.977
125.355,0.975
125.385,0.974
125.415,0.974
125.445,0.971
125.475,0.975
125.505,0.974
125.535,0.979
125.565,0.973
125.595,0.973
125.625,0.977
125.655,0.979
125.685,0.979
125.715,0.983
125.745,0.982
125.775,0.980
125.805,0.980
125.835,0.989
125.865,0.991
125.895,0.977
125.925,0.975
125.955,0.975
125.985,0.981
126.015,0.975
126.045,0.971
126.075,0.951
126.105,0.955
126.135,0.963
126.165,0.975
126.195,0.970
126.225,0.967
126.255,0.969
126.285,0.965
126.315,0.972
126.345,0.978
126.375,0.991
126.405,0.997
126.435,0.984
126.465,0.972
126.495,0.966
126.525,0.974
126.555,0.978
126.585,0.979
126.615,0.976
126.645,0.962
126.675,0.959
126.705,0.965
126.735,0.980
126.765,0.978
126.795,0.978
126.825,0.972
126.855,0.967
126.885,0.978
126.915,0.978
126.945,0.978
126.975,0.987
127.005,0.982
127.035,0.979
127.065,0.980
127.095,0.980
127.125,0.983
127.155,0.979
127.185,0.981
127.215,0.977
127.245,0.968
127.275,0.972
127.305,0.980
127.335,0.979
127.365,0.975
127.395,0.978
127.425,0.977
127.455,0.975
127.485,0.982
127.515,0.978
127.545,0.978
127.575,0.978
127.605,0.982
127.635,0.978
127.665,0.982
127.695,0.983
127.725,0.974
127.755,0.981
127.785,0.980
127.815,0.975
127.845,0.977
127.875,0.974
127.905,0.977
127.935,0.979
127.965,0.971
127.995,0.971
128.025,0.971
128.055,0.979
128.085,0.979
128.115,0.979
128.145,0.981
128.175,0.984
128.205,0.981
128.235,0.980
128.265,0.978
128.295,0.981
128.325,0.982
128.355,0.978
128.385,0.982
128.415,0.984
128.445,0.977
128.475,0.988
128.505,0.981
128.535,0.987
128.565,0.987
128.595,0.979
128.625,0.981
128.655,0.983
128.685,0.982
128.715,0.980
128.745,0.982
128.775,0.976
128.805,0.984
128.835,0.983
128.865,0.980
128.895,0.979
128.925,0.977
128.955,0.982
128.985,0.981
129.015,0.981
129.045,0.979
129.075,0.979
129.105,0.979
129.135,0.981
129.165,0.979
129.195,0.980
129.225,0.982
129.255,0.978
129.285,0.982
129.315,0.984
129.345,0.978
129.375,0.979
129.405,0.982
129.435,0.980
129.465,0.988
129.495,0.979
129.525,0.978
129.555,0.978
129.585,0.981
129.615,0.982
129.645,0.982
129.675,0.972
129.705,0.978
129.735,0.983
129.765,0.981
129.795,0.980
129.825,0.983
129.855,0.981
129.885,0.983
129.915,0.979
129.945,0.983
129.975,0.983
130.005,0.981
130.035,0.978
130.065,0.979
130.095,0.974
130.125,0.979
130.155,0.980
130.185,0.980
130.215,0.983
130.245,0.978
130.275,0.983
130.305,0.983
130.335,0.983
130.365,0.979
130.395,0.974
130.425,0.979
130.455,0.982
130.485,0.983
130.515,0.981
130.545,0.977
130.575,0.979
130.605,0.984
130.635,0.982
130.665,0.982
130.695,0.980
130.725,0.977
130.755,0.980
130.785,0.982
130.815,0.982
130.845,0.982
130.875,0.980
130.905,0.979
130.935,0.982
130.965,0.975
130.995,0.980
131.025,0.978
131.055,0.981
131.085,0.982
131.115,0.978
131.145,0.984
131.175,0.984
131.205,0.978
131.235,0.980
131.265,0.979
131.295,0.980
131.325,0.983
131.355,0.980
131.385,0.980
131.415,0.982
131.445,0.975
131.475,0.986
131.505,0.981
131.535,0.983
131.565,0.976
131.595,0.976
131.625,0.980
131.655,0.982
131.685,0.982
131.715,0.980
131.745,0.978
131.775,0.981
131.805,0.981
131.835,0.978
131.865,0.980
131.895,0.979
131.925,0.981
131.955,0.982
131.985,0.976
132.015,0.980
132.045,0.980
132.075,0.985
132.105,0.984
132.135,0.976
132.165,0.978
132.195,0.980
132.225,0.976
132.255,0.981
132.285,0.981
132.315,0.973
132.345,0.986
132.375,0.981
132.405,0.981
132.435,0.980
132.465,0.977
132.495,0.979
132.525,0.984
132.555,0.984
132.585,0.979
132.615,0.977
132.645,0.978
132.675,0.980
132.705,0.982
132.735,0.982
132.765,0.979
132.795,0.979
132.825,0.980
132.855,0.982
132.885,0.979
132.915,0.975
132.945,0.981
132.975,0.978
133.005,0.983
133.035,0.978
133.065,0.975
133.095,0.980
133.125,0.980
133.155,0.981
133.185,0.983
133.215,0.976
133.245,0.982
133.275,0.980
133.305,0.977
133.335,0.980
133.365,0.980
133.395,0.978
133.425,0.979
133.455,0.979
133.485,0.978
133.515,0.982
133.545,0.982
133.575,0.979
133.605,0.981
133.635,0.978
133.665,0.979
133.695,0.973
133.725,0.978
133.755,0.978
133.785,0.975
133.815,0.983
133.845,0.981
133.875,0.983
133.905,0.983
133.935,0.977
133.965,0.980
133.995,0.983
134.025,0.979
134.055,0.982
134.085,0.973
134.115,0.977
134.145,0.980
134.175,0.980
134.205,0.982
134.235,0.981
134.265,0.979
134.295,0.979
134.325,0.977
134.355,0.980
134.385,0.980
134.415,0.978
134.445,0.984
134.475,0.979
134.505,0.983
134.535,0.978
134.565,0.982
134.595,0.981
134.625,0.982
134.655,0.978
134.685,0.976
134.715,0.981
134.745,0.976
134.775,0.987
134.805,0.979
134.835,0.978
134.865,0.979
134.895,0.980
134.925,0.981
134.955,0.985
134.985,0.975
135.015,0.986
135.045,0.985
135.075,0.981
135.105,0.979
135.135,0.975
135.165,0.979
135.195,0.982
135.225,0.981
135.255,0.984
135.285,0.983
135.315,0.982
135.345,0.980
135.375,0.981
135.405,0.977
135.435,0.981
135.465,0.980
135.495,0.977
135.525,0.980
135.555,0.980
135.585,0.982
135.615,0.977
135.645,0.977
135.675,0.981
135.705,0.978
135.735,0.982
135.765,0.979
135.795,0.978
135.825,0.980
135.855,0.980
135.885,0.984
135.915,0.979
135.945,0.972
135.975,0.981
136.005,0.983
136.035,0.982
136.065,0.980
136.095,0.974
136.125,0.979
136.155,0.986
136.185,0.980
136.215,0.979
136.245,0.978
136.275,0.979
136.305,0.977
136.335,0.982
136.365,0.980
136.395,0.980
136.425,0.981
136.455,0.979
136.485,0.979
136.515,0.979
136.545,0.979
136.575,0.980
136.605,0.984
136.635,0.977
136.665,0.979
136.695,0.982
136.725,0.982
136.755,0.978
136.785,0.973
136.815,0.980
136.845,0.982
136.875,0.984
136.905,0.980
136.935,0.977
136.965,0.979
136.995,0.985
137.025,0.978
137.055,0.983
137.085,0.977
137.115,0.977
137.145,0.979
137.175,0.979
137.205,0.976
137.235,0.982
137.265,0.981
137.295,0.979
137.325,0.982
137.355,0.981
137.385,0.981
137.415,0.981
137.445,0.980
137.475,0.980
137.505,0.981
137.535,0.981
137.565,0.976
137.595,0.977
137.625,0.980
137.655,0.981
137.685,0.982
137.715,0.977
137.745,0.979
137.775,0.978
137.805,0.982
137.835,0.984
137.865,0.981
137.895,0.973
137.925,0.979
137.955,0.979
137.985,0.982
138.015,0.979
138.045,0.977
138.075,0.977
138.105,0.983
138.135,0.979
138.165,0.980
138.195,0.980
138.225,0.979
138.255,0.978
138.285,0.978
138.315,0.979
138.345,0.979
138.375,0.980
138.405,0.978
138.435,0.981
138.465,0.978
138.495,0.979
138.525,0.976
138.555,0.977
138.585,0.982
138.615,0.979
138.645,0.985
138.675,0.974
138.705,0.978
138.735,0.981
138.765,0.983
138.795,0.981
138.825,0.981
138.855,0.972
138.885,0.982
138.915,0.984
138.945,0.979
138.975,0.979
139.005,0.977
139.035,0.981
139.065,0.984
139.095,0.980
139.125,0.981
139.155,0.980
139.185,0.981
139.215,0.975
139.245,0.978
139.275,0.978
139.305,0.980
139.335,0.978
139.365,0.980
139.395,0.979
139.425,0.980
139.455,0.980
139.485,0.977
139.515,0.979
139.545,0.989
139.575,0.983
139.605,0.979
139.635,0.972
139.665,0.975
139.695,0.985
139.725,0.981
139.755,0.981
139.785,0.984
139.815,0.974
139.845,0.985
139.875,0.980
139.905,0.978
139.935,0.977
139.965,0.974
139.995,0.978
140.025,0.981
140.055,0.980
140.085,0.983
140.115,0.981
140.145,0.981
140.175,0.980
140.205,0.984
140.235,0.979
140.265,0.979
140.295,0.979
140.325,0.981
140.355,0.986
140.385,0.979
140.415,0.979
140.445,0.979
140.475,0.982
140.505,0.982
140.535,0.978
140.565,0.979
140.595,0.981
140.625,0.979
140.655,0.982
140.685,0.980
140.715,0.976
140.745,0.984
140.775,0.979
140.805,0.982
140.835,0.978
140.865,0.977
140.895,0.981
140.925,0.979
140.955,0.981
140.985,0.983
141.015,0.978
141.045,0.977
141.075,0.977
141.105,0.981
141.135,0.980
141.165,0.979
141.195,0.981
141.225,0.979
141.255,0.979
141.285,0.981
141.315,0.975
141.345,0.977
141.375,0.978
141.405,0.984
141.435,0.984
141.465,0.977
141.495,0.977
141.525,0.978
141.555,0.980
141.585,0.983
141.615,0.978
141.645,0.975
141.675,0.982
141.705,0.982
141.735,0.981
141.765,0.978
141.795,0.979
141.825,0.979
141.855,0.980
141.885,0.977
141.915,0.979
141.945,0.980
141.975,0.978
142.005,0.977
142.035,0.975
142.065,0.977
142.095,0.976
142.125,0.979
142.155,0.980
142.185,0.979
142.215,0.981
142.245,0.980
142.275,0.972
142.305,0.978
142.335,0.987
142.365,0.980
142.395,0.982
142.425,0.973
142.455,0.977
142.485,0.983
142.515,0.980
142.545,0.982
142.575,0.982
142.605,0.974
142.635,0.979
142.665,0.982
142.695,0.982
142.725,0.979
142.755,0.974
142.785,0.976
142.815,0.979
142.845,0.975
142.875,0.983
142.905,0.982
142.935,0.980
142.965,0.981
142.995,0.979
143.025,0.979
143.055,0.979
143.085,0.980
143.115,0.979
143.145,0.980
143.175,0.979
143.205,0.979
143.235,0.980
143.265,0.976
143.295,0.983
143.325,0.978
143.355,0.979
143.385,0.979
143.415,0.979
143.445,0.980
143.475,0.981
143.505,0.973
143.535,0.982
143.565,0.979
143.595,0.980
143.625,0.978
143.655,0.976
143.685,0.978
143.715,0.986
143.745,0.982
143.775,0.980
143.805,0.982
143.835,0.978
143.865,0.979
143.895,0.981
143.925,0.978
143.955,0.979
143.985,0.981
144.015,0.979
144.045,0.979
144.075,0.982
144.105,0.984
144.135,0.976
144.165,0.980
144.195,0.979
144.225,0.979
144.255,0.982
144.285,0.975
144.315,0.976
144.345,0.982
144.375,0.984
144.405,0.983
144.435,0.983
144.465,0.973
144.495,0.985
144.525,0.982
144.555,0.982
144.585,0.977
144.615,0.977
144.645,0.980
144.675,0.985
144.705,0.983
144.735,0.985
144.765,0.978
144.795,0.985
144.825,0.976
144.855,0.983
144.885,0.980
144.915,0.980
144.945,0.981
144.975,0.978
145.005,0.984
145.035,0.979
145.065,0.982
145.095,0.976
145.125,0.975
145.155,0.982
145.185,0.981
145.215,0.984
145.245,0.976
145.275,0.978
145.305,0.981
145.335,0.984
145.365,0.983
145.395,0.980
145.425,0.973
145.455,0.982
145.485,0.984
145.515,0.980
145.545,0.978
145.575,0.977
145.605,0.981
145.635,0.981
145.665,0.980
145.695,0.982
145.725,0.981
145.755,0.981
145.785,0.981
145.815,0.978
145.845,0.982
145.875,0.979
145.905,0.980
145.935,0.979
145.965,0.979
145.995,0.979
146.025,0.980
146.055,0.985
146.085,0.977
146.115,0.979
146.145,0.977
146.175,0.977
146.205,0.979
146.235,0.982
146.265,0.981
146.295,0.984
146.325,0.972
146.355,0.984
146.385,0.981
146.415,0.978
146.445,0.979
146.475,0.979
146.505,0.979
146.535,0.980
146.565,0.979
146.595,0.983
146.625,0.982
146.655,0.982
146.685,0.985
146.715,0.978
146.745,0.981
146.775,0.979
146.805,0.979
146.835,0.985
146.865,0.987
146.895,0.980
146.925,0.981
146.955,0.984
146.985,0.979
147.015,0.989
147.045,0.982
147.075,0.978
147.105,0.980
147.135,0.984
147.165,0.985
147.195,0.985
147.225,0.978
147.255,0.981
147.285,0.988
147.315,0.981
147.345,0.979
147.375,0.973
147.405,0.979
147.435,0.982
147.465,0.986
147.495,0.987
147.525,0.979
147.555,0.984
147.585,0.981
147.615,0.982
147.645,0.985
147.675,0.983
147.705,0.987
147.735,0.986
147.765,0.983
147.795,0.980
147.825,0.981
147.855,0.978
147.885,0.982
147.915,0.975
147.945,0.986
147.975,0.977
148.005,0.975
148.035,0.976
148.065,0.982
148.095,0.986
148.125,0.985
148.155,0.979
148.185,0.983
148.215,0.987
148.245,0.983
148.275,0.983
148.305,0.982
148.335,0.984
148.365,0.984
148.395,0.982
148.425,0.981
148.455,0.984
148.485,0.981
148.515,0.981
148.545,0.981
148.575,0.979
148.605,0.979
148.635,0.981
148.665,0.983
148.695,0.977
148.725,0.979
148.755,0.973
148.785,0.979
148.815,0.984
148.845,0.979
148.875,0.980
148.905,0.977
148.935,0.977
148.965,0.984
148.995,0.983
149.025,0.981
149.055,0.983
149.085,0.979
149.115,0.984
149.145,0.987
149.175,0.985
149.205,0.985
149.235,0.980
149.265,0.981
149.295,0.981
149.325,0.981
149.355,0.985
149.385,0.987
149.415,0.979
149.445,0.979
149.475,0.980
149.505,0.981
149.535,0.980
149.565,0.979
149.595,0.978
149.625,0.982
149.655,0.977
149.685,0.985
149.715,0.980
149.745,0.986
149.775,0.985
149.805,0.980
149.835,0.982
149.865,0.982
149.895,0.982
149.925,0.980
149.955,0.981
149.985,0.977
150.015,0.988
150.045,0.985
150.075,0.985
150.105,0.980
150.135,0.980
150.165,0.984
150.195,0.987
150.225,0.982
150.255,0.979
150.285,0.977
150.315,0.979
150.345,0.980
150.375,0.986
150.405,0.985
150.435,0.985
150.465,0.982
150.495,0.985
150.525,0.980
150.555,0.983
150.585,0.980
150.615,0.981
150.645,0.982
150.675,0.978
150.705,0.989
150.735,0.983
150.765,0.980
150.795,0.983
150.825,0.985
150.855,0.986
150.885,0.985
150.915,0.976
150.945,0.984
150.975,0.983
151.005,0.986
151.035,0.982
151.065,0.981
151.095,0.980
151.125,0.988
151.155,0.984
151.185,0.984
151.215,0.982
151.245,0.986
151.275,0.983
151.305,0.983
151.335,0.993
151.365,0.987
151.395,0.982
151.425,0.983
151.455,0.979
151.485,0.981
151.515,0.982
151.545,0.982
151.575,0.981
151.605,0.986
151.635,0.980
151.665,0.981
151.695,0.978
151.725,0.979
151.755,0.984
151.785,0.984
151.815,0.984
151.845,0.989
151.875,0.982
151.905,0.986
151.935,0.987
151.965,0.984
151.995,0.983
152.025,0.980
152.055,0.984
152.085,0.982
152.115,0.981
152.145,0.983
152.175,0.982
152.205,0.985
152.235,0.986
152.265,0.985
152.295,0.987
152.325,0.983
152.355,0.983
152.385,0.986
152.415,0.985
152.445,0.990
152.475,0.978
152.505,0.986
152.535,0.979
152.565,0.984
152.595,0.985
152.625,0.981
152.655,0.982
152.685,0.984
152.715,0.980
152.745,0.984
152.775,0.983
152.805,0.977
152.835,0.990
152.865,0.985
152.895,0.981
152.925,0.979
152.955,0.977
152.985,0.982
153.015,0.983
153.045,0.984
153.075,0.983
153.105,0.980
153.135,0.985
153.165,0.980
153.195,0.985
153.225,0.987
153.255,0.982
153.285,0.984
153.315,0.980
153.345,0.985
153.375,0.986
153.405,0.977
153.435,0.987
153.465,0.979
153.495,0.987
153.525,0.985
153.555,0.979
153.585,0.980
153.615,0.984
153.645,0.985
153.675,0.983
153.705,0.979
153.735,0.983
153.765,0.988
153.795,0.981
153.825,0.983
153.855,0.978
153.885,0.974
153.915,0.980
153.945,0.982
153.975,0.982
154.005,0.983
154.035,0.984
154.065,0.983
154.095,0.985
154.125,0.989
154.155,0.984
154.185,0.983
154.215,0.981
154.245,0.982
154.275,0.985
154.305,0.985
154.335,0.982
154.365,0.988
154.395,0.986
154.425,0.986
154.455,0.982
154.485,0.978
154.515,0.980
154.545,0.981
154.575,0.984
154.605,0.982
154.635,0.977
154.665,0.981
154.695,0.985
154.725,0.980
154.755,0.992
154.785,0.987
154.815,0.985
154.845,0.980
154.875,0.982
154.905,0.984
154.935,0.985
154.965,0.987
154.995,0.985
155.025,0.984
155.055,0.982
155.085,0.985
155.115,0.985
155.145,0.984
155.175,0.981
155.205,0.979
155.235,0.986
155.265,0.982
155.295,0.984
155.325,0.983
155.355,0.980
155.385,0.983
155.415,0.984
155.445,0.984
155.475,0.988
155.505,0.978
155.535,0.986
155.565,0.985
155.595,0.987
155.625,0.985
155.655,0.982
155.685,0.980
155.715,0.989
155.745,0.985
155.775,0.985
155.805,0.987
155.835,0.984
155.865,0.982
155.895,0.983
155.925,0.980
155.955,0.983
155.985,0.984
156.015,0.984
156.045,0.986
156.075,0.982
156.105,0.979
156.135,0.985
156.165,0.985
156.195,0.986
156.225,0.979
156.255,0.980
156.285,0.984
156.315,0.983
156.345,0.983
156.375,0.986
156.405,0.979
156.435,0.990
156.465,0.982
156.495,0.982
156.525,0.982
156.555,0.977
156.585,0.983
156.615,0.986
156.645,0.983
156.675,0.985
156.705,0.982
156.735,0.981
156.765,0.983
156.795,0.985
156.825,0.984
156.855,0.985
156.885,0.983
156.915,0.981
156.945,0.982
156.975,0.983
157.005,0.984
157.035,0.985
157.065,0.980
157.095,0.984
157.125,0.983
157.155,0.989
157.185,0.982
157.215,0.978
157.245,0.984
157.275,0.986
157.305,0.984
157.335,0.984
157.365,0.981
157.395,0.984
157.425,0.983
157.455,0.984
157.485,0.988
157.515,0.981
157.545,0.983
157.575,0.985
157.605,0.985
157.635,0.984
157.665,0.990
157.695,0.985
157.725,0.977
157.755,0.980
157.785,0.982
157.815,0.981
157.845,0.982
157.875,0.982
157.905,0.985
157.935,0.982
157.965,0.986
157.995,0.983
158.025,0.980
158.055,0.984
158.085,0.985
158.115,0.988
158.145,0.991
158.175,0.980
158.205,0.980
158.235,0.983
158.265,0.982
158.295,0.983
158.325,0.986
158.355,0.979
158.385,0.984
158.415,0.982
158.445,0.980
158.475,0.980
158.505,0.980
158.535,0.982
158.565,0.985
158.595,0.985
158.625,0.985
158.655,0.984
158.685,0.980
158.715,0.982
158.745,0.984
158.775,0.982
158.805,0.984
158.835,0.982
158.865,0.984
158.895,0.984
158.925,0.984
158.955,0.988
158.985,0.981
159.015,0.982
159.045,0.981
159.075,0.988
159.105,0.986
159.135,0.978
159.165,0.983
159.195,0.983
159.225,0.986
159.255,0.983
159.285,0.980
159.315,0.975
159.345,0.986
159.375,0.984
159.405,0.983
159.435,0.980
159.465,0.976
159.495,0.984
159.525,0.985
159.555,0.986
159.585,0.981
159.615,0.979
159.645,0.978
159.675,0.980
159.705,0.981
159.735,0.981
159.765,0.982
159.795,0.982
159.825,0.981
159.855,0.987
159.885,0.984
159.915,0.984
159.945,0.982
159.975,0.983
160.005,0.980
160.035,0.983
160.065,0.988
160.095,0.981
160.125,0.979
160.155,0.979
160.185,0.983
160.215,0.986
160.245,0.985
160.275,0.980
160.305,0.984
160.335,0.986
160.365,0.979
160.395,0.983
160.425,0.981
160.455,0.986
160.485,0.984
160.515,0.981
160.545,0.988
160.575,0.986
160.605,0.982
160.635,0.983
160.665,0.984
160.695,0.984
160.725,0.984
160.755,0.983
160.785,0.984
160.815,0.987
160.845,0.982
160.875,0.983
160.905,0.979
160.935,0.985
160.965,0.977
160.995,0.982
161.025,0.986
161.055,0.979
161.085,0.983
161.115,0.986
161.145,0.986
161.175,0.982
161.205,0.979
161.235,0.982
161.265,0.986
161.295,0.984
161.325,0.984
161.355,0.982
161.385,0.979
161.415,0.986
161.445,0.984
161.475,0.983
161.505,0.986
161.535,0.982
161.565,0.983
161.595,0.981
161.625,0.983
161.655,0.981
161.685,0.980
161.715,0.981
161.745,0.980
161.775,0.984
161.805,0.980
161.835,0.984
161.865,0.981
161.895,0.982
161.925,0.984
161.955,0.978
161.985,0.978
162.015,0.982
162.045,0.986
162.075,0.983
162.105,0.983
162.135,0.979
162.165,0.988
162.195,0.983
162.225,0.984
162.255,0.981
162.285,0.977
162.315,0.983
162.345,0.986
162.375,0.983
162.405,0.980
162.435,0.980
162.465,0.980
162.495,0.979
162.525,0.981
162.555,0.982
162.585,0.982
162.615,0.982
162.645,0.984
162.675,0.982
162.705,0.979
162.735,0.983
162.765,0.987
162.795,0.976
162.825,0.991
162.855,0.983
162.885,0.977
162.915,0.984
162.945,0.982
162.975,0.983
163.005,0.984
163.035,0.979
163.065,0.988
163.095,0.982
163.125,0.982
163.155,0.980
163.185,0.975
163.215,0.980
163.245,0.981
163.275,0.985
163.305,0.985
163.335,0.984
163.365,0.984
163.395,0.982
163.425,0.984
163.455,0.982
163.485,0.983
163.515,0.981
163.545,0.983
163.575,0.982
163.605,0.981
163.635,0.981
163.665,0.982
163.695,0.984
163.725,0.981
