df_hash,22ZHK4.4549PD
117.228,-10743
117.253,-10255
117.278,-8930
117.303,-6888
117.328,-4847
117.353,-3565
117.378,-3177
117.403,-3072
117.428,-2429
117.453,-932
117.478,1018
117.503,2725
117.528,3798
117.553,4372
117.578,4812
117.603,5300
117.628,5730
117.653,5931
117.678,5900
117.703,5791
117.728,5724
117.753,5678
117.778,5561
117.803,5347
117.828,5095
117.853,4858
117.878,4621
117.903,4338
117.928,4002
117.953,3659
117.978,3342
118.003,3038
118.028,2718
118.053,2393
118.078,2104
118.103,1864
118.128,1636
118.153,1372
118.178,1072
118.203,775
118.228,501
118.253,217
118.278,-112
118.303,-451
118.328,-690
118.353,-735
118.378,-600
118.403,-401
118.428,-265
118.453,-230
118.478,-239
118.503,-219
118.528,-150
118.553,-71
118.578,-28
118.603,-26
118.628,-31
118.653,-14
118.678,21
118.703,44
118.728,31
118.753,-9
118.778,-54
118.803,-91
118.828,-132
118.853,-196
118.878,-283
118.903,-371
118.928,-442
118.953,-505
118.978,-584
119.003,-685
119.028,-784
119.053,-861
119.078,-932
119.103,-1045
119.128,-1208
119.153,-1352
119.178,-1358
119.203,-1157
119.228,-799
119.253,-417
119.278,-125
119.303,64
119.328,218
119.353,400
119.378,608
119.403,789
119.428,898
119.453,941
119.478,955
119.503,974
119.528,1004
119.553,1026
119.578,1024
119.603,994
119.628,950
119.653,914
119.678,904
119.703,919
119.728,936
119.753,931
119.778,897
119.803,844
119.828,776
119.853,688
119.878,568
119.903,423
119.928,268
119.953,96
119.978,-131
120.003,-437
120.028,-769
120.053,-997
120.078,-996
120.103,-758
120.128,-404
120.153,-96
120.178,87
120.203,190
120.228,304
120.253,468
120.278,638
120.303,745
120.328,772
120.353,765
120.378,775
120.403,810
120.428,833
120.453,813
120.478,757
120.503,697
120.528,644
120.553,583
120.578,495
120.603,384
120.628,277
120.653,186
120.678,95
120.703,-19
120.728,-155
120.753,-282
120.778,-380
120.803,-474
120.828,-611
120.853,-793
120.878,-938
120.903,-932
120.928,-725
120.953,-380
120.978,-34
121.003,213
121.028,361
121.053,472
121.078,598
121.103,729
121.128,818
121.153,846
121.178,833
121.203,819
121.228,819
121.253,820
121.278,799
121.303,748
121.328,672
121.353,586
121.378,497
121.403,404
121.428,299
121.453,179
121.478,53
121.503,-61
121.528,-156
121.553,-255
121.578,-392
121.603,-568
121.628,-721
121.653,-750
121.678,-595
121.703,-299
121.728,18
121.753,252
121.778,386
121.803,482
121.828,601
121.853,738
121.878,841
121.903,870
121.928,840
121.953,807
121.978,800
122.003,802
122.028,773
122.053,697
122.078,595
122.103,502
122.128,424
122.153,337
122.178,217
122.203,71
122.228,-68
122.253,-182
122.278,-294
122.303,-443
122.328,-634
122.353,-804
122.378,-852
122.403,-718
122.428,-438
122.453,-118
122.478,140
122.503,311
122.528,440
122.553,579
122.578,733
122.603,860
122.628,919
122.653,912
122.678,881
122.703,868
122.728,874
122.753,865
122.778,812
122.803,716
122.828,607
122.853,507
122.878,412
122.903,297
122.928,156
122.953,10
122.978,-113
123.003,-219
123.028,-349
123.053,-529
123.078,-723
123.103,-832
123.128,-767
123.153,-530
123.178,-216
123.203,60
123.228,251
123.253,392
123.278,539
123.303,705
123.328,851
123.353,929
123.378,935
123.403,908
123.428,886
123.453,879
123.478,864
123.503,816
123.528,729
123.553,623
123.578,519
123.603,420
123.628,314
123.653,185
123.678,41
123.703,-91
123.728,-201
123.753,-307
123.778,-448
123.803,-629
123.828,-786
123.853,-818
123.878,-668
123.903,-379
123.928,-65
123.953,175
123.978,331
124.003,455
124.028,589
124.053,722
124.078,811
124.103,835
124.128,819
124.153,804
124.178,805
124.203,799
124.228,764
124.253,695
124.278,608
124.303,520
124.328,433
124.353,339
124.378,231
124.403,107
124.428,-20
124.453,-140
124.478,-253
124.503,-378
124.528,-538
124.553,-713
124.578,-828
124.603,-793
124.628,-578
124.653,-254
124.678,53
124.703,269
124.728,414
124.753,556
124.778,725
124.803,876
124.828,950
124.853,942
124.878,909
124.903,902
124.928,916
124.953,903
124.978,839
125.003,745
125.028,657
125.053,581
125.078,491
125.103,375
125.128,253
125.153,149
125.178,56
125.203,-51
125.228,-183
125.253,-313
125.278,-418
125.303,-518
125.328,-658
125.353,-832
125.378,-953
125.403,-907
125.428,-663
125.453,-313
125.478,5
125.503,223
125.528,379
125.553,550
125.578,755
125.603,940
125.628,1041
125.653,1057
125.678,1044
125.703,1049
125.728,1067
125.753,1060
125.778,1009
125.803,933
125.828,856
125.853,782
125.878,694
125.903,585
125.928,472
125.953,369
125.978,270
126.003,161
126.028,39
126.053,-76
126.078,-172
126.103,-258
126.128,-349
126.153,-443
126.178,-521
126.203,-584
126.228,-667
126.253,-806
126.278,-970
126.303,-1050
126.328,-941
126.353,-642
126.378,-268
126.403,42
126.428,242
126.453,388
126.478,559
126.503,766
126.528,946
126.553,1044
126.578,1068
126.603,1072
126.628,1090
126.653,1111
126.678,1105
126.703,1064
126.728,1005
126.753,945
126.778,878
126.803,792
126.828,692
126.853,593
126.878,500
126.903,406
126.928,302
126.953,198
126.978,108
127.003,25
127.028,-72
127.053,-193
127.078,-317
127.103,-424
127.128,-525
127.153,-657
127.178,-827
127.203,-968
127.228,-969
127.253,-775
127.278,-444
127.303,-107
127.328,133
127.353,278
127.378,396
127.403,541
127.428,700
127.453,820
127.478,873
127.503,884
127.528,899
127.553,932
127.578,963
127.603,959
127.628,915
127.653,853
127.678,790
127.703,727
127.728,648
127.753,547
127.778,439
127.803,341
127.828,252
127.853,156
127.878,39
127.903,-88
127.928,-204
127.953,-302
127.978,-405
128.003,-543
128.028,-707
128.053,-827
128.078,-811
128.103,-623
128.128,-322
128.153,-22
128.178,193
128.203,327
128.228,441
128.253,584
128.278,740
128.303,854
128.328,897
128.353,893
128.378,890
128.403,910
128.428,928
128.453,907
128.478,845
128.503,768
128.528,701
128.553,639
128.578,558
128.603,450
128.628,334
128.653,232
128.678,142
128.703,39
128.728,-89
128.753,-225
128.778,-340
128.803,-435
128.828,-547
128.853,-706
128.878,-881
128.903,-979
128.928,-913
128.953,-679
128.978,-365
129.003,-86
129.028,105
129.053,242
129.078,386
129.103,560
129.128,725
129.153,832
129.178,874
129.203,893
129.228,936
129.253,1006
129.278,1065
129.303,1075
129.328,1028
129.353,946
129.378,849
129.403,739
129.428,609
129.453,467
129.478,334
129.503,226
129.528,129
129.553,20
129.578,-107
129.603,-232
129.628,-328
129.653,-403
129.678,-502
129.703,-654
129.728,-822
129.753,-910
129.778,-834
129.803,-594
129.828,-283
129.853,-14
129.878,167
129.903,297
129.928,437
129.953,606
129.978,764
130.003,859
130.028,875
130.053,845
130.078,814
130.103,805
130.128,810
130.153,818
130.178,829
130.203,845
130.228,856
130.253,841
130.278,786
130.303,700
130.328,611
130.353,534
130.378,457
130.403,363
130.428,252
130.453,146
130.478,56
130.503,-46
130.528,-210
130.553,-444
130.578,-673
130.603,-783
130.628,-705
130.653,-480
130.678,-226
130.703,-36
130.728,87
130.753,206
130.778,359
130.803,517
130.828,623
130.853,656
130.878,651
130.903,657
130.928,681
130.953,694
130.978,673
131.003,628
131.028,580
131.053,533
131.078,470
131.103,384
131.128,293
131.153,214
131.178,141
131.203,57
131.228,-41
131.253,-137
131.278,-221
131.303,-317
131.328,-450
131.353,-594
131.378,-660
131.403,-568
131.428,-331
131.453,-53
131.478,160
131.503,294
131.528,405
131.553,549
131.578,707
131.603,819
131.628,853
131.653,843
131.678,838
131.703,852
131.728,856
131.753,823
131.778,759
131.803,686
131.828,611
131.853,521
131.878,412
131.903,299
131.928,195
131.953,92
131.978,-23
132.003,-147
132.028,-255
132.053,-344
132.078,-447
132.103,-594
132.128,-752
132.153,-825
132.178,-729
132.203,-481
132.228,-189
132.253,40
132.278,192
132.303,329
132.328,504
132.353,699
132.378,849
132.403,916
132.428,923
132.453,918
132.478,923
132.503,920
132.528,888
132.553,827
132.578,754
132.603,681
132.628,609
132.653,539
132.678,477
132.703,417
132.728,348
132.753,260
132.778,159
132.803,63
132.828,-27
132.853,-129
132.878,-250
132.903,-374
132.928,-473
132.953,-540
132.978,-592
133.003,-625
133.028,-594
133.053,-443
133.078,-181
133.103,100
133.128,295
133.153,371
133.178,398
133.203,462
133.228,584
133.253,709
133.278,780
133.303,797
133.328,803
133.353,827
133.378,848
133.403,834
133.428,782
133.453,717
133.478,656
133.503,589
133.528,506
133.553,411
133.578,323
133.603,244
133.628,158
133.653,61
133.678,-34
133.703,-115
133.728,-195
133.753,-301
133.778,-427
133.803,-524
133.828,-550
133.853,-523
133.878,-510
133.903,-546
133.928,-579
133.953,-504
133.978,-276
134.003,39
134.028,324
134.053,511
134.078,637
134.103,773
134.128,947
134.153,1114
134.178,1220
134.203,1252
134.228,1238
134.253,1199
134.278,1131
134.303,1022
134.328,883
134.353,748
134.378,641
134.403,560
134.428,485
134.453,398
134.478,302
134.503,208
134.528,123
134.553,45
134.578,-34
134.603,-126
134.628,-228
134.653,-329
134.678,-416
134.703,-501
134.728,-608
134.753,-744
134.778,-863
134.803,-881
134.828,-743
134.853,-479
134.878,-189
134.903,34
134.928,184
134.953,317
134.978,483
135.003,667
135.028,813
135.053,888
135.078,911
135.103,926
135.128,948
135.153,960
135.178,942
135.203,897
135.228,842
135.253,786
135.278,724
135.303,651
135.328,572
135.353,492
135.378,410
135.403,320
135.428,223
135.453,128
135.478,32
135.503,-71
135.528,-185
135.553,-297
135.578,-394
135.603,-492
135.628,-620
135.653,-773
135.678,-881
135.703,-853
135.728,-660
135.753,-372
135.778,-108
135.803,70
135.828,197
135.853,341
135.878,522
135.903,694
135.928,801
135.953,846
135.978,880
136.003,947
136.028,1037
136.053,1104
136.078,1114
136.103,1069
136.128,993
136.153,905
136.178,810
136.203,711
136.228,612
136.253,518
136.278,428
136.303,340
136.328,255
136.353,170
136.378,75
136.403,-31
136.428,-138
136.453,-231
136.478,-318
136.503,-427
136.528,-572
136.553,-707
136.578,-743
136.603,-618
136.628,-366
136.653,-96
136.678,96
136.703,206
136.728,302
136.753,437
136.778,591
136.803,701
136.828,734
136.853,721
136.878,716
136.903,735
136.928,744
136.953,710
136.978,639
137.003,570
137.028,520
137.053,473
137.078,402
137.103,308
137.128,215
137.153,142
137.178,74
137.203,-7
137.228,-102
137.253,-186
137.278,-254
137.303,-335
137.328,-458
137.353,-602
137.378,-684
137.403,-628
137.428,-431
137.453,-178
137.478,35
137.503,179
137.528,298
137.553,448
137.578,629
137.603,789
137.628,876
137.653,892
137.678,879
137.703,871
137.728,866
137.753,839
137.778,779
137.803,699
137.828,615
137.853,529
137.878,435
137.903,337
137.928,249
137.953,177
137.978,107
138.003,21
138.028,-82
138.053,-190
138.078,-295
138.103,-411
138.128,-552
138.153,-694
138.178,-770
138.203,-718
138.228,-537
138.253,-288
138.278,-38
138.303,193
138.328,430
138.353,689
138.378,939
138.403,1122
138.428,1206
138.453,1213
138.478,1182
138.503,1130
138.528,1045
138.553,923
138.578,792
138.603,688
138.628,616
138.653,547
138.678,456
138.703,361
138.728,305
138.753,303
138.778,324
138.803,316
138.828,253
138.853,146
138.878,10
138.903,-157
138.928,-357
138.953,-542
138.978,-627
139.003,-556
139.028,-359
139.053,-130
139.078,48
139.103,176
139.128,301
139.153,450
139.178,585
139.203,645
139.228,617
139.253,552
139.278,523
139.303,558
139.328,631
139.353,691
139.378,702
139.403,658
139.428,572
139.453,466
139.478,363
139.503,280
139.528,212
139.553,139
139.578,51
139.603,-42
139.628,-125
139.653,-203
139.678,-299
139.703,-418
139.728,-515
139.753,-517
139.778,-389
139.803,-175
139.828,36
139.853,191
139.878,303
139.903,420
139.928,555
139.953,674
139.978,731
140.003,726
140.028,695
140.053,671
140.078,654
140.103,621
140.128,568
140.153,512
140.178,463
140.203,412
140.228,338
140.253,238
140.278,128
140.303,19
140.328,-91
140.353,-210
140.378,-329
140.403,-433
140.428,-525
140.453,-627
140.478,-747
140.503,-842
140.528,-840
140.553,-704
140.578,-476
140.603,-242
140.628,-55
140.653,113
140.678,324
140.703,590
140.728,849
140.753,1021
140.778,1078
140.803,1063
140.828,1036
140.853,1018
140.878,991
140.903,942
140.928,887
140.953,849
140.978,825
141.003,790
141.028,732
141.053,665
141.078,614
141.103,569
141.128,497
141.153,373
141.178,209
141.203,31
141.228,-150
141.253,-352
141.278,-566
141.303,-734
141.328,-776
141.353,-664
141.378,-460
141.403,-266
141.428,-138
141.453,-48
141.478,66
141.503,229
141.528,396
141.553,512
141.578,569
141.603,610
141.628,688
141.653,808
141.678,930
141.703,1006
141.728,1020
141.753,989
141.778,941
141.803,889
141.828,826
141.853,734
141.878,605
141.903,449
141.928,290
141.953,142
141.978,-6
142.003,-180
142.028,-380
142.053,-556
142.078,-635
142.103,-575
142.128,-406
142.153,-205
142.178,-30
142.203,110
142.228,250
142.253,404
142.278,548
142.303,644
142.328,676
142.353,665
142.378,643
142.403,624
142.428,605
142.453,575
142.478,530
142.503,472
142.528,404
142.553,326
142.578,242
142.603,151
142.628,51
142.653,-58
142.678,-168
142.703,-266
142.728,-357
142.753,-459
142.778,-581
142.803,-693
142.828,-731
142.853,-647
142.878,-454
142.903,-222
142.928,-21
142.953,132
142.978,269
143.003,422
143.028,580
143.053,701
143.078,760
143.103,773
143.128,778
143.153,797
143.178,822
143.203,828
143.228,805
143.253,762
143.278,715
143.303,668
143.328,616
143.353,552
143.378,478
143.403,403
143.428,332
143.453,262
143.478,180
143.503,83
143.528,-13
143.553,-96
143.578,-167
143.603,-251
143.628,-366
143.653,-486
143.678,-536
143.703,-449
143.728,-231
143.753,34
143.778,254
143.803,397
143.828,507
143.853,636
143.878,777
143.903,876
143.928,894
143.953,850
143.978,802
144.003,786
144.028,786
144.053,766
144.078,714
144.103,649
144.128,587
144.153,524
144.178,449
144.203,363
144.228,285
144.253,222
144.278,160
144.303,87
144.328,9
144.353,-58
144.378,-115
144.403,-179
144.428,-263
144.453,-352
144.478,-423
144.503,-481
144.528,-560
144.553,-678
144.578,-786
144.603,-793
144.628,-642
144.653,-372
144.678,-92
144.703,112
144.728,239
144.753,350
144.778,491
144.803,648
144.828,770
144.853,831
144.878,854
144.903,875
144.928,911
144.953,943
144.978,948
145.003,925
145.028,888
145.053,851
145.078,812
145.103,761
145.128,698
145.153,629
145.178,565
145.203,503
145.228,434
145.253,353
145.278,263
145.303,177
145.328,96
145.353,12
145.378,-86
145.403,-197
145.428,-302
145.453,-387
145.478,-462
145.503,-559
145.528,-689
145.553,-811
145.578,-843
145.603,-726
145.628,-481
145.653,-200
145.678,19
145.703,153
145.728,247
145.753,359
145.778,502
145.803,633
145.828,710
145.853,735
145.878,745
145.903,770
145.928,807
145.953,827
145.978,815
146.003,780
146.028,743
146.053,713
146.078,679
146.103,631
146.128,570
146.153,505
146.178,445
146.203,384
146.228,317
146.253,244
146.278,174
146.303,109
146.328,42
146.353,-38
146.378,-125
146.403,-200
146.428,-254
146.453,-304
146.478,-381
146.503,-481
146.528,-549
146.553,-499
146.578,-294
146.603,18
146.628,330
146.653,560
146.678,708
146.703,834
146.728,980
146.753,1130
146.778,1228
146.803,1249
146.828,1213
146.853,1164
146.878,1118
146.903,1060
146.928,978
146.953,880
146.978,785
147.003,698
147.028,603
147.053,495
147.078,391
147.103,309
147.128,245
147.153,170
147.178,69
147.203,-41
147.228,-135
147.253,-208
147.278,-284
147.303,-377
147.328,-471
147.353,-542
147.378,-597
147.403,-673
147.428,-788
147.453,-890
147.478,-890
147.503,-735
147.528,-472
147.553,-210
147.578,-31
147.603,71
147.628,159
147.653,277
147.678,412
147.703,519
147.728,577
147.753,603
147.778,630
147.803,669
147.828,707
147.853,728
147.878,725
147.903,705
147.928,678
147.953,640
147.978,586
148.003,508
148.028,410
148.053,306
148.078,212
148.103,137
148.128,78
148.153,26
148.178,-17
148.203,-47
148.228,-72
148.253,-118
148.278,-203
148.303,-304
148.328,-352
148.353,-283
148.378,-100
148.403,116
148.428,280
148.453,362
148.478,406
148.503,463
148.528,536
148.553,587
148.578,592
148.603,568
148.628,552
148.653,554
148.678,555
148.703,545
148.728,547
148.753,587
148.778,653
148.803,691
148.828,664
148.853,588
148.878,510
148.903,454
148.928,400
148.953,317
148.978,209
149.003,107
149.028,20
149.053,-77
149.078,-209
149.103,-335
149.128,-369
149.153,-254
149.178,-20
149.203,238
149.228,441
149.253,580
149.278,692
149.303,800
149.328,887
149.353,915
149.378,874
149.403,785
149.428,680
149.453,585
149.478,513
149.503,464
149.528,423
149.553,363
149.578,268
149.603,159
149.628,81
149.653,68
149.678,100
149.703,124
149.728,95
149.753,5
149.778,-128
149.803,-294
149.828,-483
149.853,-658
149.878,-755
149.903,-720
149.928,-559
149.953,-344
149.978,-153
150.003,-14
150.028,96
150.053,208
150.078,322
150.103,421
150.128,504
150.153,599
150.178,725
150.203,868
150.228,975
150.253,997
150.278,925
150.303,788
150.328,630
150.353,482
150.378,353
150.403,238
150.428,135
150.453,41
150.478,-41
150.503,-114
150.528,-178
150.553,-223
150.578,-228
150.603,-174
150.628,-62
150.653,76
150.678,198
150.703,285
150.728,352
150.753,428
150.778,519
150.803,596
150.828,629
150.853,620
150.878,598
150.903,591
150.928,590
150.953,571
150.978,524
151.003,463
151.028,403
151.053,338
151.078,252
151.103,144
151.128,37
151.153,-50
151.178,-133
151.203,-235
151.228,-346
151.253,-411
151.278,-370
151.303,-226
151.328,-42
151.353,109
151.378,211
151.403,300
151.428,410
151.453,530
151.478,616
151.503,642
151.528,626
151.553,610
151.578,612
151.603,618
151.628,601
151.653,553
151.678,491
151.703,434
151.728,397
151.753,383
151.778,385
151.803,388
151.828,368
151.853,307
151.878,206
151.903,81
151.928,-52
151.953,-198
151.978,-358
152.003,-507
152.028,-589
152.053,-552
152.078,-394
152.103,-175
152.128,29
152.153,181
152.178,297
152.203,420
152.228,565
152.253,707
152.278,805
152.303,846
152.328,854
152.353,859
152.378,869
152.403,864
152.428,821
152.453,740
152.478,647
152.503,565
152.528,494
152.553,418
152.578,329
152.603,238
152.628,158
152.653,86
152.678,2
152.703,-107
152.728,-227
152.753,-332
152.778,-414
152.803,-491
152.828,-574
152.853,-636
152.878,-617
152.903,-478
152.928,-251
152.953,-18
152.978,155
153.003,273
153.028,384
153.053,521
153.078,663
153.103,760
153.128,792
153.153,784
153.178,777
153.203,783
153.228,783
153.253,755
153.278,703
153.303,642
153.328,580
153.353,510
153.378,432
153.403,355
153.428,288
153.453,223
153.478,141
153.503,43
153.528,-52
153.553,-132
153.578,-210
153.603,-312
153.628,-430
153.653,-507
153.678,-477
153.703,-328
153.728,-121
153.753,60
153.778,184
153.803,278
153.828,382
153.853,503
153.878,605
153.903,658
153.928,666
153.953,659
153.978,659
154.003,662
154.028,653
154.053,624
154.078,581
154.103,532
154.128,478
154.153,419
154.178,351
154.203,276
154.228,196
154.253,118
154.278,45
154.303,-24
154.328,-108
154.353,-216
154.378,-327
154.403,-389
154.428,-347
154.453,-198
154.478,-1
154.503,170
154.528,289
154.553,382
154.578,490
154.603,611
154.628,702
154.653,732
154.678,714
154.703,693
154.728,692
154.753,697
154.778,676
154.803,624
154.828,564
154.853,514
154.878,464
154.903,396
154.928,308
154.953,220
154.978,146
155.003,76
155.028,-5
155.053,-101
155.078,-190
155.103,-266
155.128,-350
155.153,-463
155.178,-584
155.203,-643
155.228,-577
155.253,-388
155.278,-153
155.303,45
155.328,185
155.353,298
155.378,427
155.403,573
155.428,698
155.453,771
155.478,796
155.503,799
155.528,805
155.553,814
155.578,812
155.603,788
155.628,741
155.653,682
155.678,620
155.703,561
155.728,499
155.753,427
155.778,340
155.803,251
155.828,170
155.853,100
155.878,27
155.903,-56
155.928,-144
155.953,-216
155.978,-267
156.003,-320
156.028,-400
156.053,-489
156.078,-523
156.103,-442
156.128,-247
156.153,-13
156.178,172
156.203,278
156.228,344
156.253,423
156.278,530
156.303,635
156.328,698
156.353,718
156.378,723
156.403,739
156.428,767
156.453,787
156.478,784
156.503,757
156.528,718
156.553,678
156.578,633
156.603,580
156.628,515
156.653,442
156.678,369
156.703,299
156.728,226
156.753,146
156.778,59
156.803,-22
156.828,-95
156.853,-170
156.878,-270
156.903,-394
156.928,-498
156.953,-513
156.978,-401
157.003,-196
157.028,14
157.053,162
157.078,243
157.103,303
157.128,383
157.153,472
157.178,528
157.203,535
157.228,518
157.253,516
157.278,537
157.303,553
157.328,538
157.353,495
157.378,452
157.403,422
157.428,394
157.453,353
157.478,304
157.503,265
157.528,239
157.553,202
157.578,127
157.603,23
157.628,-76
157.653,-155
157.678,-235
157.703,-347
157.728,-477
157.753,-555
157.778,-508
157.803,-334
157.828,-112
157.853,65
157.878,172
157.903,251
157.928,360
157.953,508
157.978,653
158.003,752
158.028,795
158.053,801
158.078,786
158.103,749
158.128,690
158.153,620
158.178,554
158.203,497
158.228,440
158.253,379
158.278,316
158.303,258
158.328,202
158.353,138
158.378,69
158.403,10
158.428,-34
158.453,-77
158.478,-140
158.503,-228
158.528,-319
158.553,-370
158.578,-335
158.603,-188
158.628,61
158.653,360
158.678,620
158.703,787
158.728,891
158.753,1020
158.778,1218
158.803,1416
158.828,1499
158.853,1458
158.878,1440
158.903,1580
158.928,1784
158.953,1727
158.978,1159
159.003,249
159.028,-456
159.053,-487
159.078,85
159.103,672
159.128,687
159.153,86
159.178,-633
159.203,-948
159.228,-799
159.253,-593
159.278,-738
159.303,-1239
159.328,-1731
159.353,-1862
159.378,-1591
159.403,-1141
159.428,-735
159.453,-431
159.478,-170
159.503,80
159.528,289
159.553,427
159.578,524
159.603,627
159.628,737
159.653,813
159.678,836
159.703,840
159.728,863
159.753,902
159.778,913
159.803,874
159.828,810
159.853,761
159.878,727
159.903,678
159.928,596
159.953,503
159.978,428
160.003,369
160.028,295
160.053,192
160.078,83
160.103,-2
160.128,-77
160.153,-183
160.178,-329
160.203,-450
160.228,-449
160.253,-286
160.278,-24
160.303,222
160.328,380
160.353,466
160.378,541
160.403,639
160.428,738
160.453,799
160.478,811
160.503,803
160.528,805
160.553,817
160.578,816
160.603,787
160.628,735
160.653,679
160.678,623
160.703,561
160.728,485
160.753,404
160.778,327
160.803,254
160.828,174
160.853,81
160.878,-9
160.903,-83
160.928,-141
160.953,-204
160.978,-286
161.003,-376
161.028,-452
161.053,-517
161.078,-602
161.103,-728
161.128,-851
161.153,-876
161.178,-729
161.203,-432
161.228,-93
161.253,174
161.278,342
161.303,464
161.328,599
161.353,752
161.378,882
161.403,955
161.428,983
161.453,1000
161.478,1023
161.503,1038
161.528,1023
161.553,980
161.578,920
161.603,850
161.628,763
161.653,662
161.678,556
161.703,457
161.728,360
161.753,252
161.778,132
161.803,20
161.828,-64
161.853,-129
161.878,-192
161.903,-260
161.928,-320
161.953,-366
161.978,-422
162.003,-514
162.028,-615
162.053,-640
162.078,-506
162.103,-222
162.128,109
162.153,367
162.178,512
162.203,594
162.228,679
162.253,779
162.278,851
162.303,866
162.328,847
162.353,837
162.378,853
162.403,869
162.428,858
162.453,822
162.478,782
162.503,748
162.528,706
162.553,643
162.578,568
162.603,495
162.628,423
162.653,335
162.678,230
162.703,125
162.728,31
162.753,-70
162.778,-214
162.803,-389
162.828,-518
162.853,-510
162.878,-347
162.903,-106
162.928,99
162.953,215
162.978,269
163.003,322
163.028,395
163.053,462
163.078,490
163.103,481
163.128,461
163.153,451
163.178,448
163.203,433
163.228,397
163.253,342
163.278,278
163.303,210
163.328,141
163.353,67
163.378,-16
163.403,-113
163.428,-217
163.453,-312
163.478,-398
163.503,-496
163.528,-629
163.553,-783
163.578,-887
163.603,-860
163.628,-682
163.653,-419
163.678,-175
163.703,-8
163.728,101
163.753,213
163.778,356
163.803,503
163.828,605
163.853,648
163.878,656
163.903,669
163.928,704
163.953,755
163.978,804
164.003,839
164.028,856
164.053,853
164.078,829
164.103,788
164.128,735
164.153,675
164.178,609
164.203,534
164.228,442
164.253,322
164.278,181
164.303,57
164.328,14
164.353,93
164.378,274
164.403,475
164.428,611
164.453,652
164.478,638
164.503,632
164.528,658
164.553,691
164.578,692
164.603,654
164.628,605
164.653,574
164.678,563
164.703,548
164.728,507
164.753,443
164.778,376
164.803,318
164.828,263
164.853,193
164.878,98
164.903,-4
164.928,-93
164.953,-165
164.978,-241
165.003,-345
165.028,-462
165.053,-527
165.078,-470
165.103,-281
165.128,-27
165.153,189
165.178,311
165.203,359
165.228,385
165.253,417
165.278,439
165.303,434
165.328,417
165.353,424
165.378,469
165.403,516
165.428,522
165.453,476
165.478,407
165.503,340
165.528,270
165.553,176
165.578,60
165.603,-52
165.628,-145
165.653,-236
165.678,-354
165.703,-481
165.728,-545
165.753,-481
165.778,-298
165.803,-72
165.828,109
165.853,225
165.878,306
165.903,391
165.928,475
165.953,530
165.978,542
166.003,525
166.028,508
166.053,498
166.078,484
166.103,455
166.128,411
166.153,361
166.178,312
166.203,263
166.228,211
166.253,153
166.278,87
166.303,13
166.328,-58
166.353,-122
166.378,-182
166.403,-248
166.428,-313
166.453,-334
166.478,-255
166.503,-57
166.528,211
166.553,467
166.578,651
166.603,771
166.628,876
166.653,993
166.678,1102
166.703,1162
166.728,1164
166.753,1134
166.778,1107
166.803,1088
166.828,1054
166.853,984
166.878,878
166.903,748
166.928,611
166.953,475
166.978,342
167.003,210
167.028,73
167.053,-66
167.078,-198
167.103,-312
167.128,-416
167.153,-531
167.178,-667
167.203,-782
167.228,-806
167.253,-691
167.278,-472
167.303,-241
167.328,-71
167.353,35
167.378,130
167.403,245
167.428,356
167.453,421
167.478,428
167.503,417
167.528,426
167.553,458
167.578,484
167.603,487
167.628,475
167.653,464
167.678,451
167.703,421
167.728,368
167.753,307
167.778,252
167.803,202
167.828,151
167.853,98
167.878,51
167.903,0
167.928,-75
167.953,-177
167.978,-258
168.003,-245
168.028,-104
168.053,117
168.078,325
168.103,459
168.128,532
168.153,596
168.178,682
168.203,769
168.228,822
168.253,833
168.278,828
168.303,829
168.328,834
168.353,827
168.378,797
168.403,751
168.428,700
168.453,646
168.478,586
168.503,515
168.528,432
168.553,341
168.578,246
168.603,158
168.628,81
168.653,3
168.678,-94
168.703,-209
168.728,-301
168.753,-309
168.778,-206
168.803,-31
168.828,144
168.853,270
168.878,351
168.903,414
168.928,461
168.953,459
168.978,379
169.003,243
169.028,102
169.053,-12
169.078,-117
169.103,-253
169.128,-425
169.153,-585
169.178,-671
169.203,-661
169.228,-589
169.253,-514
169.278,-472
169.303,-461
169.328,-459
169.353,-456
169.378,-459
169.403,-470
169.428,-469
169.453,-407
169.478,-238
169.503,46
169.528,402
169.553,758
169.578,1064
169.603,1308
169.628,1503
169.653,1640
169.678,1680
169.703,1596
169.728,1410
169.753,1202
169.778,1045
169.803,955
169.828,889
169.853,802
169.878,691
169.903,586
169.928,505
169.953,432
169.978,336
170.003,219
170.028,103
170.053,2
170.078,-101
170.103,-225
170.128,-345
170.153,-393
170.178,-316
170.203,-128
170.228,95
170.253,281
170.278,413
170.303,518
170.328,619
170.353,707
170.378,755
170.403,758
170.428,736
170.453,711
170.478,686
170.503,646
170.528,582
170.553,499
170.578,408
170.603,316
170.628,223
170.653,126
170.678,28
170.703,-73
170.728,-179
170.753,-285
170.778,-384
170.803,-476
170.828,-577
170.853,-697
170.878,-810
170.903,-852
170.928,-763
170.953,-543
170.978,-266
171.003,-22
171.028,149
171.053,280
171.078,421
171.103,582
171.128,722
171.153,796
171.178,801
171.203,778
171.228,770
171.253,777
171.278,772
171.303,736
171.328,680
171.353,625
171.378,578
171.403,525
171.428,452
171.453,365
171.478,285
171.503,221
171.528,159
171.553,80
171.578,-13
171.603,-105
171.628,-185
171.653,-272
171.678,-391
171.703,-532
171.728,-637
171.753,-631
171.778,-489
171.803,-257
171.828,-22
171.853,159
171.878,293
171.903,422
171.928,570
