df_hash,22ZHK4.K83A0A
393.914,1.032
393.944,1.031
393.974,1.032
394.004,1.033
394.034,1.029
394.064,1.027
394.094,1.035
394.124,1.036
394.154,1.030
394.184,1.034
394.214,1.032
394.244,1.035
394.274,1.029
394.304,1.030
394.334,1.033
394.364,1.034
394.394,1.039
394.424,1.037
394.454,1.037
394.484,1.035
394.514,1.034
394.544,1.035
394.574,1.031
394.604,1.030
394.634,1.026
394.664,1.031
394.694,1.040
394.724,1.041
394.754,1.036
394.784,1.031
394.814,1.036
394.844,1.030
394.874,1.034
394.904,1.031
394.934,1.038
394.964,1.032
394.994,1.025
395.024,1.024
395.054,1.035
395.084,1.035
395.114,1.040
395.144,1.041
395.174,1.035
395.204,1.037
395.234,1.024
395.264,1.027
395.294,1.027
395.324,1.029
395.354,1.030
395.384,1.026
395.414,1.030
395.444,1.034
395.474,1.032
395.504,1.028
395.534,1.038
395.564,1.039
395.594,1.040
395.624,1.039
395.654,1.036
395.684,1.036
395.714,1.041
395.744,1.039
395.774,1.041
395.804,1.033
395.834,1.030
395.864,1.039
395.894,1.036
395.924,1.027
395.954,1.025
395.984,1.032
396.014,1.037
396.044,1.038
396.074,1.035
396.104,1.030
396.134,1.031
396.164,1.034
396.194,1.039
396.224,1.037
396.254,1.034
396.284,1.030
396.314,1.033
396.344,1.033
396.374,1.026
396.404,1.034
396.434,1.031
396.464,1.040
396.494,1.032
396.524,1.032
396.554,1.036
396.584,1.033
396.614,1.037
396.644,1.037
396.674,1.039
396.704,1.035
396.734,1.035
396.764,1.033
396.794,1.033
396.824,1.036
396.854,1.034
396.884,1.031
396.914,1.028
396.944,1.038
396.974,1.035
397.004,1.031
397.034,1.030
397.064,1.027
397.094,1.029
397.124,1.036
397.154,1.039
397.184,1.033
397.214,1.036
397.244,1.030
397.274,1.038
397.304,1.034
397.334,1.032
397.364,1.033
397.394,1.034
397.424,1.038
397.454,1.042
397.484,1.046
397.514,1.038
397.544,1.043
397.574,1.039
397.604,1.036
397.634,1.033
397.664,1.032
397.694,1.024
397.724,1.024
397.754,1.026
397.784,1.032
397.814,1.033
397.844,1.038
397.874,1.031
397.904,1.031
397.934,1.032
397.964,1.037
397.994,1.036
398.024,1.046
398.054,1.035
398.084,1.030
398.114,1.030
398.144,1.039
398.174,1.045
398.204,1.041
398.234,1.044
398.264,1.036
398.294,1.030
398.324,1.029
398.354,1.036
398.384,1.030
398.414,1.029
398.444,1.029
398.474,1.035
398.504,1.034
398.534,1.036
398.564,1.035
398.594,1.030
398.624,1.030
398.654,1.034
398.684,1.031
398.714,1.035
398.744,1.043
398.774,1.038
398.804,1.035
398.834,1.034
398.864,1.035
398.894,1.041
398.924,1.035
398.954,1.039
398.984,1.036
399.014,1.035
399.044,1.035
399.074,1.045
399.104,1.047
399.134,1.042
399.164,1.035
399.194,1.030
399.224,1.026
399.254,1.031
399.284,1.037
399.314,1.037
399.344,1.038
399.374,1.034
399.404,1.032
399.434,1.027
399.464,1.035
399.494,1.034
399.524,1.036
399.554,1.035
399.584,1.035
399.614,1.031
399.644,1.039
399.674,1.039
399.704,1.040
399.734,1.038
399.764,1.044
399.794,1.040
399.824,1.039
399.854,1.035
399.884,1.034
399.914,1.027
399.944,1.036
399.974,1.040
400.004,1.039
400.034,1.036
400.064,1.026
400.094,1.032
400.124,1.043
400.154,1.043
400.184,1.039
400.214,1.030
400.244,1.030
400.274,1.028
400.304,1.029
400.334,1.036
400.364,1.033
400.394,1.032
400.424,1.038
400.454,1.034
400.484,1.038
400.514,1.040
400.544,1.033
400.574,1.030
400.604,1.034
400.634,1.031
400.664,1.031
400.694,1.035
400.724,1.032
400.754,1.040
400.784,1.033
400.814,1.029
400.844,1.037
400.874,1.039
400.904,1.042
400.934,1.037
400.964,1.038
400.994,1.037
401.024,1.046
401.054,1.037
401.084,1.041
401.114,1.040
401.144,1.036
401.174,1.035
401.204,1.034
401.234,1.031
401.264,1.030
401.294,1.037
401.324,1.031
401.354,1.037
401.384,1.037
401.414,1.036
401.444,1.035
401.474,1.029
401.504,1.023
401.534,1.025
401.564,1.032
401.594,1.035
401.624,1.036
401.654,1.033
401.684,1.032
401.714,1.035
401.744,1.033
401.774,1.033
401.804,1.043
401.834,1.034
401.864,1.034
401.894,1.034
401.924,1.036
401.954,1.037
401.984,1.044
402.014,1.043
402.044,1.040
402.074,1.038
402.104,1.036
402.134,1.037
402.164,1.033
402.194,1.039
402.224,1.035
402.254,1.033
402.284,1.034
402.314,1.033
402.344,1.027
402.374,1.033
402.404,1.037
402.434,1.035
402.464,1.031
402.494,1.034
402.524,1.035
402.554,1.026
402.584,1.029
402.614,1.039
402.644,1.039
402.674,1.033
402.704,1.034
402.734,1.030
402.764,1.033
402.794,1.039
402.824,1.041
402.854,1.041
402.884,1.040
402.914,1.041
402.944,1.039
402.974,1.033
403.004,1.033
403.034,1.033
403.064,1.031
403.094,1.033
403.124,1.032
403.154,1.036
403.184,1.032
403.214,1.026
403.244,1.023
403.274,1.029
403.304,1.034
403.334,1.029
403.364,1.039
403.394,1.035
403.424,1.032
403.454,1.034
403.484,1.034
403.514,1.033
403.544,1.034
403.574,1.032
403.604,1.032
403.634,1.034
403.664,1.035
403.694,1.031
403.724,1.034
403.754,1.033
403.784,1.031
403.814,1.030
403.844,1.031
403.874,1.030
403.904,1.030
403.934,1.041
403.964,1.034
403.994,1.030
404.024,1.038
404.054,1.038
404.084,1.036
404.114,1.030
404.144,1.023
404.174,1.026
404.204,1.034
404.234,1.038
404.264,1.034
404.294,1.039
404.324,1.034
404.354,1.031
404.384,1.034
404.414,1.034
404.444,1.031
404.474,1.035
404.504,1.034
404.534,1.027
404.564,1.030
404.594,1.034
404.624,1.039
404.654,1.035
404.684,1.028
404.714,1.030
404.744,1.033
404.774,1.034
404.804,1.054
404.834,1.066
404.864,1.067
404.894,1.056
404.924,1.047
404.954,1.030
404.984,1.050
405.014,1.060
405.044,1.044
405.074,1.058
405.104,1.065
405.134,1.073
405.164,1.056
405.194,1.055
405.224,1.042
405.254,1.027
405.284,1.024
405.314,1.008
405.344,0.998
405.374,1.020
405.404,1.025
405.434,1.007
405.464,1.000
405.494,1.006
405.524,1.014
405.554,1.017
405.584,1.022
405.614,1.023
405.644,1.018
405.674,1.000
405.704,0.993
405.734,1.003
405.764,1.010
405.794,1.013
405.824,1.021
405.854,1.023
405.884,1.026
405.914,1.021
405.944,1.031
405.974,1.026
406.004,1.028
406.034,1.024
406.064,1.020
406.094,1.011
406.124,1.011
406.154,1.007
406.184,1.014
406.214,1.017
406.244,1.017
406.274,1.021
406.304,1.032
406.334,1.017
406.364,1.002
406.394,1.015
406.424,1.007
406.454,0.998
406.484,0.982
406.514,0.998
406.544,1.001
406.574,1.020
406.604,1.062
406.634,1.071
406.664,1.080
406.694,1.099
406.724,1.104
406.754,1.096
406.784,1.105
406.814,1.104
406.844,1.089
406.874,1.054
406.904,1.024
406.934,1.000
406.964,0.995
406.994,0.982
407.024,0.983
407.054,0.992
407.084,1.000
407.114,1.002
407.144,1.005
407.174,1.006
407.204,0.997
407.234,1.021
407.264,1.042
407.294,1.038
407.324,1.036
407.354,1.033
407.384,1.019
407.414,1.022
407.444,1.022
407.474,1.017
407.504,1.015
407.534,1.010
407.564,1.015
407.594,1.017
407.624,1.016
407.654,1.011
407.684,1.007
407.714,1.011
407.744,1.019
407.774,1.021
407.804,1.009
407.834,1.005
407.864,1.020
407.894,1.026
407.924,1.022
407.954,1.024
407.984,1.028
408.014,1.029
408.044,1.020
408.074,1.022
408.104,1.014
408.134,1.021
408.164,1.022
408.194,1.025
408.224,1.029
408.254,1.029
408.284,1.028
408.314,1.026
408.344,1.033
408.374,1.030
408.404,1.027
408.434,1.029
408.464,1.027
408.494,1.031
408.524,1.031
408.554,1.023
408.584,1.029
408.614,1.037
408.644,1.026
408.674,1.023
408.704,1.028
408.734,1.028
408.764,1.023
408.794,1.028
408.824,1.027
408.854,1.030
408.884,1.025
408.914,1.024
408.944,1.029
408.974,1.023
409.004,1.028
409.034,1.022
409.064,1.028
409.094,1.033
409.124,1.032
409.154,1.032
409.184,1.038
409.214,1.035
409.244,1.030
409.274,1.021
409.304,1.019
409.334,1.024
409.364,1.026
409.394,1.033
409.424,1.030
409.454,1.023
409.484,1.036
409.514,1.034
409.544,1.037
409.574,1.027
409.604,1.023
409.634,1.016
409.664,1.024
409.694,1.026
409.724,1.034
409.754,1.032
409.784,1.026
409.814,1.030
409.844,1.026
409.874,1.027
409.904,1.024
409.934,1.030
409.964,1.036
409.994,1.029
410.024,1.024
410.054,1.031
410.084,1.034
410.114,1.040
410.144,1.039
410.174,1.018
410.204,1.024
410.234,1.026
410.264,1.032
410.294,1.031
410.324,1.034
410.354,1.044
410.384,1.046
410.414,1.036
410.444,1.032
410.474,1.037
410.504,1.038
410.534,1.036
410.564,1.035
410.594,1.035
410.624,1.032
410.654,1.025
410.684,1.029
410.714,1.028
410.744,1.033
410.774,1.033
410.804,1.029
410.834,1.043
410.864,1.036
410.894,1.030
410.924,1.036
410.954,1.041
410.984,1.030
411.014,1.029
411.044,1.028
411.074,1.034
411.104,1.033
411.134,1.036
411.164,1.030
411.194,1.033
411.224,1.027
411.254,1.025
411.284,1.036
411.314,1.041
411.344,1.041
411.374,1.039
411.404,1.036
411.434,1.035
411.464,1.027
411.494,1.025
411.524,1.031
411.554,1.034
411.584,1.030
411.614,1.034
411.644,1.033
411.674,1.038
411.704,1.040
411.734,1.027
411.764,1.040
411.794,1.047
411.824,1.038
411.854,1.030
411.884,1.024
411.914,1.032
411.944,1.038
411.974,1.048
412.004,1.036
412.034,1.032
412.064,1.034
412.094,1.034
412.124,1.028
412.154,1.025
412.184,1.025
412.214,1.037
412.244,1.039
412.274,1.039
412.304,1.045
412.334,1.050
412.364,1.047
412.394,1.067
412.424,1.074
412.454,1.070
412.484,1.054
412.514,1.029
412.544,1.022
412.574,1.029
412.604,1.024
412.634,1.021
412.664,1.015
412.694,0.997
412.724,1.006
412.754,1.014
412.784,1.016
412.814,1.024
412.844,1.015
412.874,1.014
412.904,1.007
412.934,1.020
412.964,1.025
412.994,1.017
413.024,1.020
413.054,1.025
413.084,1.027
413.114,1.041
413.144,1.037
413.174,1.024
413.204,1.026
413.234,1.020
413.264,1.024
413.294,1.033
413.324,1.044
413.354,1.044
413.384,1.042
413.414,1.043
413.444,1.039
413.474,1.043
413.504,1.044
413.534,1.045
413.564,1.040
413.594,1.030
413.624,1.034
413.654,1.029
413.684,1.030
413.714,1.035
413.744,1.034
413.774,1.032
413.804,1.036
413.834,1.039
413.864,1.036
413.894,1.035
413.924,1.045
413.954,1.043
413.984,1.031
414.014,1.048
414.044,1.059
414.074,1.047
414.104,1.037
414.134,1.027
414.164,1.011
414.194,1.035
414.224,1.038
414.254,1.044
414.284,1.039
414.314,1.031
414.344,1.021
414.374,1.027
414.404,1.021
414.434,1.028
414.464,1.016
414.494,1.014
414.524,1.021
414.554,1.020
414.584,1.027
414.614,1.019
414.644,1.007
414.674,1.015
414.704,1.022
414.734,1.030
414.764,1.046
414.794,1.050
414.824,1.046
414.854,1.044
414.884,1.042
414.914,1.045
414.944,1.052
414.974,1.053
415.004,1.059
415.034,1.054
415.064,1.053
415.094,1.051
415.124,1.052
415.154,1.059
415.184,1.064
415.214,1.062
415.244,1.062
415.274,1.062
415.304,1.055
415.334,1.058
415.364,1.058
415.394,1.055
415.424,1.053
415.454,1.050
415.484,1.057
415.514,1.051
415.544,1.051
415.574,1.049
415.604,1.047
415.634,1.043
415.664,1.047
415.694,1.053
415.724,1.059
415.754,1.049
415.784,1.044
415.814,1.040
415.844,1.049
415.874,1.050
415.904,1.054
415.934,1.055
415.964,1.052
415.994,1.048
416.024,1.044
416.054,1.048
416.084,1.048
416.114,1.046
416.144,1.045
416.174,1.045
416.204,1.047
416.234,1.053
416.264,1.050
416.294,1.045
416.324,1.046
416.354,1.054
416.384,1.043
416.414,1.048
416.444,1.051
416.474,1.047
416.504,1.048
416.534,1.047
416.564,1.044
416.594,1.051
416.624,1.049
416.654,1.051
416.684,1.046
416.714,1.043
416.744,1.045
416.774,1.049
416.804,1.051
416.834,1.060
416.864,1.055
416.894,1.058
416.924,1.051
416.954,1.046
416.984,1.050
417.014,1.054
417.044,1.060
417.074,1.073
417.104,1.092
417.134,1.104
417.164,1.107
417.194,1.104
417.224,1.091
417.254,1.101
417.284,1.097
417.314,1.078
417.344,1.056
417.374,1.031
417.404,0.998
417.434,0.979
417.464,0.967
417.494,0.973
417.524,0.977
417.554,0.987
417.584,0.984
417.614,0.996
417.644,1.014
417.674,1.015
417.704,1.021
417.734,1.026
417.764,1.023
417.794,1.028
417.824,1.023
417.854,1.038
417.884,1.036
417.914,1.034
417.944,1.035
417.974,1.030
418.004,1.032
418.034,1.031
418.064,1.030
418.094,1.036
418.124,1.032
418.154,1.038
418.184,1.037
418.214,1.032
418.244,1.028
418.274,1.039
418.304,1.042
418.334,1.039
418.364,1.035
418.394,1.045
418.424,1.040
418.454,1.036
418.484,1.029
418.514,1.036
418.544,1.038
418.574,1.047
418.604,1.041
418.634,1.039
418.664,1.040
418.694,1.039
418.724,1.036
418.754,1.033
418.784,1.041
418.814,1.037
418.844,1.034
418.874,1.035
418.904,1.037
418.934,1.032
418.964,1.029
418.994,1.035
419.024,1.032
419.054,1.043
419.084,1.036
419.114,1.037
419.144,1.041
419.174,1.040
419.204,1.034
419.234,1.034
419.264,1.034
419.294,1.034
419.324,1.039
419.354,1.040
419.384,1.040
419.414,1.038
419.444,1.032
419.474,1.038
419.504,1.042
419.534,1.041
419.564,1.039
419.594,1.041
419.624,1.037
419.654,1.034
419.684,1.040
419.714,1.045
419.744,1.038
419.774,1.034
419.804,1.041
419.834,1.046
419.864,1.040
419.894,1.034
419.924,1.038
419.954,1.039
419.984,1.039
420.014,1.032
420.044,1.033
420.074,1.036
420.104,1.038
420.134,1.037
420.164,1.036
420.194,1.038
420.224,1.042
420.254,1.038
420.284,1.040
420.314,1.040
420.344,1.039
420.374,1.035
420.404,1.045
420.434,1.047
420.464,1.050
420.494,1.044
420.524,1.036
420.554,1.041
420.584,1.036
420.614,1.039
420.644,1.041
420.674,1.034
420.704,1.022
420.734,1.033
420.764,1.040
420.794,1.041
420.824,1.037
420.854,1.035
420.884,1.031
420.914,1.037
420.944,1.041
420.974,1.039
421.004,1.038
421.034,1.034
421.064,1.037
421.094,1.040
421.124,1.037
421.154,1.038
421.184,1.032
421.214,1.037
421.244,1.040
421.274,1.041
421.304,1.036
421.334,1.035
421.364,1.032
421.394,1.036
421.424,1.036
421.454,1.039
421.484,1.042
421.514,1.041
421.544,1.037
421.574,1.034
421.604,1.039
421.634,1.035
421.664,1.035
421.694,1.037
421.724,1.035
421.754,1.039
421.784,1.039
421.814,1.043
421.844,1.047
421.874,1.034
421.904,1.037
421.934,1.040
421.964,1.042
421.994,1.047
422.024,1.042
422.054,1.032
422.084,1.039
422.114,1.033
422.144,1.035
422.174,1.036
422.204,1.038
422.234,1.034
422.264,1.039
422.294,1.037
422.324,1.034
422.354,1.038
422.384,1.039
422.414,1.039
422.444,1.037
422.474,1.035
422.504,1.033
422.534,1.041
422.564,1.042
422.594,1.039
422.624,1.038
422.654,1.033
422.684,1.039
422.714,1.038
422.744,1.042
422.774,1.049
422.804,1.033
422.834,1.035
422.864,1.047
422.894,1.049
422.924,1.063
422.954,1.077
422.984,1.083
423.014,1.091
423.044,1.130
423.074,1.137
423.104,1.110
423.134,1.078
423.164,1.075
423.194,1.065
423.224,1.049
423.254,1.024
423.284,0.992
423.314,0.998
423.344,1.003
423.374,0.982
423.404,0.997
423.434,0.968
423.464,0.956
423.494,0.968
423.524,0.989
423.554,0.970
423.584,0.960
423.614,0.975
423.644,0.979
423.674,0.957
423.704,0.942
423.734,0.976
423.764,0.983
423.794,0.968
423.824,0.933
423.854,0.928
423.884,0.963
423.914,1.006
423.944,1.025
423.974,0.989
424.004,1.004
424.034,0.991
424.064,0.959
424.094,0.950
424.124,1.051
424.154,1.031
424.184,1.012
424.214,1.010
424.244,0.976
424.274,0.982
424.304,0.970
424.334,0.958
424.364,0.986
424.394,1.021
424.424,0.997
424.454,1.028
424.484,1.021
424.514,0.994
424.544,1.008
424.574,1.006
424.604,1.012
424.634,1.027
424.664,1.021
424.694,0.993
424.724,0.997
424.754,1.020
424.784,1.023
424.814,1.027
424.844,1.039
424.874,1.022
424.904,1.009
424.934,1.023
424.964,1.015
424.994,1.012
425.024,1.018
425.054,1.011
425.084,1.012
425.114,1.021
425.144,1.009
425.174,1.011
425.204,1.020
425.234,1.019
425.264,1.019
425.294,1.021
425.324,1.026
425.354,1.022
425.384,1.024
425.414,1.015
425.444,1.013
425.474,1.021
425.504,1.015
425.534,1.011
425.564,1.014
425.594,1.026
425.624,1.038
425.654,1.041
425.684,1.059
425.714,1.083
425.744,1.113
425.774,1.132
425.804,1.138
425.834,1.098
425.864,1.075
425.894,1.060
425.924,1.051
425.954,1.027
425.984,1.004
426.014,0.986
426.044,0.951
426.074,0.925
426.104,0.921
426.134,0.934
426.164,0.936
426.194,0.957
426.224,0.939
426.254,0.950
426.284,0.954
426.314,0.943
426.344,0.963
426.374,0.968
426.404,0.964
426.434,0.974
426.464,0.957
426.494,0.958
426.524,0.953
426.554,0.953
426.584,0.953
426.614,0.945
426.644,0.940
426.674,0.967
426.704,0.998
426.734,0.993
426.764,0.970
426.794,0.992
426.824,0.976
426.854,0.942
426.884,0.979
426.914,1.036
426.944,1.009
426.974,0.944
427.004,0.981
427.034,1.000
427.064,0.958
427.094,0.940
427.124,0.914
427.154,1.018
427.184,1.051
427.214,0.969
427.244,1.026
427.274,1.052
427.304,0.978
427.334,0.951
427.364,0.970
427.394,1.029
427.424,1.011
427.454,0.985
427.484,0.977
427.514,0.932
427.544,0.935
427.574,0.936
427.604,0.972
427.634,1.011
427.664,1.002
427.694,0.976
427.724,0.984
427.754,0.992
427.784,0.968
427.814,0.973
427.844,0.956
427.874,0.980
427.904,0.990
427.934,0.978
427.964,0.974
427.994,0.970
428.024,0.966
428.054,0.948
428.084,0.950
428.114,0.968
428.144,0.957
428.174,0.957
428.204,0.959
428.234,0.972
428.264,0.990
428.294,0.983
428.324,0.978
428.354,0.978
428.384,0.971
428.414,0.944
428.444,0.959
428.474,0.966
428.504,0.998
428.534,1.003
428.564,0.985
428.594,0.969
428.624,0.947
428.654,0.935
428.684,0.953
428.714,0.958
428.744,0.963
428.774,0.993
428.804,0.970
428.834,0.966
428.864,0.948
428.894,0.959
428.924,0.970
428.954,0.972
428.984,0.958
429.014,0.962
429.044,0.971
429.074,0.965
429.104,0.958
429.134,0.976
429.164,0.979
429.194,0.976
429.224,0.987
429.254,1.017
429.284,1.037
429.314,0.971
429.344,0.852
429.374,0.806
429.404,0.938
429.434,0.999
429.464,1.022
429.494,1.027
429.524,1.025
429.554,1.002
429.584,0.930
429.614,0.946
429.644,0.957
429.674,0.951
429.704,0.986
429.734,1.001
429.764,0.985
429.794,0.974
429.824,0.962
429.854,0.959
429.884,0.971
429.914,0.979
429.944,0.977
429.974,0.962
430.004,0.965
430.034,0.988
430.064,0.979
430.094,0.968
430.124,0.967
430.154,0.976
430.184,0.976
430.214,0.971
430.244,0.957
430.274,0.967
430.304,0.983
430.334,0.977
430.364,0.973
430.394,0.972
430.424,0.975
430.454,0.983
430.484,0.989
430.514,0.976
430.544,0.964
430.574,0.986
430.604,0.984
430.634,0.998
430.664,0.992
430.694,0.988
430.724,0.971
430.754,0.965
430.784,0.977
430.814,0.987
430.844,0.974
430.874,0.983
430.904,0.984
430.934,0.971
430.964,0.969
430.994,0.977
431.024,0.976
431.054,0.977
431.084,0.976
431.114,0.974
431.144,0.973
431.174,0.983
431.204,0.972
431.234,0.986
431.264,0.973
431.294,0.969
431.324,0.982
431.354,0.978
431.384,0.973
431.414,0.975
431.444,0.976
431.474,0.983
431.504,0.978
431.534,0.973
431.564,0.981
431.594,0.980
431.624,0.977
431.654,0.978
431.684,0.979
431.714,0.975
431.744,0.973
431.774,0.979
431.804,0.967
431.834,0.968
431.864,0.983
431.894,0.974
431.924,0.980
431.954,0.978
431.984,0.975
432.014,0.975
432.044,0.976
432.074,0.984
432.104,0.999
432.134,1.002
432.164,0.980
432.194,0.972
432.224,0.979
432.254,0.986
432.284,0.942
432.314,0.923
432.344,0.969
432.374,0.982
432.404,0.975
432.434,0.980
432.464,0.977
432.494,0.993
432.524,0.984
432.554,0.967
432.584,0.977
432.614,0.982
432.644,0.976
432.674,0.983
432.704,0.979
432.734,0.990
432.764,0.977
432.794,0.972
432.824,0.975
432.854,0.970
432.884,0.977
432.914,0.995
432.944,0.969
432.974,0.966
433.004,0.979
433.034,0.979
433.064,0.997
433.094,0.984
433.124,0.988
433.154,0.991
433.184,0.962
433.214,0.979
433.244,0.981
433.274,0.979
433.304,0.999
433.334,1.000
433.364,0.987
433.394,0.976
433.424,0.966
433.454,0.978
433.484,0.996
433.514,1.003
433.544,1.005
433.574,0.948
433.604,0.967
433.634,0.992
433.664,0.982
433.694,0.979
433.724,0.998
433.754,0.987
433.784,0.984
433.814,1.004
433.844,0.985
433.874,0.982
433.904,0.992
433.934,0.989
433.964,1.022
433.994,1.009
434.024,0.981
434.054,0.985
434.084,0.985
434.114,0.993
434.144,0.979
434.174,0.965
434.204,0.961
434.234,0.965
434.264,0.991
434.294,1.011
434.324,1.021
434.354,0.988
434.384,1.001
434.414,0.954
434.444,0.940
434.474,1.000
434.504,0.976
434.534,0.967
434.564,0.992
434.594,0.999
434.624,0.991
434.654,0.999
434.684,1.011
434.714,0.999
434.744,0.993
434.774,0.978
434.804,0.971
434.834,0.980
434.864,0.980
434.894,0.989
434.924,0.982
434.954,0.982
434.984,0.979
435.014,0.996
435.044,0.985
435.074,0.990
435.104,0.987
435.134,1.010
435.164,0.998
435.194,0.974
435.224,0.977
435.254,0.987
435.284,0.984
435.314,0.987
435.344,0.983
435.374,0.991
435.404,0.984
435.434,0.975
435.464,0.976
435.494,0.985
435.524,0.982
435.554,0.988
435.584,0.989
435.614,0.980
435.644,0.979
435.674,0.983
435.704,0.992
435.734,0.972
435.764,1.010
435.794,0.988
435.824,0.972
435.854,0.969
435.884,0.978
435.914,0.971
435.944,0.983
435.974,0.980
436.004,0.993
436.034,1.006
436.064,0.991
436.094,1.001
436.124,0.991
436.154,0.979
436.184,0.983
436.214,0.984
436.244,0.982
436.274,0.992
436.304,0.992
436.334,0.984
436.364,0.974
436.394,1.008
436.424,0.983
436.454,0.983
436.484,0.989
436.514,0.984
436.544,0.979
436.574,0.997
436.604,0.982
436.634,0.999
436.664,0.988
436.694,0.974
436.724,0.984
436.754,0.981
436.784,0.979
436.814,0.987
436.844,0.991
436.874,0.986
436.904,0.987
436.934,0.997
436.964,0.986
436.994,0.999
437.024,0.994
437.054,0.991
437.084,0.986
437.114,0.985
437.144,0.986
437.174,0.997
437.204,0.992
437.234,0.992
437.264,0.994
437.294,0.992
437.324,0.984
437.354,0.987
437.384,0.988
437.414,0.989
437.444,0.988
437.474,0.990
437.504,0.998
437.534,0.980
437.564,0.990
437.594,0.997
437.624,0.982
437.654,0.992
437.684,0.997
437.714,0.985
437.744,0.989
437.774,0.989
437.804,0.985
437.834,0.994
437.864,0.990
437.894,0.993
437.924,0.994
437.954,0.992
437.984,0.985
438.014,0.985
438.044,0.975
438.074,0.980
438.104,0.988
438.134,0.978
438.164,1.001
438.194,0.986
438.224,0.985
438.254,0.987
438.284,0.983
438.314,0.977
438.344,0.983
438.374,0.977
438.404,0.996
438.434,1.002
438.464,0.989
438.494,0.997
438.524,0.991
438.554,0.983
438.584,0.980
438.614,0.982
438.644,0.979
438.674,0.977
438.704,0.983
438.734,0.971
438.764,1.000
438.794,0.995
438.824,0.984
438.854,0.975
438.884,0.982
438.914,0.984
438.944,0.982
438.974,0.975
439.004,0.996
439.034,1.006
439.064,0.980
439.094,0.987
439.124,0.993
439.154,0.987
439.184,0.988
439.214,0.976
439.244,0.955
439.274,0.948
439.304,0.989
439.334,1.003
439.364,0.976
439.394,0.976
439.424,0.998
439.454,0.995
439.484,1.001
439.514,1.010
439.544,0.997
439.574,0.979
439.604,0.903
439.634,0.928
439.664,0.978
439.694,0.992
439.724,1.028
439.754,1.052
439.784,1.003
439.814,0.961
439.844,0.940
439.874,0.938
439.904,0.972
439.934,1.001
439.964,0.987
439.994,1.008
440.024,0.971
440.054,0.977
440.084,0.965
440.114,0.979
440.144,0.989
440.174,1.023
440.204,1.008
440.234,1.001
440.264,1.014
440.294,0.995
440.324,0.960
440.354,0.959
440.384,0.984
440.414,1.001
440.444,0.966
440.474,1.000
440.504,0.990
440.534,0.987
440.564,0.975
440.594,0.939
440.624,1.003
440.654,1.008
440.684,0.973
440.714,0.995
440.744,1.013
440.774,1.048
440.804,1.023
440.834,0.948
440.864,0.941
440.894,0.956
440.924,0.976
440.954,0.968
440.984,0.961
441.014,0.953
441.044,0.991
441.074,0.998
441.104,0.971
441.134,0.976
441.164,0.983
441.194,0.998
441.224,1.014
441.254,1.000
441.284,0.988
441.314,0.968
441.344,0.987
441.374,1.022
441.404,0.984
441.434,0.973
441.464,0.986
441.494,0.986
441.524,0.982
441.554,0.985
441.584,0.996
441.614,0.999
441.644,1.005
441.674,0.993
441.704,0.991
441.734,0.982
441.764,0.982
441.794,0.974
441.824,0.991
441.854,1.003
441.884,0.996
441.914,0.992
441.944,0.991
441.974,0.995
442.004,0.981
442.034,0.977
442.064,0.984
442.094,0.980
442.124,1.010
442.154,0.996
442.184,0.985
442.214,0.982
442.244,0.986
442.274,0.991
442.304,0.999
442.334,0.984
442.364,0.979
442.394,0.995
442.424,0.992
442.454,0.987
442.484,0.989
442.514,0.994
442.544,0.993
442.574,0.993
442.604,0.993
442.634,0.985
442.664,0.975
442.694,0.986
442.724,0.988
442.754,0.981
442.784,0.977
442.814,1.015
442.844,0.988
442.874,0.978
442.904,0.991
442.934,0.991
442.964,0.976
442.994,0.997
443.024,0.999
443.054,0.997
443.084,0.993
443.114,0.990
443.144,0.993
443.174,0.993
443.204,0.996
443.234,0.993
443.264,1.005
443.294,0.996
443.324,0.996
443.354,0.989
443.384,0.997
443.414,0.997
443.444,0.994
443.474,0.980
443.504,1.006
443.534,0.995
443.564,0.992
443.594,0.996
443.624,0.994
443.654,0.982
443.684,0.987
443.714,0.985
443.744,0.998
443.774,0.991
443.804,0.983
443.834,0.995
443.864,0.996
443.894,0.988
443.924,0.992
443.954,0.992
443.984,0.994
444.014,0.986
444.044,0.990
444.074,0.993
444.104,0.997
444.134,0.989
444.164,0.984
444.194,1.000
444.224,0.993
444.254,0.997
444.284,0.991
444.314,0.991
444.344,0.993
444.374,0.994
444.404,0.993
444.434,0.996
444.464,0.986
444.494,0.997
444.524,1.001
444.554,0.998
444.584,0.985
444.614,0.997
444.644,0.996
444.674,0.991
444.704,0.991
444.734,0.990
444.764,0.985
444.794,0.986
444.824,0.987
444.854,0.991
444.884,1.012
444.914,0.993
444.944,0.989
444.974,0.995
445.004,0.997
445.034,0.997
445.064,0.994
445.094,0.991
445.124,0.997
445.154,0.998
445.184,0.991
445.214,0.996
445.244,0.992
445.274,0.993
445.304,0.995
445.334,0.993
445.364,0.993
445.394,0.992
445.424,0.995
445.454,0.995
445.484,0.996
445.514,0.996
445.544,0.979
445.574,0.995
445.604,1.009
445.634,0.990
445.664,0.994
445.694,0.990
445.724,0.996
445.754,0.992
445.784,0.990
445.814,0.985
445.844,1.001
445.874,1.000
445.904,1.000
445.934,0.997
445.964,0.997
445.994,0.990
446.024,0.990
446.054,0.994
446.084,0.991
446.114,0.995
446.144,0.998
446.174,0.990
446.204,0.991
446.234,0.989
446.264,0.978
446.294,0.988
