df_hash,22ZHK4.K83A0A
143.384,0.967
143.414,0.967
143.444,0.966
143.474,0.962
143.504,0.962
143.534,0.964
143.564,0.961
143.594,0.959
143.624,0.973
143.654,0.968
143.684,0.960
143.714,0.958
143.744,0.966
143.774,0.969
143.804,0.967
143.834,0.964
143.864,0.957
143.894,0.972
143.924,0.966
143.954,0.967
143.984,0.969
144.014,0.964
144.044,0.963
144.074,0.965
144.104,0.966
144.134,0.965
144.164,0.964
144.194,0.969
144.224,0.967
144.254,0.967
144.284,0.963
144.314,0.971
144.344,0.952
144.374,0.966
144.404,0.977
144.434,0.960
144.464,0.958
144.494,0.966
144.524,0.967
144.554,0.967
144.584,0.969
144.614,0.967
144.644,0.959
144.674,0.974
144.704,0.964
144.734,0.962
144.764,0.967
144.794,0.964
144.824,0.966
144.854,0.962
144.884,0.964
144.914,0.966
144.944,0.965
144.974,0.967
145.004,0.966
145.034,0.965
145.064,0.972
145.094,0.957
145.124,0.967
145.154,0.977
145.184,0.963
145.214,0.959
145.244,0.963
145.274,0.967
145.304,0.964
145.334,0.967
145.364,0.971
145.394,0.963
145.424,0.969
145.454,0.965
145.484,0.967
145.514,0.967
145.544,0.965
145.574,0.963
145.604,0.966
145.634,0.964
145.664,0.960
145.694,0.965
145.724,0.966
145.754,0.963
145.784,0.965
145.814,0.958
145.844,0.966
145.874,0.977
145.904,0.964
145.934,0.961
145.964,0.965
145.994,0.964
146.024,0.965
146.054,0.969
146.084,0.968
146.114,0.963
146.144,0.965
146.174,0.965
146.204,0.967
146.234,0.964
146.264,0.966
146.294,0.969
146.324,0.966
146.354,0.962
146.384,0.964
146.414,0.966
146.444,0.972
146.474,0.969
146.504,0.963
146.534,0.964
146.564,0.964
146.594,0.958
146.624,0.975
146.654,0.971
146.684,0.960
146.714,0.961
146.744,0.963
146.774,0.964
146.804,0.968
146.834,0.967
146.864,0.963
146.894,0.959
146.924,0.969
146.954,0.966
146.984,0.966
147.014,0.964
147.044,0.966
147.074,0.966
147.104,0.965
147.134,0.967
147.164,0.965
147.194,0.966
147.224,0.964
147.254,0.969
147.284,0.963
147.314,0.965
147.344,0.964
147.374,0.959
147.404,0.965
147.434,0.978
147.464,0.967
147.494,0.960
147.524,0.964
147.554,0.965
147.584,0.968
147.614,0.969
147.644,0.970
147.674,0.964
147.704,0.967
147.734,0.969
147.764,0.963
147.794,0.966
147.824,0.966
147.854,0.968
147.884,0.968
147.914,0.965
147.944,0.966
147.974,0.968
148.004,0.969
148.034,0.965
148.064,0.967
148.094,0.967
148.124,0.964
148.154,0.964
148.184,0.965
148.214,0.966
148.244,0.961
148.274,0.977
148.304,0.971
148.334,0.959
148.364,0.962
148.394,0.964
148.424,0.969
148.454,0.967
148.484,0.967
148.514,0.963
148.544,0.964
148.574,0.973
148.604,0.965
148.634,0.965
148.664,0.966
148.694,0.965
148.724,0.968
148.754,0.966
148.784,0.965
148.814,0.966
148.844,0.970
148.874,0.968
148.904,0.969
148.934,0.967
148.964,0.969
148.994,0.968
149.024,0.965
149.054,0.970
149.084,0.955
149.114,0.972
149.144,0.980
149.174,0.967
149.204,0.963
149.234,0.963
149.264,0.969
149.294,0.969
149.324,0.969
149.354,0.969
149.384,0.967
149.414,0.970
149.444,0.969
149.474,0.966
149.504,0.970
149.534,0.969
149.564,0.963
149.594,0.967
149.624,0.967
149.654,0.961
149.684,0.966
149.714,0.973
149.744,0.966
149.774,0.966
149.804,0.968
149.834,0.967
149.864,0.967
149.894,0.964
149.924,0.971
149.954,0.961
149.984,0.971
150.014,0.972
150.044,0.963
150.074,0.960
150.104,0.962
150.134,0.966
150.164,0.965
150.194,0.968
150.224,0.962
150.254,0.965
150.284,0.963
150.314,0.967
150.344,0.968
150.374,0.971
150.404,0.967
150.434,0.968
150.464,0.964
150.494,0.960
150.524,0.963
150.554,0.972
150.584,0.971
150.614,0.966
150.644,0.965
150.674,0.969
150.704,0.969
150.734,0.974
150.764,0.961
150.794,0.974
150.824,0.984
150.854,0.965
150.884,0.959
150.914,0.966
150.944,0.973
150.974,0.969
151.004,0.968
151.034,0.976
151.064,0.970
151.094,0.978
151.124,0.972
151.154,0.969
151.184,0.964
151.214,0.970
151.244,0.958
151.274,0.966
151.304,0.977
151.334,0.971
151.364,0.966
151.394,0.967
151.424,0.976
151.454,0.976
151.484,0.967
151.514,0.974
151.544,0.973
151.574,0.975
151.604,0.981
151.634,0.973
151.664,0.960
151.694,0.965
151.724,0.997
151.754,1.006
151.784,0.991
151.814,0.991
151.844,0.987
151.874,0.993
151.904,1.004
151.934,1.013
151.964,1.000
151.994,0.979
152.024,0.982
152.054,0.997
152.084,1.018
152.114,1.034
152.144,0.999
152.174,0.995
152.204,0.992
152.234,0.994
152.264,1.005
152.294,0.981
152.324,0.995
152.354,1.014
152.384,0.971
152.414,0.987
152.444,1.003
152.474,1.018
152.504,1.015
152.534,1.019
152.564,1.009
152.594,0.999
152.624,1.004
152.654,1.015
152.684,1.011
152.714,1.016
152.744,1.006
152.774,0.999
152.804,1.001
152.834,0.993
152.864,0.998
152.894,1.012
152.924,1.003
152.954,1.001
152.984,1.005
153.014,0.998
153.044,1.007
153.074,1.018
153.104,1.006
153.134,0.999
153.164,1.003
153.194,1.005
153.224,1.008
153.254,1.006
153.284,1.006
153.314,1.010
153.344,1.009
153.374,1.007
153.404,1.007
153.434,1.007
153.464,1.006
153.494,1.003
153.524,1.004
153.554,1.011
153.584,1.012
153.614,1.013
153.644,1.012
153.674,1.001
153.704,1.007
153.734,1.007
153.764,0.998
153.794,1.000
153.824,1.006
153.854,1.001
153.884,0.994
153.914,0.991
153.944,0.995
153.974,0.998
154.004,0.997
154.034,0.998
154.064,0.985
154.094,0.991
154.124,0.987
154.154,0.987
154.184,0.986
154.214,0.983
154.244,0.982
154.274,0.981
154.304,0.985
154.334,0.989
154.364,0.992
154.394,0.986
154.424,0.983
154.454,0.981
154.484,0.987
154.514,0.971
154.544,0.983
154.574,0.995
154.604,0.979
154.634,0.973
154.664,0.979
154.694,0.983
154.724,0.983
154.754,0.987
154.784,0.985
154.814,0.985
154.844,0.991
154.874,0.985
154.904,0.985
154.934,0.988
154.964,0.978
154.994,0.987
155.024,0.987
155.054,0.983
155.084,0.982
155.114,0.986
155.144,0.986
155.174,0.984
155.204,0.982
155.234,0.983
155.264,0.977
155.294,0.982
155.324,0.992
155.354,0.981
155.384,0.977
155.414,0.982
155.444,0.985
155.474,0.984
155.504,0.981
155.534,0.984
155.564,0.976
155.594,0.987
155.624,0.981
155.654,0.980
155.684,0.981
155.714,0.982
155.744,0.983
155.774,0.981
155.804,0.977
155.834,0.980
155.864,0.982
155.894,0.982
155.924,0.980
155.954,0.982
155.984,0.973
156.014,0.982
156.044,0.998
156.074,0.981
156.104,0.967
156.134,0.968
156.164,0.979
156.194,0.976
156.224,0.979
156.254,0.984
156.284,0.978
156.314,0.984
156.344,0.967
156.374,0.976
156.404,0.969
156.434,0.971
156.464,0.976
156.494,0.975
156.524,0.971
156.554,0.978
156.584,0.986
156.614,0.971
156.644,0.977
156.674,0.982
156.704,0.963
156.734,0.981
156.764,0.998
156.794,0.979
156.824,0.972
156.854,0.976
156.884,0.975
156.914,0.978
156.944,0.986
156.974,0.974
157.004,0.972
157.034,0.979
157.064,0.970
157.094,0.964
157.124,0.966
157.154,0.970
157.184,0.974
157.214,0.978
157.244,0.977
157.274,0.977
157.304,0.972
157.334,0.967
157.364,0.954
157.394,0.966
157.424,0.975
157.454,0.963
157.484,0.964
157.514,0.961
157.544,0.969
157.574,0.976
157.604,0.978
157.634,0.980
157.664,0.968
157.694,0.970
157.724,0.966
157.754,0.977
157.784,0.978
157.814,0.980
157.844,0.979
157.874,0.973
157.904,0.975
157.934,0.972
157.964,0.964
157.994,0.969
158.024,0.970
158.054,0.974
158.084,0.983
158.114,0.982
158.144,0.972
158.174,0.971
158.204,0.975
158.234,0.969
158.264,0.969
158.294,0.972
158.324,0.972
158.354,0.975
158.384,0.977
158.414,0.972
158.444,0.976
158.474,0.971
158.504,0.970
158.534,0.975
158.564,0.972
158.594,0.974
158.624,0.978
158.654,0.976
158.684,0.980
158.714,0.975
158.744,0.973
158.774,0.973
158.804,0.981
158.834,0.993
158.864,0.982
158.894,0.979
158.924,1.005
158.954,1.023
158.984,0.980
159.014,0.979
159.044,0.993
159.074,0.984
159.104,0.967
159.134,0.967
159.164,0.981
159.194,1.001
159.224,0.984
159.254,0.950
159.284,0.978
159.314,1.006
159.344,1.011
159.374,0.995
159.404,1.000
159.434,1.006
159.464,1.001
159.494,1.003
159.524,1.000
159.554,0.998
159.584,1.005
159.614,1.009
159.644,1.010
159.674,1.010
159.704,1.011
159.734,1.010
159.764,1.003
159.794,1.001
159.824,1.006
159.854,1.001
159.884,1.006
159.914,0.999
159.944,1.000
159.974,1.005
160.004,1.010
160.034,1.004
160.064,0.999
160.094,1.002
160.124,0.999
160.154,1.002
160.184,1.005
160.214,1.004
160.244,1.015
160.274,0.998
160.304,1.000
160.334,1.004
160.364,1.006
160.394,1.001
160.424,1.005
160.454,1.007
160.484,1.000
160.514,1.006
160.544,1.005
160.574,1.001
160.604,1.005
160.634,1.005
160.664,1.005
160.694,1.005
160.724,1.002
160.754,1.009
160.784,1.008
160.814,1.003
160.844,1.002
160.874,1.000
160.904,1.001
160.934,1.006
160.964,1.009
160.994,1.001
161.024,1.010
161.054,1.010
161.084,1.003
161.114,1.007
161.144,1.011
161.174,1.011
161.204,1.006
161.234,1.003
161.264,0.999
161.294,1.002
161.324,1.003
161.354,1.000
161.384,0.998
161.414,0.996
161.444,0.995
161.474,0.990
161.504,0.987
161.534,0.986
161.564,0.988
161.594,0.990
161.624,0.989
161.654,0.985
161.684,0.991
161.714,0.991
161.744,0.990
161.774,0.995
161.804,0.981
161.834,0.982
161.864,0.982
161.894,0.987
161.924,0.981
161.954,0.980
161.984,0.981
162.014,0.981
162.044,0.986
162.074,0.971
162.104,0.980
162.134,0.984
162.164,0.980
162.194,0.968
162.224,0.979
162.254,0.986
162.284,0.979
162.314,0.976
162.344,0.975
162.374,0.977
162.404,0.976
162.434,0.977
162.464,0.979
162.494,0.979
162.524,0.972
162.554,0.975
162.584,0.976
162.614,0.968
162.644,0.978
162.674,0.985
162.704,0.971
162.734,0.969
162.764,0.967
162.794,0.974
162.824,0.969
162.854,0.975
162.884,0.962
162.914,0.973
162.944,0.968
162.974,0.970
163.004,0.967
163.034,0.967
163.064,0.969
163.094,0.969
163.124,0.972
163.154,0.972
163.184,0.966
163.214,0.970
163.244,0.971
163.274,0.966
163.304,0.967
163.334,0.974
163.364,0.959
163.394,0.973
163.424,0.980
163.454,0.968
163.484,0.966
163.514,0.968
163.544,0.969
163.574,0.973
163.604,0.970
163.634,0.962
163.664,0.977
163.694,0.969
163.724,0.968
163.754,0.972
163.784,0.972
163.814,0.971
163.844,0.972
163.874,0.967
163.904,0.968
163.934,0.973
163.964,0.968
163.994,0.965
164.024,0.968
164.054,0.976
164.084,0.965
164.114,0.976
164.144,0.976
164.174,0.965
164.204,0.960
164.234,0.969
164.264,0.975
164.294,0.969
164.324,0.970
164.354,0.964
164.384,0.973
164.414,0.969
164.444,0.966
164.474,0.970
164.504,0.967
164.534,0.967
164.564,0.965
164.594,0.968
164.624,0.971
164.654,0.970
164.684,0.970
164.714,0.966
164.744,0.974
164.774,0.959
164.804,0.972
164.834,0.982
164.864,0.969
164.894,0.963
164.924,0.966
164.954,0.966
164.984,0.968
165.014,0.968
165.044,0.978
165.074,0.969
165.104,0.973
165.134,0.973
165.164,0.971
165.194,0.972
165.224,0.974
165.254,0.968
165.284,0.970
165.314,0.971
165.344,0.969
165.374,0.969
165.404,0.968
165.434,0.973
165.464,0.967
165.494,0.968
165.524,0.977
165.554,0.972
165.584,0.968
165.614,0.966
165.644,0.969
165.674,0.977
165.704,0.972
165.734,0.974
165.764,0.970
165.794,0.977
165.824,0.970
165.854,0.969
165.884,0.971
165.914,0.974
165.944,0.971
165.974,0.970
166.004,0.969
166.034,0.971
166.064,0.973
166.094,0.971
166.124,0.968
166.154,0.975
166.184,0.964
166.214,0.978
166.244,0.977
166.274,0.964
166.304,0.970
166.334,0.971
166.364,0.973
166.394,0.972
166.424,0.974
166.454,0.970
166.484,0.970
166.514,0.974
166.544,0.969
166.574,0.967
166.604,0.972
166.634,0.976
166.664,0.972
166.694,0.971
166.724,0.971
166.754,0.974
166.784,0.972
166.814,0.972
166.844,0.973
166.874,0.971
166.904,0.970
166.934,0.969
166.964,0.983
166.994,0.970
167.024,0.966
167.054,0.968
167.084,0.970
167.114,0.971
167.144,0.972
167.174,0.975
167.204,0.973
167.234,0.976
167.264,0.972
167.294,0.969
167.324,0.976
167.354,0.971
167.384,0.973
167.414,0.973
167.444,0.967
167.474,0.972
167.504,0.972
167.534,0.972
167.564,0.974
167.594,0.970
167.624,0.971
167.654,0.975
167.684,0.965
167.714,0.973
167.744,0.980
167.774,0.967
167.804,0.967
167.834,0.971
167.864,0.972
167.894,0.970
167.924,0.973
167.954,0.970
167.984,0.967
168.014,0.977
168.044,0.972
168.074,0.968
168.104,0.972
168.134,0.970
168.164,0.970
168.194,0.973
168.224,0.974
168.254,0.972
168.284,0.968
168.314,0.974
168.344,0.970
168.374,0.974
168.404,0.971
168.434,0.968
168.464,0.975
168.494,0.966
168.524,0.980
168.554,0.977
168.584,0.968
168.614,0.968
168.644,0.970
168.674,0.973
168.704,0.975
168.734,0.979
168.764,0.966
168.794,0.978
168.824,0.971
168.854,0.970
168.884,0.973
168.914,0.973
168.944,0.970
168.974,0.971
169.004,0.970
169.034,0.970
169.064,0.973
169.094,0.972
169.124,0.975
169.154,0.968
169.184,0.972
169.214,0.971
169.244,0.974
169.274,0.967
169.304,0.980
169.334,0.977
169.364,0.968
169.394,0.969
169.424,0.973
169.454,0.975
169.484,0.970
169.514,0.973
169.544,0.966
169.574,0.980
169.604,0.968
169.634,0.976
169.664,0.972
169.694,0.972
169.724,0.970
169.754,0.970
169.784,0.971
169.814,0.971
169.844,0.971
169.874,0.971
169.904,0.970
169.934,0.972
169.964,0.973
169.994,0.962
170.024,0.974
170.054,0.984
170.084,0.969
170.114,0.968
170.144,0.970
170.174,0.977
170.204,0.974
170.234,0.975
170.264,0.977
170.294,0.969
170.324,0.979
170.354,0.971
170.384,0.972
170.414,0.976
170.444,0.971
170.474,0.969
170.504,0.973
170.534,0.974
170.564,0.974
170.594,0.975
170.624,0.974
170.654,0.971
170.684,0.972
170.714,0.979
170.744,0.967
170.774,0.981
170.804,0.978
170.834,0.968
170.864,0.971
170.894,0.970
170.924,0.975
170.954,0.971
170.984,0.971
171.014,0.973
171.044,0.968
171.074,0.977
171.104,0.971
171.134,0.970
171.164,0.979
171.194,0.975
171.224,0.969
171.254,0.969
171.284,0.967
171.314,0.971
171.344,0.973
171.374,0.973
171.404,0.973
171.434,0.973
171.464,0.961
171.494,0.974
171.524,0.988
171.554,0.976
171.584,0.970
171.614,0.967
171.644,0.969
171.674,0.975
171.704,0.972
171.734,0.973
171.764,0.968
171.794,0.975
171.824,0.966
171.854,0.970
171.884,0.972
171.914,0.973
171.944,0.970
171.974,0.973
172.004,0.965
172.034,0.969
172.064,0.968
172.094,0.971
172.124,0.970
172.154,0.959
172.184,0.971
172.214,0.958
172.244,0.964
172.274,0.979
172.304,0.959
172.334,0.957
172.364,0.967
172.394,0.974
172.424,0.979
172.454,0.981
172.484,0.969
172.514,0.971
172.544,0.975
172.574,0.968
172.604,0.959
172.634,0.975
172.664,0.989
172.694,0.986
172.724,0.990
172.754,0.987
172.784,0.985
172.814,0.978
172.844,0.975
172.874,0.974
172.904,0.968
172.934,0.976
172.964,0.973
172.994,0.977
173.024,0.984
173.054,0.983
173.084,0.971
173.114,0.969
173.144,0.969
173.174,0.963
173.204,0.985
173.234,0.972
173.264,0.949
173.294,0.966
173.324,0.987
173.354,0.973
173.384,0.980
173.414,0.982
173.444,0.990
173.474,0.994
173.504,0.991
173.534,0.992
173.564,1.000
173.594,0.989
173.624,0.992
173.654,0.976
173.684,0.980
173.714,0.969
173.744,0.982
173.774,0.988
173.804,0.994
173.834,0.988
173.864,0.981
173.894,0.982
173.924,0.980
173.954,0.956
173.984,0.977
174.014,0.995
174.044,1.003
174.074,0.988
174.104,0.978
174.134,0.989
174.164,0.995
174.194,0.991
174.224,0.971
174.254,0.983
174.284,1.013
174.314,0.982
174.344,0.945
174.374,0.952
174.404,1.000
174.434,0.954
174.464,0.944
174.494,0.948
174.524,0.979
174.554,0.982
174.584,0.958
174.614,0.958
174.644,0.943
174.674,0.956
174.704,0.953
174.734,0.965
174.764,0.967
174.794,0.981
174.824,0.982
174.854,0.983
174.884,0.983
174.914,0.981
174.944,0.976
174.974,0.958
175.004,0.957
175.034,0.959
175.064,0.979
175.094,0.979
175.124,0.979
175.154,0.975
175.184,0.981
175.214,0.966
175.244,0.976
175.274,0.980
175.304,0.970
175.334,0.983
175.364,0.979
175.394,0.973
175.424,0.984
175.454,0.989
175.484,0.953
175.514,0.953
175.544,0.961
175.574,0.958
175.604,0.950
175.634,0.970
175.664,0.976
175.694,0.962
175.724,0.938
175.754,0.965
175.784,0.993
175.814,0.991
175.844,1.008
175.874,1.033
175.904,1.018
175.934,1.035
175.964,1.000
175.994,0.959
176.024,0.962
176.054,0.959
176.084,0.967
176.114,0.976
176.144,1.007
176.174,1.023
176.204,1.023
176.234,0.991
176.264,0.975
176.294,0.983
176.324,1.003
176.354,1.006
176.384,1.008
176.414,1.002
176.444,1.007
176.474,1.007
176.504,1.005
176.534,1.017
176.564,1.016
176.594,1.020
176.624,1.031
176.654,1.008
176.684,0.980
176.714,0.978
176.744,0.989
176.774,1.005
176.804,1.001
176.834,1.002
176.864,0.997
176.894,1.000
176.924,0.995
176.954,1.002
176.984,1.011
177.014,1.011
177.044,1.013
177.074,1.004
177.104,0.985
177.134,0.976
177.164,0.976
177.194,0.985
177.224,0.998
177.254,0.995
177.284,1.002
177.314,1.017
177.344,0.994
177.374,0.987
177.404,0.994
177.434,0.992
177.464,0.997
177.494,0.996
177.524,1.000
177.554,1.008
177.584,0.991
177.614,0.987
177.644,1.005
177.674,1.006
177.704,1.003
177.734,1.004
177.764,0.998
177.794,0.994
177.824,0.994
177.854,1.004
177.884,1.005
177.914,0.989
177.944,0.998
177.974,1.003
178.004,0.994
178.034,1.001
178.064,1.000
178.094,1.002
178.124,1.003
178.154,1.015
178.184,1.013
178.214,0.988
178.244,0.984
178.274,1.032
178.304,1.018
178.334,1.000
178.364,1.016
178.394,1.020
178.424,0.987
178.454,1.021
178.484,1.010
178.514,0.992
178.544,0.999
178.574,1.021
178.604,0.966
178.634,0.983
178.664,1.076
178.694,0.985
178.724,0.954
178.754,1.019
178.784,0.962
178.814,0.939
178.844,0.998
178.874,1.004
178.904,0.982
178.934,0.989
178.964,0.985
178.994,0.989
179.024,1.000
179.054,0.987
179.084,0.981
179.114,0.982
179.144,0.978
179.174,0.955
179.204,0.947
179.234,0.987
179.264,0.991
179.294,0.976
179.324,0.969
179.354,0.979
179.384,0.989
179.414,0.984
179.444,0.969
179.474,0.956
179.504,0.952
179.534,0.967
179.564,0.982
179.594,0.990
179.624,0.983
179.654,0.972
179.684,0.969
179.714,0.969
179.744,0.970
179.774,0.974
179.804,0.970
179.834,0.977
179.864,0.991
179.894,0.974
179.924,0.970
179.954,0.975
179.984,0.979
180.014,0.977
180.044,0.977
180.074,0.971
180.104,0.974
180.134,0.967
180.164,0.976
180.194,0.986
180.224,0.977
180.254,0.966
180.284,0.978
180.314,0.979
180.344,0.976
180.374,0.974
180.404,0.980
180.434,0.969
180.464,0.981
180.494,0.983
180.524,0.971
180.554,0.973
180.584,0.978
180.614,0.978
180.644,0.982
180.674,0.976
180.704,0.983
180.734,0.976
180.764,0.973
180.794,0.977
180.824,0.980
180.854,0.977
180.884,0.973
180.914,0.979
180.944,0.975
180.974,0.958
181.004,0.985
181.034,0.979
181.064,0.985
181.094,0.992
181.124,0.975
181.154,0.967
181.184,0.971
181.214,0.979
181.244,0.979
181.274,0.984
181.304,0.978
181.334,0.988
181.364,0.972
181.394,0.978
181.424,0.978
181.454,0.978
181.484,0.978
181.514,0.976
181.544,0.980
181.574,0.979
181.604,0.981
181.634,0.978
181.664,0.976
181.694,0.992
181.724,0.978
181.754,0.970
181.784,0.982
181.814,0.977
181.844,0.975
181.874,0.977
181.904,0.979
181.934,0.981
181.964,0.982
181.994,0.974
182.024,0.980
182.054,0.979
182.084,0.975
182.114,0.973
182.144,0.976
182.174,0.978
182.204,0.977
182.234,0.977
182.264,0.983
182.294,0.972
182.324,0.994
182.354,0.979
182.384,0.973
182.414,0.978
182.444,0.981
182.474,0.974
182.504,0.978
182.534,0.980
182.564,0.978
182.594,0.984
182.624,0.975
182.654,0.979
182.684,0.983
182.714,0.976
182.744,0.978
182.774,0.978
182.804,0.977
182.834,0.982
182.864,0.980
182.894,0.979
182.924,0.982
182.954,0.969
182.984,0.987
183.014,0.980
183.044,0.968
183.074,0.976
183.104,0.979
183.134,0.974
183.164,0.979
183.194,0.988
183.224,0.975
183.254,0.985
183.284,0.978
183.314,0.975
183.344,0.979
183.374,0.978
183.404,0.976
183.434,0.976
183.464,0.979
183.494,0.979
183.524,0.980
183.554,0.981
183.584,0.983
183.614,0.983
183.644,0.979
183.674,0.970
183.704,0.993
183.734,0.981
183.764,0.968
183.794,0.979
183.824,0.983
183.854,0.977
183.884,0.983
183.914,0.985
183.944,0.979
183.974,0.992
184.004,0.991
184.034,0.993
184.064,0.996
184.094,0.981
184.124,0.979
184.154,0.982
184.184,0.975
184.214,0.976
184.244,0.974
184.274,0.978
184.304,0.972
184.334,0.977
184.364,0.975
184.394,0.977
184.424,0.968
184.454,0.979
184.484,0.976
184.514,0.964
184.544,0.964
184.574,0.974
184.604,0.975
184.634,0.973
184.664,0.980
184.694,0.975
184.724,0.984
184.754,0.980
184.784,0.978
184.814,0.973
184.844,0.973
184.874,0.975
184.904,0.977
184.934,0.972
184.964,0.975
184.994,0.977
185.024,0.979
185.054,0.979
185.084,0.977
185.114,0.976
185.144,0.977
185.174,0.969
185.204,0.985
185.234,0.978
185.264,0.973
185.294,0.976
185.324,0.975
185.354,0.977
185.384,0.978
185.414,0.982
185.444,0.973
185.474,0.979
185.504,0.978
185.534,0.976
185.564,0.976
185.594,0.979
185.624,0.975
185.654,0.974
185.684,0.975
185.714,0.974
185.744,0.975
185.774,0.979
185.804,0.979
185.834,0.983
185.864,0.971
185.894,0.971
185.924,0.983
185.954,0.977
185.984,0.970
186.014,0.975
186.044,0.976
186.074,0.976
186.104,0.973
186.134,0.973
186.164,0.971
186.194,0.982
186.224,0.982
186.254,0.977
186.284,0.978
186.314,0.978
186.344,0.975
186.374,0.977
186.404,0.976
186.434,0.980
186.464,0.980
186.494,0.980
186.524,0.981
186.554,0.977
186.584,0.974
186.614,0.990
186.644,0.980
186.674,0.978
186.704,0.977
186.734,0.980
186.764,0.978
186.794,0.980
186.824,0.985
186.854,0.984
186.884,0.983
186.914,0.981
186.944,0.979
186.974,0.984
187.004,0.983
187.034,0.981
187.064,0.973
187.094,0.977
187.124,0.985
187.154,0.988
187.184,0.988
187.214,0.988
187.244,0.983
187.274,0.970
187.304,0.971
187.334,0.986
187.364,0.989
187.394,0.979
187.424,0.987
187.454,0.984
187.484,0.981
187.514,0.978
187.544,0.984
187.574,0.982
187.604,0.985
187.634,0.987
187.664,0.981
187.694,0.976
187.724,0.979
187.754,0.981
187.784,0.979
187.814,0.982
187.844,0.979
187.874,0.982
187.904,0.987
187.934,0.979
187.964,0.979
187.994,0.979
188.024,0.979
188.054,0.990
188.084,0.986
188.114,0.976
188.144,0.977
188.174,0.979
188.204,0.976
188.234,0.985
188.264,0.989
188.294,0.980
188.324,0.986
188.354,0.984
188.384,0.980
188.414,0.983
188.444,0.982
188.474,0.982
188.504,0.975
188.534,0.979
188.564,0.984
188.594,0.986
188.624,0.983
188.654,0.980
188.684,0.979
188.714,0.983
188.744,0.975
188.774,0.986
188.804,0.994
188.834,0.978
188.864,0.976
188.894,0.979
188.924,0.980
188.954,0.980
188.984,0.986
189.014,0.982
189.044,0.979
189.074,0.985
189.104,0.979
189.134,0.983
189.164,0.984
189.194,0.981
189.224,0.981
189.254,0.981
189.284,0.978
189.314,0.983
189.344,0.985
189.374,0.984
189.404,0.983
189.434,0.983
189.464,0.988
189.494,0.972
189.524,0.987
189.554,0.995
189.584,0.978
189.614,0.977
189.644,0.982
189.674,0.988
189.704,0.982
189.734,0.982
189.764,0.988
189.794,0.980
189.824,0.987
189.854,0.982
189.884,0.984
189.914,0.981
189.944,0.981
189.974,0.985
190.004,0.979
190.034,0.978
190.064,0.980
190.094,0.985
190.124,0.984
190.154,0.987
190.184,0.980
190.214,0.976
190.244,0.978
190.274,0.979
190.304,0.989
190.334,0.989
190.364,0.971
190.394,0.982
190.424,0.986
190.454,0.981
190.484,0.982
190.514,0.990
190.544,0.981
190.574,0.989
190.604,0.986
190.634,0.977
190.664,0.982
190.694,0.984
190.724,0.981
190.754,0.979
190.784,0.981
190.814,0.982
190.844,0.981
190.874,0.985
190.904,0.984
190.934,0.985
190.964,0.982
190.994,0.986
191.024,0.976
191.054,0.988
191.084,1.002
191.114,0.979
191.144,0.974
191.174,0.979
191.204,0.984
191.234,0.981
191.264,0.981
191.294,0.987
191.324,0.981
191.354,0.988
191.384,0.986
191.414,0.991
191.444,0.992
191.474,0.985
191.504,0.982
191.534,0.981
191.564,0.982
191.594,0.978
191.624,0.984
191.654,0.980
191.684,0.986
191.714,0.979
191.744,0.976
191.774,0.981
191.804,0.971
191.834,0.975
191.864,0.988
191.894,0.975
191.924,0.971
191.954,0.968
191.984,0.979
192.014,0.977
192.044,0.985
192.074,0.978
192.104,0.976
192.134,0.985
192.164,0.976
192.194,0.972
192.224,0.974
192.254,0.977
192.284,0.979
192.314,0.979
192.344,0.979
192.374,0.976
192.404,0.975
192.434,0.973
192.464,0.975
192.494,0.972
192.524,0.974
192.554,0.968
192.584,0.978
192.614,0.985
192.644,0.979
192.674,0.975
192.704,0.973
192.734,0.976
192.764,0.976
192.794,0.977
192.824,0.979
192.854,0.972
192.884,0.976
192.914,0.982
192.944,0.975
192.974,0.981
193.004,0.982
193.034,0.977
193.064,0.979
193.094,0.974
193.124,0.972
193.154,0.988
193.184,0.976
193.214,0.967
193.244,0.970
193.274,0.964
193.304,0.971
193.334,0.979
193.364,0.979
193.394,0.969
193.424,0.969
193.454,0.961
193.484,0.968
193.514,0.974
193.544,0.973
193.574,0.966
193.604,0.964
193.634,0.969
193.664,0.966
193.694,0.961
193.724,0.962
193.754,0.949
193.784,0.952
193.814,0.952
193.844,0.957
193.874,0.961
193.904,0.974
193.934,0.967
193.964,0.956
193.994,0.972
194.024,0.961
194.054,0.967
194.084,0.982
194.114,0.961
194.144,0.958
194.174,0.964
194.204,0.975
194.234,0.973
194.264,0.973
194.294,0.962
194.324,0.966
194.354,0.975
194.384,0.962
194.414,0.954
194.444,0.959
194.474,0.969
194.504,0.962
194.534,0.977
194.564,0.960
194.594,0.964
194.624,0.964
194.654,0.973
194.684,0.958
194.714,0.948
194.744,0.971
194.774,0.975
194.804,0.965
194.834,0.969
194.864,0.957
194.894,0.945
194.924,0.967
194.954,0.944
194.984,0.953
195.014,0.976
195.044,0.968
195.074,0.958
195.104,0.953
195.134,0.962
195.164,0.962
195.194,0.964
195.224,0.965
195.254,0.963
195.284,0.953
195.314,0.964
195.344,0.974
195.374,0.963
195.404,0.951
195.434,0.957
195.464,0.979
195.494,0.950
195.524,0.946
195.554,0.967
195.584,0.987
195.614,0.972
195.644,0.918
195.674,0.966
195.704,0.999
195.734,0.934
195.764,0.959
