df_hash,22ZHK4.ZXX6DZ
387.011,1.036
387.041,1.046
387.071,1.044
387.101,1.044
387.131,1.046
387.161,1.038
387.191,1.052
387.221,1.039
387.251,1.034
387.281,1.042
387.311,1.035
387.341,1.032
387.371,1.031
387.401,1.054
387.431,1.051
387.461,1.035
387.491,1.041
387.521,1.031
387.551,1.043
387.581,1.043
387.611,1.033
387.641,1.054
387.671,1.057
387.701,1.044
387.731,1.025
387.761,1.036
387.791,1.040
387.821,1.038
387.851,1.048
387.881,1.039
387.911,1.038
387.941,1.035
387.971,1.044
388.001,1.042
388.031,1.046
388.061,1.034
388.091,1.049
388.121,1.045
388.151,1.045
388.181,1.040
388.211,1.034
388.241,1.040
388.271,1.038
388.301,1.075
388.331,1.062
388.361,1.048
388.391,1.059
388.421,1.073
388.451,1.055
388.481,1.027
388.511,1.036
388.541,1.038
388.571,1.046
388.601,1.064
388.631,1.083
388.661,1.065
388.691,1.053
388.721,1.060
388.751,1.073
388.781,1.063
388.811,1.063
388.841,1.046
388.871,1.024
388.901,1.021
388.931,1.039
388.961,1.030
388.991,1.016
389.021,1.020
389.051,1.031
389.081,1.034
389.111,1.016
389.141,1.019
389.171,1.027
389.201,1.027
389.231,1.027
389.261,1.024
389.291,1.037
389.321,1.060
389.351,1.034
389.381,1.036
389.411,1.045
389.441,1.040
389.471,1.051
389.501,1.043
389.531,1.057
389.561,1.056
389.591,1.061
389.621,1.064
389.651,1.052
389.681,1.061
389.711,1.070
389.741,1.057
389.771,1.053
389.801,1.051
389.831,1.041
389.861,1.059
389.891,1.069
389.921,1.062
389.951,1.042
389.981,1.061
390.011,1.062
390.041,1.041
390.071,1.058
390.101,1.058
390.131,1.039
390.161,1.041
390.191,1.038
390.221,1.050
390.251,1.042
390.281,1.047
390.311,1.043
390.341,1.038
390.371,1.041
390.401,1.036
390.431,1.038
390.461,1.052
390.491,1.049
390.521,1.034
390.551,1.040
390.581,1.046
390.611,1.043
390.641,1.059
390.671,1.055
390.701,1.038
390.731,1.059
390.761,1.056
390.791,1.047
390.821,1.041
390.851,1.060
390.881,1.059
390.911,1.042
390.941,1.051
390.971,1.058
391.001,1.043
391.031,1.041
391.061,1.054
391.091,1.045
391.121,1.043
391.151,1.060
391.181,1.047
391.211,1.053
391.241,1.055
391.271,1.036
391.301,1.041
391.331,1.045
391.361,1.059
391.391,1.058
391.421,1.068
391.451,1.058
391.481,1.060
391.511,1.069
391.541,1.057
391.571,1.062
391.601,1.059
391.631,1.045
391.661,1.052
391.691,1.053
391.721,1.047
391.751,1.047
391.781,1.054
391.811,1.046
391.841,1.048
391.871,1.053
391.901,1.049
391.931,1.039
391.961,1.052
391.991,1.046
392.021,1.050
392.051,1.062
392.081,1.056
392.111,1.060
392.141,1.070
392.171,1.080
392.201,1.069
392.231,1.075
392.261,1.080
392.291,1.058
392.321,1.056
392.351,1.059
392.381,1.052
392.411,1.037
392.441,1.040
392.471,1.032
392.501,1.029
392.531,1.038
392.561,1.045
392.591,1.036
392.621,1.028
392.651,1.062
392.681,1.047
392.711,1.057
392.741,1.046
392.771,1.022
392.801,1.060
392.831,1.060
392.861,1.031
392.891,1.021
392.921,1.036
392.951,1.019
392.981,1.010
393.011,1.063
393.041,1.046
393.071,1.056
393.101,1.088
393.131,1.093
393.161,1.073
393.191,1.062
393.221,1.061
393.251,1.065
393.281,1.054
393.311,1.050
393.341,1.046
393.371,1.062
393.401,1.077
393.431,1.051
393.461,1.041
393.491,1.039
393.521,1.035
393.551,1.031
393.581,1.036
393.611,1.032
393.641,1.049
393.671,1.045
393.701,1.043
393.731,1.050
393.761,1.048
393.791,1.047
393.821,1.051
393.851,1.039
393.881,1.037
393.911,1.036
393.941,1.032
393.971,1.041
394.001,1.033
394.031,1.035
394.061,1.046
394.091,1.037
394.121,1.048
394.151,1.052
394.181,1.051
394.211,1.049
394.241,1.053
394.271,1.048
394.301,1.061
394.331,1.062
394.361,1.050
394.391,1.055
394.421,1.053
394.451,1.056
394.481,1.056
394.511,1.060
394.541,1.055
394.571,1.061
394.601,1.065
394.631,1.055
394.661,1.040
394.691,1.055
394.721,1.059
394.751,1.044
394.781,1.041
394.811,1.031
394.841,1.035
394.871,1.042
394.901,1.035
394.931,1.053
394.961,1.046
394.991,1.052
395.021,1.053
395.051,1.053
395.081,1.050
395.111,1.045
395.141,1.047
395.171,1.056
395.201,1.049
395.231,1.061
395.261,1.050
395.291,1.045
395.321,1.050
395.351,1.050
395.381,1.044
395.411,1.047
395.441,1.050
395.471,1.053
395.501,1.046
395.531,1.049
395.561,1.049
395.591,1.054
395.621,1.047
395.651,1.047
395.681,1.054
395.711,1.052
395.741,1.060
395.771,1.066
395.801,1.059
395.831,1.054
395.861,1.046
395.891,1.048
395.921,1.053
395.951,1.047
395.981,1.037
396.011,1.046
396.041,1.047
396.071,1.057
396.101,1.050
396.131,1.049
396.161,1.055
396.191,1.044
396.221,1.055
396.251,1.059
396.281,1.060
396.311,1.051
396.341,1.049
396.371,1.057
396.401,1.046
396.431,1.058
396.461,1.052
396.491,1.053
396.521,1.058
396.551,1.053
396.581,1.054
396.611,1.048
396.641,1.047
396.671,1.052
396.701,1.047
396.731,1.055
396.761,1.049
396.791,1.042
396.821,1.044
396.851,1.055
396.881,1.050
396.911,1.052
396.941,1.055
396.971,1.061
397.001,1.052
397.031,1.050
397.061,1.057
397.091,1.051
397.121,1.054
397.151,1.059
397.181,1.053
397.211,1.057
397.241,1.048
397.271,1.056
397.301,1.053
397.331,1.056
397.361,1.072
397.391,1.059
397.421,1.048
397.451,1.055
397.481,1.056
397.511,1.042
397.541,1.036
397.571,1.053
397.601,1.042
397.631,1.051
397.661,1.057
397.691,1.045
397.721,1.058
397.751,1.057
397.781,1.056
397.811,1.051
397.841,1.051
397.871,1.059
397.901,1.053
397.931,1.053
397.961,1.062
397.991,1.058
398.021,1.063
398.051,1.057
398.081,1.043
398.111,1.049
398.141,1.049
398.171,1.048
398.201,1.047
398.231,1.042
398.261,1.036
398.291,1.051
398.321,1.063
398.351,1.049
398.381,1.048
398.411,1.054
398.441,1.057
398.471,1.047
398.501,1.046
398.531,1.055
398.561,1.051
398.591,1.059
398.621,1.062
398.651,1.053
398.681,1.052
398.711,1.048
398.741,1.049
398.771,1.058
398.801,1.056
398.831,1.059
398.861,1.044
398.891,1.050
398.921,1.057
398.951,1.049
398.981,1.052
399.011,1.041
399.041,1.047
399.071,1.059
399.101,1.051
399.131,1.049
399.161,1.049
399.191,1.047
399.221,1.062
399.251,1.055
399.281,1.065
399.311,1.050
399.341,1.047
399.371,1.056
399.401,1.045
399.431,1.062
399.461,1.051
399.491,1.064
399.521,1.063
399.551,1.057
399.581,1.049
399.611,1.050
399.641,1.048
399.671,1.042
399.701,1.048
399.731,1.051
399.761,1.050
399.791,1.050
399.821,1.053
399.851,1.057
399.881,1.058
399.911,1.055
399.941,1.050
399.971,1.043
400.001,1.050
400.031,1.039
400.061,1.051
400.091,1.048
400.121,1.052
400.151,1.057
400.181,1.054
400.211,1.052
400.241,1.056
400.271,1.060
400.301,1.059
400.331,1.057
400.361,1.059
400.391,1.053
400.421,1.049
400.451,1.062
400.481,1.059
400.511,1.056
400.541,1.059
400.571,1.047
400.601,1.051
400.631,1.053
400.661,1.058
400.691,1.051
400.721,1.049
400.751,1.057
400.781,1.043
400.811,1.055
400.841,1.049
400.871,1.052
400.901,1.056
400.931,1.045
400.961,1.056
400.991,1.046
401.021,1.058
401.051,1.058
401.081,1.055
401.111,1.064
401.141,1.053
401.171,1.039
401.201,1.057
401.231,1.066
401.261,1.053
401.291,1.058
401.321,1.055
401.351,1.055
401.381,1.056
401.411,1.056
401.441,1.054
401.471,1.046
401.501,1.053
401.531,1.051
401.561,1.051
401.591,1.049
401.621,1.056
401.651,1.062
401.681,1.056
401.711,1.048
401.741,1.051
401.771,1.061
401.801,1.062
401.831,1.062
401.861,1.054
401.891,1.045
401.921,1.038
401.951,1.038
401.981,1.050
402.011,1.052
402.041,1.045
402.071,1.064
402.101,1.071
402.131,1.059
402.161,1.064
402.191,1.059
402.221,1.066
402.251,1.062
402.281,1.051
402.311,1.058
402.341,1.043
402.371,1.060
402.401,1.039
402.431,1.045
402.461,1.050
402.491,1.046
402.521,1.045
402.551,1.055
402.581,1.054
402.611,1.054
402.641,1.055
402.671,1.055
402.701,1.048
402.731,1.046
402.761,1.057
402.791,1.052
402.821,1.052
402.851,1.064
402.881,1.058
402.911,1.053
402.941,1.053
402.971,1.062
403.001,1.056
403.031,1.057
403.061,1.062
403.091,1.057
403.121,1.057
403.151,1.060
403.181,1.057
403.211,1.052
403.241,1.054
403.271,1.053
403.301,1.053
403.331,1.055
403.361,1.065
403.391,1.058
403.421,1.052
403.451,1.054
403.481,1.037
403.511,1.046
403.541,1.048
403.571,1.050
403.601,1.057
403.631,1.050
403.661,1.059
403.691,1.052
403.721,1.057
403.751,1.055
403.781,1.058
403.811,1.061
403.841,1.050
403.871,1.061
403.901,1.052
403.931,1.049
403.961,1.061
403.991,1.054
404.021,1.053
404.051,1.058
404.081,1.061
404.111,1.059
404.141,1.054
404.171,1.060
404.201,1.049
404.231,1.062
404.261,1.051
404.291,1.054
404.321,1.049
404.351,1.052
404.381,1.062
404.411,1.057
404.441,1.060
404.471,1.059
404.501,1.061
404.531,1.053
404.561,1.054
404.591,1.049
404.621,1.058
404.651,1.055
404.681,1.046
404.711,1.054
404.741,1.056
404.771,1.055
404.801,1.057
404.831,1.052
404.861,1.061
404.891,1.055
404.921,1.058
404.951,1.064
404.981,1.066
405.011,1.059
405.041,1.071
405.071,1.062
405.101,1.052
405.131,1.057
405.161,1.054
405.191,1.052
405.221,1.054
405.251,1.054
405.281,1.046
405.311,1.052
405.341,1.050
405.371,1.050
405.401,1.052
405.431,1.055
405.461,1.051
405.491,1.058
405.521,1.057
405.551,1.060
405.581,1.060
405.611,1.050
405.641,1.057
405.671,1.064
405.701,1.050
405.731,1.065
405.761,1.066
405.791,1.051
405.821,1.060
405.851,1.048
405.881,1.058
405.911,1.069
405.941,1.066
405.971,1.059
406.001,1.060
406.031,1.066
406.061,1.053
406.091,1.061
406.121,1.052
406.151,1.055
406.181,1.072
406.211,1.062
406.241,1.053
406.271,1.050
406.301,1.051
406.331,1.037
406.361,1.046
406.391,1.056
406.421,1.044
406.451,1.048
406.481,1.043
406.511,1.051
406.541,1.046
406.571,1.062
406.601,1.058
406.631,1.045
406.661,1.063
406.691,1.055
406.721,1.054
406.751,1.055
406.781,1.052
406.811,1.066
406.841,1.061
406.871,1.061
406.901,1.055
406.931,1.060
406.961,1.063
406.991,1.046
407.021,1.064
407.051,1.062
407.081,1.058
407.111,1.060
407.141,1.069
407.171,1.058
407.201,1.043
407.231,1.060
407.261,1.062
407.291,1.052
407.321,1.071
407.351,1.072
407.381,1.062
407.411,1.068
407.441,1.062
407.471,1.053
407.501,1.052
407.531,1.053
407.561,1.045
407.591,1.055
407.621,1.037
407.651,1.043
407.681,1.044
407.711,1.041
407.741,1.043
407.771,1.056
407.801,1.053
407.831,1.059
407.861,1.071
407.891,1.066
407.921,1.062
407.951,1.053
407.981,1.063
408.011,1.070
408.041,1.055
408.071,1.060
408.101,1.064
408.131,1.061
408.161,1.062
408.191,1.062
408.221,1.062
408.251,1.060
408.281,1.063
408.311,1.058
408.341,1.055
408.371,1.054
408.401,1.057
408.431,1.060
408.461,1.059
408.491,1.074
408.521,1.076
408.551,1.069
408.581,1.080
408.611,1.080
408.641,1.091
408.671,1.083
408.701,1.079
408.731,1.105
408.761,1.117
408.791,1.100
408.821,1.091
408.851,1.084
408.881,1.097
408.911,1.063
408.941,1.037
408.971,1.083
409.001,1.036
409.031,1.037
409.061,1.046
409.091,1.069
409.121,1.063
409.151,1.040
409.181,1.058
409.211,1.049
409.241,1.064
409.271,1.063
409.301,1.008
409.331,1.019
409.361,1.021
409.391,1.008
409.421,1.015
409.451,1.012
409.481,1.011
409.511,1.026
409.541,1.002
409.571,1.020
409.601,1.018
409.631,1.019
409.661,1.050
409.691,1.024
409.721,1.024
409.751,1.023
409.781,1.025
409.811,1.034
409.841,1.019
409.871,1.028
409.901,1.037
409.931,1.042
409.961,1.042
409.991,1.039
410.021,1.047
410.051,1.048
410.081,1.027
410.111,1.032
410.141,1.020
410.171,1.019
410.201,1.024
410.231,1.017
410.261,1.019
410.291,1.032
410.321,1.026
410.351,1.021
410.381,1.007
410.411,1.021
410.441,1.028
410.471,1.038
410.501,1.045
410.531,1.048
410.561,1.047
410.591,1.025
410.621,1.021
410.651,1.030
410.681,1.023
410.711,1.010
410.741,1.037
410.771,1.017
410.801,1.031
410.831,1.028
410.861,1.016
410.891,1.043
410.921,1.031
410.951,1.027
410.981,1.061
411.011,1.073
411.041,1.072
411.071,1.076
411.101,1.065
411.131,1.062
411.161,1.056
411.191,1.069
411.221,1.066
411.251,1.034
411.281,1.029
411.311,1.047
411.341,1.038
411.371,1.025
411.401,1.036
411.431,1.050
411.461,1.035
411.491,1.022
411.521,1.022
411.551,1.037
411.581,1.025
411.611,1.040
411.641,1.042
411.671,1.034
411.701,1.026
411.731,1.021
411.761,1.025
411.791,1.039
411.821,1.030
411.851,1.045
411.881,1.044
411.911,1.034
411.941,1.032
411.971,1.031
412.001,1.035
412.031,1.029
412.061,1.031
412.091,1.029
412.121,1.033
412.151,1.031
412.181,1.041
412.211,1.056
412.241,1.052
412.271,1.040
412.301,1.057
412.331,1.085
412.361,1.096
412.391,1.093
412.421,1.092
412.451,1.067
412.481,1.019
412.511,1.007
412.541,0.999
412.571,0.988
412.601,1.019
412.631,1.019
412.661,1.012
412.691,1.031
412.721,1.039
412.751,1.020
412.781,1.022
412.811,1.022
412.841,0.954
412.871,0.984
412.901,1.002
412.931,0.999
412.961,1.003
412.991,1.027
413.021,1.021
413.051,1.055
413.081,1.088
413.111,1.130
413.141,1.114
413.171,1.071
413.201,1.020
413.231,1.103
413.261,1.097
413.291,1.053
413.321,1.009
413.351,0.996
413.381,1.021
413.411,1.010
413.441,0.987
413.471,0.989
413.501,1.019
413.531,1.022
413.561,1.037
413.591,1.031
413.621,1.036
413.651,1.030
413.681,1.027
413.711,1.028
413.741,1.033
413.771,1.023
413.801,1.030
413.831,1.034
413.861,1.036
413.891,1.032
413.921,1.041
413.951,1.043
413.981,1.039
414.011,1.036
414.041,1.048
414.071,1.041
414.101,1.035
414.131,1.027
414.161,1.030
414.191,1.039
414.221,1.029
414.251,1.039
414.281,1.049
414.311,1.040
414.341,1.053
414.371,1.053
414.401,1.034
414.431,1.029
414.461,1.037
414.491,1.016
414.521,1.012
414.551,1.013
414.581,1.020
414.611,1.019
414.641,1.028
414.671,1.019
414.701,1.020
414.731,1.034
414.761,1.036
414.791,1.023
414.821,1.030
414.851,1.044
414.881,1.022
414.911,1.018
414.941,1.035
414.971,1.036
415.001,1.032
415.031,1.015
415.061,1.028
415.091,1.029
415.121,1.020
415.151,1.029
415.181,1.009
415.211,1.025
415.241,1.034
415.271,1.017
415.301,1.045
415.331,1.063
415.361,1.058
415.391,1.062
415.421,1.054
415.451,1.043
415.481,1.035
415.511,1.041
415.541,1.041
415.571,1.025
415.601,1.029
415.631,1.031
415.661,1.017
415.691,1.025
415.721,1.021
415.751,1.016
415.781,0.997
415.811,1.009
415.841,1.017
415.871,1.015
415.901,1.010
415.931,1.019
415.961,1.014
415.991,0.986
416.021,1.004
416.051,1.015
416.081,0.990
416.111,1.001
416.141,1.011
416.171,0.995
416.201,1.026
416.231,1.021
416.261,1.003
416.291,1.013
416.321,1.010
416.351,1.009
416.381,0.990
416.411,0.987
416.441,1.013
416.471,0.994
416.501,1.004
416.531,1.014
416.561,1.033
416.591,1.012
416.621,1.022
416.651,1.017
416.681,1.041
416.711,1.019
416.741,1.017
416.771,1.017
416.801,1.014
416.831,1.014
416.861,1.018
416.891,1.021
416.921,1.021
416.951,1.013
416.981,1.016
417.011,1.004
417.041,0.995
417.071,0.987
417.101,0.998
417.131,1.017
417.161,1.014
417.191,1.002
417.221,1.000
417.251,1.003
417.281,0.992
417.311,1.011
417.341,1.026
417.371,1.025
417.401,1.026
417.431,1.023
417.461,1.025
417.491,0.992
417.521,0.971
417.551,0.987
417.581,1.027
417.611,1.030
417.641,1.002
417.671,1.014
417.701,1.016
417.731,1.014
417.761,1.026
417.791,1.051
417.821,1.063
417.851,1.040
417.881,1.018
417.911,0.979
417.941,0.993
417.971,1.019
418.001,1.072
418.031,1.090
418.061,1.050
418.091,1.048
418.121,0.996
418.151,0.945
418.181,0.937
418.211,0.967
418.241,0.992
418.271,1.029
418.301,1.082
418.331,1.133
418.361,1.128
418.391,1.109
418.421,1.069
418.451,0.971
418.481,0.943
418.511,0.940
418.541,0.963
418.571,1.011
418.601,1.023
418.631,1.026
418.661,1.042
418.691,1.046
418.721,1.021
418.751,1.025
418.781,1.026
418.811,1.007
418.841,0.971
418.871,0.970
418.901,0.995
418.931,1.057
418.961,1.090
418.991,1.101
419.021,1.104
419.051,1.066
419.081,1.055
419.111,1.042
419.141,1.013
419.171,1.003
419.201,0.997
419.231,0.998
419.261,1.002
419.291,1.011
419.321,1.012
419.351,1.015
419.381,1.005
419.411,1.020
419.441,1.044
419.471,1.048
419.501,1.059
419.531,1.061
419.561,1.035
419.591,1.039
419.621,1.038
419.651,1.035
419.681,1.033
419.711,1.021
419.741,1.027
419.771,1.021
419.801,1.008
419.831,1.014
419.861,1.009
419.891,0.995
419.921,0.986
419.951,1.005
419.981,1.060
420.011,1.080
420.041,1.078
420.071,1.068
420.101,1.013
420.131,1.004
420.161,1.027
420.191,1.015
420.221,0.999
420.251,1.023
420.281,1.026
420.311,1.025
420.341,1.033
420.371,1.012
420.401,1.019
420.431,1.019
420.461,1.016
420.491,1.020
420.521,1.030
420.551,1.029
420.581,1.031
420.611,1.035
420.641,1.033
420.671,1.043
420.701,1.036
420.731,1.022
420.761,1.029
420.791,1.036
420.821,1.007
420.851,1.008
420.881,1.025
420.911,1.019
420.941,1.011
420.971,1.018
421.001,1.018
421.031,1.012
421.061,1.011
421.091,0.996
421.121,0.977
421.151,0.976
421.181,0.990
421.211,0.992
421.241,0.984
421.271,1.015
421.301,1.032
421.331,1.029
421.361,1.035
421.391,1.037
421.421,1.043
421.451,1.030
421.481,1.019
421.511,1.024
421.541,1.023
421.571,1.013
421.601,1.017
421.631,1.017
421.661,1.025
421.691,1.018
421.721,1.031
421.751,1.015
421.781,1.002
421.811,1.012
421.841,1.014
421.871,1.022
421.901,1.036
421.931,1.034
421.961,1.033
421.991,1.027
422.021,1.016
422.051,1.009
422.081,1.009
422.111,1.007
422.141,1.010
422.171,1.021
422.201,1.021
422.231,1.018
422.261,1.030
422.291,1.029
422.321,1.028
422.351,1.018
422.381,1.015
422.411,1.021
422.441,1.024
422.471,1.028
422.501,1.024
422.531,1.023
422.561,1.018
422.591,1.027
422.621,1.026
422.651,1.027
422.681,1.012
422.711,1.024
422.741,1.023
422.771,1.021
422.801,1.024
422.831,1.028
422.861,1.026
422.891,1.021
422.921,1.024
422.951,1.030
422.981,1.023
423.011,1.028
423.041,1.033
423.071,1.025
423.101,1.026
423.131,1.029
423.161,1.035
423.191,1.025
423.221,1.025
423.251,1.024
423.281,1.025
423.311,1.031
423.341,1.025
423.371,1.025
423.401,1.027
423.431,1.022
423.461,1.023
423.491,1.029
423.521,1.021
423.551,1.027
423.581,1.032
423.611,1.023
423.641,1.029
423.671,1.025
423.701,1.029
423.731,1.036
423.761,1.025
423.791,1.021
423.821,1.028
423.851,1.028
423.881,1.023
423.911,1.026
423.941,1.023
423.971,1.021
424.001,1.028
424.031,1.033
424.061,1.026
424.091,1.021
424.121,1.023
424.151,1.021
424.181,1.028
424.211,1.031
424.241,1.028
424.271,1.026
424.301,1.025
424.331,1.021
424.361,1.026
424.391,1.024
424.421,1.027
424.451,1.032
424.481,1.028
424.511,1.026
424.541,1.021
424.571,1.028
424.601,1.029
424.631,1.025
424.661,1.023
424.691,1.022
424.721,1.025
424.751,1.025
424.781,1.015
424.811,1.017
424.841,1.023
424.871,1.024
424.901,1.033
424.931,1.035
424.961,1.036
424.991,1.027
425.021,1.023
425.051,1.029
425.081,1.026
425.111,1.027
425.141,1.022
425.171,1.024
425.201,1.030
425.231,1.021
425.261,1.028
425.291,1.021
425.321,1.021
425.351,1.023
425.381,1.028
425.411,1.030
425.441,1.027
425.471,1.027
425.501,1.022
425.531,1.024
425.561,1.027
425.591,1.024
425.621,1.024
425.651,1.025
425.681,1.027
425.711,1.026
425.741,1.022
425.771,1.024
425.801,1.025
425.831,1.029
425.861,1.025
425.891,1.025
425.921,1.025
425.951,1.028
425.981,1.021
426.011,1.024
426.041,1.028
426.071,1.025
426.101,1.027
426.131,1.021
426.161,1.025
426.191,1.027
426.221,1.024
426.251,1.024
426.281,1.024
426.311,1.023
426.341,1.030
426.371,1.028
426.401,1.026
426.431,1.015
426.461,1.024
426.491,1.030
426.521,1.026
426.551,1.026
426.581,1.021
426.611,1.018
426.641,1.021
426.671,1.024
426.701,1.030
426.731,1.031
426.761,1.025
426.791,1.029
426.821,1.023
426.851,1.021
426.881,1.026
426.911,1.027
426.941,1.025
426.971,1.029
427.001,1.021
427.031,1.026
427.061,1.023
427.091,1.027
427.121,1.028
427.151,1.026
427.181,1.025
427.211,1.031
427.241,1.026
427.271,1.022
427.301,1.026
427.331,1.024
427.361,1.034
427.391,1.021
427.421,1.026
427.451,1.030
427.481,1.028
427.511,1.028
427.541,1.027
427.571,1.024
427.601,1.030
427.631,1.028
427.661,1.023
427.691,1.031
427.721,1.027
427.751,1.028
427.781,1.027
427.811,1.023
427.841,1.023
427.871,1.028
427.901,1.028
427.931,1.026
427.961,1.024
427.991,1.026
428.021,1.021
428.051,1.027
428.081,1.026
428.111,1.024
428.141,1.026
428.171,1.028
428.201,1.028
428.231,1.026
428.261,1.026
428.291,1.021
428.321,1.027
428.351,1.033
428.381,1.030
428.411,1.028
428.441,1.023
428.471,1.023
428.501,1.027
428.531,1.026
428.561,1.024
428.591,1.027
428.621,1.025
428.651,1.023
428.681,1.026
428.711,1.030
428.741,1.023
428.771,1.028
428.801,1.025
428.831,1.020
428.861,1.027
428.891,1.030
428.921,1.029
428.951,1.023
428.981,1.025
429.011,1.026
429.041,1.026
429.071,1.025
429.101,1.026
429.131,1.026
429.161,1.028
429.191,1.025
429.221,1.029
429.251,1.026
429.281,1.029
429.311,1.038
429.341,1.025
429.371,1.025
429.401,1.026
429.431,1.029
429.461,1.029
429.491,1.025
429.521,1.028
429.551,1.021
429.581,1.026
429.611,1.036
429.641,1.042
429.671,1.021
429.701,1.020
429.731,1.027
429.761,1.028
429.791,1.024
429.821,1.020
429.851,1.024
429.881,1.022
429.911,1.025
429.941,1.031
429.971,1.017
430.001,1.016
430.031,1.028
430.061,1.027
430.091,1.025
430.121,1.023
430.151,1.025
430.181,1.024
430.211,1.022
430.241,1.022
430.271,1.022
430.301,1.030
430.331,1.019
430.361,1.018
430.391,1.021
430.421,1.021
430.451,1.023
430.481,1.029
430.511,1.029
430.541,1.013
430.571,1.021
430.601,1.026
430.631,1.020
430.661,1.021
430.691,1.027
430.721,1.016
430.751,1.020
430.781,1.021
430.811,1.021
430.841,1.023
430.871,1.021
430.901,1.020
430.931,1.021
430.961,1.018
430.991,1.014
431.021,1.020
431.051,1.025
431.081,1.027
431.111,1.022
431.141,1.012
431.171,1.023
431.201,1.026
431.231,1.021
431.261,1.023
431.291,1.015
431.321,1.015
431.351,1.027
431.381,1.021
431.411,1.023
431.441,1.017
431.471,1.019
431.501,1.021
431.531,1.018
431.561,1.018
431.591,1.027
431.621,1.021
431.651,1.025
431.681,1.015
431.711,1.020
431.741,1.026
431.771,1.032
431.801,1.021
431.831,1.017
431.861,1.023
431.891,1.022
431.921,1.022
431.951,1.032
431.981,1.017
432.011,1.009
432.041,1.018
432.071,1.021
432.101,1.021
432.131,1.022
432.161,1.024
432.191,1.027
432.221,1.018
432.251,1.025
432.281,1.024
432.311,1.019
432.341,1.019
432.371,1.021
432.401,1.022
432.431,1.032
432.461,1.019
432.491,1.019
432.521,1.019
432.551,1.021
432.581,1.017
432.611,1.024
432.641,1.022
432.671,1.022
432.701,1.022
432.731,1.025
432.761,1.023
432.791,1.019
432.821,1.024
432.851,1.024
432.881,1.017
432.911,1.021
432.941,1.027
432.971,1.020
433.001,1.025
433.031,1.018
433.061,1.019
433.091,1.025
433.121,1.026
433.151,1.024
433.181,1.019
433.211,1.016
433.241,1.019
433.271,1.022
433.301,1.020
433.331,1.024
433.361,1.028
433.391,1.010
433.421,1.020
433.451,1.022
433.481,1.020
433.511,1.012
433.541,1.020
433.571,1.014
433.601,1.018
433.631,1.027
433.661,1.014
433.691,1.014
433.721,1.023
433.751,1.028
433.781,1.021
433.811,1.018
433.841,1.017
433.871,1.018
433.901,1.022
433.931,1.019
433.961,1.028
433.991,1.025
434.021,1.025
434.051,1.025
434.081,1.023
434.111,1.019
434.141,1.010
434.171,1.019
434.201,1.023
434.231,1.019
434.261,1.019
434.291,1.022
434.321,1.019
434.351,1.024
434.381,1.029
434.411,1.021
434.441,1.012
434.471,1.019
434.501,1.022
434.531,1.020
434.561,1.021
434.591,1.014
434.621,1.015
434.651,1.025
434.681,1.022
434.711,1.027
434.741,1.022
434.771,1.023
434.801,1.019
434.831,1.021
434.861,1.023
434.891,1.020
434.921,1.019
434.951,1.019
434.981,1.019
435.011,1.022
435.041,1.026
435.071,1.020
435.101,1.022
435.131,1.023
435.161,1.019
435.191,1.026
435.221,1.019
435.251,1.023
435.281,1.021
435.311,1.013
435.341,1.021
435.371,1.024
435.401,1.021
435.431,1.027
435.461,1.023
435.491,1.021
435.521,1.019
435.551,1.018
435.581,1.022
435.611,1.025
435.641,1.017
435.671,1.018
435.701,1.023
435.731,1.024
435.761,1.023
435.791,1.021
435.821,1.023
435.851,1.021
435.881,1.020
435.911,1.020
435.941,1.020
435.971,1.023
436.001,1.023
436.031,1.019
436.061,1.023
436.091,1.027
436.121,1.017
436.151,1.023
436.181,1.020
436.211,1.026
436.241,1.023
436.271,1.020
436.301,1.019
436.331,1.025
436.361,1.023
436.391,1.018
436.421,1.027
436.451,1.029
436.481,1.022
436.511,1.026
436.541,1.019
436.571,1.017
436.601,1.023
436.631,1.022
436.661,1.019
436.691,1.022
436.721,1.021
436.751,1.027
436.781,1.022
436.811,1.019
436.841,1.023
436.871,1.022
436.901,1.023
436.931,1.026
436.961,1.021
436.991,1.019
437.021,1.021
437.051,1.025
437.081,1.028
437.111,1.027
437.141,1.028
437.171,1.021
437.201,1.027
437.231,1.020
437.261,1.016
437.291,1.025
437.321,1.024
437.351,1.021
437.381,1.025
437.411,1.021
437.441,1.021
437.471,1.018
437.501,1.024
437.531,1.025
437.561,1.022
437.591,1.023
437.621,1.021
437.651,1.024
437.681,1.024
437.711,1.021
437.741,1.022
437.771,1.024
437.801,1.027
437.831,1.019
437.861,1.023
437.891,1.022
437.921,1.028
437.951,1.023
437.981,1.027
438.011,1.026
438.041,1.023
438.071,1.020
438.101,1.020
438.131,1.027
438.161,1.026
438.191,1.024
438.221,1.018
438.251,1.023
438.281,1.020
438.311,1.027
438.341,1.025
438.371,1.026
438.401,1.014
438.431,1.021
438.461,1.020
438.491,1.021
438.521,1.021
438.551,1.020
438.581,1.022
438.611,1.023
438.641,1.022
438.671,1.029
438.701,1.019
438.731,1.018
438.761,1.021
438.791,1.016
438.821,1.025
438.851,1.027
438.881,1.027
438.911,1.021
438.941,1.021
438.971,1.029
439.001,1.028
439.031,1.027
439.061,1.021
439.091,1.022
439.121,1.024
439.151,1.021
439.181,1.019
439.211,1.022
439.241,1.027
439.271,1.019
439.301,1.027
439.331,1.021
439.361,1.021
439.391,1.025
