df_hash,22ZHK4.PSDHWK
55.024,1.050
55.054,0.954
55.084,0.988
55.114,1.059
55.144,1.052
55.174,1.071
55.204,1.087
55.234,1.028
55.264,1.009
55.294,1.016
55.324,1.026
55.354,1.061
55.384,1.025
55.414,1.064
55.444,1.000
55.474,1.017
55.504,1.044
55.534,1.082
55.564,1.044
55.594,1.096
55.624,1.056
55.654,1.019
55.684,1.082
55.714,1.021
55.744,1.101
55.774,1.045
55.804,1.029
55.834,0.922
55.864,1.168
55.894,1.081
55.924,0.993
55.954,1.025
55.984,0.976
56.014,1.015
56.044,1.034
56.074,1.031
56.104,1.033
56.134,1.027
56.164,1.060
56.194,1.090
56.224,1.061
56.254,1.084
56.284,1.029
56.314,0.968
56.344,0.845
56.374,1.064
56.404,1.072
56.434,1.027
56.464,1.051
56.494,1.011
56.524,1.076
56.554,1.062
56.584,1.057
56.614,1.045
56.644,1.054
56.674,1.005
56.704,1.062
56.734,1.042
56.764,0.983
56.794,1.085
56.824,1.062
56.854,0.995
56.884,1.133
56.914,1.106
56.944,1.006
56.974,1.044
57.004,1.049
57.034,1.057
57.064,0.987
57.094,1.017
57.124,0.970
57.154,1.080
57.184,1.090
57.214,1.035
57.244,1.068
57.274,1.043
57.304,1.063
57.334,1.028
57.364,1.035
57.394,1.005
57.424,1.028
57.454,1.053
57.484,1.173
57.514,1.281
57.544,1.060
57.574,1.023
57.604,1.041
57.634,0.691
57.664,1.035
57.694,0.970
57.724,0.957
57.754,1.151
57.784,1.043
57.814,1.028
57.844,2.018
57.874,0.979
57.904,1.221
57.934,1.103
57.964,0.912
57.994,1.068
58.024,1.014
58.054,1.018
58.084,1.027
58.114,1.029
58.144,1.034
58.174,1.021
58.204,1.020
58.234,1.043
58.264,1.030
58.294,1.034
58.324,1.039
58.354,1.042
58.384,1.033
58.414,1.039
58.444,1.038
58.474,1.027
58.504,1.023
58.534,1.028
58.564,1.029
58.594,1.038
58.624,1.040
58.654,1.021
58.684,1.037
58.714,1.046
58.744,1.023
58.774,1.024
58.804,1.038
58.834,1.042
58.864,1.026
58.894,1.023
58.924,1.030
58.954,1.028
58.984,1.026
59.014,1.027
59.044,1.033
59.074,1.029
59.104,1.024
59.134,1.030
59.164,1.034
59.194,1.034
59.224,1.027
59.254,1.030
59.284,1.034
59.314,1.031
59.344,1.037
59.374,1.037
59.404,1.023
59.434,1.025
59.464,1.028
59.494,1.030
59.524,1.031
59.554,1.026
59.584,1.025
59.614,1.028
59.644,1.029
59.674,1.033
59.704,1.032
59.734,1.026
59.764,1.033
59.794,1.026
59.824,1.029
59.854,1.030
59.884,1.025
59.914,1.032
59.944,1.032
59.974,1.033
60.004,1.023
60.034,1.031
60.064,1.029
60.094,1.021
60.124,1.024
60.154,1.030
60.184,1.030
60.214,1.033
60.244,1.025
60.274,1.033
60.304,1.030
60.334,1.027
60.364,1.033
60.394,1.033
60.424,1.031
60.454,1.023
60.484,1.030
60.514,1.028
60.544,1.037
60.574,1.032
60.604,1.031
60.634,1.034
60.664,1.032
60.694,1.025
60.724,1.025
60.754,1.029
60.784,1.027
60.814,1.028
60.844,1.041
60.874,1.030
60.904,1.027
60.934,1.027
60.964,1.030
60.994,1.027
61.024,1.028
61.054,1.031
61.084,1.030
61.114,1.033
61.144,1.038
61.174,1.037
61.204,1.031
61.234,1.027
61.264,1.032
61.294,1.031
61.324,1.028
61.354,1.028
61.384,1.030
61.414,1.035
61.444,1.035
61.474,1.031
61.504,1.033
61.534,1.028
61.564,1.034
61.594,1.025
61.624,1.031
61.654,1.033
61.684,1.027
61.714,1.032
61.744,1.033
61.774,1.027
61.804,1.028
61.834,1.028
61.864,1.031
61.894,1.030
61.924,1.035
61.954,1.029
61.984,1.030
62.014,1.029
62.044,1.032
62.074,1.032
62.104,1.027
62.134,1.034
62.164,1.031
62.194,1.027
62.224,1.027
62.254,1.030
62.284,1.028
62.314,1.036
62.344,1.035
62.374,1.038
62.404,1.029
62.434,1.028
62.464,1.032
62.494,1.029
62.524,1.031
62.554,1.028
62.584,1.035
62.614,1.032
62.644,1.038
62.674,1.033
62.704,1.039
62.734,1.036
62.764,1.030
62.794,1.031
62.824,1.030
62.854,1.026
62.884,1.026
62.914,1.030
62.944,1.027
62.974,1.021
63.004,1.027
63.034,1.028
63.064,1.028
63.094,1.026
63.124,1.028
63.154,1.039
63.184,1.030
63.214,1.035
63.244,1.035
63.274,1.026
63.304,1.031
63.334,1.029
63.364,1.031
63.394,1.032
63.424,1.029
63.454,1.023
63.484,1.029
63.514,1.033
63.544,1.038
63.574,1.033
63.604,1.026
63.634,1.029
63.664,1.022
63.694,1.024
63.724,1.029
63.754,1.030
63.784,1.021
63.814,1.021
63.844,1.038
63.874,1.044
63.904,1.046
63.934,1.054
63.964,1.049
63.994,1.050
64.024,1.040
64.054,1.044
64.084,1.043
64.114,1.026
64.144,1.030
64.174,1.034
64.204,1.031
64.234,1.033
64.264,1.034
64.294,1.024
64.324,1.031
64.354,1.038
64.384,1.040
64.414,1.026
64.444,1.028
64.474,1.031
64.504,1.030
64.534,1.036
64.564,1.038
64.594,1.029
64.624,1.029
64.654,1.033
64.684,1.013
64.714,1.005
64.744,1.046
64.774,1.066
64.804,1.061
64.834,1.018
64.864,1.032
64.894,1.047
64.924,1.039
64.954,1.028
64.984,1.015
65.014,1.024
65.044,1.025
65.074,1.028
65.104,1.049
65.134,1.011
65.164,1.030
65.194,1.044
65.224,1.052
65.254,1.055
65.284,1.035
65.314,1.036
65.344,1.036
65.374,1.029
65.404,1.026
65.434,1.035
65.464,1.039
65.494,1.033
65.524,1.028
65.554,1.024
65.584,1.028
65.614,1.025
65.644,1.038
65.674,1.039
65.704,1.034
65.734,1.037
65.764,1.041
65.794,1.049
65.824,1.045
65.854,1.037
65.884,1.035
65.914,1.042
65.944,1.052
65.974,1.045
66.004,1.039
66.034,1.039
66.064,1.048
66.094,1.046
66.124,1.038
66.154,1.041
66.184,1.046
66.214,1.052
66.244,1.044
66.274,1.043
66.304,1.040
66.334,1.042
66.364,1.048
66.394,1.040
66.424,1.033
66.454,1.045
66.484,1.047
66.514,1.045
66.544,1.048
66.574,1.035
66.604,1.028
66.634,1.044
66.664,1.044
66.694,1.045
66.724,1.050
66.754,1.047
66.784,1.039
66.814,1.004
66.844,1.010
66.874,1.031
66.904,1.051
66.934,1.071
66.964,1.044
66.994,1.038
67.024,1.040
67.054,1.045
67.084,1.042
67.114,1.061
67.144,1.062
67.174,1.048
67.204,1.047
67.234,1.039
67.264,1.050
67.294,1.047
67.324,1.036
67.354,1.044
67.384,1.041
67.414,1.040
67.444,1.036
67.474,1.037
67.504,1.047
67.534,1.042
67.564,1.042
67.594,1.053
67.624,1.055
67.654,1.048
67.684,1.047
67.714,1.046
67.744,1.033
67.774,1.036
67.804,1.038
67.834,1.033
67.864,1.033
67.894,1.041
67.924,1.037
67.954,1.036
67.984,1.036
68.014,1.035
68.044,1.041
68.074,1.044
68.104,1.042
68.134,1.038
68.164,1.057
68.194,1.114
68.224,1.140
68.254,1.206
68.284,1.151
68.314,1.051
68.344,0.969
68.374,0.999
68.404,1.011
68.434,0.994
68.464,1.002
68.494,0.989
68.524,1.002
68.554,1.025
68.584,1.021
68.614,1.035
68.644,1.046
68.674,1.028
68.704,1.029
68.734,1.026
68.764,1.040
68.794,1.037
68.824,1.018
68.854,1.020
68.884,1.022
68.914,1.020
68.944,1.024
68.974,1.033
69.004,1.029
69.034,1.023
69.064,1.030
69.094,1.029
69.124,1.031
69.154,1.026
69.184,1.026
69.214,1.029
69.244,1.005
69.274,0.999
69.304,0.998
69.334,1.035
69.364,1.057
69.394,1.056
69.424,1.081
69.454,1.116
69.484,1.115
69.514,1.107
69.544,1.078
69.574,1.067
69.604,1.063
69.634,1.032
69.664,1.033
69.694,1.039
69.724,1.046
69.754,1.039
69.784,1.036
69.814,1.036
69.844,1.037
69.874,1.035
69.904,1.040
69.934,1.035
69.964,1.039
69.994,1.041
70.024,1.041
70.054,1.043
70.084,1.031
70.114,1.038
70.144,1.041
70.174,1.036
70.204,1.038
70.234,1.042
70.264,1.044
70.294,1.041
70.324,1.040
70.354,1.040
70.384,1.039
70.414,1.044
70.444,1.048
70.474,1.035
70.504,1.034
70.534,1.035
70.564,1.035
70.594,1.038
70.624,1.042
70.654,1.041
70.684,1.039
70.714,1.038
70.744,1.037
70.774,1.044
70.804,1.046
70.834,1.037
70.864,1.029
70.894,1.037
70.924,1.044
70.954,1.044
70.984,1.040
71.014,1.037
71.044,1.038
71.074,1.038
71.104,1.036
71.134,1.039
71.164,1.042
71.194,1.038
71.224,1.042
71.254,1.039
71.284,1.038
71.314,1.035
71.344,1.036
71.374,1.033
71.404,1.042
71.434,1.042
71.464,1.044
71.494,1.039
71.524,1.029
71.554,1.033
71.584,1.039
71.614,1.039
71.644,1.039
71.674,1.041
71.704,1.037
71.734,1.036
71.764,1.038
71.794,1.041
71.824,1.037
71.854,1.044
71.884,1.035
71.914,1.035
71.944,1.041
71.974,1.040
72.004,1.038
72.034,1.040
72.064,1.032
72.094,1.040
72.124,1.041
72.154,1.035
72.184,1.039
72.214,1.044
72.244,1.039
72.274,1.041
72.304,1.033
72.334,1.035
72.364,1.038
72.394,1.038
72.424,1.043
72.454,1.036
72.484,1.033
72.514,1.039
72.544,1.040
72.574,1.041
72.604,1.036
72.634,1.038
72.664,1.035
72.694,1.038
72.724,1.038
72.754,1.035
72.784,1.038
72.814,1.036
72.844,1.038
72.874,1.035
72.904,1.038
72.934,1.040
72.964,1.036
72.994,1.035
73.024,1.041
73.054,1.033
73.084,1.037
73.114,1.043
73.144,1.037
73.174,1.036
73.204,1.034
73.234,1.042
73.264,1.040
73.294,1.035
73.324,1.039
73.354,1.033
73.384,1.034
73.414,1.038
73.444,1.036
73.474,1.038
73.504,1.036
73.534,1.038
73.564,1.038
73.594,1.039
73.624,1.035
73.654,1.038
73.684,1.037
73.714,1.040
73.744,1.041
73.774,1.034
73.804,1.038
73.834,1.038
73.864,1.034
73.894,1.036
73.924,1.040
73.954,1.038
73.984,1.043
74.014,1.043
74.044,1.045
74.074,1.044
74.104,1.033
74.134,1.033
74.164,1.035
74.194,1.035
74.224,1.040
74.254,1.038
74.284,1.040
74.314,1.041
74.344,1.034
74.374,1.032
74.404,1.036
74.434,1.033
74.464,1.042
74.494,1.042
74.524,1.029
74.554,1.036
74.584,1.046
74.614,1.040
74.644,1.036
74.674,1.032
74.704,1.036
74.734,1.045
74.764,1.043
74.794,1.044
74.824,1.033
74.854,1.034
74.884,1.036
74.914,1.034
74.944,1.035
74.974,1.036
75.004,1.033
75.034,1.050
75.064,1.037
75.094,1.037
75.124,1.035
75.154,1.039
75.184,1.044
75.214,1.035
75.244,1.035
75.274,1.043
75.304,1.037
75.334,1.037
75.364,1.032
75.394,1.034
75.424,1.036
75.454,1.040
75.484,1.035
75.514,1.044
75.544,1.031
75.574,1.033
75.604,1.042
75.634,1.034
75.664,1.034
75.694,1.036
75.724,1.039
75.754,1.037
75.784,1.037
75.814,1.037
75.844,1.038
75.874,1.040
75.904,1.034
75.934,1.033
75.964,1.042
75.994,1.042
76.024,1.042
76.054,1.037
76.084,1.037
76.114,1.040
76.144,1.036
76.174,1.039
76.204,1.043
76.234,1.036
76.264,1.039
76.294,1.041
76.324,1.041
76.354,1.036
76.384,1.035
76.414,1.038
76.444,1.039
76.474,1.040
76.504,1.036
76.534,1.032
76.564,1.034
76.594,1.045
76.624,1.046
76.654,1.038
76.684,1.034
76.714,1.041
76.744,1.037
76.774,1.036
76.804,1.037
76.834,1.034
76.864,1.039
76.894,1.045
76.924,1.041
76.954,1.033
76.984,1.037
77.014,1.039
77.044,1.037
77.074,1.040
77.104,1.035
77.134,1.036
77.164,1.038
77.194,1.038
77.224,1.039
77.254,1.033
77.284,1.041
77.314,1.036
77.344,1.030
77.374,1.037
77.404,1.044
77.434,1.038
77.464,1.036
77.494,1.037
77.524,1.037
77.554,1.037
77.584,1.045
77.614,1.043
77.644,1.034
77.674,1.032
77.704,1.037
77.734,1.038
77.764,1.036
77.794,1.034
77.824,1.040
77.854,1.038
77.884,1.037
77.914,1.035
77.944,1.040
77.974,1.035
78.004,1.039
78.034,1.030
78.064,1.036
78.094,1.044
78.124,1.038
78.154,1.034
78.184,1.035
78.214,1.037
78.244,1.037
78.274,1.039
78.304,1.041
78.334,1.045
78.364,1.032
78.394,1.033
78.424,1.035
78.454,1.037
78.484,1.036
78.514,1.036
78.544,1.039
78.574,1.042
78.604,1.036
78.634,1.036
78.664,1.036
78.694,1.041
78.724,1.035
78.754,1.039
78.784,1.036
78.814,1.037
78.844,1.039
78.874,1.034
78.904,1.039
78.934,1.035
78.964,1.035
78.994,1.038
79.024,1.040
79.054,1.040
79.084,1.039
79.114,1.039
79.144,1.035
79.174,1.031
79.204,1.034
79.234,1.030
79.264,1.036
79.294,1.038
79.324,1.039
79.354,1.037
79.384,1.037
79.414,1.042
79.444,1.036
79.474,1.039
79.504,1.035
79.534,1.044
79.564,1.039
79.594,1.037
79.624,1.035
79.654,1.036
79.684,1.035
79.714,1.036
79.744,1.042
79.774,1.037
79.804,1.035
79.834,1.038
79.864,1.040
79.894,1.031
79.924,1.037
79.954,1.037
79.984,1.033
80.014,1.037
80.044,1.036
80.074,1.035
80.104,1.033
80.134,1.035
80.164,1.039
80.194,1.033
80.224,1.033
80.254,1.042
80.284,1.039
80.314,1.036
80.344,1.033
80.374,1.037
80.404,1.038
80.434,1.039
80.464,1.034
80.494,1.034
80.524,1.034
80.554,1.044
80.584,1.032
80.614,1.033
80.644,1.032
80.674,1.035
80.704,1.042
80.734,1.039
80.764,1.036
80.794,1.036
80.824,1.039
80.854,1.032
80.884,1.041
80.914,1.040
80.944,1.035
80.974,1.041
81.004,1.032
81.034,1.034
81.064,1.036
81.094,1.039
81.124,1.042
81.154,1.042
81.184,1.031
81.214,1.031
81.244,1.042
81.274,1.038
81.304,1.036
81.334,1.032
81.364,1.036
81.394,1.036
81.424,1.035
81.454,1.034
81.484,1.034
81.514,1.037
81.544,1.041
81.574,1.032
81.604,1.033
81.634,1.042
81.664,1.043
81.694,1.042
81.724,1.034
81.754,1.029
81.784,1.033
81.814,1.039
81.844,1.044
81.874,1.042
81.904,1.032
81.934,1.031
81.964,1.037
81.994,1.039
82.024,1.038
82.054,1.039
82.084,1.038
82.114,1.034
82.144,1.036
82.174,1.035
82.204,1.031
82.234,1.036
82.264,1.034
82.294,1.038
82.324,1.038
82.354,1.038
82.384,1.036
82.414,1.039
82.444,1.037
82.474,1.033
82.504,1.034
82.534,1.036
82.564,1.039
82.594,1.037
82.624,1.032
82.654,1.036
82.684,1.036
82.714,1.033
82.744,1.037
82.774,1.040
82.804,1.036
82.834,1.040
82.864,1.035
82.894,1.038
82.924,1.038
82.954,1.033
82.984,1.036
83.014,1.032
83.044,1.032
83.074,1.040
83.104,1.035
83.134,1.037
83.164,1.033
83.194,1.037
83.224,1.041
83.254,1.045
83.284,1.046
83.314,1.056
83.344,1.127
83.374,1.157
83.404,1.124
83.434,1.027
83.464,0.993
83.494,0.990
83.524,0.988
83.554,0.982
83.584,0.983
83.614,0.997
83.644,1.005
83.674,1.008
83.704,1.005
83.734,1.010
83.764,1.006
83.794,1.004
83.824,0.997
83.854,1.009
83.884,1.008
83.914,1.015
83.944,1.015
83.974,1.012
84.004,1.013
84.034,1.015
84.064,1.013
84.094,1.016
84.124,1.003
84.154,1.005
84.184,1.007
84.214,1.000
84.244,1.004
84.274,1.006
84.304,1.009
84.334,1.007
84.364,1.003
84.394,1.011
84.424,1.014
84.454,1.013
84.484,1.014
84.514,1.013
84.544,1.004
84.574,0.996
84.604,1.005
84.634,1.000
84.664,1.004
84.694,1.015
84.724,1.005
84.754,1.010
84.784,1.004
84.814,1.013
84.844,1.001
84.874,1.007
84.904,1.013
84.934,1.014
84.964,1.010
84.994,1.012
85.024,1.003
85.054,1.001
85.084,1.015
85.114,1.014
85.144,1.010
85.174,1.016
85.204,1.013
85.234,1.012
85.264,1.011
85.294,1.007
85.324,1.014
85.354,1.018
85.384,1.008
85.414,1.005
85.444,1.020
85.474,1.016
85.504,1.008
85.534,1.009
85.564,1.014
85.594,1.011
85.624,1.006
85.654,1.014
85.684,1.013
85.714,1.011
85.744,1.020
85.774,1.020
85.804,1.007
85.834,1.009
85.864,1.016
85.894,1.015
85.924,1.015
85.954,1.014
85.984,1.008
86.014,1.015
86.044,1.017
86.074,1.012
86.104,1.013
86.134,1.016
86.164,1.013
86.194,1.010
86.224,1.018
86.254,1.014
86.284,1.013
86.314,1.013
86.344,1.016
86.374,1.015
86.404,1.017
86.434,1.018
86.464,1.014
86.494,1.008
86.524,1.019
86.554,1.021
86.584,1.012
86.614,1.014
86.644,1.015
86.674,1.019
86.704,1.011
86.734,1.015
86.764,1.015
86.794,1.014
86.824,1.015
86.854,1.014
86.884,1.013
86.914,1.011
86.944,1.013
86.974,1.011
87.004,1.016
87.034,1.016
87.064,1.013
87.094,1.012
87.124,1.016
87.154,1.009
87.184,1.014
87.214,1.018
87.244,1.018
87.274,1.020
87.304,1.014
87.334,1.011
87.364,1.013
87.394,1.014
87.424,1.016
87.454,1.022
87.484,1.020
87.514,1.013
87.544,1.014
87.574,1.013
87.604,1.013
87.634,1.014
87.664,1.012
87.694,1.016
87.724,1.018
87.754,1.016
87.784,1.019
87.814,1.016
87.844,1.018
87.874,1.018
87.904,1.013
87.934,1.016
87.964,1.015
87.994,1.014
88.024,1.012
88.054,1.018
88.084,1.018
88.114,1.012
88.144,1.016
88.174,1.016
88.204,1.011
88.234,1.019
88.264,1.017
88.294,1.010
88.324,1.013
88.354,1.016
88.384,1.018
88.414,1.018
88.444,1.013
88.474,1.014
88.504,1.019
88.534,1.016
88.564,1.019
88.594,1.013
88.624,1.018
88.654,1.018
88.684,1.016
88.714,1.013
88.744,1.013
88.774,1.014
88.804,1.016
88.834,1.019
88.864,1.017
88.894,1.012
88.924,1.019
88.954,1.015
88.984,1.015
89.014,1.014
89.044,1.013
89.074,1.018
89.104,1.015
89.134,1.016
89.164,1.017
89.194,1.016
89.224,1.016
89.254,1.018
89.284,1.015
89.314,1.011
89.344,1.018
89.374,1.017
89.404,1.016
89.434,1.012
89.464,1.011
89.494,1.013
89.524,1.016
89.554,1.020
89.584,1.014
89.614,1.017
89.644,1.017
89.674,1.011
89.704,1.020
89.734,1.018
89.764,1.014
89.794,1.011
89.824,1.017
89.854,1.019
89.884,1.017
89.914,1.021
89.944,1.015
89.974,1.018
90.004,1.016
90.034,1.019
90.064,1.017
90.094,1.011
90.124,1.010
90.154,1.011
90.184,1.016
90.214,1.018
90.244,1.021
90.274,1.017
90.304,1.015
90.334,1.020
90.364,1.014
90.394,1.018
90.424,1.015
90.454,1.019
90.484,1.015
90.514,1.016
90.544,1.014
90.574,1.016
90.604,1.015
90.634,1.018
90.664,1.016
90.694,1.018
90.724,1.020
90.754,1.017
90.784,1.018
90.814,1.018
90.844,1.018
90.874,1.021
90.904,1.014
90.934,1.017
90.964,1.016
90.994,1.015
91.024,1.017
91.054,1.017
91.084,1.014
91.114,1.016
91.144,1.018
91.174,1.014
91.204,1.013
91.234,1.017
91.264,1.013
91.294,1.017
91.324,1.018
91.354,1.017
91.384,1.012
91.414,1.017
91.444,1.013
91.474,1.013
91.504,1.016
91.534,1.015
91.564,1.020
91.594,1.022
91.624,1.017
91.654,1.015
91.684,1.015
91.714,1.021
91.744,1.016
91.774,1.013
