df_hash,22ZHK4.TRV2GV
119.198,0.976
119.228,0.978
119.258,0.955
119.288,0.951
119.318,0.963
119.348,0.979
119.378,0.966
119.408,0.952
119.438,0.971
119.468,0.993
119.498,0.963
119.528,0.962
119.558,0.991
119.588,0.974
119.618,0.953
119.648,0.976
119.678,0.982
119.708,0.979
119.738,0.992
119.768,0.978
119.798,0.964
119.828,0.906
119.858,0.903
119.888,0.918
119.918,0.954
119.948,0.993
119.978,1.014
120.008,1.008
120.038,0.981
120.068,0.947
120.098,0.948
120.128,0.950
120.158,0.974
120.188,0.985
120.218,0.974
120.248,0.953
120.278,0.956
120.308,0.959
120.338,0.950
120.368,0.961
120.398,0.965
120.428,0.969
120.458,0.967
120.488,0.965
120.518,0.958
120.548,0.967
120.578,0.982
120.608,0.965
120.638,0.948
120.668,0.947
120.698,0.946
120.728,0.955
120.758,0.960
120.788,0.959
120.818,0.971
120.848,0.965
120.878,0.963
120.908,0.971
120.938,0.969
120.968,0.966
120.998,0.965
121.028,0.961
121.058,0.958
121.088,0.959
121.118,0.956
121.148,0.964
121.178,0.962
121.208,0.955
121.238,0.959
121.268,0.966
121.298,0.963
121.328,0.957
121.358,0.960
121.388,0.966
121.418,0.964
121.448,0.963
121.478,0.966
121.508,0.959
121.538,0.962
121.568,0.959
121.598,0.961
121.628,0.962
121.658,0.961
121.688,0.960
121.718,0.964
121.748,0.960
121.778,0.960
121.808,0.958
121.838,0.962
121.868,0.960
121.898,0.962
121.928,0.957
121.958,0.959
121.988,0.967
122.018,0.958
122.048,0.961
122.078,0.964
122.108,0.960
122.138,0.959
122.168,0.961
122.198,0.960
122.228,0.958
122.258,0.963
122.288,0.958
122.318,0.960
122.348,0.963
122.378,0.962
122.408,0.963
122.438,0.961
122.468,0.963
122.498,0.961
122.528,0.960
122.558,0.961
122.588,0.961
122.618,0.971
122.648,0.959
122.678,0.953
122.708,0.964
122.738,0.964
122.768,0.960
122.798,0.965
122.828,0.966
122.858,0.960
122.888,0.962
122.918,0.958
122.948,0.955
122.978,0.962
123.008,0.970
123.038,0.966
123.068,0.966
123.098,0.961
123.128,0.954
123.158,0.956
123.188,0.958
123.218,0.956
123.248,0.966
123.278,0.967
123.308,0.963
123.338,0.961
123.368,0.967
123.398,0.961
123.428,0.968
123.458,0.970
123.488,0.963
123.518,0.964
123.548,0.951
123.578,0.955
123.608,0.954
123.638,0.959
123.668,0.963
123.698,0.965
123.728,0.974
123.758,0.972
123.788,0.956
123.818,0.949
123.848,0.953
123.878,0.966
123.908,0.971
123.938,0.971
123.968,0.975
123.998,0.970
124.028,0.967
124.058,0.960
124.088,0.963
124.118,0.966
124.148,0.960
124.178,0.956
124.208,0.953
124.238,0.956
124.268,0.964
124.298,0.965
124.328,0.961
124.358,0.971
124.388,0.971
124.418,0.959
124.448,0.964
124.478,0.965
124.508,0.961
124.538,0.967
124.568,0.963
124.598,0.950
124.628,0.958
124.658,0.953
124.688,0.957
124.718,0.965
124.748,0.968
124.778,0.970
124.808,0.970
124.838,0.970
124.868,0.972
124.898,0.964
124.928,0.955
124.958,0.949
124.988,0.955
125.018,0.955
125.048,0.963
125.078,0.966
125.108,0.966
125.138,0.956
125.168,0.963
125.198,0.976
125.228,0.968
125.258,0.965
125.288,0.965
125.318,0.961
125.348,0.961
125.378,0.960
125.408,0.956
125.438,0.970
125.468,0.967
125.498,0.960
125.528,0.961
125.558,0.964
125.588,0.963
125.618,0.964
125.648,0.960
125.678,0.961
125.708,0.962
125.738,0.964
125.768,0.962
125.798,0.961
125.828,0.964
125.858,0.956
125.888,0.958
125.918,0.971
125.948,0.962
125.978,0.960
126.008,0.958
126.038,0.959
126.068,0.962
126.098,0.967
126.128,0.963
126.158,0.958
126.188,0.962
126.218,0.962
126.248,0.959
126.278,0.964
126.308,0.961
126.338,0.968
126.368,0.964
126.398,0.957
126.428,0.961
126.458,0.964
126.488,0.965
126.518,0.962
126.548,0.959
126.578,0.965
126.608,0.963
126.638,0.960
126.668,0.977
126.698,0.963
126.728,0.960
126.758,0.965
126.788,0.959
126.818,0.958
126.848,0.962
126.878,0.967
126.908,0.957
126.938,0.964
126.968,0.961
126.998,0.961
127.028,0.961
127.058,0.964
127.088,0.962
127.118,0.964
127.148,0.964
127.178,0.961
127.208,0.961
127.238,0.961
127.268,0.959
127.298,0.957
127.328,0.963
127.358,0.964
127.388,0.963
127.418,0.962
127.448,0.970
127.478,0.965
127.508,0.952
127.538,0.954
127.568,0.965
127.598,0.963
127.628,0.962
127.658,0.967
127.688,0.960
127.718,0.960
127.748,0.961
127.778,0.964
127.808,0.963
127.838,0.964
127.868,0.961
127.898,0.960
127.928,0.960
127.958,0.964
127.988,0.962
128.018,0.963
128.048,0.959
128.078,0.966
128.108,0.963
128.138,0.966
128.168,0.961
128.198,0.965
128.228,0.963
128.258,0.957
128.288,0.957
128.318,0.976
128.348,0.960
128.378,0.958
128.408,0.960
128.438,0.960
128.468,0.964
128.498,0.967
128.528,0.957
128.558,0.962
128.588,0.960
128.618,0.961
128.648,0.961
128.678,0.962
128.708,0.960
128.738,0.963
128.768,0.962
128.798,0.961
128.828,0.962
128.858,0.961
128.888,0.968
128.918,0.976
128.948,1.006
128.978,0.981
129.008,0.950
129.038,0.938
129.068,0.948
129.098,0.976
129.128,0.972
129.158,0.962
129.188,0.964
129.218,0.957
129.248,0.949
129.278,0.964
129.308,0.971
129.338,0.976
129.368,0.980
129.398,0.974
129.428,0.978
129.458,0.973
129.488,0.960
129.518,0.958
129.548,0.965
129.578,0.954
129.608,0.951
129.638,0.978
129.668,0.992
129.698,0.988
129.728,0.995
129.758,0.983
129.788,0.968
129.818,0.976
129.848,0.977
129.878,0.974
129.908,0.961
129.938,0.956
129.968,0.974
129.998,0.970
130.028,0.974
130.058,0.970
130.088,0.976
130.118,0.969
130.148,0.972
130.178,0.965
130.208,0.959
130.238,0.970
130.268,0.967
130.298,0.971
130.328,0.973
130.358,0.979
130.388,0.978
130.418,0.979
130.448,0.976
130.478,0.975
130.508,0.975
130.538,0.972
130.568,0.969
130.598,0.963
130.628,0.966
130.658,0.962
130.688,0.968
130.718,0.978
130.748,0.969
130.778,0.975
130.808,0.980
130.838,0.967
130.868,0.970
130.898,0.974
130.928,0.969
130.958,0.965
130.988,0.970
131.018,0.965
131.048,0.965
131.078,0.972
131.108,0.961
131.138,0.969
131.168,0.971
131.198,0.971
131.228,0.968
131.258,0.975
131.288,0.968
131.318,0.966
131.348,0.962
131.378,0.966
131.408,0.968
131.438,0.967
131.468,0.964
131.498,0.969
131.528,0.972
131.558,0.962
131.588,0.959
131.618,0.966
131.648,0.969
131.678,0.972
131.708,0.979
131.738,0.967
131.768,0.974
131.798,0.963
131.828,0.962
131.858,0.961
131.888,0.966
131.918,0.964
131.948,0.969
131.978,0.968
132.008,0.971
132.038,0.969
132.068,0.970
132.098,0.975
132.128,0.967
132.158,0.966
132.188,0.960
132.218,0.962
132.248,0.975
132.278,0.974
132.308,0.969
132.338,0.969
132.368,0.969
132.398,0.966
132.428,0.966
132.458,0.967
132.488,0.961
132.518,0.974
132.548,0.970
132.578,0.959
132.608,0.969
132.638,0.971
132.668,0.970
132.698,0.966
132.728,0.973
132.758,0.975
132.788,0.968
132.818,0.966
132.848,0.963
132.878,0.967
132.908,0.961
132.938,0.967
132.968,0.969
132.998,0.966
133.028,0.967
133.058,0.970
133.088,0.967
133.118,0.955
133.148,0.962
133.178,0.968
133.208,0.966
133.238,0.970
133.268,0.975
133.298,0.967
133.328,0.970
133.358,0.969
133.388,0.966
133.418,0.969
133.448,0.972
133.478,0.968
133.508,0.963
133.538,0.969
133.568,0.969
133.598,0.965
133.628,0.962
133.658,0.967
133.688,0.963
133.718,0.969
133.748,0.971
133.778,0.968
133.808,0.967
133.838,0.969
133.868,0.966
133.898,0.962
133.928,0.965
133.958,0.976
133.988,0.967
134.018,0.964
134.048,0.962
134.078,0.968
134.108,0.969
134.138,0.969
134.168,0.962
134.198,0.963
134.228,0.972
134.258,0.966
134.288,0.966
134.318,0.974
134.348,0.966
134.378,0.966
134.408,0.965
134.438,0.966
134.468,0.965
134.498,0.966
134.528,0.964
134.558,0.967
134.588,0.969
134.618,0.969
134.648,0.969
134.678,0.972
134.708,0.963
134.738,0.960
134.768,0.975
134.798,0.964
134.828,0.961
134.858,0.965
134.888,0.966
134.918,0.962
134.948,0.971
134.978,0.965
135.008,0.963
135.038,0.967
135.068,0.968
135.098,0.966
135.128,0.969
135.158,0.965
135.188,0.967
135.218,0.965
135.248,0.967
135.278,0.964
135.308,0.963
135.338,0.966
135.368,0.969
135.398,0.968
135.428,0.969
135.458,0.968
135.488,0.967
135.518,0.962
135.548,0.964
135.578,0.977
135.608,0.970
135.638,0.960
135.668,0.965
135.698,0.964
135.728,0.961
135.758,0.975
135.788,0.973
135.818,0.965
135.848,0.970
135.878,0.968
135.908,0.964
135.938,0.967
135.968,0.962
135.998,0.966
136.028,0.964
136.058,0.967
136.088,0.967
136.118,0.967
136.148,0.967
136.178,0.968
136.208,0.970
136.238,0.967
136.268,0.966
136.298,0.966
136.328,0.964
136.358,0.968
136.388,0.963
136.418,0.962
136.448,0.976
136.478,0.962
136.508,0.960
136.538,0.962
136.568,0.966
136.598,0.968
136.628,0.968
136.658,0.968
136.688,0.963
136.718,0.966
136.748,0.968
136.778,0.965
136.808,0.967
136.838,0.968
136.868,0.968
136.898,0.967
136.928,0.967
136.958,0.968
136.988,0.962
137.018,0.966
137.048,0.964
137.078,0.965
137.108,0.964
137.138,0.964
137.168,0.964
137.198,0.967
137.228,0.975
137.258,0.964
137.288,0.956
137.318,0.972
137.348,0.970
137.378,0.958
137.408,0.962
137.438,0.965
137.468,0.965
137.498,0.968
137.528,0.970
137.558,0.960
137.588,0.969
137.618,0.967
137.648,0.969
137.678,0.969
137.708,0.967
137.738,0.963
137.768,0.966
137.798,0.960
137.828,0.964
137.858,0.964
137.888,0.967
137.918,0.968
137.948,0.971
137.978,0.966
138.008,0.963
138.038,0.968
138.068,0.964
138.098,0.965
138.128,0.973
138.158,0.962
138.188,0.963
138.218,0.966
138.248,0.968
138.278,0.968
138.308,0.968
138.338,0.963
138.368,0.965
138.398,0.977
138.428,0.961
138.458,0.966
138.488,0.964
138.518,0.965
138.548,0.968
138.578,0.971
138.608,0.962
138.638,0.962
138.668,0.966
138.698,0.965
138.728,0.965
138.758,0.968
138.788,0.966
138.818,0.966
138.848,0.963
138.878,0.968
138.908,0.969
138.938,0.954
138.968,0.961
138.998,0.966
139.028,0.965
139.058,0.971
139.088,0.972
139.118,0.964
139.148,0.964
139.178,0.964
139.208,0.962
139.238,0.966
139.268,0.969
139.298,0.968
139.328,0.967
139.358,0.966
139.388,0.966
139.418,0.966
139.448,0.965
139.478,0.967
139.508,0.967
139.538,0.967
139.568,0.965
139.598,0.963
139.628,0.965
139.658,0.963
139.688,0.964
139.718,0.977
139.748,0.965
139.778,0.960
139.808,0.968
139.838,0.970
139.868,0.970
139.898,0.971
139.928,0.968
139.958,0.957
139.988,0.967
140.018,0.968
140.048,0.963
140.078,0.968
140.108,0.965
140.138,0.965
140.168,0.966
140.198,0.967
140.228,0.965
140.258,0.962
140.288,0.968
140.318,0.966
140.348,0.968
140.378,0.968
140.408,0.964
140.438,0.969
140.468,0.972
140.498,0.969
140.528,0.960
140.558,0.958
140.588,0.976
140.618,0.964
140.648,0.960
140.678,0.965
140.708,0.968
140.738,0.966
140.768,0.967
140.798,0.964
140.828,0.959
140.858,0.966
140.888,0.967
140.918,0.962
140.948,0.968
140.978,0.968
141.008,0.965
141.038,0.966
141.068,0.969
141.098,0.964
141.128,0.965
141.158,0.964
141.188,0.964
141.218,0.966
141.248,0.966
141.278,0.969
141.308,0.962
141.338,0.966
141.368,0.976
141.398,0.960
141.428,0.960
141.458,0.963
141.488,0.970
141.518,0.971
141.548,0.971
141.578,0.967
141.608,0.967
141.638,0.966
141.668,0.961
141.698,0.969
141.728,0.968
141.758,0.964
141.788,0.968
141.818,0.970
141.848,0.967
141.878,0.967
141.908,0.965
141.938,0.964
141.968,0.963
141.998,0.966
142.028,0.968
142.058,0.963
142.088,0.960
142.118,0.976
142.148,0.965
142.178,0.959
142.208,0.963
142.238,0.967
142.268,0.964
142.298,0.972
142.328,0.966
142.358,0.961
142.388,0.965
142.418,0.959
142.448,0.968
142.478,0.969
142.508,0.964
142.538,0.968
142.568,0.966
142.598,0.964
142.628,0.963
142.658,0.964
142.688,0.962
142.718,0.965
142.748,0.966
142.778,0.964
142.808,0.970
142.838,0.965
142.868,0.962
142.898,0.974
142.928,0.965
142.958,0.958
142.988,0.966
143.018,0.962
143.048,0.965
143.078,0.973
143.108,0.972
143.138,0.963
143.168,0.968
143.198,0.966
143.228,0.964
143.258,0.966
143.288,0.967
143.318,0.963
143.348,0.963
143.378,0.966
143.408,0.964
143.438,0.963
143.468,0.966
143.498,0.963
143.528,0.966
143.558,0.968
143.588,0.965
143.618,0.964
143.648,0.965
143.678,0.962
143.708,0.965
143.738,0.973
143.768,0.962
143.798,0.961
143.828,0.961
143.858,0.961
143.888,0.964
143.918,0.972
143.948,0.967
143.978,0.963
144.008,0.965
144.038,0.964
144.068,0.964
144.098,0.967
144.128,0.967
144.158,0.964
144.188,0.965
144.218,0.966
144.248,0.963
144.278,0.963
144.308,0.968
144.338,0.965
144.368,0.967
144.398,0.968
144.428,0.964
144.458,0.967
144.488,0.973
144.518,0.961
144.548,0.962
144.578,0.979
144.608,0.973
144.638,0.968
144.668,0.972
144.698,0.965
144.728,0.957
144.758,0.940
144.788,0.949
144.818,0.955
144.848,0.976
144.878,0.977
144.908,0.973
144.938,0.970
144.968,0.965
144.998,0.961
145.028,0.962
145.058,0.965
145.088,0.969
145.118,0.978
145.148,0.971
145.178,0.964
145.208,0.957
145.238,0.961
145.268,0.965
145.298,0.965
145.328,0.969
145.358,0.980
145.388,0.964
145.418,0.961
145.448,0.959
145.478,0.964
145.508,0.964
145.538,0.969
145.568,0.959
145.598,0.967
145.628,0.965
145.658,0.962
145.688,0.964
145.718,0.968
145.748,0.970
145.778,0.973
145.808,0.967
145.838,0.966
145.868,0.964
145.898,0.963
145.928,0.963
145.958,0.964
145.988,0.968
146.018,0.971
146.048,0.960
146.078,0.965
146.108,0.973
146.138,0.961
146.168,0.965
146.198,0.964
146.228,0.967
146.258,0.967
146.288,0.967
146.318,0.964
146.348,0.958
146.378,0.967
146.408,0.964
146.438,0.965
146.468,0.965
146.498,0.964
146.528,0.966
146.558,0.966
146.588,0.965
146.618,0.967
146.648,0.968
146.678,0.964
146.708,0.968
146.738,0.966
146.768,0.967
146.798,0.969
146.828,0.961
146.858,0.967
146.888,0.975
146.918,0.961
146.948,0.960
146.978,0.964
147.008,0.965
147.038,0.969
147.068,0.970
147.098,0.966
147.128,0.964
147.158,0.962
147.188,0.961
147.218,0.965
147.248,0.969
147.278,0.966
147.308,0.965
147.338,0.966
147.368,0.964
147.398,0.970
147.428,0.974
147.458,0.969
147.488,0.961
147.518,0.952
147.548,0.946
147.578,0.955
147.608,0.979
147.638,0.976
147.668,0.958
147.698,0.976
147.728,0.970
147.758,0.958
147.788,0.958
147.818,0.966
147.848,0.964
147.878,0.964
147.908,0.967
147.938,0.963
147.968,0.963
147.998,0.960
148.028,0.971
148.058,0.969
148.088,0.968
148.118,0.965
148.148,0.966
148.178,0.965
148.208,0.965
148.238,0.967
148.268,0.967
148.298,0.965
148.328,0.963
148.358,0.965
148.388,0.966
148.418,0.965
148.448,0.971
148.478,0.962
148.508,0.961
148.538,0.965
148.568,0.965
148.598,0.970
148.628,0.966
148.658,0.959
148.688,0.968
148.718,0.967
148.748,0.964
148.778,0.963
148.808,0.964
148.838,0.963
148.868,0.966
148.898,0.966
148.928,0.965
148.958,0.968
148.988,0.966
149.018,0.963
149.048,0.968
149.078,0.969
149.108,0.963
149.138,0.963
149.168,0.974
149.198,0.967
149.228,0.960
149.258,0.960
149.288,0.960
149.318,0.962
149.348,0.969
149.378,0.967
149.408,0.958
149.438,0.967
149.468,0.964
149.498,0.966
149.528,0.967
149.558,0.966
149.588,0.965
149.618,0.964
149.648,0.967
149.678,0.964
149.708,0.961
149.738,0.965
149.768,0.967
149.798,0.967
149.828,0.964
149.858,0.963
149.888,0.966
149.918,0.964
149.948,0.962
149.978,0.970
150.008,0.970
150.038,0.959
150.068,0.962
150.098,0.964
150.128,0.965
150.158,0.969
150.188,0.972
150.218,0.963
150.248,0.967
150.278,0.967
150.308,0.963
150.338,0.966
150.368,0.966
150.398,0.966
150.428,0.962
150.458,0.965
150.488,0.966
150.518,0.961
150.548,0.969
150.578,0.969
150.608,0.966
150.638,0.969
150.668,0.967
150.698,0.965
150.728,0.963
150.758,0.966
150.788,0.963
150.818,0.961
150.848,0.972
150.878,0.969
150.908,0.960
150.938,0.964
150.968,0.961
150.998,0.960
151.028,0.965
151.058,0.976
151.088,0.974
151.118,0.964
151.148,0.964
151.178,0.964
151.208,0.963
151.238,0.962
151.268,0.964
151.298,0.971
151.328,0.970
151.358,0.959
151.388,0.963
151.418,0.967
151.448,0.963
151.478,0.963
151.508,0.967
151.538,0.965
151.568,0.970
151.598,0.958
151.628,0.966
151.658,0.977
151.688,0.964
151.718,0.960
151.748,0.964
151.778,0.963
151.808,0.964
151.838,0.968
151.868,0.968
151.898,0.963
151.928,0.968
151.958,0.964
151.988,0.964
152.018,0.968
152.048,0.965
152.078,0.964
152.108,0.968
152.138,0.964
152.168,0.961
152.198,0.966
152.228,0.966
152.258,0.964
152.288,0.967
152.318,0.964
152.348,0.965
152.378,0.964
152.408,0.963
152.438,0.973
152.468,0.965
152.498,0.957
152.528,0.964
152.558,0.966
152.588,0.967
152.618,0.968
152.648,0.974
152.678,0.961
152.708,0.963
152.738,0.966
152.768,0.967
152.798,0.966
152.828,0.960
152.858,0.955
152.888,0.961
152.918,0.971
152.948,0.962
152.978,0.955
153.008,0.969
153.038,0.978
153.068,0.980
153.098,0.978
153.128,0.986
153.158,0.987
153.188,0.991
153.218,0.990
153.248,0.985
153.278,0.994
153.308,0.985
153.338,0.970
153.368,0.966
153.398,0.979
153.428,0.983
153.458,0.989
153.488,0.995
153.518,0.993
153.548,0.979
153.578,0.973
153.608,0.962
153.638,0.963
153.668,0.972
153.698,0.973
153.728,0.979
153.758,0.979
153.788,0.978
153.818,0.979
153.848,0.977
153.878,0.980
153.908,0.985
153.938,0.976
153.968,0.974
153.998,0.972
154.028,0.969
154.058,0.974
154.088,0.972
154.118,0.982
154.148,0.993
154.178,0.972
154.208,0.968
154.238,0.976
154.268,0.978
154.298,0.979
154.328,0.981
154.358,0.978
154.388,0.974
154.418,0.963
154.448,0.977
154.478,0.972
154.508,0.968
154.538,0.971
154.568,0.967
154.598,0.974
154.628,0.982
154.658,0.975
154.688,0.974
154.718,0.977
154.748,0.978
154.778,0.979
154.808,0.984
154.838,0.983
154.868,0.972
154.898,0.961
154.928,0.967
154.958,0.982
154.988,0.978
155.018,0.970
155.048,0.976
155.078,0.976
155.108,0.973
155.138,0.974
155.168,0.973
155.198,0.968
155.228,0.970
155.258,0.972
155.288,0.971
155.318,0.973
155.348,0.978
155.378,0.974
155.408,0.973
155.438,0.972
155.468,0.973
155.498,0.972
155.528,0.977
155.558,0.975
155.588,0.966
155.618,0.973
155.648,0.976
155.678,0.974
155.708,0.969
155.738,0.974
155.768,0.974
155.798,0.973
155.828,0.971
155.858,0.967
155.888,0.970
155.918,0.971
155.948,0.971
155.978,0.971
156.008,0.970
156.038,0.972
156.068,0.975
156.098,0.974
156.128,0.975
156.158,0.975
156.188,0.971
156.218,0.972
156.248,0.968
156.278,0.970
156.308,0.979
156.338,0.977
156.368,0.970
156.398,0.969
156.428,0.971
156.458,0.970
156.488,0.971
156.518,0.976
156.548,0.969
156.578,0.969
156.608,0.969
156.638,0.975
156.668,0.973
156.698,0.971
156.728,0.971
156.758,0.972
156.788,0.973
156.818,0.973
156.848,0.971
156.878,0.971
156.908,0.969
156.938,0.965
156.968,0.989
156.998,0.974
157.028,0.962
157.058,0.969
157.088,0.972
157.118,0.972
157.148,0.972
157.178,0.968
157.208,0.966
157.238,0.979
157.268,0.971
157.298,0.970
157.328,0.970
157.358,0.967
157.388,0.966
157.418,0.968
157.448,0.976
157.478,0.972
157.508,0.972
157.538,0.970
157.568,0.970
157.598,0.967
157.628,0.971
157.658,0.979
157.688,0.971
157.718,0.969
157.748,0.969
157.778,0.967
157.808,0.971
157.838,0.974
157.868,0.970
157.898,0.969
157.928,0.974
157.958,0.973
157.988,0.972
158.018,0.970
158.048,0.972
158.078,0.973
158.108,0.970
158.138,0.970
158.168,0.974
158.198,0.971
158.228,0.977
158.258,0.975
158.288,0.973
158.318,0.971
158.348,0.965
158.378,0.968
158.408,0.965
158.438,0.971
158.468,0.982
158.498,0.975
158.528,0.970
158.558,0.968
158.588,0.964
158.618,0.967
158.648,0.973
158.678,0.970
158.708,0.975
158.738,0.972
158.768,0.972
158.798,0.974
158.828,0.970
158.858,0.970
158.888,0.971
158.918,0.978
158.948,0.979
158.978,0.973
159.008,0.969
159.038,0.966
159.068,0.966
159.098,0.969
159.128,0.974
159.158,0.978
159.188,0.972
159.218,0.975
159.248,0.985
159.278,0.971
159.308,0.965
159.338,0.970
159.368,0.968
159.398,0.973
159.428,0.977
159.458,0.967
159.488,0.971
159.518,0.972
159.548,0.972
159.578,0.976
159.608,0.972
159.638,0.968
159.668,0.968
159.698,0.968
159.728,0.972
159.758,0.976
159.788,0.971
159.818,0.971
159.848,0.977
159.878,0.972
159.908,0.970
159.938,0.974
159.968,0.979
159.998,0.969
160.028,0.962
160.058,0.965
160.088,0.968
160.118,0.973
160.148,0.977
160.178,0.970
160.208,0.979
160.238,0.974
160.268,0.969
160.298,0.974
160.328,0.965
160.358,0.962
160.388,0.967
160.418,0.969
160.448,0.974
160.478,0.969
160.508,0.973
160.538,0.973
160.568,0.975
160.598,0.974
160.628,0.973
160.658,0.966
160.688,0.974
160.718,0.981
160.748,0.969
160.778,0.966
160.808,0.965
160.838,0.958
160.868,0.972
160.898,0.974
160.928,0.966
160.958,0.973
160.988,0.967
161.018,0.967
161.048,0.972
161.078,0.977
161.108,0.976
161.138,0.976
161.168,0.971
161.198,0.964
161.228,0.967
161.258,0.970
161.288,0.972
161.318,0.970
161.348,0.971
161.378,0.970
161.408,0.973
161.438,0.981
161.468,0.974
161.498,0.980
161.528,0.978
161.558,0.961
161.588,0.963
161.618,0.966
161.648,0.965
161.678,0.972
161.708,0.979
161.738,0.970
161.768,0.969
161.798,0.969
161.828,0.968
161.858,0.971
161.888,0.966
161.918,0.970
161.948,0.970
161.978,0.970
162.008,0.969
162.038,0.968
162.068,0.969
162.098,0.971
162.128,0.974
162.158,0.974
162.188,0.975
162.218,0.976
162.248,0.973
162.278,0.971
162.308,0.973
162.338,0.969
162.368,0.978
162.398,0.979
162.428,0.968
162.458,0.969
162.488,0.969
162.518,0.965
162.548,0.973
162.578,0.976
162.608,0.970
162.638,0.974
162.668,0.970
162.698,0.969
162.728,0.974
162.758,0.969
162.788,0.973
162.818,0.967
162.848,0.970
162.878,0.972
162.908,0.969
162.938,0.969
162.968,0.974
162.998,0.972
163.028,0.968
163.058,0.971
163.088,0.971
163.118,0.976
163.148,0.961
163.178,0.968
163.208,0.984
163.238,0.968
163.268,0.966
163.298,0.969
163.328,0.971
163.358,0.968
163.388,0.974
163.418,0.968
163.448,0.974
163.478,0.974
163.508,0.964
163.538,0.969
163.568,0.972
163.598,0.971
163.628,0.972
163.658,0.970
163.688,0.971
163.718,0.971
163.748,0.970
163.778,0.969
163.808,0.970
163.838,0.971
163.868,0.967
163.898,0.967
163.928,0.979
163.958,0.976
163.988,0.963
164.018,0.969
164.048,0.973
164.078,0.974
164.108,0.977
164.138,0.974
164.168,0.966
164.198,0.976
164.228,0.970
164.258,0.969
164.288,0.971
164.318,0.972
164.348,0.971
164.378,0.973
164.408,0.973
164.438,0.970
164.468,0.973
164.498,0.971
164.528,0.965
164.558,0.970
164.588,0.973
164.618,0.967
164.648,0.971
164.678,0.981
164.708,0.973
164.738,0.967
164.768,0.967
164.798,0.973
164.828,0.972
164.858,0.975
164.888,0.976
164.918,0.971
164.948,0.974
164.978,0.971
165.008,0.968
165.038,0.972
165.068,0.973
165.098,0.971
165.128,0.971
165.158,0.971
165.188,0.975
165.218,0.968
165.248,0.971
165.278,0.970
165.308,0.971
165.338,0.972
165.368,0.971
165.398,0.970
165.428,0.969
165.458,0.969
165.488,0.979
165.518,0.970
165.548,0.966
165.578,0.970
165.608,0.970
165.638,0.972
165.668,0.973
165.698,0.976
165.728,0.971
165.758,0.973
165.788,0.970
165.818,0.968
165.848,0.974
165.878,0.971
165.908,0.970
165.938,0.973
165.968,0.974
165.998,0.971
166.028,0.971
166.058,0.970
166.088,0.969
166.118,0.970
166.148,0.973
166.178,0.973
166.208,0.971
166.238,0.969
166.268,0.970
166.298,0.964
166.328,0.969
166.358,0.979
166.388,0.971
166.418,0.968
166.448,0.967
166.478,0.969
166.508,0.966
166.538,0.974
166.568,0.973
166.598,0.978
166.628,0.973
166.658,0.967
166.688,0.970
166.718,0.965
166.748,0.971
166.778,0.974
166.808,0.976
166.838,0.970
166.868,0.969
166.898,0.967
166.928,0.970
166.958,0.969
166.988,0.972
167.018,0.973
167.048,0.973
167.078,0.971
167.108,0.979
167.138,0.969
167.168,0.968
167.198,0.966
167.228,0.971
167.258,0.973
167.288,0.977
167.318,0.967
167.348,0.972
167.378,0.967
167.408,0.968
167.438,0.970
167.468,0.970
167.498,0.971
167.528,0.972
167.558,0.969
167.588,0.969
167.618,0.973
167.648,0.969
167.678,0.969
167.708,0.970
167.738,0.967
167.768,0.973
167.798,0.975
167.828,0.972
167.858,0.978
167.888,0.969
167.918,0.959
167.948,0.966
167.978,0.965
168.008,0.973
168.038,0.977
168.068,0.979
168.098,0.969
168.128,0.972
168.158,0.971
168.188,0.969
168.218,0.974
168.248,0.968
168.278,0.973
168.308,0.976
168.338,0.971
168.368,0.969
168.398,0.971
168.428,0.973
168.458,0.969
168.488,0.971
168.518,0.977
168.548,0.971
168.578,0.972
168.608,0.970
168.638,0.974
168.668,0.968
168.698,0.978
168.728,0.978
168.758,0.966
168.788,0.968
168.818,0.968
168.848,0.969
168.878,0.974
168.908,0.973
168.938,0.967
168.968,0.967
168.998,0.971
169.028,0.970
169.058,0.977
169.088,0.972
169.118,0.971
169.148,0.966
169.178,0.971
169.208,0.967
169.238,0.968
169.268,0.970
169.298,0.971
169.328,0.971
169.358,0.970
169.388,0.974
169.418,0.970
169.448,0.967
169.478,0.971
169.508,0.978
169.538,0.969
169.568,0.967
169.598,0.978
169.628,0.965
169.658,0.965
169.688,0.967
169.718,0.973
169.748,0.968
169.778,0.970
169.808,0.970
169.838,0.968
169.868,0.974
169.898,0.973
169.928,0.970
169.958,0.972
169.988,0.968
170.018,0.969
170.048,0.973
170.078,0.969
170.108,0.972
170.138,0.973
170.168,0.973
170.198,0.968
170.228,0.973
170.258,0.970
170.288,0.969
170.318,0.964
170.348,0.970
170.378,0.975
170.408,0.974
170.438,0.963
170.468,0.971
170.498,0.976
170.528,0.977
170.558,0.969
170.588,0.967
170.618,0.963
170.648,0.975
170.678,0.976
170.708,0.974
170.738,0.971
170.768,0.968
170.798,0.969
170.828,0.969
170.858,0.972
170.888,0.971
170.918,0.967
170.948,0.966
170.978,0.973
171.008,0.974
171.038,0.975
171.068,0.966
171.098,0.963
171.128,0.981
171.158,0.974
171.188,0.969
171.218,0.972
171.248,0.968
171.278,0.973
171.308,0.975
171.338,0.974
171.368,0.970
171.398,0.975
171.428,0.965
171.458,0.968
171.488,0.975
171.518,0.971
171.548,0.970
171.578,0.971
