df_hash,22ZHK4.TRV2GV
287.798,0.994
287.828,0.991
287.858,0.992
287.888,0.996
287.918,0.990
287.948,0.995
287.978,0.995
288.008,0.991
288.038,0.992
288.068,0.994
288.098,0.995
288.128,0.990
288.158,0.993
288.188,1.006
288.218,0.991
288.248,0.990
288.278,0.993
288.308,0.993
288.338,0.999
288.368,0.999
288.398,0.995
288.428,0.995
288.458,0.989
288.488,0.988
288.518,0.987
288.548,0.994
288.578,0.993
288.608,0.987
288.638,0.994
288.668,0.997
288.698,0.996
288.728,0.996
288.758,0.994
288.788,0.990
288.818,0.993
288.848,1.002
288.878,0.997
288.908,0.993
288.938,0.995
288.968,1.001
288.998,0.999
289.028,0.996
289.058,0.996
289.088,0.991
289.118,0.987
289.148,0.992
289.178,1.000
289.208,0.993
289.238,0.994
289.268,0.996
289.298,0.997
289.328,0.997
289.358,0.995
289.388,0.990
289.418,0.989
289.448,0.998
289.478,0.993
289.508,0.998
289.538,0.998
289.568,0.994
289.598,0.990
289.628,0.992
289.658,0.992
289.688,0.990
289.718,0.996
289.748,0.989
289.778,0.998
289.808,0.999
289.838,0.993
289.868,0.994
289.898,0.987
289.928,0.989
289.958,0.999
289.988,1.002
290.018,1.002
290.048,0.996
290.078,0.992
290.108,0.991
290.138,0.993
290.168,0.987
290.198,1.005
290.228,0.997
290.258,0.989
290.288,0.992
290.318,0.990
290.348,0.996
290.378,0.996
290.408,0.997
290.438,0.992
290.468,0.994
290.498,0.995
290.528,0.996
290.558,1.000
290.588,0.998
290.618,0.992
290.648,0.997
290.678,0.999
290.708,0.996
290.738,0.994
290.768,0.997
290.798,0.994
290.828,0.994
290.858,1.005
290.888,1.008
290.918,1.022
290.948,1.006
290.978,0.989
291.008,0.986
291.038,0.981
291.068,0.974
291.098,0.991
291.128,1.001
291.158,0.986
291.188,0.989
291.218,0.989
291.248,0.981
291.278,0.988
291.308,0.991
291.338,0.989
291.368,0.999
291.398,1.000
291.428,0.988
291.458,0.993
291.488,0.991
291.518,0.993
291.548,0.996
291.578,0.996
291.608,1.001
291.638,0.995
291.668,0.995
291.698,1.002
291.728,0.994
291.758,0.986
291.788,0.993
291.818,0.999
291.848,0.994
291.878,0.997
291.908,1.001
291.938,0.991
291.968,1.000
291.998,0.993
292.028,0.995
292.058,0.998
292.088,0.998
292.118,0.990
292.148,0.999
292.178,1.001
292.208,0.993
292.238,0.989
292.268,0.987
292.298,0.980
292.328,0.988
292.358,1.006
292.388,0.999
292.418,1.000
292.448,0.994
292.478,0.996
292.508,0.995
292.538,0.993
292.568,1.012
292.598,1.006
292.628,0.998
292.658,1.007
292.688,0.992
292.718,0.980
292.748,1.010
292.778,1.003
292.808,0.980
292.838,1.002
292.868,0.989
292.898,0.987
292.928,1.001
292.958,0.995
292.988,0.981
293.018,0.987
293.048,0.991
293.078,0.989
293.108,0.986
293.138,0.984
293.168,0.985
293.198,0.992
293.228,0.991
293.258,0.991
293.288,0.987
293.318,0.988
293.348,0.993
293.378,0.989
293.408,0.977
293.438,0.991
293.468,0.996
293.498,0.985
293.528,0.982
293.558,0.991
293.588,0.987
293.618,1.003
293.648,0.996
293.678,0.986
293.708,0.994
293.738,1.007
293.768,1.014
293.798,0.989
293.828,0.996
293.858,0.993
293.888,0.995
293.918,0.996
293.948,0.987
293.978,0.982
294.008,0.994
294.038,0.989
294.068,0.975
294.098,0.957
294.128,0.983
294.158,1.009
294.188,1.016
294.218,1.005
294.248,0.999
294.278,0.999
294.308,0.961
294.338,0.967
294.368,0.983
294.398,0.996
294.428,0.977
294.458,0.972
294.488,0.993
294.518,0.976
294.548,0.965
294.578,0.978
294.608,0.988
294.638,0.989
294.668,0.989
294.698,0.971
294.728,0.950
294.758,0.954
294.788,0.963
294.818,0.976
294.848,0.993
294.878,1.006
294.908,1.005
294.938,1.005
294.968,1.002
294.998,1.005
295.028,0.990
295.058,0.991
295.088,0.996
295.118,0.994
295.148,0.989
295.178,0.992
295.208,0.997
295.238,0.995
295.268,0.992
295.298,0.984
295.328,0.982
295.358,0.986
295.388,0.987
295.418,0.981
295.448,0.985
295.478,0.979
295.508,0.981
295.538,0.984
295.568,0.983
295.598,0.982
295.628,0.979
295.658,0.971
295.688,0.971
295.718,0.987
295.748,0.983
295.778,0.979
295.808,0.979
295.838,0.979
295.868,0.982
295.898,0.990
295.928,0.987
295.958,0.986
295.988,0.983
296.018,0.977
296.048,0.985
296.078,0.986
296.108,0.980
296.138,0.984
296.168,0.981
296.198,0.982
296.228,0.984
296.258,0.981
296.288,0.979
296.318,0.978
296.348,0.985
296.378,0.992
296.408,0.991
296.438,0.986
296.468,0.984
296.498,0.979
296.528,0.984
296.558,0.985
296.588,0.984
296.618,0.975
296.648,0.987
296.678,0.985
296.708,0.982
296.738,0.981
296.768,0.978
296.798,0.985
296.828,0.981
296.858,0.979
296.888,0.978
296.918,0.985
296.948,0.982
296.978,0.983
297.008,0.988
297.038,0.980
297.068,0.991
297.098,0.984
297.128,0.977
297.158,0.985
297.188,0.983
297.218,0.986
297.248,0.985
297.278,0.986
297.308,0.979
297.338,0.979
297.368,0.984
297.398,0.985
297.428,0.984
297.458,0.982
297.488,0.984
297.518,0.982
297.548,0.983
297.578,0.985
297.608,0.985
297.638,0.987
297.668,0.985
297.698,0.983
297.728,0.984
297.758,0.990
297.788,0.984
297.818,0.980
297.848,0.981
297.878,0.981
297.908,0.979
297.938,0.984
297.968,0.982
297.998,0.978
298.028,0.985
298.058,0.982
298.088,0.982
298.118,0.986
298.148,0.981
298.178,0.981
298.208,0.987
298.238,0.982
298.268,0.982
298.298,0.983
298.328,0.980
298.358,0.979
298.388,0.981
298.418,0.985
298.448,0.983
298.478,0.982
298.508,0.991
298.538,0.990
298.568,0.987
298.598,0.981
298.628,0.982
298.658,0.985
298.688,0.985
298.718,0.980
298.748,0.992
298.778,0.977
298.808,0.969
298.838,0.984
298.868,0.991
298.898,0.983
298.928,0.980
298.958,0.983
298.988,0.984
299.018,0.982
299.048,0.985
299.078,0.987
299.108,0.980
299.138,0.982
299.168,0.989
299.198,0.987
299.228,0.985
299.258,0.985
299.288,0.983
299.318,0.988
299.348,0.984
299.378,0.979
299.408,0.987
299.438,0.981
299.468,0.985
299.498,0.990
299.528,0.983
299.558,0.979
299.588,0.982
299.618,0.982
299.648,0.984
299.678,0.984
299.708,0.982
299.738,0.982
299.768,0.978
299.798,0.979
299.828,0.984
299.858,0.983
299.888,0.982
299.918,0.987
299.948,0.989
299.978,0.983
300.008,0.987
300.038,0.984
300.068,0.989
300.098,0.988
300.128,0.984
300.158,0.972
300.188,0.975
300.218,0.996
300.248,0.985
300.278,0.985
300.308,0.986
300.338,0.979
300.368,0.985
300.398,0.982
300.428,0.978
300.458,0.979
300.488,0.994
300.518,0.980
300.548,0.979
300.578,0.990
300.608,0.980
300.638,0.978
300.668,0.985
300.698,0.984
300.728,0.981
300.758,0.982
300.788,0.981
300.818,0.984
300.848,0.981
300.878,0.979
300.908,0.987
300.938,0.980
300.968,0.982
300.998,0.979
301.028,0.984
301.058,0.990
301.088,0.984
301.118,0.983
301.148,0.984
301.178,0.989
301.208,0.982
301.238,0.979
301.268,0.980
301.298,0.986
301.328,0.986
301.358,0.978
301.388,0.987
301.418,0.984
301.448,0.978
301.478,0.980
301.508,0.977
301.538,0.985
301.568,0.985
301.598,0.985
301.628,0.988
301.658,0.986
301.688,0.983
301.718,0.984
301.748,0.985
301.778,0.980
301.808,0.974
301.838,0.991
301.868,0.985
301.898,0.982
301.928,0.985
301.958,0.986
301.988,0.986
302.018,0.982
302.048,0.983
302.078,0.974
302.108,0.985
302.138,0.980
302.168,0.982
302.198,0.984
302.228,0.984
302.258,0.981
302.288,0.980
302.318,0.987
302.348,0.986
302.378,0.984
302.408,0.983
302.438,0.982
302.468,0.986
302.498,0.978
302.528,0.986
302.558,0.988
302.588,0.982
302.618,0.981
302.648,0.980
302.678,0.987
302.708,0.984
302.738,0.977
302.768,0.985
302.798,0.984
302.828,0.984
302.858,0.981
302.888,0.986
302.918,0.981
302.948,0.973
302.978,0.988
303.008,0.985
303.038,0.978
303.068,0.982
303.098,0.983
303.128,0.988
303.158,0.984
303.188,0.992
303.218,0.974
303.248,0.984
303.278,0.993
303.308,0.982
303.338,0.987
303.368,0.984
303.398,0.988
303.428,0.984
303.458,0.990
303.488,0.991
303.518,0.992
303.548,0.980
303.578,0.990
303.608,0.988
303.638,0.989
303.668,0.976
303.698,0.979
303.728,0.982
303.758,0.985
303.788,0.976
303.818,0.973
303.848,0.979
303.878,0.978
303.908,0.981
303.938,0.982
303.968,0.981
303.998,0.979
304.028,0.982
304.058,0.985
304.088,0.986
304.118,0.981
304.148,0.971
304.178,0.977
304.208,0.983
304.238,0.983
304.268,0.980
304.298,0.981
304.328,0.979
304.358,0.980
304.388,0.986
304.418,0.975
304.448,0.967
304.478,0.976
304.508,0.984
304.538,0.989
304.568,0.988
304.598,0.989
304.628,0.986
304.658,0.986
304.688,0.980
304.718,0.977
304.748,0.986
304.778,0.990
304.808,0.977
304.838,0.976
304.868,0.985
304.898,0.985
304.928,0.974
304.958,0.974
304.988,0.985
305.018,0.976
305.048,0.981
305.078,0.979
305.108,0.982
305.138,0.979
305.168,0.978
305.198,0.990
305.228,0.973
305.258,0.975
305.288,0.977
305.318,0.974
305.348,0.979
305.378,0.978
305.408,0.981
305.438,0.979
305.468,0.977
305.498,0.970
305.528,0.968
305.558,0.970
305.588,0.976
305.618,0.972
305.648,0.979
305.678,0.992
305.708,0.975
305.738,0.966
305.768,0.980
305.798,0.989
305.828,0.973
305.858,0.977
305.888,0.975
305.918,0.979
305.948,0.989
305.978,0.980
306.008,0.971
306.038,0.994
306.068,0.985
306.098,0.980
306.128,0.981
306.158,0.980
306.188,0.978
306.218,0.977
306.248,0.990
306.278,0.981
306.308,0.984
306.338,0.989
306.368,0.986
306.398,0.986
306.428,0.987
306.458,0.982
306.488,0.976
306.518,0.988
306.548,0.983
306.578,0.978
306.608,0.981
306.638,0.981
306.668,0.979
306.698,0.981
306.728,0.984
306.758,0.979
306.788,0.976
306.818,0.992
306.848,0.980
306.878,0.976
306.908,0.989
306.938,0.984
306.968,0.978
306.998,0.987
307.028,0.977
307.058,0.982
307.088,0.978
307.118,0.981
307.148,0.985
307.178,0.983
307.208,0.979
307.238,0.979
307.268,0.982
307.298,0.986
307.328,0.982
307.358,0.985
307.388,0.986
307.418,0.985
307.448,0.974
307.478,0.981
307.508,0.996
307.538,0.981
307.568,0.983
307.598,0.985
307.628,0.980
307.658,0.979
307.688,0.982
307.718,0.984
307.748,0.980
307.778,0.982
307.808,0.980
307.838,0.978
307.868,0.984
307.898,0.980
307.928,0.980
307.958,0.987
307.988,0.982
308.018,0.981
308.048,0.987
308.078,0.984
308.108,0.985
308.138,0.987
308.168,0.976
308.198,0.988
308.228,0.985
308.258,0.976
308.288,0.979
308.318,0.984
308.348,0.987
308.378,0.985
308.408,0.985
308.438,0.982
308.468,0.982
308.498,0.975
308.528,0.979
308.558,0.988
308.588,0.988
308.618,0.980
308.648,0.987
308.678,0.986
308.708,0.977
308.738,0.986
308.768,0.984
308.798,0.981
308.828,0.986
308.858,0.983
308.888,0.985
308.918,0.978
308.948,0.984
308.978,0.985
309.008,0.978
309.038,0.986
309.068,0.980
309.098,0.977
309.128,0.978
309.158,0.988
309.188,0.979
309.218,0.983
309.248,0.977
309.278,0.984
309.308,0.989
309.338,0.987
309.368,0.978
309.398,0.986
309.428,0.983
309.458,0.980
309.488,0.980
309.518,0.986
309.548,0.987
309.578,0.986
309.608,0.981
309.638,0.981
309.668,0.984
309.698,0.981
309.728,0.997
309.758,0.978
309.788,0.986
309.818,0.995
309.848,0.983
309.878,0.985
309.908,0.987
309.938,0.980
309.968,0.986
309.998,0.987
310.028,0.985
310.058,0.983
310.088,0.981
310.118,0.984
310.148,0.982
310.178,0.984
310.208,0.985
310.238,0.980
310.268,0.982
310.298,0.984
310.328,0.983
310.358,0.984
310.388,0.985
310.418,0.984
310.448,0.991
310.478,0.982
310.508,0.979
310.538,0.989
310.568,0.988
310.598,0.985
310.628,0.984
310.658,0.986
310.688,0.988
310.718,0.985
310.748,0.986
310.778,0.994
310.808,0.979
310.838,0.977
310.868,0.983
310.898,0.982
310.928,0.984
310.958,0.984
310.988,0.984
311.018,0.978
311.048,0.980
311.078,0.977
311.108,0.982
311.138,0.995
311.168,0.975
311.198,0.987
311.228,0.996
311.258,0.996
311.288,0.990
311.318,0.987
311.348,0.989
311.378,0.984
311.408,0.998
311.438,0.984
311.468,0.993
311.498,0.994
311.528,0.983
311.558,0.982
311.588,0.992
311.618,0.995
311.648,0.985
311.678,0.979
311.708,0.989
311.738,0.992
311.768,0.986
311.798,0.977
311.828,0.987
311.858,0.997
311.888,0.984
311.918,1.003
311.948,0.989
311.978,0.985
312.008,0.989
312.038,0.986
312.068,0.979
312.098,0.986
312.128,0.987
312.158,0.982
312.188,0.991
312.218,0.992
312.248,0.993
312.278,0.993
312.308,0.983
312.338,0.982
312.368,0.990
312.398,0.994
312.428,0.990
312.458,0.988
312.488,0.989
312.518,0.984
312.548,0.986
312.578,0.989
312.608,0.988
312.638,0.989
312.668,0.981
312.698,0.976
312.728,0.982
312.758,0.979
312.788,0.988
312.818,0.984
312.848,0.986
312.878,0.993
312.908,0.991
312.938,0.987
312.968,0.985
312.998,0.990
313.028,0.988
313.058,0.985
313.088,0.989
313.118,0.989
313.148,0.989
313.178,0.982
313.208,0.992
313.238,0.990
313.268,0.985
313.298,0.992
313.328,0.991
313.358,0.985
313.388,0.988
313.418,0.979
313.448,0.984
313.478,0.978
313.508,0.984
313.538,1.000
313.568,0.981
313.598,0.987
313.628,0.995
313.658,0.986
313.688,0.981
313.718,0.993
313.748,0.995
313.778,0.977
313.808,0.994
313.838,0.994
313.868,0.989
313.898,0.986
313.928,0.986
313.958,0.982
313.988,0.986
314.018,0.990
314.048,0.991
314.078,0.990
314.108,0.986
314.138,0.987
314.168,0.984
314.198,0.989
314.228,0.990
314.258,0.981
314.288,0.994
314.318,0.988
314.348,0.982
314.378,0.989
314.408,0.987
314.438,0.986
314.468,0.986
314.498,0.989
314.528,0.979
314.558,0.987
314.588,0.992
314.618,0.989
314.648,0.987
314.678,0.983
314.708,0.980
314.738,0.985
314.768,0.989
314.798,0.991
314.828,0.988
314.858,0.987
314.888,0.988
314.918,0.988
314.948,0.988
314.978,0.989
315.008,0.989
315.038,0.992
315.068,1.004
315.098,0.986
315.128,0.985
315.158,0.991
315.188,0.982
315.218,0.985
315.248,0.981
315.278,0.990
315.308,0.976
315.338,0.991
315.368,0.995
315.398,0.959
315.428,0.978
315.458,0.991
315.488,0.991
315.518,0.986
315.548,0.986
315.578,0.984
315.608,0.978
315.638,0.985
315.668,0.975
315.698,0.976
315.728,0.989
315.758,0.989
315.788,0.989
315.818,0.969
315.848,0.971
315.878,0.973
315.908,0.967
315.938,0.975
315.968,0.986
315.998,0.978
316.028,0.979
316.058,0.979
316.088,0.979
316.118,0.976
316.148,0.974
316.178,0.981
316.208,0.980
316.238,0.974
316.268,0.966
316.298,0.963
316.328,0.968
316.358,0.979
316.388,0.973
316.418,0.972
316.448,0.973
316.478,0.976
316.508,0.976
316.538,0.979
316.568,0.980
316.598,0.985
316.628,0.974
316.658,0.969
316.688,0.970
316.718,0.975
316.748,0.987
316.778,0.986
316.808,0.977
316.838,0.983
316.868,0.979
316.898,0.980
316.928,0.980
316.958,0.978
316.988,0.983
317.018,0.981
317.048,0.983
317.078,0.984
317.108,0.977
317.138,0.982
317.168,0.978
317.198,0.978
317.228,0.976
317.258,0.984
317.288,0.981
317.318,0.975
317.348,0.979
317.378,0.979
317.408,0.980
317.438,0.980
317.468,0.983
317.498,0.979
317.528,0.985
317.558,0.980
317.588,0.984
317.618,0.980
317.648,0.973
317.678,0.974
317.708,0.979
317.738,0.975
317.768,0.977
317.798,0.981
317.828,0.975
317.858,0.985
317.888,0.981
317.918,0.979
317.948,0.991
317.978,0.985
318.008,0.981
318.038,0.971
318.068,0.979
318.098,0.983
318.128,0.981
318.158,0.976
318.188,0.980
318.218,0.983
318.248,0.978
318.278,0.984
318.308,0.983
318.338,0.980
318.368,0.978
318.398,0.986
318.428,0.987
318.458,0.978
318.488,0.976
318.518,0.981
318.548,0.987
318.578,0.979
318.608,0.972
318.638,0.981
318.668,0.981
318.698,0.982
318.728,0.979
318.758,0.981
318.788,0.980
318.818,0.981
318.848,0.977
318.878,0.973
318.908,0.976
318.938,0.979
318.968,0.985
318.998,0.976
319.028,0.985
319.058,0.979
319.088,0.982
319.118,0.985
319.148,0.981
319.178,0.981
319.208,0.983
319.238,0.984
319.268,0.989
319.298,0.980
319.328,0.973
319.358,0.996
319.388,0.975
319.418,0.980
319.448,0.984
319.478,0.981
319.508,0.982
319.538,0.983
319.568,0.986
319.598,0.977
319.628,0.983
319.658,0.984
319.688,0.978
319.718,0.980
319.748,0.983
319.778,0.979
319.808,0.978
319.838,0.983
319.868,0.983
319.898,0.977
319.928,0.980
319.958,0.980
319.988,0.986
320.018,0.988
320.048,0.986
320.078,0.982
320.108,0.975
320.138,0.975
320.168,0.992
320.198,0.979
320.228,0.980
320.258,0.980
320.288,0.983
320.318,0.984
320.348,0.983
320.378,0.991
320.408,0.977
320.438,0.983
320.468,0.981
320.498,0.981
320.528,0.978
320.558,0.980
320.588,0.986
320.618,0.982
320.648,0.984
320.678,0.980
320.708,0.981
320.738,0.985
320.768,0.985
320.798,0.986
320.828,0.979
320.858,0.978
320.888,0.980
320.918,0.979
320.948,0.984
320.978,0.977
321.008,0.985
321.038,0.983
321.068,0.981
321.098,0.979
321.128,0.984
321.158,0.979
321.188,0.985
321.218,0.981
321.248,0.978
321.278,0.987
321.308,0.982
321.338,0.977
321.368,0.976
321.398,0.983
321.428,0.985
321.458,0.979
321.488,0.981
321.518,0.983
321.548,0.980
321.578,0.987
321.608,0.978
321.638,0.979
321.668,0.993
321.698,0.979
321.728,0.981
321.758,0.990
321.788,0.980
321.818,0.981
321.848,0.985
321.878,0.982
321.908,0.981
321.938,0.981
321.968,0.983
321.998,0.987
322.028,0.988
322.058,0.980
322.088,0.982
322.118,0.978
322.148,0.984
322.178,0.983
322.208,0.985
322.238,0.981
322.268,0.986
322.298,0.980
322.328,0.987
322.358,0.982
322.388,0.986
322.418,0.988
322.448,0.982
322.478,0.989
322.508,0.982
322.538,0.978
322.568,0.983
322.598,0.989
322.628,0.982
322.658,0.981
322.688,0.984
322.718,0.985
322.748,0.984
322.778,0.985
322.808,0.981
322.838,0.979
322.868,0.981
322.898,0.980
322.928,0.986
322.958,0.983
322.988,0.986
323.018,0.988
323.048,0.982
323.078,0.979
323.108,0.982
323.138,0.984
323.168,0.979
323.198,0.979
323.228,0.997
323.258,0.977
323.288,0.983
323.318,0.986
323.348,0.983
323.378,0.984
323.408,0.987
323.438,0.992
323.468,0.981
323.498,0.974
323.528,0.984
323.558,0.987
323.588,0.984
323.618,0.983
323.648,0.979
323.678,0.973
323.708,0.977
323.738,0.979
323.768,0.978
323.798,0.984
323.828,0.984
323.858,0.983
323.888,0.986
323.918,0.979
323.948,0.981
323.978,0.979
324.008,0.974
324.038,0.991
324.068,0.978
324.098,0.979
324.128,0.982
324.158,0.979
324.188,0.980
324.218,0.986
324.248,0.979
324.278,0.976
324.308,0.985
324.338,0.983
324.368,0.981
324.398,0.982
324.428,0.980
324.458,0.983
324.488,0.981
324.518,0.979
324.548,0.978
324.578,0.979
324.608,0.980
324.638,0.980
324.668,0.986
324.698,0.980
324.728,0.983
324.758,0.993
324.788,0.981
324.818,0.979
324.848,0.979
324.878,0.983
324.908,0.983
324.938,0.988
324.968,0.986
324.998,0.980
325.028,0.981
325.058,0.980
325.088,0.983
325.118,0.983
325.148,0.981
325.178,0.979
325.208,0.979
325.238,0.982
325.268,0.984
325.298,0.977
325.328,0.984
325.358,0.989
325.388,0.997
325.418,0.979
325.448,0.973
325.478,0.994
325.508,0.975
325.538,0.972
325.568,0.973
325.598,0.978
325.628,0.982
325.658,0.988
325.688,0.989
325.718,0.975
325.748,0.975
325.778,0.981
325.808,0.977
325.838,0.977
325.868,0.983
325.898,0.985
325.928,0.984
325.958,0.989
325.988,0.984
326.018,0.987
326.048,0.980
326.078,0.981
326.108,0.983
326.138,0.978
326.168,0.979
326.198,0.977
326.228,0.995
326.258,0.993
326.288,0.975
326.318,0.986
326.348,0.986
326.378,0.978
326.408,0.998
326.438,0.981
326.468,0.977
326.498,0.975
326.528,1.003
326.558,0.979
326.588,0.976
326.618,0.983
326.648,0.982
326.678,0.994
326.708,1.006
326.738,0.993
326.768,0.982
326.798,0.983
326.828,0.980
326.858,0.984
326.888,0.976
326.918,0.979
326.948,0.980
326.978,0.982
327.008,0.981
327.038,0.976
327.068,1.000
327.098,0.981
327.128,0.970
327.158,0.982
327.188,0.979
327.218,0.985
327.248,0.985
327.278,0.989
327.308,0.997
327.338,0.997
327.368,0.984
327.398,0.987
327.428,1.000
327.458,1.003
327.488,0.982
327.518,0.982
327.548,0.989
327.578,0.990
327.608,0.981
327.638,0.990
327.668,0.980
327.698,0.983
327.728,0.992
327.758,0.984
327.788,0.984
327.818,0.988
327.848,0.989
327.878,0.983
327.908,0.982
327.938,0.996
327.968,0.990
327.998,0.984
328.028,0.989
328.058,0.995
328.088,0.982
328.118,0.990
328.148,0.994
328.178,0.980
328.208,0.981
328.238,0.985
328.268,0.985
328.298,0.989
328.328,0.989
328.358,0.988
328.388,0.991
328.418,0.985
328.448,0.996
328.478,0.984
328.508,0.983
328.538,0.999
328.568,0.985
328.598,0.982
328.628,0.988
328.658,0.983
328.688,0.986
328.718,0.989
328.748,0.980
328.778,0.989
328.808,0.989
328.838,0.984
328.868,0.983
328.898,0.985
328.928,0.994
328.958,0.988
328.988,0.985
329.018,0.992
329.048,0.984
329.078,0.983
329.108,0.985
329.138,0.986
329.168,0.988
329.198,0.981
329.228,0.989
329.258,0.992
329.288,0.993
329.318,0.983
329.348,0.983
329.378,0.983
329.408,0.985
329.438,0.988
329.468,0.994
329.498,0.990
329.528,0.987
329.558,0.990
329.588,0.988
329.618,0.979
329.648,0.985
329.678,0.986
329.708,0.991
329.738,0.987
329.768,0.983
329.798,0.994
329.828,0.982
329.858,0.985
329.888,0.985
329.918,0.988
329.948,0.991
329.978,0.986
330.008,0.990
330.038,0.988
330.068,0.987
330.098,0.994
330.128,0.985
330.158,0.983
330.188,0.988
330.218,0.988
330.248,0.988
330.278,0.989
330.308,0.993
330.338,0.987
330.368,0.988
330.398,0.989
330.428,0.992
330.458,0.986
330.488,0.987
330.518,0.982
330.548,0.983
330.578,0.980
330.608,0.987
330.638,0.988
330.668,0.984
330.698,0.989
330.728,0.993
330.758,0.982
330.788,0.982
330.818,0.986
330.848,0.991
330.878,0.994
330.908,0.987
330.938,0.983
330.968,0.991
330.998,0.990
331.028,0.987
331.058,0.992
331.088,0.982
331.118,0.993
331.148,0.988
331.178,0.979
331.208,0.992
331.238,0.980
331.268,0.981
331.298,0.989
331.328,0.988
331.358,0.991
331.388,0.987
331.418,0.986
331.448,0.988
331.478,0.990
331.508,0.986
331.538,0.994
331.568,0.982
331.598,0.984
331.628,0.997
331.658,0.983
331.688,0.984
331.718,0.986
331.748,0.993
331.778,0.985
331.808,0.987
331.838,0.992
331.868,0.981
331.898,0.989
331.928,0.976
331.958,0.975
331.988,0.984
332.018,0.991
332.048,0.985
332.078,0.984
332.108,0.986
332.138,0.982
332.168,0.980
332.198,0.979
332.228,0.980
332.258,0.990
332.288,0.985
332.318,0.991
332.348,0.985
332.378,0.992
332.408,0.993
332.438,0.976
332.468,0.983
332.498,0.990
332.528,0.980
332.558,0.979
332.588,0.998
332.618,0.987
332.648,0.983
332.678,0.990
332.708,0.994
332.738,0.995
332.768,0.983
332.798,0.973
332.828,0.977
332.858,0.979
332.888,0.981
332.918,0.983
332.948,0.983
332.978,0.980
333.008,0.980
333.038,0.984
333.068,0.986
333.098,0.983
333.128,0.981
333.158,0.990
333.188,0.985
333.218,0.984
333.248,0.999
333.278,0.982
333.308,0.982
333.338,0.981
333.368,0.978
333.398,0.980
333.428,0.986
333.458,0.980
333.488,0.981
333.518,0.983
333.548,0.979
333.578,0.980
333.608,0.984
333.638,0.974
333.668,0.978
333.698,0.987
333.728,0.988
333.758,0.983
333.788,0.980
333.818,0.987
333.848,0.990
333.878,0.981
333.908,0.979
333.938,0.985
333.968,0.980
333.998,0.979
334.028,0.988
334.058,0.983
334.088,0.980
334.118,0.988
334.148,0.979
334.178,0.979
334.208,0.974
334.238,0.978
334.268,0.990
334.298,0.982
334.328,0.983
334.358,0.981
334.388,0.983
334.418,0.989
334.448,0.979
334.478,0.982
334.508,0.982
334.538,0.988
334.568,0.985
334.598,0.986
334.628,0.983
334.658,0.978
334.688,0.980
334.718,0.987
334.748,0.981
334.778,0.980
334.808,0.982
334.838,0.983
334.868,0.987
334.898,0.981
334.928,0.978
334.958,0.988
334.988,0.988
335.018,0.978
335.048,0.979
335.078,0.987
335.108,0.982
335.138,0.979
335.168,0.983
335.198,0.984
335.228,0.978
335.258,0.991
335.288,0.980
335.318,0.981
335.348,0.980
335.378,0.982
335.408,0.984
335.438,0.983
335.468,0.985
335.498,0.981
335.528,0.987
335.558,0.981
335.588,0.984
335.618,0.986
335.648,0.987
335.678,0.984
335.708,0.983
335.738,0.987
335.768,0.982
335.798,0.982
335.828,0.980
335.858,0.983
335.888,0.991
335.918,0.984
335.948,0.975
335.978,0.995
336.008,0.985
336.038,0.972
336.068,0.982
336.098,0.980
336.128,0.976
336.158,0.984
336.188,0.990
336.218,0.983
336.248,0.982
336.278,0.980
336.308,0.985
336.338,0.983
336.368,0.984
336.398,0.986
336.428,0.982
336.458,0.981
336.488,0.981
336.518,0.976
336.548,0.979
336.578,0.986
336.608,0.986
336.638,0.982
336.668,0.994
336.698,0.987
336.728,0.980
336.758,0.986
336.788,0.984
336.818,0.981
336.848,0.979
336.878,0.991
336.908,0.993
336.938,0.971
336.968,0.973
336.998,0.986
337.028,0.992
337.058,0.978
337.088,0.969
337.118,0.989
337.148,1.003
337.178,0.988
337.208,0.989
337.238,0.989
337.268,0.974
337.298,0.966
337.328,0.979
337.358,0.970
337.388,0.988
337.418,0.982
337.448,0.982
337.478,0.991
337.508,0.983
337.538,0.989
337.568,0.997
337.598,0.984
337.628,0.994
337.658,0.996
337.688,0.987
337.718,0.991
337.748,0.995
337.778,0.995
337.808,0.997
337.838,0.992
337.868,0.980
337.898,0.985
337.928,0.988
337.958,0.981
337.988,0.981
338.018,0.982
338.048,0.988
338.078,0.986
338.108,0.999
338.138,0.994
338.168,0.995
338.198,0.986
338.228,0.986
338.258,0.991
338.288,0.988
338.318,0.991
338.348,0.979
338.378,0.991
338.408,0.987
338.438,0.987
338.468,0.991
338.498,0.987
338.528,0.987
338.558,0.985
338.588,0.986
338.618,0.986
338.648,0.986
338.678,0.988
338.708,0.986
338.738,0.986
338.768,0.991
338.798,0.989
338.828,0.986
338.858,0.992
338.888,0.993
338.918,0.983
338.948,0.987
338.978,0.994
339.008,0.985
339.038,0.991
339.068,0.990
339.098,0.986
339.128,0.987
339.158,0.987
339.188,0.988
339.218,0.988
339.248,0.984
339.278,0.990
339.308,0.988
339.338,0.982
339.368,0.984
339.398,0.991
339.428,0.991
339.458,0.983
339.488,0.988
339.518,0.991
339.548,0.980
339.578,0.991
339.608,0.991
339.638,0.987
339.668,0.986
339.698,0.990
339.728,0.994
339.758,0.992
339.788,0.991
339.818,0.981
339.848,0.990
339.878,0.987
339.908,0.986
339.938,0.992
339.968,0.983
339.998,0.983
340.028,0.991
340.058,0.992
340.088,0.992
340.118,0.987
340.148,0.986
340.178,0.988
