df_hash,22ZHK4.SNEL2E
144.259,0.997
144.289,0.996
144.319,0.999
144.349,0.998
144.379,0.991
144.409,0.998
144.439,0.995
144.469,0.999
144.499,1.018
144.529,0.994
144.559,0.993
144.589,0.989
144.619,0.998
144.649,1.004
144.679,0.989
144.709,1.003
144.739,0.991
144.769,1.004
144.799,0.995
144.829,0.996
144.859,0.999
144.889,0.998
144.919,0.994
144.949,0.998
144.979,0.994
145.009,0.998
145.039,1.013
145.069,0.995
145.099,0.988
145.129,0.991
145.159,0.996
145.189,1.004
145.219,0.994
145.249,1.008
145.279,0.995
145.309,1.000
145.339,0.998
145.369,1.000
145.399,0.997
145.429,0.999
145.459,0.995
145.489,0.997
145.519,0.997
145.549,0.990
145.579,1.016
145.609,1.006
145.639,0.990
145.669,0.990
145.699,0.995
145.729,1.006
145.759,0.996
145.789,1.004
145.819,1.002
145.849,0.995
145.879,0.997
145.909,0.995
145.939,0.998
145.969,1.001
145.999,0.992
146.029,0.988
146.059,1.003
146.089,0.992
146.119,1.004
146.149,1.007
146.179,0.999
146.209,0.985
146.239,0.996
146.269,0.995
146.299,0.998
146.329,0.993
146.359,1.006
146.389,1.000
146.419,0.996
146.449,0.998
146.479,0.998
146.509,0.994
146.539,0.998
146.569,0.994
146.599,1.000
146.629,0.995
146.659,0.995
146.689,1.011
146.719,0.995
146.749,0.993
146.779,0.992
146.809,0.990
146.839,1.001
146.869,0.993
146.899,1.009
146.929,0.995
146.959,0.994
146.989,0.994
147.019,0.997
147.049,0.996
147.079,1.002
147.109,0.997
147.139,0.991
147.169,1.003
147.199,0.997
147.229,1.002
147.259,1.006
147.289,0.991
147.319,0.989
147.349,0.995
147.379,0.996
147.409,1.001
147.439,1.001
147.469,1.001
147.499,0.998
147.529,0.990
147.559,0.997
147.589,0.999
147.619,0.995
147.649,0.998
147.679,0.994
147.709,0.999
147.739,0.993
147.769,0.996
147.799,1.015
147.829,0.998
147.859,0.987
147.889,0.994
147.919,0.992
147.949,1.002
147.979,0.987
148.009,1.015
148.039,0.990
148.069,1.000
148.099,0.994
148.129,0.996
148.159,0.998
148.189,0.998
148.219,0.992
148.249,0.993
148.279,1.004
148.309,0.993
148.339,1.006
148.369,1.010
148.399,0.990
148.429,0.987
148.459,0.996
148.489,1.002
148.519,0.992
148.549,1.004
148.579,0.999
148.609,1.003
148.639,0.993
148.669,0.999
148.699,0.995
148.729,0.997
148.759,1.000
148.789,0.992
148.819,1.001
148.849,0.994
148.879,1.002
148.909,1.009
148.939,0.989
148.969,0.990
148.999,0.995
149.029,0.993
149.059,1.000
149.089,0.991
149.119,1.012
149.149,0.993
149.179,1.005
149.209,0.994
149.239,0.998
149.269,0.995
149.299,0.998
149.329,0.992
149.359,1.004
149.389,0.987
149.419,1.005
149.449,1.010
149.479,0.991
149.509,0.990
149.539,0.996
149.569,0.997
149.599,0.996
149.629,0.990
149.659,1.003
149.689,0.996
149.719,0.996
149.749,0.996
149.779,0.994
149.809,0.998
149.839,1.003
149.869,0.993
149.899,1.002
149.929,0.990
149.959,1.001
149.989,1.013
150.019,0.991
150.049,0.987
150.079,0.995
150.109,0.995
150.139,1.001
150.169,0.984
150.199,1.008
150.229,0.995
150.259,1.000
150.289,0.998
150.319,0.996
150.349,0.998
150.379,0.992
150.409,0.995
150.439,0.994
150.469,1.003
150.499,0.993
150.529,1.009
150.559,0.999
150.589,0.994
150.619,0.991
150.649,0.993
150.679,1.004
150.709,0.994
150.739,1.001
150.769,1.003
150.799,0.996
150.829,0.995
150.859,0.992
150.889,0.998
150.919,0.997
150.949,0.996
150.979,0.992
151.009,0.999
151.039,1.000
151.069,0.996
151.099,1.008
151.129,0.997
151.159,0.992
151.189,0.993
151.219,0.993
151.249,1.007
151.279,0.987
151.309,1.003
151.339,0.994
151.369,0.994
151.399,0.997
151.429,0.995
151.459,0.998
151.489,0.997
151.519,0.997
151.549,0.996
151.579,1.000
151.609,0.994
151.639,0.997
151.669,1.002
151.699,1.005
151.729,0.992
151.759,0.993
151.789,0.993
151.819,1.005
151.849,0.989
151.879,1.003
151.909,0.995
151.939,0.992
151.969,0.997
151.999,0.995
152.029,1.000
152.059,1.000
152.089,0.996
152.119,0.994
152.149,1.001
152.179,0.995
152.209,0.993
152.239,1.020
152.269,0.995
152.299,0.989
152.329,0.995
152.359,0.990
152.389,1.009
152.419,0.987
152.449,1.013
152.479,0.997
152.509,0.999
152.539,0.999
152.569,0.993
152.599,0.997
152.629,0.997
152.659,0.997
152.689,0.988
152.719,1.008
152.749,0.985
152.779,1.007
152.809,1.015
152.839,0.982
152.869,0.990
152.899,0.997
152.929,0.997
152.959,0.998
152.989,0.999
153.019,1.007
153.049,0.997
153.079,1.000
153.109,0.995
153.139,0.997
153.169,0.998
153.199,0.998
153.229,0.990
153.259,1.005
153.289,0.990
153.319,1.001
153.349,1.019
153.379,0.988
153.409,0.991
153.439,0.992
153.469,0.996
153.499,1.000
153.529,0.989
153.559,1.008
153.589,0.993
153.619,1.005
153.649,0.993
153.679,0.997
153.709,1.000
153.739,0.996
153.769,0.993
153.799,1.002
153.829,0.995
153.859,1.002
153.889,1.011
153.919,0.990
153.949,0.996
153.979,0.991
154.009,1.001
154.039,1.000
154.069,0.993
154.099,1.005
154.129,0.994
154.159,1.002
154.189,0.998
154.219,0.998
154.249,0.994
154.279,1.000
154.309,0.992
154.339,1.001
154.369,0.990
154.399,1.008
154.429,1.012
154.459,0.992
154.489,0.994
154.519,0.999
154.549,0.994
154.579,0.997
154.609,0.988
154.639,1.009
154.669,0.994
154.699,1.004
154.729,0.995
154.759,0.993
154.789,1.000
154.819,0.997
154.849,0.990
154.879,1.005
154.909,0.990
154.939,1.009
154.969,1.006
154.999,0.989
155.029,0.997
155.059,0.993
155.089,0.995
155.119,1.002
155.149,0.991
155.179,1.009
155.209,0.995
155.239,0.997
155.269,1.000
155.299,0.995
155.329,1.000
155.359,0.995
155.389,0.994
155.419,0.998
155.449,0.995
155.479,1.006
155.509,1.003
155.539,0.999
155.569,0.992
155.599,0.994
155.629,0.995
155.659,1.001
155.689,0.990
155.719,1.011
155.749,0.997
155.779,0.994
155.809,0.995
155.839,0.996
155.869,1.001
155.899,0.998
155.929,0.993
155.959,0.999
155.989,0.998
156.019,0.997
156.049,1.011
156.079,0.998
156.109,0.994
156.139,0.993
156.169,0.989
156.199,0.996
156.229,0.992
156.259,1.002
156.289,1.000
156.319,0.999
156.349,0.997
156.379,0.996
156.409,0.997
156.439,0.998
156.469,0.995
156.499,0.991
156.529,1.005
156.559,0.997
156.589,1.001
156.619,1.003
156.649,0.996
156.679,0.994
156.709,0.997
156.739,0.997
156.769,1.000
156.799,0.998
156.829,1.003
156.859,0.999
156.889,0.991
156.919,1.001
156.949,0.994
156.979,1.000
157.009,0.998
157.039,0.992
157.069,0.998
157.099,1.001
157.129,0.998
157.159,1.007
157.189,0.997
157.219,0.995
157.249,0.994
157.279,0.991
157.309,1.003
157.339,0.993
157.369,1.010
157.399,0.997
157.429,0.993
157.459,0.997
157.489,0.995
157.519,1.002
157.549,0.994
157.579,0.994
157.609,0.995
157.639,1.004
157.669,0.994
157.699,0.993
157.729,1.018
157.759,0.996
157.789,0.983
157.819,0.992
157.849,0.999
157.879,1.004
157.909,0.999
157.939,1.003
157.969,0.999
157.999,0.992
158.029,1.000
158.059,1.002
158.089,0.997
158.119,0.994
158.149,0.993
158.179,0.999
158.209,0.995
158.239,0.993
158.269,1.021
158.299,1.000
158.329,0.988
158.359,0.991
158.389,0.997
158.419,1.006
158.449,0.994
158.479,1.014
158.509,0.995
158.539,0.995
158.569,0.999
158.599,0.996
158.629,0.999
158.659,1.000
158.689,0.989
158.719,0.996
158.749,1.000
158.779,0.996
158.809,1.016
158.839,1.001
158.869,0.993
158.899,0.994
158.929,0.996
158.959,1.004
158.989,0.990
159.019,1.008
159.049,0.997
159.079,0.999
159.109,0.997
159.139,0.994
159.169,0.994
159.199,0.996
159.229,0.988
159.259,1.000
159.289,1.000
159.319,1.000
159.349,1.008
159.379,0.995
159.409,0.991
159.439,0.991
159.469,0.998
159.499,1.007
159.529,0.994
159.559,1.014
159.589,0.992
159.619,1.000
159.649,0.996
159.679,0.998
159.709,0.995
159.739,0.997
159.769,0.991
159.799,1.001
159.829,0.990
159.859,1.006
159.889,1.009
159.919,0.996
159.949,0.993
159.979,0.999
160.009,0.996
160.039,1.003
160.069,0.986
160.099,1.010
160.129,1.000
160.159,1.002
160.189,0.997
160.219,0.993
160.249,1.000
160.279,1.000
160.309,0.989
160.339,0.999
160.369,0.994
160.399,1.001
160.429,1.008
160.459,0.999
160.489,0.991
160.519,0.995
160.549,0.996
160.579,1.007
160.609,0.990
160.639,1.006
160.669,1.000
160.699,0.995
160.729,1.003
160.759,0.992
160.789,1.002
160.819,0.996
160.849,0.992
160.879,0.999
160.909,0.998
160.939,0.997
160.969,1.008
160.999,1.000
161.029,0.990
161.059,0.995
161.089,0.992
161.119,1.009
161.149,0.990
161.179,1.012
161.209,0.994
161.239,1.000
161.269,0.997
161.299,0.994
161.329,1.000
161.359,0.998
161.389,0.996
161.419,0.996
161.449,1.003
161.479,0.992
161.509,1.004
161.539,1.002
161.569,0.995
161.599,0.988
161.629,0.995
161.659,1.003
161.689,0.998
161.719,1.007
161.749,1.000
161.779,1.003
161.809,0.991
161.839,0.997
161.869,0.997
161.899,0.997
161.929,0.998
161.959,0.993
161.989,1.000
162.019,0.997
162.049,0.999
162.079,1.019
162.109,0.994
162.139,0.991
162.169,0.992
162.199,0.996
162.229,1.004
162.259,0.988
162.289,1.014
162.319,0.995
162.349,0.997
162.379,0.994
162.409,0.995
162.439,1.000
162.469,0.996
162.499,0.997
162.529,0.993
162.559,1.003
162.589,0.995
162.619,1.006
162.649,1.012
162.679,0.994
162.709,0.990
162.739,0.999
162.769,1.002
162.799,0.995
162.829,1.006
162.859,1.000
162.889,1.003
162.919,0.994
162.949,0.992
162.979,0.997
163.009,1.000
163.039,1.000
163.069,0.988
163.099,1.005
163.129,0.996
163.159,1.001
163.189,1.013
163.219,0.992
163.249,0.992
163.279,0.997
163.309,1.000
163.339,0.997
163.369,0.998
163.399,1.009
163.429,0.997
163.459,1.002
163.489,1.000
163.519,0.992
163.549,1.003
163.579,1.000
163.609,0.991
163.639,0.999
163.669,0.993
163.699,1.006
163.729,1.007
163.759,0.996
163.789,0.987
163.819,0.998
163.849,0.992
163.879,0.998
163.909,0.991
163.939,1.011
163.969,0.996
163.999,0.992
164.029,1.000
164.059,0.992
164.089,1.002
164.119,1.001
164.149,0.995
164.179,0.997
164.209,0.998
164.239,1.000
164.269,1.008
164.299,0.999
164.329,0.991
164.359,0.996
164.389,0.995
164.419,1.006
164.449,0.988
164.479,1.009
164.509,0.997
164.539,0.998
164.569,1.000
164.599,0.994
164.629,0.997
164.659,1.002
164.689,1.000
164.719,0.995
164.749,1.005
164.779,0.993
164.809,1.011
164.839,1.001
164.869,0.996
164.899,0.990
164.929,0.990
164.959,1.006
164.989,0.996
165.019,1.006
165.049,1.003
165.079,0.999
165.109,0.997
165.139,0.997
165.169,1.000
165.199,0.996
165.229,0.995
165.259,0.993
165.289,1.005
165.319,0.992
165.349,0.998
165.379,1.016
165.409,0.997
165.439,0.980
165.469,0.999
165.499,0.999
165.529,0.994
165.559,0.997
165.589,1.011
165.619,0.996
165.649,0.997
165.679,1.001
165.709,0.995
165.739,1.000
165.769,0.997
165.799,0.988
165.829,1.000
165.859,0.996
165.889,0.998
165.919,1.018
165.949,0.996
165.979,0.988
166.009,0.993
166.039,0.998
166.069,0.997
166.099,0.986
166.129,1.018
166.159,0.993
166.189,0.998
166.219,0.996
166.249,1.003
166.279,0.995
166.309,1.000
166.339,0.995
166.369,0.999
166.399,0.994
166.429,0.998
166.459,1.018
166.489,0.994
166.519,0.988
166.549,0.995
166.579,0.996
166.609,1.000
166.639,0.988
166.669,1.009
166.699,0.990
166.729,1.001
166.759,1.000
166.789,1.001
166.819,0.996
166.849,1.002
166.879,0.984
166.909,1.007
166.939,0.987
166.969,0.999
166.999,1.020
167.029,0.990
167.059,0.990
167.089,0.992
167.119,1.000
167.149,1.003
167.179,0.996
167.209,1.005
167.239,0.991
167.269,1.003
167.299,0.991
167.329,0.995
167.359,0.999
167.389,0.999
167.419,0.995
167.449,1.000
167.479,0.993
167.509,1.009
167.539,1.017
167.569,0.981
167.599,0.997
167.629,0.995
167.659,0.998
167.689,0.988
167.719,0.998
167.749,1.008
167.779,1.000
167.809,0.992
167.839,1.001
167.869,1.000
167.899,1.001
167.929,0.988
167.959,0.999
167.989,1.003
168.019,0.993
168.049,1.010
168.079,1.013
168.109,0.990
168.139,0.988
168.169,0.996
168.199,1.004
168.229,0.994
168.259,1.008
168.289,0.998
168.319,1.000
168.349,1.002
168.379,1.001
168.409,0.998
168.439,0.992
168.469,0.993
168.499,1.004
168.529,0.996
168.559,0.999
168.589,1.012
168.619,0.997
168.649,0.994
168.679,0.995
168.709,0.991
168.739,0.998
168.769,0.990
168.799,1.005
168.829,0.992
168.859,1.006
168.889,0.999
168.919,0.999
168.949,1.001
168.979,0.998
169.009,0.993
169.039,1.004
169.069,0.994
169.099,1.005
169.129,1.005
169.159,0.997
169.189,0.993
169.219,0.996
169.249,1.003
169.279,1.000
169.309,0.991
169.339,1.007
169.369,0.997
169.399,0.996
169.429,1.003
169.459,0.995
169.489,0.998
169.519,0.997
169.549,0.991
169.579,1.004
169.609,0.996
169.639,1.004
169.669,1.009
169.699,0.998
169.729,0.989
169.759,0.998
169.789,0.994
169.819,1.001
169.849,0.993
169.879,1.008
169.909,1.003
169.939,0.994
169.969,0.997
169.999,0.999
170.029,0.997
170.059,1.000
170.089,0.991
170.119,1.002
170.149,0.996
170.179,1.000
170.209,1.009
170.239,1.000
170.269,0.994
170.299,1.000
170.329,0.991
170.359,1.005
170.389,0.994
170.419,1.008
170.449,0.994
170.479,0.995
170.509,0.999
170.539,0.995
170.569,0.998
170.599,1.002
170.629,0.992
170.659,0.994
170.689,1.007
170.719,0.998
170.749,1.008
170.779,1.005
170.809,0.998
170.839,0.985
170.869,0.992
170.899,1.010
170.929,0.990
170.959,1.012
170.989,0.999
171.019,0.997
171.049,0.997
171.079,0.997
171.109,1.000
171.139,0.993
171.169,0.997
171.199,0.988
171.229,1.006
171.259,0.990
171.289,1.005
171.319,1.017
171.349,0.996
171.379,0.990
171.409,0.995
171.439,1.000
171.469,1.000
171.499,0.992
171.529,1.011
171.559,1.001
171.589,0.997
171.619,0.997
171.649,0.997
171.679,0.998
171.709,0.999
171.739,0.996
171.769,1.005
171.799,0.993
171.829,1.001
171.859,1.016
171.889,0.998
171.919,0.987
171.949,0.997
171.979,0.994
172.009,1.003
172.039,0.989
172.069,1.012
172.099,0.997
172.129,1.007
172.159,0.995
172.189,0.995
172.219,0.996
172.249,0.998
172.279,0.991
172.309,1.003
172.339,0.997
172.369,1.002
172.399,1.017
172.429,0.996
172.459,0.986
172.489,0.992
172.519,0.991
172.549,1.007
172.579,0.992
172.609,1.007
172.639,0.994
172.669,1.013
172.699,0.991
172.729,0.993
172.759,0.999
172.789,0.999
172.819,0.996
172.849,1.000
172.879,0.994
172.909,1.003
172.939,1.011
172.969,0.993
172.999,0.984
173.029,0.996
173.059,1.002
173.089,1.006
173.119,0.989
173.149,1.011
173.179,0.997
173.209,0.999
173.239,0.997
173.269,0.999
173.299,1.000
173.329,0.992
173.359,0.991
173.389,1.008
173.419,0.990
173.449,1.007
173.479,1.011
173.509,0.993
173.539,0.991
173.569,0.995
173.599,0.999
173.629,1.004
173.659,0.990
173.689,1.007
173.719,0.997
173.749,1.003
173.779,0.998
173.809,0.994
173.839,1.003
173.869,1.000
173.899,0.996
173.929,0.999
173.959,1.000
173.989,1.003
174.019,1.006
174.049,0.995
174.079,0.992
174.109,0.995
174.139,0.994
174.169,1.007
174.199,0.988
174.229,1.010
174.259,0.999
174.289,0.997
174.319,0.999
174.349,0.993
174.379,1.007
174.409,0.998
174.439,0.997
174.469,0.996
174.499,1.008
174.529,0.996
174.559,1.003
174.589,1.005
174.619,0.999
174.649,0.988
174.679,0.994
174.709,0.999
174.739,1.006
174.769,0.996
174.799,1.004
174.829,0.996
174.859,0.997
174.889,1.000
174.919,0.987
174.949,1.001
174.979,1.000
175.009,0.998
175.039,0.993
175.069,1.004
175.099,0.997
175.129,1.005
175.159,1.007
175.189,0.995
175.219,0.990
175.249,0.991
175.279,1.005
175.309,1.000
175.339,1.001
175.369,1.004
175.399,1.000
175.429,0.993
175.459,1.001
175.489,0.996
175.519,1.004
175.549,1.000
175.579,0.998
175.609,0.997
175.639,1.003
175.669,0.993
175.699,1.017
175.729,1.006
175.759,0.992
175.789,0.994
175.819,0.995
175.849,1.005
175.879,0.995
175.909,1.003
175.939,1.004
175.969,1.001
175.999,0.998
176.029,0.996
176.059,0.997
176.089,0.997
176.119,0.999
176.149,0.993
176.179,1.005
176.209,0.997
176.239,1.000
176.269,1.017
176.299,0.991
176.329,0.990
176.359,0.996
176.389,0.999
176.419,1.005
176.449,0.991
176.479,1.010
176.509,0.990
176.539,1.004
176.569,0.993
176.599,0.995
176.629,1.001
176.659,1.002
176.689,0.993
176.719,1.000
176.749,1.006
176.779,0.996
176.809,1.007
176.839,1.003
176.869,0.989
176.899,0.998
176.929,1.001
176.959,1.001
176.989,0.998
177.019,1.008
177.049,0.998
177.079,1.002
177.109,0.998
177.139,0.992
177.169,0.999
177.199,0.999
177.229,0.996
177.259,0.999
177.289,1.002
177.319,0.996
177.349,1.012
177.379,0.997
177.409,0.996
177.439,0.990
177.469,0.992
177.499,1.007
177.529,0.992
177.559,1.007
177.589,1.002
177.619,1.001
177.649,0.996
177.679,0.997
177.709,1.000
177.739,0.998
177.769,0.997
177.799,0.995
177.829,1.006
177.859,0.994
177.889,1.011
177.919,1.000
177.949,0.998
177.979,0.991
178.009,0.996
178.039,1.003
178.069,0.999
178.099,0.991
178.129,1.014
178.159,1.004
178.189,1.000
178.219,1.000
178.249,0.998
178.279,0.995
178.309,1.001
178.339,0.991
178.369,1.003
178.399,0.994
178.429,0.999
178.459,1.011
178.489,0.998
178.519,0.991
178.549,0.996
178.579,0.994
178.609,1.006
178.639,0.995
178.669,1.008
178.699,0.994
178.729,0.998
178.759,1.002
178.789,0.994
178.819,0.998
178.849,1.002
178.879,0.993
178.909,0.996
178.939,1.005
178.969,0.996
178.999,1.009
179.029,1.002
179.059,1.000
179.089,0.989
179.119,0.996
179.149,1.007
179.179,0.996
179.209,1.009
179.239,1.004
179.269,0.999
179.299,0.999
179.329,0.999
179.359,0.996
179.389,0.998
179.419,1.002
179.449,0.988
179.479,1.005
179.509,0.996
179.539,0.998
179.569,1.023
179.599,0.995
179.629,0.990
179.659,0.995
179.689,0.997
179.719,1.001
179.749,0.989
179.779,1.015
179.809,0.992
179.839,1.002
179.869,0.997
179.899,0.994
179.929,0.999
179.959,1.001
179.989,1.000
180.019,0.998
180.049,1.006
180.079,0.994
180.109,1.013
180.139,1.013
180.169,0.986
180.199,0.992
180.229,0.999
180.259,0.999
180.289,0.995
180.319,1.010
180.349,0.998
180.379,1.002
180.409,1.003
180.439,0.997
180.469,1.000
180.499,0.999
180.529,0.997
180.559,1.000
180.589,1.003
180.619,0.997
180.649,1.009
180.679,1.009
180.709,0.987
180.739,0.996
180.769,1.001
180.799,1.005
180.829,0.998
180.859,1.000
180.889,1.002
180.919,1.006
180.949,0.993
180.979,0.994
181.009,1.000
181.039,1.002
181.069,1.003
181.099,0.991
181.129,1.003
181.159,0.995
181.189,1.008
181.219,1.005
181.249,0.998
181.279,0.992
181.309,0.994
181.339,1.007
181.369,0.997
181.399,1.001
181.429,1.005
181.459,1.001
181.489,0.994
181.519,0.995
181.549,0.997
181.579,0.999
181.609,1.000
181.639,0.996
181.669,1.008
181.699,0.995
181.729,1.007
181.759,1.007
181.789,0.997
181.819,0.994
181.849,0.994
181.879,1.000
181.909,0.999
181.939,1.002
181.969,1.003
181.999,1.000
182.029,1.000
182.059,0.998
182.089,0.996
182.119,1.000
182.149,1.000
182.179,0.997
182.209,1.007
182.239,0.997
182.269,1.006
182.299,1.007
182.329,0.994
182.359,0.989
182.389,0.993
182.419,1.005
182.449,0.998
182.479,1.003
182.509,1.002
182.539,0.996
182.569,0.999
182.599,0.997
182.629,0.999
182.659,0.999
182.689,1.000
182.719,0.994
182.749,1.003
182.779,0.995
182.809,1.005
182.839,1.007
182.869,1.005
182.899,0.991
182.929,0.998
182.959,1.007
182.989,1.000
183.019,1.003
183.049,1.005
183.079,1.000
183.109,0.993
183.139,1.002
183.169,1.000
183.199,1.000
183.229,0.998
183.259,0.993
183.289,1.008
183.319,0.994
183.349,1.006
183.379,1.017
183.409,0.992
183.439,0.989
183.469,0.996
183.499,1.008
183.529,0.992
183.559,1.001
183.589,1.008
183.619,0.997
183.649,0.996
183.679,1.000
183.709,0.998
183.739,1.000
183.769,0.998
183.799,0.995
183.829,1.007
183.859,0.995
183.889,1.008
183.919,1.014
183.949,0.987
183.979,0.990
184.009,0.992
184.039,1.007
184.069,0.994
184.099,1.004
184.129,1.001
184.159,1.002
184.189,0.996
184.219,1.001
184.249,0.997
184.279,1.002
184.309,0.993
184.339,1.000
184.369,1.003
184.399,0.995
184.429,1.014
184.459,1.004
184.489,0.991
184.519,0.994
184.549,0.999
184.579,1.010
184.609,0.991
184.639,1.011
184.669,1.001
184.699,1.004
184.729,0.996
184.759,0.999
184.789,0.999
184.819,0.997
184.849,0.994
184.879,1.003
184.909,0.994
184.939,1.003
184.969,1.018
184.999,0.991
185.029,0.992
185.059,0.997
185.089,1.001
185.119,1.001
185.149,0.991
185.179,1.011
185.209,0.996
185.239,0.999
185.269,0.999
185.299,0.997
185.329,1.002
185.359,0.992
185.389,1.000
185.419,1.005
185.449,0.995
185.479,1.015
185.509,1.003
185.539,0.993
185.569,0.994
185.599,0.995
185.629,1.005
185.659,1.000
185.689,1.004
185.719,1.001
185.749,1.001
185.779,1.000
185.809,0.997
185.839,1.001
185.869,1.003
185.899,0.996
185.929,1.000
185.959,1.000
185.989,0.996
186.019,1.011
186.049,1.000
186.079,0.995
186.109,0.998
186.139,0.992
186.169,1.008
186.199,0.988
186.229,1.008
186.259,1.002
186.289,0.999
186.319,1.000
186.349,0.993
186.379,1.002
186.409,1.000
186.439,0.996
186.469,0.997
186.499,1.005
186.529,0.993
186.559,1.010
186.589,1.005
186.619,0.995
186.649,0.995
186.679,0.993
186.709,1.006
186.739,1.001
186.769,1.007
186.799,0.997
186.829,0.999
186.859,1.000
186.889,0.996
186.919,1.000
186.949,1.001
186.979,1.000
187.009,0.992
187.039,1.006
187.069,1.001
187.099,0.995
187.129,1.014
187.159,1.002
187.189,0.993
187.219,0.993
187.249,0.995
187.279,1.006
187.309,0.993
187.339,1.010
187.369,0.997
187.399,0.993
187.429,0.999
187.459,0.997
187.489,1.000
187.519,0.997
187.549,1.003
187.579,0.992
187.609,1.007
187.639,0.998
187.669,0.999
187.699,1.018
187.729,1.000
187.759,0.992
187.789,0.994
187.819,0.998
187.849,1.004
187.879,0.987
187.909,1.014
187.939,0.997
187.969,0.995
187.999,1.000
188.029,0.998
188.059,1.003
188.089,0.997
188.119,0.997
188.149,0.995
188.179,1.002
188.209,0.998
188.239,1.000
188.269,1.015
188.299,0.994
188.329,0.991
188.359,0.991
188.389,1.002
188.419,1.004
188.449,0.986
188.479,1.012
188.509,0.995
188.539,0.998
188.569,0.998
188.599,0.995
188.629,1.003
188.659,1.001
188.689,1.003
188.719,0.996
188.749,1.004
188.779,0.994
188.809,1.000
188.839,1.018
188.869,0.990
188.899,0.990
188.929,0.996
188.959,1.000
188.989,1.003
189.019,0.990
189.049,1.014
189.079,0.996
189.109,0.999
189.139,0.998
189.169,0.996
189.199,1.000
189.229,0.998
189.259,0.997
189.289,1.002
189.319,0.998
189.349,0.999
189.379,1.006
189.409,1.001
189.439,0.993
189.469,0.992
189.499,0.996
189.529,1.010
189.559,0.995
189.589,1.005
189.619,0.998
189.649,1.002
189.679,0.997
189.709,0.993
189.739,0.996
189.769,1.002
189.799,1.001
189.829,0.992
189.859,1.002
189.889,0.990
189.919,1.010
189.949,1.007
189.979,0.996
190.009,0.992
190.039,0.995
190.069,0.997
190.099,1.001
190.129,0.999
190.159,1.010
190.189,0.998
190.219,0.994
190.249,1.003
190.279,0.998
190.309,0.999
190.339,0.999
190.369,0.995
190.399,1.003
190.429,1.000
190.459,1.000
190.489,1.014
190.519,0.998
190.549,0.996
190.579,0.998
190.609,0.991
190.639,1.004
190.669,0.995
190.699,1.010
190.729,1.001
190.759,0.999
190.789,0.997
190.819,0.998
190.849,0.999
190.879,1.000
190.909,1.000
190.939,0.990
190.969,1.005
190.999,0.994
191.029,1.005
191.059,1.005
191.089,1.002
191.119,0.992
191.149,0.992
191.179,0.995
191.209,1.001
191.239,0.997
191.269,1.010
191.299,0.997
191.329,0.997
191.359,0.997
191.389,1.000
191.419,1.001
191.449,1.002
191.479,0.993
191.509,0.995
191.539,1.007
191.569,0.991
191.599,1.006
191.629,1.004
191.659,1.000
191.689,0.992
191.719,0.993
191.749,1.005
191.779,1.000
191.809,1.003
191.839,1.005
191.869,0.999
191.899,0.995
191.929,0.998
191.959,0.996
191.989,1.001
192.019,1.000
192.049,0.994
192.079,0.999
192.109,1.000
192.139,0.995
192.169,1.021
192.199,1.000
192.229,0.987
192.259,0.992
192.289,0.998
192.319,1.005
192.349,0.988
192.379,1.012
192.409,0.993
192.439,1.000
192.469,1.003
192.499,0.992
192.529,1.002
192.559,0.998
192.589,1.003
192.619,0.992
192.649,1.007
192.679,0.993
192.709,1.013
192.739,1.009
192.769,0.987
192.799,0.991
192.829,0.999
192.859,1.002
192.889,0.997
192.919,1.002
192.949,1.002
192.979,1.000
193.009,0.998
193.039,1.000
193.069,0.998
193.099,0.995
193.129,0.992
193.159,0.999
193.189,0.999
193.219,0.996
193.249,1.011
193.279,1.005
193.309,0.985
193.339,0.994
193.369,1.000
193.399,1.010
193.429,0.992
193.459,1.007
193.489,1.004
193.519,1.002
193.549,0.999
193.579,0.997
193.609,0.997
193.639,0.999
193.669,0.997
193.699,0.996
193.729,1.007
193.759,1.000
193.789,1.012
193.819,0.997
193.849,0.998
193.879,0.991
193.909,1.001
193.939,1.007
193.969,0.992
193.999,1.010
194.029,1.000
194.059,1.007
194.089,0.997
194.119,0.997
194.149,1.000
194.179,0.999
194.209,0.998
194.239,1.003
194.269,0.998
194.299,1.001
194.329,1.012
194.359,0.999
194.389,0.994
194.419,0.995
194.449,1.000
194.479,1.006
194.509,0.989
194.539,1.015
194.569,0.997
194.599,1.003
194.629,0.999
194.659,0.994
194.689,1.004
194.719,1.000
194.749,0.993
194.779,1.004
194.809,0.996
194.839,1.006
194.869,1.005
194.899,0.998
194.929,0.994
194.959,0.995
194.989,0.996
195.019,1.002
195.049,0.996
195.079,1.005
195.109,0.999
195.139,0.998
195.169,1.000
195.199,0.997
195.229,1.000
195.259,1.000
195.289,0.991
195.319,1.003
195.349,0.993
195.379,1.000
195.409,1.006
195.439,0.999
195.469,0.996
195.499,0.996
195.529,0.998
195.559,1.004
195.589,0.999
195.619,1.004
195.649,1.000
195.679,0.999
195.709,0.999
195.739,0.997
195.769,0.996
195.799,1.001
195.829,0.990
195.859,1.007
195.889,0.997
195.919,1.002
195.949,1.010
195.979,1.001
196.009,0.989
196.039,0.994
196.069,1.003
196.099,0.998
196.129,1.003
196.159,1.006
196.189,0.997
196.219,0.999
196.249,1.003
196.279,0.996
196.309,1.000
196.339,1.003
196.369,0.994
196.399,1.007
196.429,0.995
196.459,1.006
196.489,1.014
196.519,0.998
196.549,0.988
196.579,0.993
196.609,1.002
196.639,0.998
