df_hash,22ZHK4.RZ8R6V
165.908,1.005
165.938,1.004
165.968,1.008
165.998,1.001
166.028,1.008
166.058,1.007
166.088,1.004
166.118,1.005
166.148,1.006
166.178,1.008
166.208,1.008
166.238,1.003
166.268,1.007
166.298,1.009
166.328,1.007
166.358,1.006
166.388,1.002
166.418,1.006
166.448,1.006
166.478,1.008
166.508,1.007
166.538,1.008
166.568,1.008
166.598,1.006
166.628,1.007
166.658,1.006
166.688,1.009
166.718,1.007
166.748,1.002
166.778,1.008
166.808,1.004
166.838,1.005
166.868,1.003
166.898,1.007
166.928,1.006
166.958,1.006
166.988,1.005
167.018,1.006
167.048,1.004
167.078,1.008
167.108,1.004
167.138,1.010
167.168,1.006
167.198,1.004
167.228,1.010
167.258,1.007
167.288,1.008
167.318,1.006
167.348,1.006
167.378,1.008
167.408,1.004
167.438,1.009
167.468,1.003
167.498,1.007
167.528,1.005
167.558,1.001
167.588,1.004
167.618,1.009
167.648,1.007
167.678,1.008
167.708,1.004
167.738,1.006
167.768,1.007
167.798,1.007
167.828,1.005
167.858,1.007
167.888,1.004
167.918,1.008
167.948,1.007
167.978,1.008
168.008,1.004
168.038,1.007
168.068,1.006
168.098,1.004
168.128,1.004
168.158,1.008
168.188,1.006
168.218,1.010
168.248,1.007
168.278,1.007
168.308,1.007
168.338,1.004
168.368,1.007
168.398,1.007
168.428,1.004
168.458,1.006
168.488,1.008
168.518,1.000
168.548,1.008
168.578,1.009
168.608,1.008
168.638,1.005
168.668,1.006
168.698,1.008
168.728,1.007
168.758,1.008
168.788,1.008
168.818,1.005
168.848,1.007
168.878,1.009
168.908,1.009
168.938,1.007
168.968,1.006
168.998,1.008
169.028,1.009
169.058,1.007
169.088,1.003
169.118,1.005
169.148,1.006
169.178,1.011
169.208,1.007
169.238,1.009
169.268,1.006
169.298,1.004
169.328,1.006
169.358,1.005
169.388,1.007
169.418,1.006
169.448,1.005
169.478,1.009
169.508,1.007
169.538,1.005
169.568,1.006
169.598,1.005
169.628,1.008
169.658,1.004
169.688,1.009
169.718,1.005
169.748,1.003
169.778,1.009
169.808,1.007
169.838,1.008
169.868,1.004
169.898,1.009
169.928,1.006
169.958,1.004
169.988,1.005
170.018,1.011
170.048,1.005
170.078,1.006
170.108,1.006
170.138,1.004
170.168,1.009
170.198,1.009
170.228,1.003
170.258,1.003
170.288,1.006
170.318,1.007
170.348,1.008
170.378,1.008
170.408,1.005
170.438,1.008
170.468,1.004
170.498,1.007
170.528,1.005
170.558,1.004
170.588,1.010
170.618,1.006
170.648,1.004
170.678,1.005
170.708,1.009
170.738,1.006
170.768,1.006
170.798,1.009
170.828,1.002
170.858,1.003
170.888,1.008
170.918,1.005
170.948,1.006
170.978,1.009
171.008,1.005
171.038,1.007
171.068,1.010
171.098,1.010
171.128,1.005
171.158,1.006
171.188,1.009
171.218,1.008
171.248,1.005
171.278,1.003
171.308,1.008
171.338,1.005
171.368,1.006
171.398,1.006
171.428,1.006
171.458,1.006
171.488,1.005
171.518,1.004
171.548,1.009
171.578,1.008
171.608,1.008
171.638,1.007
171.668,1.005
171.698,1.002
171.728,1.006
171.758,1.007
171.788,1.006
171.818,1.006
171.848,1.008
171.878,1.011
171.908,1.005
171.938,1.010
171.968,1.008
171.998,1.008
172.028,1.006
172.058,1.008
172.088,1.003
172.118,1.005
172.148,1.007
172.178,1.008
172.208,1.007
172.238,1.012
172.268,1.008
172.298,1.007
172.328,1.003
172.358,1.005
172.388,1.006
172.418,1.005
172.448,1.009
172.478,1.007
172.508,1.007
172.538,1.006
172.568,1.009
172.598,1.008
172.628,1.005
172.658,1.006
172.688,1.009
172.718,1.002
172.748,1.005
172.778,1.007
172.808,1.009
172.838,1.006
172.868,1.004
172.898,1.008
172.928,1.008
172.958,1.006
172.988,1.007
173.018,1.006
173.048,1.010
173.078,1.006
173.108,1.004
173.138,1.009
173.168,1.011
173.198,1.006
173.228,1.007
173.258,1.006
173.288,1.003
173.318,1.004
173.348,1.008
173.378,1.006
173.408,1.008
173.438,1.007
173.468,1.005
173.498,1.009
173.528,1.004
173.558,1.010
173.588,1.007
173.618,1.006
173.648,1.006
173.678,1.007
173.708,1.008
173.738,1.004
173.768,1.006
173.798,1.005
173.828,1.005
173.858,1.007
173.888,1.008
173.918,1.007
173.948,1.007
173.978,1.003
174.008,1.008
174.038,1.009
174.068,1.008
174.098,1.007
174.128,1.004
174.158,1.006
174.188,1.008
174.218,1.007
174.248,1.008
174.278,1.007
174.308,1.009
174.338,1.008
174.368,1.006
174.398,1.006
174.428,1.007
174.458,1.005
174.488,1.005
174.518,1.009
174.548,1.010
174.578,1.010
174.608,1.005
174.638,1.008
174.668,1.002
174.698,1.007
174.728,1.009
174.758,1.006
174.788,1.005
174.818,1.010
174.848,1.008
174.878,1.007
174.908,1.007
174.938,1.009
174.968,1.003
174.998,1.009
175.028,1.005
175.058,1.008
175.088,1.004
175.118,1.003
175.148,1.009
175.178,1.008
175.208,1.003
175.238,1.005
175.268,1.007
175.298,1.006
175.328,1.009
175.358,1.007
175.388,1.007
175.418,1.004
175.448,1.006
175.478,1.010
175.508,1.011
175.538,1.010
175.568,1.005
175.598,1.005
175.628,1.007
175.658,1.005
175.688,1.006
175.718,1.009
175.748,1.009
175.778,1.008
175.808,1.003
175.838,1.007
175.868,1.007
175.898,1.005
175.928,1.006
175.958,1.006
175.988,1.009
176.018,1.007
176.048,1.006
176.078,1.006
176.108,1.003
176.138,1.008
176.168,1.009
176.198,1.008
176.228,1.006
176.258,1.005
176.288,1.009
176.318,1.006
176.348,1.005
176.378,1.008
176.408,1.004
176.438,1.005
176.468,1.006
176.498,1.008
176.528,1.007
176.558,1.005
176.588,1.009
176.618,1.008
176.648,1.007
176.678,1.006
176.708,1.008
176.738,1.004
176.768,1.007
176.798,1.002
176.828,1.007
176.858,1.006
176.888,1.006
176.918,1.011
176.948,1.008
176.978,1.004
177.008,1.004
177.038,1.007
177.068,1.008
177.098,1.009
177.128,1.008
177.158,1.006
177.188,1.007
177.218,1.007
177.248,1.009
177.278,1.006
177.308,1.009
177.338,1.011
177.368,1.007
177.398,1.006
177.428,1.005
177.458,1.008
177.488,1.006
177.518,1.010
177.548,1.006
177.578,1.005
177.608,1.008
177.638,1.007
177.668,1.006
177.698,1.005
177.728,1.006
177.758,1.009
177.788,1.005
177.818,1.001
177.848,1.007
177.878,1.008
177.908,1.007
177.938,1.008
177.968,1.007
177.998,1.007
178.028,1.005
178.058,1.006
178.088,1.008
178.118,1.008
178.148,1.005
178.178,1.007
178.208,1.003
178.238,1.007
178.268,1.005
178.298,1.009
178.328,1.001
178.358,1.008
178.388,1.006
178.418,1.004
178.448,1.008
178.478,1.011
178.508,1.008
178.538,1.006
178.568,1.004
178.598,1.006
178.628,1.007
178.658,1.007
178.688,1.007
178.718,1.007
178.748,1.007
178.778,1.005
178.808,1.009
178.838,1.007
178.868,1.006
178.898,1.007
178.928,1.005
178.958,1.005
178.988,1.009
179.018,1.007
179.048,1.008
179.078,1.003
179.108,1.009
179.138,1.006
179.168,1.007
179.198,1.008
179.228,1.008
179.258,1.007
179.288,1.009
179.318,1.005
179.348,1.005
179.378,1.005
179.408,1.005
179.438,1.011
179.468,1.007
179.498,1.004
179.528,1.008
179.558,1.009
179.588,1.004
179.618,1.010
179.648,1.005
179.678,1.006
179.708,1.005
179.738,1.005
179.768,1.007
179.798,1.007
179.828,1.006
179.858,1.009
179.888,1.004
179.918,1.007
179.948,1.007
179.978,1.007
180.008,1.007
180.038,1.005
180.068,1.005
180.098,1.005
180.128,1.008
180.158,1.008
180.188,1.007
180.218,1.005
180.248,1.008
180.278,1.009
180.308,1.008
180.338,1.006
180.368,1.008
180.398,1.009
180.428,1.008
180.458,1.005
180.488,1.007
180.518,1.009
180.548,1.007
180.578,1.008
180.608,1.008
180.638,1.003
180.668,1.010
180.698,1.008
180.728,1.005
180.758,1.011
180.788,1.004
180.818,1.007
180.848,1.008
180.878,1.002
180.908,1.001
180.938,1.008
180.968,1.008
180.998,1.007
181.028,1.003
181.058,1.003
181.088,1.009
181.118,1.009
181.148,1.004
181.178,1.009
181.208,1.004
181.238,1.010
181.268,1.009
181.298,1.006
181.328,1.009
181.358,1.009
181.388,1.009
181.418,1.005
181.448,1.009
181.478,1.006
181.508,1.003
181.538,1.009
181.568,1.007
181.598,1.008
181.628,1.005
181.658,1.006
181.688,1.007
181.718,1.005
181.748,1.005
181.778,1.009
181.808,1.007
181.838,1.007
181.868,1.004
181.898,1.002
181.928,1.014
181.958,1.006
181.988,1.008
182.018,1.008
182.048,1.007
182.078,1.009
182.108,1.011
182.138,1.009
182.168,1.008
182.198,1.008
182.228,1.008
182.258,1.008
182.288,1.009
182.318,1.005
182.348,1.011
182.378,1.008
182.408,1.008
182.438,1.010
182.468,1.001
182.498,1.005
182.528,1.007
182.558,1.006
182.588,1.008
182.618,1.003
182.648,1.009
182.678,1.008
182.708,1.009
182.738,1.008
182.768,1.006
182.798,1.006
182.828,1.007
182.858,1.007
182.888,1.004
182.918,1.008
182.948,1.011
182.978,1.008
183.008,1.006
183.038,1.004
183.068,1.008
183.098,1.007
183.128,1.008
183.158,1.008
183.188,1.008
183.218,1.006
183.248,1.011
183.278,1.008
183.308,1.007
183.338,1.008
183.368,1.004
183.398,1.006
183.428,1.006
183.458,1.006
183.488,1.004
183.518,1.009
183.548,1.005
183.578,1.008
183.608,1.008
183.638,1.007
183.668,1.008
183.698,1.006
183.728,1.005
183.758,1.004
183.788,1.007
183.818,1.007
183.848,1.006
183.878,1.005
183.908,1.008
183.938,1.006
183.968,1.005
183.998,1.003
184.028,1.010
184.058,1.005
184.088,1.009
184.118,1.009
184.148,1.005
184.178,1.006
184.208,1.008
184.238,1.005
184.268,1.010
184.298,1.005
184.328,1.004
184.358,1.005
184.388,1.008
184.418,1.010
184.448,1.010
184.478,1.005
184.508,1.008
184.538,1.008
184.568,1.008
184.598,1.008
184.628,1.006
184.658,1.007
184.688,1.010
184.718,1.008
184.748,1.011
184.778,1.006
184.808,1.006
184.838,1.005
184.868,1.003
184.898,1.005
184.928,1.009
184.958,1.006
184.988,1.008
185.018,1.005
185.048,1.009
185.078,1.007
185.108,1.007
185.138,1.009
185.168,1.007
185.198,1.006
185.228,1.003
185.258,1.007
185.288,1.007
185.318,1.005
185.348,1.009
185.378,1.008
185.408,1.007
185.438,1.001
185.468,1.007
185.498,1.006
185.528,1.009
185.558,1.010
185.588,1.008
185.618,1.006
185.648,1.009
185.678,1.008
185.708,1.007
185.738,1.007
185.768,1.007
185.798,1.004
185.828,1.007
185.858,1.007
185.888,1.006
185.918,1.004
185.948,1.010
185.978,1.007
186.008,1.004
186.038,1.006
186.068,1.002
186.098,1.009
186.128,1.011
186.158,1.007
186.188,1.007
186.218,1.007
186.248,1.007
186.278,1.005
186.308,1.007
186.338,1.009
186.368,1.008
186.398,1.007
186.428,1.008
186.458,1.003
186.488,1.006
186.518,1.006
186.548,1.009
186.578,1.005
186.608,1.003
186.638,1.007
186.668,1.012
186.698,1.004
186.728,1.009
186.758,1.007
186.788,1.005
186.818,1.004
186.848,1.005
186.878,1.005
186.908,1.004
186.938,1.007
186.968,1.007
186.998,1.004
187.028,1.007
187.058,1.008
187.088,1.011
187.118,1.007
187.148,1.005
187.178,1.007
187.208,1.006
187.238,1.007
187.268,1.007
187.298,1.009
187.328,1.006
187.358,1.000
187.388,1.007
187.418,1.008
187.448,1.004
187.478,1.007
187.508,1.006
187.538,1.009
187.568,1.004
187.598,1.007
187.628,1.010
187.658,1.005
187.688,1.005
187.718,1.005
187.748,1.012
187.778,1.007
187.808,1.006
187.838,1.006
187.868,1.007
187.898,1.006
187.928,1.007
187.958,1.006
187.988,1.006
188.018,1.007
188.048,1.011
188.078,1.006
188.108,1.008
188.138,1.012
188.168,1.008
188.198,1.008
188.228,1.008
188.258,1.007
188.288,1.007
188.318,1.007
188.348,1.008
188.378,1.004
188.408,1.007
188.438,1.008
188.468,1.004
188.498,1.008
188.528,1.009
188.558,1.007
188.588,1.009
188.618,1.008
188.648,1.008
188.678,1.008
188.708,1.009
188.738,1.005
188.768,1.007
188.798,1.008
188.828,1.011
188.858,1.008
188.888,1.005
188.918,1.006
188.948,1.005
188.978,1.009
189.008,1.009
189.038,1.008
189.068,1.008
189.098,1.011
189.128,1.005
189.158,1.006
189.188,1.004
189.218,1.005
189.248,1.007
189.278,1.007
189.308,1.006
189.338,1.004
189.368,1.007
189.398,1.006
189.428,1.012
189.458,1.009
189.488,1.004
189.518,1.006
189.548,1.007
189.578,1.006
189.608,1.008
189.638,1.007
189.668,1.009
189.698,1.008
189.728,1.007
189.758,1.003
189.788,1.009
189.818,1.007
189.848,1.007
189.878,1.010
189.908,1.007
189.938,1.007
189.968,1.007
189.998,1.011
190.028,1.004
190.058,1.012
190.088,1.007
190.118,1.007
190.148,1.007
190.178,1.005
190.208,1.008
190.238,1.008
190.268,1.006
190.298,1.007
190.328,1.007
190.358,1.005
190.388,1.009
190.418,1.008
190.448,1.009
190.478,1.009
190.508,1.008
190.538,1.010
190.568,1.008
190.598,1.006
190.628,1.007
190.658,1.006
190.688,1.006
190.718,1.003
190.748,1.006
190.778,1.006
190.808,1.005
190.838,1.009
190.868,1.007
190.898,1.005
190.928,1.007
190.958,1.008
190.988,1.006
191.018,1.004
191.048,1.006
191.078,1.005
191.108,1.004
191.138,1.007
191.168,1.011
191.198,1.005
191.228,1.007
191.258,1.004
191.288,1.012
191.318,1.008
191.348,1.007
191.378,1.005
191.408,1.005
191.438,1.007
191.468,1.007
191.498,1.007
191.528,1.008
191.558,1.006
191.588,1.006
191.618,1.005
191.648,1.009
191.678,1.007
191.708,1.008
191.738,1.004
191.768,1.011
191.798,1.009
191.828,1.004
191.858,1.002
191.888,1.007
191.918,1.007
191.948,1.005
191.978,1.006
192.008,1.008
192.038,1.009
192.068,1.005
192.098,1.007
192.128,1.010
192.158,1.006
192.188,1.004
192.218,1.007
192.248,1.009
192.278,1.014
192.308,1.008
192.338,1.006
192.368,1.007
192.398,1.004
192.428,1.008
192.458,1.007
192.488,1.006
192.518,1.006
192.548,1.002
192.578,1.008
192.608,1.007
192.638,1.006
192.668,1.007
192.698,1.005
192.728,1.012
192.758,1.007
192.788,1.003
192.818,1.006
192.848,1.009
192.878,1.006
192.908,1.006
192.938,1.011
192.968,1.007
192.998,1.006
193.028,1.006
193.058,1.013
193.088,1.005
193.118,1.004
193.148,1.008
193.178,1.007
193.208,1.004
193.238,1.005
193.268,1.008
193.298,0.999
193.328,1.008
193.358,1.010
193.388,1.006
193.418,1.005
193.448,1.006
193.478,1.010
193.508,1.009
193.538,1.009
193.568,1.011
193.598,1.009
193.628,1.008
193.658,1.005
193.688,1.004
193.718,1.009
193.748,1.011
193.778,1.007
193.808,1.004
193.838,1.006
193.868,1.008
193.898,1.009
193.928,1.007
193.958,1.010
193.988,1.009
194.018,1.007
194.048,1.007
194.078,1.010
194.108,1.010
194.138,1.007
194.168,1.005
194.198,1.005
194.228,1.007
194.258,1.007
194.288,1.007
194.318,1.004
194.348,1.008
194.378,1.008
194.408,1.008
194.438,1.006
194.468,1.005
194.498,1.005
194.528,1.005
194.558,1.008
194.588,1.014
194.618,1.011
194.648,1.007
194.678,1.006
194.708,1.007
194.738,1.007
194.768,1.008
194.798,1.007
194.828,1.007
194.858,1.009
194.888,1.008
194.918,1.008
194.948,1.006
194.978,1.010
195.008,1.009
195.038,1.007
195.068,1.009
195.098,1.006
195.128,1.007
195.158,1.004
195.188,1.008
195.218,1.004
195.248,1.008
195.278,1.006
195.308,1.007
195.338,1.006
195.368,1.010
195.398,1.008
195.428,1.009
195.458,1.009
195.488,1.002
195.518,1.007
195.548,1.010
195.578,1.008
195.608,1.006
195.638,1.009
195.668,1.009
195.698,1.009
195.728,1.008
195.758,1.010
195.788,1.007
195.818,1.008
195.848,1.006
195.878,1.005
195.908,1.007
195.938,1.007
195.968,1.006
195.998,1.008
196.028,1.003
196.058,1.008
196.088,1.008
196.118,1.006
196.148,1.006
196.178,1.009
196.208,1.012
196.238,1.008
196.268,1.008
196.298,1.006
196.328,1.007
196.358,1.007
196.388,1.007
196.418,1.008
196.448,1.007
196.478,1.012
196.508,1.006
196.538,1.005
196.568,1.008
196.598,1.007
196.628,1.009
196.658,1.006
196.688,1.006
196.718,1.008
196.748,1.007
196.778,1.008
196.808,1.009
196.838,1.004
196.868,1.007
196.898,1.007
196.928,1.008
196.958,1.005
196.988,1.007
197.018,1.008
197.048,1.006
197.078,1.009
197.108,1.005
197.138,1.005
197.168,1.007
197.198,1.007
197.228,1.007
197.258,1.007
197.288,1.007
197.318,1.008
197.348,1.007
197.378,1.004
197.408,1.013
197.438,1.006
197.468,1.008
197.498,1.011
197.528,1.010
197.558,1.002
197.588,1.004
197.618,1.008
197.648,1.008
197.678,1.007
197.708,1.003
197.738,1.005
197.768,1.007
197.798,1.008
197.828,1.008
197.858,1.010
197.888,1.010
197.918,1.008
197.948,1.005
197.978,1.007
198.008,1.009
198.038,1.007
198.068,1.005
198.098,1.008
198.128,1.006
198.158,1.008
198.188,1.006
198.218,1.007
198.248,1.007
198.278,1.009
198.308,1.011
198.338,1.009
198.368,1.009
198.398,1.004
198.428,1.008
198.458,1.009
198.488,1.005
198.518,1.007
198.548,1.003
198.578,1.004
198.608,1.011
198.638,1.006
198.668,1.007
198.698,1.007
198.728,1.007
198.758,1.005
198.788,1.008
198.818,1.009
198.848,1.008
198.878,1.005
198.908,1.006
198.938,1.009
198.968,1.008
198.998,1.006
199.028,1.011
199.058,1.003
199.088,1.007
199.118,1.006
199.148,1.008
199.178,1.005
199.208,1.009
199.238,1.007
199.268,1.012
199.298,1.007
199.328,1.006
199.358,1.003
199.388,1.004
199.418,1.009
199.448,1.005
199.478,1.008
199.508,1.009
199.538,1.007
199.568,1.007
199.598,1.009
199.628,1.005
199.658,1.008
199.688,1.007
199.718,1.007
199.748,1.009
199.778,1.007
199.808,1.004
199.838,1.002
199.868,1.007
199.898,1.009
199.928,1.009
199.958,1.009
199.988,1.008
200.018,1.001
200.048,1.006
200.078,1.009
200.108,1.007
200.138,1.015
200.168,1.008
200.198,1.005
200.228,1.008
200.258,1.006
200.288,1.006
200.318,1.010
200.348,1.008
200.378,1.010
200.408,1.003
200.438,1.009
200.468,1.010
200.498,1.010
200.528,1.009
200.558,1.006
200.588,1.008
200.618,1.007
200.648,1.009
200.678,1.005
200.708,1.007
200.738,1.009
200.768,1.010
200.798,1.007
200.828,1.006
200.858,1.006
200.888,1.010
200.918,1.007
200.948,1.007
200.978,1.009
201.008,1.007
201.038,1.008
201.068,1.009
201.098,1.006
201.128,1.003
201.158,1.008
201.188,1.012
201.218,1.010
201.248,1.006
201.278,1.005
201.308,1.007
201.338,1.008
201.368,1.007
201.398,1.008
201.428,1.007
201.458,1.008
201.488,1.007
201.518,1.007
201.548,1.008
201.578,1.006
201.608,1.007
201.638,1.009
201.668,1.010
201.698,1.007
201.728,1.009
201.758,1.006
201.788,1.008
201.818,1.007
201.848,1.005
201.878,1.007
201.908,1.007
201.938,1.007
201.968,1.010
201.998,1.007
202.028,1.010
202.058,1.007
202.088,1.008
202.118,1.010
202.148,1.007
202.178,1.009
202.208,1.006
202.238,1.007
202.268,1.000
202.298,1.008
202.328,1.009
202.358,1.006
202.388,1.008
202.418,1.009
202.448,1.004
202.478,1.006
202.508,1.012
202.538,1.006
202.568,1.011
202.598,1.003
202.628,1.007
202.658,1.007
202.688,1.006
202.718,1.012
202.748,1.002
202.778,1.010
202.808,1.006
202.838,1.009
202.868,1.007
202.898,1.010
202.928,1.007
202.958,1.005
202.988,1.007
203.018,1.007
203.048,1.007
203.078,1.006
203.108,1.007
203.138,1.007
203.168,1.009
203.198,1.006
203.228,1.009
203.258,1.008
203.288,1.008
203.318,1.004
203.348,1.006
203.378,1.009
203.408,1.003
203.438,1.003
203.468,1.007
203.498,1.006
203.528,1.010
203.558,1.007
203.588,1.002
203.618,1.003
203.648,1.007
203.678,1.010
203.708,1.012
203.738,1.008
203.768,1.006
203.798,1.004
203.828,1.007
203.858,1.007
203.888,1.005
203.918,1.008
203.948,1.007
203.978,1.008
204.008,1.010
204.038,1.007
204.068,1.006
204.098,1.005
204.128,1.005
204.158,1.010
204.188,1.008
204.218,1.005
204.248,1.004
204.278,1.009
204.308,1.009
204.338,1.007
204.368,1.006
204.398,1.006
204.428,1.007
204.458,1.011
204.488,1.003
204.518,1.007
204.548,1.007
204.578,1.007
204.608,1.008
204.638,1.007
204.668,1.008
204.698,1.004
204.728,1.005
204.758,1.008
204.788,1.006
204.818,1.008
204.848,1.011
204.878,1.007
204.908,1.007
204.938,1.008
204.968,1.006
204.998,1.008
205.028,1.005
205.058,1.001
205.088,1.012
205.118,1.009
205.148,1.010
205.178,1.008
205.208,1.005
205.238,1.007
205.268,1.008
205.298,1.003
205.328,1.007
205.358,1.007
205.388,1.009
205.418,1.009
205.448,1.008
205.478,1.008
205.508,1.009
205.538,1.007
205.568,1.006
205.598,1.009
205.628,1.005
205.658,1.007
205.688,1.008
205.718,1.009
205.748,1.008
205.778,1.008
205.808,1.007
205.838,1.005
205.868,1.007
205.898,1.010
205.928,1.009
205.958,1.007
205.988,1.014
206.018,1.005
206.048,1.004
206.078,1.009
206.108,1.007
206.138,1.008
206.168,1.010
206.198,1.007
206.228,1.007
206.258,1.007
206.288,1.012
206.318,1.011
206.348,1.009
206.378,1.008
206.408,1.007
206.438,1.008
206.468,1.008
206.498,1.003
206.528,1.009
206.558,1.007
206.588,1.009
206.618,1.009
206.648,1.007
206.678,1.006
206.708,1.006
206.738,1.004
206.768,1.007
206.798,1.009
206.828,1.008
206.858,1.005
206.888,1.012
206.918,1.010
206.948,1.015
206.978,1.004
207.008,1.004
207.038,1.007
207.068,1.007
207.098,1.009
207.128,1.010
207.158,1.003
207.188,1.006
207.218,1.006
207.248,1.007
207.278,1.007
207.308,1.007
207.338,1.008
207.368,1.007
207.398,1.006
207.428,1.007
207.458,1.007
207.488,1.006
207.518,1.010
207.548,1.007
207.578,1.006
207.608,1.006
207.638,1.007
207.668,1.010
207.698,1.006
207.728,1.009
207.758,1.009
207.788,1.010
207.818,1.009
207.848,1.006
207.878,1.008
207.908,1.008
207.938,1.008
207.968,1.003
207.998,1.010
208.028,1.007
208.058,1.007
208.088,1.006
208.118,1.011
208.148,1.007
208.178,1.005
208.208,1.009
208.238,1.006
208.268,1.006
208.298,1.009
208.328,1.010
208.358,1.007
208.388,1.008
208.418,1.010
208.448,1.008
208.478,1.011
208.508,1.008
208.538,1.012
208.568,1.009
208.598,1.006
208.628,1.005
208.658,1.005
208.688,1.009
208.718,0.999
208.748,1.008
208.778,1.006
208.808,1.008
208.838,1.011
208.868,1.008
208.898,1.010
208.928,1.006
208.958,1.004
208.988,1.005
209.018,1.005
209.048,1.009
209.078,1.010
209.108,1.004
209.138,1.006
209.168,1.009
209.198,1.006
209.228,1.010
209.258,1.007
209.288,1.006
209.318,1.010
209.348,1.005
209.378,1.006
209.408,1.007
209.438,1.006
209.468,1.012
209.498,1.006
209.528,1.009
209.558,1.007
209.588,1.007
209.618,1.006
209.648,1.007
209.678,1.009
209.708,1.004
209.738,1.006
209.768,1.006
209.798,1.005
209.828,1.008
209.858,1.007
209.888,1.007
209.918,1.002
209.948,1.006
209.978,1.008
210.008,1.005
210.038,1.008
210.068,1.008
210.098,1.008
210.128,1.006
210.158,1.006
210.188,1.009
210.218,1.007
210.248,1.009
210.278,1.014
210.308,1.004
210.338,1.007
210.368,1.006
210.398,1.010
210.428,1.007
210.458,1.006
210.488,1.011
210.518,1.004
210.548,1.010
210.578,1.007
210.608,1.004
210.638,1.007
210.668,1.009
210.698,1.007
210.728,1.007
210.758,1.007
210.788,1.008
210.818,1.007
210.848,1.008
210.878,1.008
210.908,1.008
210.938,1.007
210.968,1.011
210.998,1.007
211.028,1.006
211.058,1.007
211.088,1.007
211.118,1.005
211.148,1.005
211.178,1.009
211.208,1.009
211.238,1.006
211.268,1.004
211.298,1.008
211.328,1.010
211.358,1.005
211.388,1.006
211.418,1.007
211.448,1.008
211.478,1.006
211.508,1.007
211.538,1.008
211.568,1.008
211.598,1.005
211.628,1.007
211.658,1.007
211.688,1.007
211.718,1.007
211.748,1.009
211.778,1.008
211.808,1.005
211.838,1.008
211.868,1.007
211.898,1.006
211.928,1.014
211.958,1.007
211.988,1.003
212.018,1.008
212.048,1.006
212.078,1.007
212.108,1.007
212.138,1.007
212.168,1.011
212.198,1.005
212.228,1.009
212.258,1.009
212.288,1.006
212.318,1.005
212.348,1.008
212.378,1.010
212.408,1.008
212.438,1.006
212.468,1.004
212.498,1.006
212.528,1.010
212.558,1.003
212.588,1.007
212.618,1.004
212.648,1.008
212.678,1.008
212.708,1.008
212.738,1.005
212.768,1.010
212.798,1.007
212.828,1.006
212.858,1.008
212.888,1.011
212.918,1.006
212.948,1.006
212.978,1.006
213.008,1.009
213.038,1.009
213.068,1.007
213.098,1.008
213.128,1.011
213.158,1.004
213.188,1.005
213.218,1.006
213.248,1.011
213.278,1.003
213.308,1.009
213.338,1.009
213.368,1.008
213.398,1.004
213.428,1.008
213.458,1.007
213.488,1.007
213.518,1.006
213.548,1.010
213.578,1.007
213.608,1.003
213.638,1.005
213.668,1.011
213.698,1.008
213.728,1.010
213.758,1.008
213.788,1.008
213.818,1.008
213.848,1.010
213.878,1.013
213.908,1.007
213.938,1.004
213.968,1.006
213.998,1.006
214.028,1.011
214.058,1.003
214.088,1.006
214.118,1.007
214.148,1.007
214.178,1.010
214.208,1.011
214.238,1.011
214.268,1.006
214.298,1.000
214.328,1.005
214.358,1.012
214.388,1.007
214.418,1.011
214.448,1.010
214.478,1.005
214.508,1.006
214.538,1.007
214.568,1.011
214.598,1.004
214.628,1.010
214.658,1.009
214.688,1.008
214.718,1.006
214.748,1.005
214.778,1.008
214.808,1.007
214.838,1.008
214.868,1.006
214.898,1.007
214.928,1.008
214.958,1.006
214.988,1.011
215.018,1.006
215.048,1.007
215.078,1.007
215.108,1.008
215.138,1.006
215.168,1.008
215.198,1.007
215.228,1.013
215.258,1.004
215.288,1.004
215.318,1.007
215.348,1.009
215.378,1.004
215.408,1.010
215.438,1.008
215.468,1.006
215.498,1.009
215.528,1.007
215.558,1.006
215.588,1.006
215.618,1.008
215.648,1.004
215.678,1.006
215.708,1.011
215.738,1.010
215.768,1.007
215.798,1.006
215.828,1.007
215.858,1.004
215.888,1.007
215.918,1.007
215.948,1.006
215.978,1.009
216.008,1.006
216.038,1.005
216.068,1.007
216.098,1.004
216.128,1.005
216.158,1.006
216.188,1.008
216.218,1.009
216.248,1.008
216.278,1.006
216.308,1.008
216.338,1.008
216.368,1.008
216.398,1.009
216.428,1.005
216.458,1.008
216.488,1.006
216.518,1.010
216.548,1.009
216.578,1.007
216.608,1.008
216.638,1.008
216.668,1.007
216.698,1.006
216.728,1.007
216.758,1.006
216.788,1.007
216.818,1.007
216.848,1.007
216.878,1.007
216.908,1.012
216.938,1.008
216.968,1.005
216.998,1.003
217.028,1.006
217.058,1.008
217.088,1.007
217.118,1.006
217.148,1.008
217.178,1.006
217.208,1.009
217.238,1.004
217.268,1.008
217.298,1.008
217.328,1.007
217.358,1.008
217.388,1.005
217.418,1.008
217.448,1.009
217.478,1.008
217.508,1.006
217.538,1.007
217.568,1.007
217.598,1.009
217.628,1.006
217.658,1.005
217.688,1.010
217.718,1.007
217.748,1.006
217.778,1.011
217.808,1.009
217.838,1.005
217.868,1.012
217.898,1.008
217.928,1.007
217.958,1.007
217.988,1.005
218.018,1.009
218.048,1.008
218.078,1.011
218.108,1.009
218.138,1.002
218.168,1.010
218.198,1.008
218.228,1.007
218.258,1.006
218.288,1.011
