df_hash,22ZHK4.RZ8R6V
488.828,1.018
488.858,1.021
488.888,1.022
488.918,1.017
488.948,1.020
488.978,1.020
489.008,1.016
489.038,1.021
489.068,1.019
489.098,1.019
489.128,1.017
489.158,1.019
489.188,1.019
489.218,1.021
489.248,1.015
489.278,1.020
489.308,1.016
489.338,1.021
489.368,1.019
489.398,1.019
489.428,1.021
489.458,1.018
489.488,1.024
489.518,1.019
489.548,1.019
489.578,1.019
489.608,1.016
489.638,1.021
489.668,1.020
489.698,1.019
489.728,1.019
489.758,1.018
489.788,1.020
489.818,1.018
489.848,1.019
489.878,1.016
489.908,1.019
489.938,1.022
489.968,1.021
489.998,1.020
490.028,1.014
490.058,1.021
490.088,1.020
490.118,1.016
490.148,1.017
490.178,1.020
490.208,1.016
490.238,1.023
490.268,1.017
490.298,1.020
490.328,1.017
490.358,1.016
490.388,1.021
490.418,1.021
490.448,1.017
490.478,1.021
490.508,1.015
490.538,1.021
490.568,1.021
490.598,1.021
490.628,1.018
490.658,1.019
490.688,1.021
490.718,1.021
490.748,1.017
490.778,1.017
490.808,1.020
490.838,1.023
490.868,1.019
490.898,1.014
490.928,1.020
490.958,1.020
490.988,1.020
491.018,1.019
491.048,1.018
491.078,1.018
491.108,1.016
491.138,1.017
491.168,1.018
491.198,1.020
491.228,1.020
491.258,1.017
491.288,1.016
491.318,1.015
491.348,1.021
491.378,1.021
491.408,1.017
491.438,1.018
491.468,1.021
491.498,1.023
491.528,1.015
491.558,1.020
491.588,1.018
491.618,1.020
491.648,1.019
491.678,1.021
491.708,1.019
491.738,1.020
491.768,1.017
491.798,1.019
491.828,1.018
491.858,1.022
491.888,1.021
491.918,1.020
491.948,1.017
491.978,1.017
492.008,1.019
492.038,1.018
492.068,1.021
492.098,1.019
492.128,1.021
492.158,1.018
492.188,1.017
492.218,1.018
492.248,1.021
492.278,1.021
492.308,1.017
492.338,1.021
492.368,1.018
492.398,1.020
492.428,1.021
492.458,1.022
492.488,1.016
492.518,1.020
492.548,1.018
492.578,1.019
492.608,1.017
492.638,1.020
492.668,1.018
492.698,1.018
492.728,1.017
492.758,1.020
492.788,1.022
492.818,1.021
492.848,1.016
492.878,1.019
492.908,1.018
492.938,1.018
492.968,1.020
492.998,1.019
493.028,1.020
493.058,1.014
493.088,1.018
493.118,1.018
493.148,1.022
493.178,1.020
493.208,1.016
493.238,1.021
493.268,1.018
493.298,1.019
493.328,1.018
493.358,1.015
493.388,1.021
493.418,1.019
493.448,1.018
493.478,1.022
493.508,1.021
493.538,1.019
493.568,1.017
493.598,1.016
493.628,1.021
493.658,1.015
493.688,1.021
493.718,1.018
493.748,1.018
493.778,1.021
493.808,1.020
493.838,1.021
493.868,1.017
493.898,1.017
493.928,1.017
493.958,1.021
493.988,1.018
494.018,1.016
494.048,1.020
494.078,1.019
494.108,1.019
494.138,1.018
494.168,1.018
494.198,1.016
494.228,1.019
494.258,1.020
494.288,1.019
494.318,1.017
494.348,1.019
494.378,1.016
494.408,1.021
494.438,1.023
494.468,1.017
494.498,1.020
494.528,1.019
494.558,1.021
494.588,1.019
494.618,1.017
494.648,1.020
494.678,1.015
494.708,1.011
494.738,1.019
494.768,1.024
494.798,1.018
494.828,1.020
494.858,1.022
494.888,1.014
494.918,1.019
494.948,1.019
494.978,1.015
495.008,1.020
495.038,1.021
495.068,1.019
495.098,1.019
495.128,1.015
495.158,1.021
495.188,1.018
495.218,1.017
495.248,1.019
495.278,1.020
495.308,1.021
495.338,1.020
495.368,1.018
495.398,1.020
495.428,1.017
495.458,1.019
495.488,1.021
495.518,1.009
495.548,1.027
495.578,1.021
495.608,1.018
495.638,1.022
495.668,1.021
495.698,1.012
495.728,1.014
495.758,1.021
495.788,1.018
495.818,1.017
495.848,1.020
495.878,1.018
495.908,1.014
495.938,1.015
495.968,1.020
495.998,1.017
496.028,1.026
496.058,1.018
496.088,1.017
496.118,1.016
496.148,1.012
496.178,1.014
496.208,1.014
496.238,1.017
496.268,1.021
496.298,1.014
496.328,1.021
496.358,1.012
496.388,1.005
496.418,1.005
496.448,1.012
496.478,1.015
496.508,1.020
496.538,1.021
496.568,1.014
496.598,1.017
496.628,1.017
496.658,1.013
496.688,1.012
496.718,1.010
496.748,1.018
496.778,1.019
496.808,1.018
496.838,1.018
496.868,1.016
496.898,1.015
496.928,1.018
496.958,1.016
496.988,1.013
497.018,1.013
497.048,1.017
497.078,1.021
497.108,1.013
497.138,1.013
497.168,1.023
497.198,1.021
497.228,1.021
497.258,1.016
497.288,1.004
497.318,1.010
497.348,1.012
497.378,1.017
497.408,1.023
497.438,1.023
497.468,1.011
497.498,1.010
497.528,1.018
497.558,1.009
497.588,1.011
497.618,1.017
497.648,1.021
497.678,1.024
497.708,1.021
497.738,1.021
497.768,1.023
497.798,1.020
497.828,1.024
497.858,1.015
497.888,1.013
497.918,1.016
497.948,1.019
497.978,1.017
498.008,1.007
498.038,1.023
498.068,1.022
498.098,1.018
498.128,1.024
498.158,1.024
498.188,1.024
498.218,1.020
498.248,1.017
498.278,1.018
498.308,1.019
498.338,1.021
498.368,1.030
498.398,1.034
498.428,1.022
498.458,1.016
498.488,1.013
498.518,1.019
498.548,1.021
498.578,1.021
498.608,1.019
498.638,1.020
498.668,1.016
498.698,1.022
498.728,1.023
498.758,1.026
498.788,1.019
498.818,1.017
498.848,1.021
498.878,1.014
498.908,1.023
498.938,1.020
498.968,1.020
498.998,1.017
499.028,1.015
499.058,1.023
499.088,1.021
499.118,1.020
499.148,1.021
499.178,1.015
499.208,1.018
499.238,1.019
499.268,1.015
499.298,1.019
499.328,1.020
499.358,1.020
499.388,1.023
499.418,1.024
499.448,1.020
499.478,1.019
499.508,1.020
499.538,1.019
499.568,1.017
499.598,1.015
499.628,1.024
499.658,1.017
499.688,1.021
499.718,1.020
499.748,1.021
499.778,1.019
499.808,1.020
499.838,1.020
499.868,1.017
499.898,1.023
499.928,1.020
499.958,1.017
499.988,1.021
500.018,1.020
500.048,1.021
500.078,1.026
500.108,1.021
500.138,1.019
500.168,1.021
500.198,1.026
500.228,1.020
500.258,1.019
500.288,1.022
500.318,1.011
500.348,1.008
500.378,1.019
500.408,1.014
500.438,1.025
500.468,1.016
500.498,1.021
500.528,1.028
500.558,1.021
500.588,1.022
500.618,1.021
500.648,1.019
500.678,1.022
500.708,1.019
500.738,1.016
500.768,1.023
500.798,1.027
500.828,1.023
500.858,1.019
500.888,1.013
500.918,1.014
500.948,1.017
500.978,1.014
501.008,1.017
501.038,1.021
501.068,1.021
501.098,1.021
501.128,1.019
501.158,1.021
501.188,1.016
501.218,1.016
501.248,1.019
501.278,1.015
501.308,1.023
501.338,1.022
501.368,1.020
501.398,1.034
501.428,1.041
501.458,1.042
501.488,1.028
501.518,1.012
501.548,1.002
501.578,0.998
501.608,1.001
501.638,1.016
501.668,1.029
501.698,1.032
501.728,1.026
501.758,1.017
501.788,1.017
501.818,1.009
501.848,1.024
501.878,1.026
501.908,1.029
501.938,1.021
501.968,1.023
501.998,1.019
502.028,1.015
502.058,1.013
502.088,1.021
502.118,1.021
502.148,1.024
502.178,1.023
502.208,1.026
502.238,1.021
502.268,1.022
502.298,1.022
502.328,1.018
502.358,1.026
502.388,1.021
502.418,1.020
502.448,1.019
502.478,1.021
502.508,1.027
502.538,1.023
502.568,1.023
502.598,1.032
502.628,1.023
502.658,1.018
502.688,1.020
502.718,1.021
502.748,1.021
502.778,1.016
502.808,1.021
502.838,1.021
502.868,1.022
502.898,1.023
502.928,1.023
502.958,1.023
502.988,1.023
503.018,1.019
503.048,1.018
503.078,1.020
503.108,1.024
503.138,1.027
503.168,1.027
503.198,1.021
503.228,1.021
503.258,1.017
503.288,1.018
503.318,1.025
503.348,1.022
503.378,1.025
503.408,1.024
503.438,1.022
503.468,1.021
503.498,1.018
503.528,1.020
503.558,1.020
503.588,1.020
503.618,1.021
503.648,1.026
503.678,1.025
503.708,1.020
503.738,1.023
503.768,1.026
503.798,1.023
503.828,1.022
503.858,1.023
503.888,1.021
503.918,1.021
503.948,1.021
503.978,1.027
504.008,1.026
504.038,1.024
504.068,1.021
504.098,1.017
504.128,1.022
504.158,1.020
504.188,1.022
504.218,1.026
504.248,1.019
504.278,1.023
504.308,1.023
504.338,1.025
504.368,1.025
504.398,1.022
504.428,1.019
504.458,1.021
504.488,1.021
504.518,1.020
504.548,1.021
504.578,1.027
504.608,1.021
504.638,1.023
504.668,1.023
504.698,1.022
504.728,1.020
504.758,1.020
504.788,1.016
504.818,1.017
504.848,1.017
504.878,1.021
504.908,1.027
504.938,1.021
504.968,1.022
504.998,1.023
505.028,1.021
505.058,1.021
505.088,1.022
505.118,1.022
505.148,1.021
505.178,1.021
505.208,1.018
505.238,1.027
505.268,1.022
505.298,1.022
505.328,1.021
505.358,1.021
505.388,1.024
505.418,1.022
505.448,1.020
505.478,1.020
505.508,1.021
505.538,1.018
505.568,1.020
505.598,1.016
505.628,1.023
505.658,1.025
505.688,1.027
505.718,1.020
505.748,1.024
505.778,1.024
505.808,1.020
505.838,1.021
505.868,1.030
505.898,1.028
505.928,1.028
505.958,1.039
505.988,1.050
506.018,1.019
506.048,1.019
506.078,1.027
506.108,1.041
506.138,1.024
506.168,1.021
506.198,1.025
506.228,1.034
506.258,1.047
506.288,0.992
506.318,1.026
506.348,1.023
506.378,1.009
506.408,1.011
506.438,1.021
506.468,1.030
506.498,1.021
506.528,1.016
506.558,1.015
506.588,1.019
506.618,1.030
506.648,1.038
506.678,1.054
506.708,1.040
506.738,1.006
506.768,1.004
506.798,0.984
506.828,1.012
506.858,1.028
506.888,1.045
506.918,1.037
506.948,1.043
506.978,1.019
507.008,1.012
507.038,0.991
507.068,0.995
507.098,1.003
507.128,1.019
507.158,1.007
507.188,1.020
507.218,0.995
507.248,0.961
507.278,1.007
507.308,1.023
507.338,1.034
507.368,1.030
507.398,1.030
507.428,1.037
507.458,1.038
507.488,1.019
507.518,1.021
507.548,1.014
507.578,1.022
507.608,1.022
507.638,1.030
507.668,1.026
507.698,1.028
507.728,1.020
507.758,1.003
507.788,1.019
507.818,1.019
507.848,1.037
507.878,1.058
507.908,1.048
507.938,1.051
507.968,1.033
507.998,1.007
508.028,0.990
508.058,0.992
508.088,1.021
508.118,1.014
508.148,1.026
508.178,1.030
508.208,1.016
508.238,1.022
508.268,1.015
508.298,1.015
508.328,1.011
508.358,1.002
508.388,1.009
508.418,1.012
508.448,1.018
508.478,1.013
508.508,1.008
508.538,1.019
508.568,1.021
508.598,1.019
508.628,1.023
508.658,1.017
508.688,1.011
508.718,1.010
508.748,1.014
508.778,1.021
508.808,1.021
508.838,1.012
508.868,1.015
508.898,1.013
508.928,1.010
508.958,1.022
508.988,1.010
509.018,1.007
509.048,1.012
509.078,1.023
509.108,1.023
509.138,1.026
509.168,1.029
509.198,1.024
509.228,1.022
509.258,1.016
509.288,0.996
509.318,1.004
509.348,1.018
509.378,1.026
509.408,1.022
509.438,1.021
509.468,1.018
509.498,1.009
509.528,1.003
509.558,1.021
509.588,1.023
509.618,1.012
509.648,1.016
509.678,1.014
509.708,1.015
509.738,1.018
509.768,1.018
509.798,1.012
509.828,1.021
509.858,0.999
509.888,1.002
509.918,1.016
509.948,1.020
509.978,1.016
510.008,1.026
510.038,1.046
510.068,1.054
510.098,1.039
510.128,1.024
510.158,1.019
510.188,1.015
510.218,1.014
510.248,1.006
510.278,1.015
510.308,1.019
510.338,1.014
510.368,1.028
510.398,1.027
510.428,1.022
510.458,1.009
510.488,1.016
510.518,1.023
510.548,1.018
510.578,1.017
510.608,1.021
510.638,1.021
510.668,1.021
510.698,1.017
510.728,1.021
510.758,1.020
510.788,1.022
510.818,1.021
510.848,1.004
510.878,1.013
510.908,1.021
510.938,1.027
510.968,1.021
510.998,1.025
511.028,1.019
511.058,1.024
511.088,1.027
511.118,1.023
511.148,1.020
511.178,1.021
511.208,1.033
511.238,1.028
511.268,1.016
511.298,1.019
511.328,1.024
511.358,1.022
511.388,1.015
511.418,1.018
511.448,1.010
511.478,1.014
511.508,1.018
511.538,1.030
511.568,1.021
511.598,1.021
511.628,1.021
511.658,1.001
511.688,1.019
511.718,1.016
511.748,1.009
511.778,1.024
511.808,1.006
511.838,0.998
511.868,1.008
511.898,1.015
511.928,1.005
511.958,1.003
511.988,0.987
512.018,0.971
512.048,1.016
512.078,0.997
512.108,0.995
512.138,1.021
512.168,1.050
512.198,1.063
512.228,1.062
512.258,1.053
512.288,1.048
512.318,1.029
512.348,1.018
512.378,1.027
512.408,1.029
512.438,1.020
512.468,1.039
512.498,1.022
512.528,1.026
512.558,1.033
512.588,1.021
512.618,1.040
512.648,1.062
512.678,1.033
512.708,1.023
512.738,1.051
512.768,1.044
512.798,1.041
512.828,1.028
512.858,1.024
512.888,1.036
512.918,1.000
512.948,1.037
512.978,1.049
513.008,1.049
513.038,1.032
513.068,1.046
513.098,1.043
513.128,1.033
513.158,0.939
513.188,0.922
513.218,0.882
513.248,0.900
513.278,1.042
513.308,1.059
513.338,1.095
513.368,1.067
513.398,1.042
513.428,1.043
513.458,1.047
513.488,1.018
513.518,1.003
513.548,0.985
513.578,0.990
513.608,1.008
513.638,1.022
513.668,1.011
513.698,0.977
513.728,0.984
513.758,0.978
513.788,0.977
513.818,0.979
513.848,1.007
513.878,1.021
513.908,1.007
513.938,1.009
513.968,1.007
513.998,1.009
514.028,1.012
514.058,0.992
514.088,1.010
514.118,1.044
514.148,1.025
514.178,1.038
514.208,1.046
514.238,1.036
514.268,1.000
514.298,1.011
514.328,1.015
514.358,1.011
514.388,1.005
514.418,0.998
514.448,1.023
514.478,1.036
514.508,1.029
514.538,1.043
514.568,1.021
514.598,1.042
514.628,1.033
514.658,1.014
514.688,1.037
514.718,1.061
514.748,0.992
514.778,0.963
514.808,1.037
514.838,1.012
514.868,0.976
514.898,1.049
514.928,1.031
514.958,1.076
514.988,1.043
515.018,0.973
515.048,0.980
515.078,1.029
515.108,0.974
515.138,1.007
515.168,1.060
515.198,1.052
515.228,1.073
515.258,1.019
515.288,0.978
515.318,0.995
515.348,1.029
515.378,1.030
515.408,1.021
515.438,1.013
515.468,1.004
515.498,1.030
515.528,1.021
515.558,1.023
515.588,1.030
515.618,0.992
515.648,0.979
515.678,1.015
515.708,1.022
515.738,0.998
515.768,1.035
515.798,1.034
515.828,0.981
515.858,0.975
515.888,0.978
515.918,0.996
515.948,1.030
515.978,1.050
516.008,1.043
516.038,1.027
516.068,1.020
516.098,0.985
516.128,0.975
516.158,0.982
516.188,0.999
516.218,1.027
516.248,1.026
516.278,1.005
516.308,0.992
516.338,0.990
516.368,0.997
516.398,0.994
516.428,1.022
516.458,1.011
516.488,1.022
516.518,1.010
516.548,1.001
516.578,1.002
516.608,1.005
516.638,0.991
516.668,0.984
516.698,0.991
516.728,0.988
516.758,0.980
516.788,0.978
516.818,0.967
516.848,0.964
516.878,1.024
516.908,1.032
516.938,1.018
516.968,0.996
516.998,1.004
517.028,0.996
517.058,1.011
517.088,1.019
517.118,0.994
517.148,1.020
517.178,1.006
517.208,1.007
517.238,1.010
517.268,1.012
517.298,1.016
517.328,1.029
517.358,1.018
517.388,0.996
517.418,0.991
517.448,0.985
517.478,0.976
517.508,0.975
517.538,0.974
517.568,0.987
517.598,1.006
517.628,1.001
517.658,1.037
517.688,1.011
517.718,1.026
517.748,1.016
517.778,0.982
517.808,0.990
517.838,1.018
517.868,1.005
517.898,1.016
517.928,1.032
517.958,1.036
517.988,1.045
518.018,1.013
518.048,0.945
518.078,1.012
518.108,0.967
518.138,0.970
518.168,1.001
518.198,0.922
518.228,1.021
518.258,1.027
518.288,0.999
518.318,1.016
518.348,0.998
518.378,0.986
518.408,1.017
518.438,0.995
518.468,0.986
518.498,0.995
518.528,0.995
518.558,0.996
518.588,1.007
518.618,0.995
518.648,1.003
518.678,0.990
518.708,0.999
518.738,1.006
518.768,0.992
518.798,0.986
518.828,0.991
518.858,0.999
518.888,1.007
518.918,0.999
518.948,0.985
518.978,0.995
519.008,0.998
519.038,0.997
519.068,0.985
519.098,1.001
519.128,0.997
519.158,0.996
519.188,0.995
519.218,1.000
519.248,0.995
519.278,0.997
519.308,0.997
519.338,0.988
519.368,0.991
519.398,0.998
519.428,0.998
519.458,0.993
519.488,1.000
519.518,1.001
519.548,0.986
519.578,0.995
519.608,1.002
519.638,0.996
519.668,0.997
519.698,1.000
519.728,0.991
519.758,0.993
519.788,1.000
519.818,1.001
519.848,0.996
519.878,0.996
519.908,0.998
519.938,1.001
519.968,1.001
519.998,0.994
520.028,0.982
520.058,0.990
520.088,1.006
520.118,1.005
520.148,1.001
520.178,0.992
520.208,0.992
520.238,1.004
520.268,0.987
520.298,0.998
520.328,0.992
520.358,1.002
520.388,1.004
520.418,0.987
520.448,0.996
520.478,1.003
520.508,0.991
520.538,0.997
520.568,1.001
520.598,0.990
520.628,0.997
520.658,1.006
520.688,0.996
520.718,0.999
520.748,0.995
520.778,0.997
520.808,1.001
520.838,0.989
520.868,0.994
520.898,0.997
520.928,0.999
520.958,0.990
520.988,0.998
521.018,0.984
521.048,0.975
521.078,1.001
521.108,1.026
521.138,1.030
521.168,1.017
521.198,0.977
521.228,0.892
521.258,0.985
521.288,1.038
521.318,1.017
521.348,1.018
521.378,1.019
521.408,1.031
521.438,1.027
521.468,0.888
521.498,0.937
521.528,1.047
521.558,1.036
521.588,0.996
521.618,1.020
521.648,1.048
521.678,1.031
521.708,0.873
521.738,0.919
521.768,1.014
521.798,1.037
521.828,1.052
521.858,1.078
521.888,1.014
521.918,0.885
521.948,0.957
521.978,1.039
522.008,1.039
522.038,1.024
522.068,1.027
522.098,0.958
522.128,0.972
522.158,1.007
522.188,1.010
522.218,1.000
522.248,1.004
522.278,1.007
522.308,0.994
522.338,0.993
522.368,1.001
522.398,1.002
522.428,0.996
522.458,0.994
522.488,0.988
522.518,1.007
522.548,1.000
522.578,0.998
522.608,1.001
522.638,1.005
522.668,0.995
522.698,1.006
522.728,1.000
522.758,0.991
522.788,0.999
522.818,0.996
522.848,0.993
522.878,0.997
522.908,0.999
522.938,1.001
522.968,0.998
522.998,0.997
523.028,0.995
523.058,0.998
523.088,1.000
523.118,1.002
523.148,0.998
523.178,0.999
523.208,0.996
523.238,0.998
523.268,0.994
523.298,1.001
523.328,1.004
523.358,0.993
523.388,1.003
523.418,1.002
523.448,1.000
523.478,1.000
523.508,1.001
523.538,0.993
523.568,0.997
523.598,1.005
523.628,0.992
523.658,1.000
523.688,0.997
523.718,0.998
523.748,0.998
523.778,1.004
523.808,0.996
523.838,1.002
523.868,0.996
523.898,0.999
523.928,1.003
523.958,0.999
523.988,0.998
524.018,0.998
524.048,1.000
524.078,1.000
524.108,1.002
524.138,0.989
524.168,1.004
524.198,1.001
524.228,0.997
524.258,1.002
524.288,0.992
524.318,0.995
524.348,0.998
524.378,1.007
524.408,0.998
524.438,0.996
524.468,0.996
524.498,1.001
524.528,1.003
524.558,1.007
524.588,1.006
524.618,0.991
524.648,1.000
524.678,0.997
524.708,0.997
524.738,0.999
524.768,1.005
524.798,1.001
524.828,0.996
524.858,0.998
524.888,0.995
524.918,1.004
524.948,1.003
524.978,1.001
525.008,1.009
525.038,0.999
525.068,0.996
525.098,0.992
525.128,0.997
525.158,1.005
525.188,1.000
525.218,0.996
525.248,1.003
525.278,1.000
525.308,1.006
525.338,0.993
525.368,1.000
525.398,1.003
525.428,1.006
525.458,0.995
525.488,1.000
525.518,0.999
525.548,0.998
525.578,0.995
525.608,1.001
525.638,0.999
525.668,1.004
525.698,1.004
525.728,1.003
525.758,0.995
525.788,0.994
525.818,0.996
525.848,1.009
525.878,1.003
525.908,0.988
525.938,1.000
525.968,1.001
525.998,0.997
526.028,0.998
526.058,0.995
526.088,0.991
526.118,0.989
526.148,1.010
526.178,1.004
526.208,1.000
526.238,0.999
526.268,0.997
526.298,0.998
526.328,0.999
526.358,0.995
526.388,0.993
526.418,0.993
526.448,1.000
526.478,0.992
526.508,1.005
526.538,1.005
526.568,0.999
526.598,1.002
526.628,1.003
526.658,0.996
526.688,1.019
526.718,1.035
526.748,0.981
526.778,0.996
526.808,1.051
526.838,1.053
526.868,0.993
526.898,1.005
526.928,1.070
526.958,1.021
526.988,0.966
527.018,1.040
527.048,1.095
527.078,1.051
527.108,0.974
527.138,0.966
527.168,0.946
527.198,0.995
527.228,0.991
527.258,1.000
527.288,1.031
527.318,1.056
527.348,1.104
527.378,1.116
527.408,1.015
527.438,0.960
527.468,0.936
527.498,0.984
527.528,1.017
527.558,1.039
527.588,1.065
527.618,1.021
527.648,0.925
527.678,0.929
527.708,0.993
527.738,0.998
527.768,1.005
527.798,0.991
527.828,1.034
527.858,1.037
527.888,1.000
527.918,0.983
527.948,0.996
527.978,1.006
528.008,1.002
528.038,1.003
528.068,0.999
528.098,0.993
528.128,1.007
528.158,1.000
528.188,0.989
528.218,1.034
528.248,1.008
528.278,1.034
528.308,1.040
528.338,1.038
528.368,1.015
528.398,1.011
528.428,0.999
528.458,1.010
528.488,1.002
528.518,1.004
528.548,0.991
528.578,0.998
528.608,1.021
528.638,1.026
528.668,1.026
528.698,1.021
528.728,1.004
528.758,1.005
528.788,0.998
528.818,1.002
528.848,0.997
528.878,1.016
528.908,1.025
528.938,1.025
528.968,1.015
528.998,1.012
529.028,1.021
529.058,1.014
529.088,1.014
529.118,1.015
529.148,1.008
529.178,1.007
529.208,0.998
529.238,1.000
529.268,1.001
529.298,0.990
529.328,0.970
529.358,0.979
529.388,1.032
529.418,1.011
529.448,0.994
529.478,1.023
529.508,0.994
529.538,1.022
529.568,1.026
529.598,1.065
529.628,1.048
529.658,1.012
529.688,0.974
529.718,1.000
529.748,1.018
529.778,0.991
529.808,0.996
529.838,0.985
529.868,1.005
529.898,1.001
529.928,1.024
529.958,1.012
529.988,0.993
530.018,1.012
530.048,1.004
530.078,0.999
530.108,1.009
530.138,1.001
530.168,1.004
530.198,0.998
530.228,0.995
530.258,1.009
530.288,1.004
530.318,0.999
530.348,1.004
530.378,1.013
530.408,1.012
530.438,1.005
530.468,1.015
530.498,1.008
530.528,1.003
530.558,1.010
530.588,1.000
530.618,0.991
530.648,1.010
530.678,1.008
530.708,0.993
530.738,1.019
530.768,1.025
530.798,1.003
530.828,1.004
530.858,1.026
530.888,1.054
530.918,1.002
530.948,1.031
530.978,1.021
531.008,1.010
531.038,1.000
531.068,0.986
531.098,1.000
531.128,1.015
531.158,1.008
531.188,1.009
531.218,1.000
531.248,1.026
531.278,1.028
531.308,1.025
531.338,1.014
531.368,1.010
531.398,1.020
531.428,1.031
531.458,1.047
531.488,1.033
531.518,0.996
531.548,0.998
531.578,0.990
531.608,0.981
531.638,1.004
531.668,0.989
531.698,0.983
531.728,0.960
531.758,0.965
531.788,1.024
531.818,1.049
531.848,1.045
531.878,1.055
531.908,1.051
531.938,1.065
531.968,1.083
531.998,1.025
532.028,0.992
532.058,0.981
532.088,1.042
532.118,1.062
532.148,1.066
532.178,1.086
532.208,1.049
532.238,1.023
532.268,1.016
532.298,1.014
532.328,1.010
532.358,1.029
532.388,1.021
532.418,1.059
532.448,1.046
532.478,1.022
532.508,1.010
532.538,1.024
532.568,1.036
532.598,1.041
532.628,1.062
532.658,1.059
532.688,1.048
532.718,1.044
532.748,1.040
532.778,1.026
532.808,1.022
532.838,1.020
532.868,1.046
532.898,1.050
532.928,1.039
532.958,1.048
532.988,1.032
533.018,1.034
533.048,1.032
533.078,1.050
533.108,1.059
533.138,1.028
533.168,1.025
533.198,1.024
533.228,1.021
533.258,1.049
533.288,1.010
533.318,1.027
533.348,1.029
533.378,1.031
533.408,1.041
533.438,1.058
533.468,1.035
533.498,1.032
533.528,1.033
533.558,1.039
533.588,1.035
533.618,1.036
533.648,1.051
533.678,1.039
533.708,1.041
533.738,1.038
533.768,1.033
533.798,1.040
533.828,1.041
533.858,1.028
533.888,1.034
533.918,1.030
533.948,1.042
533.978,1.046
534.008,1.044
534.038,1.056
534.068,1.022
534.098,1.031
534.128,1.041
534.158,1.028
534.188,1.041
534.218,1.032
534.248,1.037
534.278,1.022
534.308,1.033
534.338,1.045
534.368,1.034
534.398,1.033
534.428,1.025
534.458,1.028
534.488,1.022
534.518,1.039
534.548,1.024
534.578,1.030
534.608,1.041
534.638,1.026
534.668,1.025
534.698,1.049
534.728,1.047
534.758,1.047
534.788,1.083
534.818,1.019
534.848,0.989
534.878,1.046
534.908,1.045
534.938,1.035
534.968,1.025
534.998,1.049
535.028,1.064
535.058,1.038
535.088,1.028
535.118,1.063
535.148,1.026
535.178,1.035
535.208,1.067
535.238,1.052
535.268,1.050
535.298,1.069
535.328,1.020
535.358,1.039
535.388,1.062
535.418,1.042
535.448,1.073
535.478,1.070
535.508,1.108
535.538,0.645
535.568,2.211
535.598,0.909
535.628,0.638
535.658,1.271
535.688,1.279
535.718,0.895
535.748,0.893
535.778,1.104
535.808,1.049
535.838,0.894
535.868,0.991
535.898,1.069
535.928,1.006
535.958,1.045
535.988,0.984
536.018,1.114
536.048,1.058
536.078,1.032
536.108,0.902
536.138,1.033
536.168,1.008
536.198,1.005
536.228,1.056
536.258,0.958
536.288,0.958
536.318,0.966
536.348,1.013
536.378,0.900
536.408,0.982
536.438,0.973
536.468,1.003
536.498,0.860
536.528,0.818
536.558,0.933
536.588,0.903
536.618,0.788
536.648,0.908
536.678,0.951
536.708,0.975
536.738,1.007
536.768,1.289
536.798,1.136
536.828,0.761
536.858,1.354
536.888,1.974
536.918,1.074
536.948,0.348
536.978,1.139
537.008,1.274
537.038,1.053
537.068,1.090
537.098,0.907
537.128,0.923
537.158,1.643
537.188,1.581
537.218,0.763
537.248,0.303
537.278,1.388
537.308,1.708
537.338,1.223
537.368,0.730
537.398,0.713
537.428,1.109
537.458,1.297
537.488,1.144
537.518,0.854
537.548,0.886
537.578,1.074
537.608,1.142
537.638,1.090
537.668,0.966
537.698,0.906
537.728,0.771
537.758,0.776
537.788,1.337
537.818,1.273
537.848,0.842
537.878,0.617
537.908,0.796
537.938,0.873
537.968,1.490
537.998,1.079
538.028,1.034
538.058,1.016
538.088,0.887
538.118,0.943
538.148,0.978
538.178,0.992
538.208,0.947
538.238,0.910
538.268,0.945
538.298,0.925
538.328,0.940
538.358,0.968
538.388,0.956
538.418,0.900
538.448,0.934
538.478,0.933
538.508,0.983
538.538,0.986
538.568,0.941
538.598,0.929
538.628,0.983
538.658,0.938
538.688,0.976
538.718,0.950
538.748,0.948
538.778,0.944
538.808,0.957
538.838,0.940
538.868,1.240
538.898,0.931
538.928,0.972
538.958,0.963
538.988,0.959
539.018,0.972
539.048,0.976
539.078,0.962
539.108,0.956
539.138,0.950
539.168,0.958
539.198,0.956
539.228,0.959
539.258,0.962
539.288,0.955
539.318,0.958
539.348,0.952
539.378,0.956
539.408,0.924
539.438,0.958
539.468,0.957
539.498,0.954
539.528,0.951
539.558,0.959
539.588,0.961
539.618,0.958
539.648,0.958
539.678,0.957
539.708,0.957
539.738,0.954
539.768,0.957
539.798,0.956
539.828,0.953
539.858,0.959
539.888,0.961
539.918,0.958
539.948,0.958
539.978,0.961
540.008,0.953
540.038,0.955
540.068,0.955
540.098,0.958
540.128,0.956
540.158,0.960
540.188,0.964
540.218,0.961
540.248,0.951
540.278,0.960
540.308,0.954
540.338,0.952
540.368,0.956
540.398,0.955
540.428,0.958
540.458,0.960
540.488,0.960
540.518,0.956
540.548,0.960
540.578,0.958
540.608,0.956
540.638,0.963
540.668,0.956
540.698,0.951
540.728,0.959
540.758,0.961
540.788,0.956
540.818,0.959
540.848,0.959
540.878,0.954
540.908,0.959
540.938,0.956
540.968,0.957
540.998,0.954
541.028,0.957
541.058,0.956
541.088,0.953
541.118,0.954
541.148,0.955
541.178,0.958
541.208,0.958
