df_hash,22ZHK4.9B8R50
135.861,1.017
135.891,1.017
135.921,1.021
135.951,1.019
135.981,1.021
136.011,1.022
136.041,1.020
136.071,1.019
136.101,1.019
136.131,1.021
136.161,1.021
136.191,1.020
136.221,1.020
136.251,1.018
136.281,1.016
136.311,1.023
136.341,1.021
136.371,1.024
136.401,1.019
136.431,1.020
136.461,1.020
136.491,1.021
136.521,1.018
136.551,1.020
136.581,1.021
136.611,1.018
136.641,1.020
136.671,1.017
136.701,1.019
136.731,1.016
136.761,1.018
136.791,1.021
136.821,1.024
136.851,1.020
136.881,1.016
136.911,1.020
136.941,1.020
136.971,1.021
137.001,1.021
137.031,1.017
137.061,1.019
137.091,1.021
137.121,1.021
137.151,1.021
137.181,1.022
137.211,1.020
137.241,1.019
137.271,1.020
137.301,1.025
137.331,1.018
137.361,1.015
137.391,1.015
137.421,1.021
137.451,1.022
137.481,1.027
137.511,1.013
137.541,1.022
137.571,1.021
137.601,1.015
137.631,1.016
137.661,1.018
137.691,1.020
137.721,1.021
137.751,1.021
137.781,1.020
137.811,1.018
137.841,1.018
137.871,1.020
137.901,1.019
137.931,1.018
137.961,1.017
137.991,1.019
138.021,1.020
138.051,1.021
138.081,1.021
138.111,1.024
138.141,1.017
138.171,1.018
138.201,1.021
138.231,1.016
138.261,1.022
138.291,1.021
138.321,1.017
138.351,1.018
138.381,1.020
138.411,1.023
138.441,1.017
138.471,1.021
138.501,1.017
138.531,1.020
138.561,1.021
138.591,1.019
138.621,1.020
138.651,1.016
138.681,1.022
138.711,1.025
138.741,1.021
138.771,1.016
138.801,1.020
138.831,1.021
138.861,1.021
138.891,1.019
138.921,1.017
138.951,1.021
138.981,1.022
139.011,1.024
139.041,1.021
139.071,1.013
139.101,1.021
139.131,1.023
139.161,1.022
139.191,1.015
139.221,1.018
139.251,1.017
139.281,1.023
139.311,1.021
139.341,1.023
139.371,1.014
139.401,1.018
139.431,1.024
139.461,1.016
139.491,1.021
139.521,1.017
139.551,1.019
139.581,1.022
139.611,1.020
139.641,1.023
139.671,1.019
139.701,1.021
139.731,1.019
139.761,1.021
139.791,1.021
139.821,1.022
139.851,1.021
139.881,1.018
139.911,1.021
139.941,1.022
139.971,1.025
140.001,1.022
140.031,1.018
140.061,1.021
140.091,1.022
140.121,1.017
140.151,1.020
140.181,1.015
140.211,1.021
140.241,1.021
140.271,1.020
140.301,1.018
140.331,1.017
140.361,1.019
140.391,1.023
140.421,1.021
140.451,1.016
140.481,1.017
140.511,1.020
140.541,1.021
140.571,1.019
140.601,1.021
140.631,1.021
140.661,1.017
140.691,1.024
140.721,1.020
140.751,1.021
140.781,1.020
140.811,1.021
140.841,1.021
140.871,1.017
140.901,1.019
140.931,1.020
140.961,1.021
140.991,1.021
141.021,1.021
141.051,1.014
141.081,1.021
141.111,1.022
141.141,1.021
141.171,1.017
141.201,1.017
141.231,1.021
141.261,1.023
141.291,1.020
141.321,1.020
141.351,1.017
141.381,1.018
141.411,1.021
141.441,1.022
141.471,1.017
141.501,1.021
141.531,1.020
141.561,1.020
141.591,1.018
141.621,1.024
141.651,1.015
141.681,1.019
141.711,1.021
141.741,1.016
141.771,1.021
141.801,1.019
141.831,1.021
141.861,1.020
141.891,1.021
141.921,1.019
141.951,1.021
141.981,1.020
142.011,1.020
142.041,1.021
142.071,1.020
142.101,1.017
142.131,1.018
142.161,1.021
142.191,1.024
142.221,1.018
142.251,1.019
142.281,1.019
142.311,1.020
142.341,1.018
142.371,1.020
142.401,1.015
142.431,1.019
142.461,1.021
142.491,1.021
142.521,1.018
142.551,1.016
142.581,1.020
142.611,1.022
142.641,1.020
142.671,1.021
142.701,1.018
142.731,1.023
142.761,1.017
142.791,1.020
142.821,1.020
142.851,1.017
142.881,1.018
142.911,1.022
142.941,1.021
142.971,1.024
143.001,1.017
143.031,1.019
143.061,1.021
143.091,1.021
143.121,1.019
143.151,1.025
143.181,1.012
143.211,1.015
143.241,1.022
143.271,1.020
143.301,1.017
143.331,1.019
143.361,1.021
143.391,1.021
143.421,1.023
143.451,1.021
143.481,1.018
143.511,1.019
143.541,1.019
143.571,1.021
143.601,1.021
143.631,1.016
143.661,1.023
143.691,1.024
143.721,1.017
143.751,1.024
143.781,1.020
143.811,1.017
143.841,1.022
143.871,1.019
143.901,1.020
143.931,1.018
143.961,1.017
143.991,1.016
144.021,1.022
144.051,1.019
144.081,1.017
144.111,1.017
144.141,1.020
144.171,1.019
144.201,1.024
144.231,1.022
144.261,1.020
144.291,1.016
144.321,1.021
144.351,1.018
144.381,1.016
144.411,1.020
144.441,1.023
144.471,1.021
144.501,1.021
144.531,1.021
144.561,1.019
144.591,1.020
144.621,1.020
144.651,1.022
144.681,1.016
144.711,1.023
144.741,1.013
144.771,1.021
144.801,1.018
144.831,1.024
144.861,1.019
144.891,1.015
144.921,1.020
144.951,1.019
144.981,1.021
145.011,1.016
145.041,1.018
145.071,1.018
145.101,1.021
145.131,1.023
145.161,1.018
145.191,1.020
145.221,1.019
145.251,1.024
145.281,1.014
145.311,1.024
145.341,1.021
145.371,1.018
145.401,1.018
145.431,1.018
145.461,1.023
145.491,1.021
145.521,1.026
145.551,1.018
145.581,1.021
145.611,1.017
145.641,1.020
145.671,1.018
145.701,1.017
145.731,1.020
145.761,1.021
145.791,1.020
145.821,1.022
145.851,1.021
145.881,1.019
145.911,1.018
145.941,1.022
145.971,1.020
146.001,1.019
146.031,1.022
146.061,1.019
146.091,1.019
146.121,1.017
146.151,1.022
146.181,1.023
146.211,1.017
146.241,1.017
146.271,1.018
146.301,1.019
146.331,1.017
146.361,1.025
146.391,1.011
146.421,1.021
146.451,1.020
146.481,1.017
146.511,1.019
146.541,1.020
146.571,1.021
146.601,1.023
146.631,1.023
146.661,1.020
146.691,1.018
146.721,1.016
146.751,1.019
146.781,1.020
146.811,1.017
146.841,1.021
146.871,1.021
146.901,1.021
146.931,1.017
146.961,1.022
146.991,1.022
147.021,1.020
147.051,1.014
147.081,1.018
147.111,1.020
147.141,1.021
147.171,1.021
147.201,1.026
147.231,1.010
147.261,1.018
147.291,1.021
147.321,1.017
147.351,1.019
147.381,1.017
147.411,1.021
147.441,1.021
147.471,1.024
147.501,1.022
147.531,1.021
147.561,1.020
147.591,1.018
147.621,1.021
147.651,1.020
147.681,1.015
147.711,1.021
147.741,1.023
147.771,1.017
147.801,1.021
147.831,1.018
147.861,1.015
147.891,1.017
147.921,1.016
147.951,1.015
147.981,1.013
148.011,1.023
148.041,1.021
148.071,1.023
148.101,1.018
148.131,1.015
148.161,1.017
148.191,1.020
148.221,1.021
148.251,1.020
148.281,1.018
148.311,1.021
148.341,1.021
148.371,1.021
148.401,1.023
148.431,1.017
148.461,1.016
148.491,1.021
148.521,1.023
148.551,1.016
148.581,1.023
148.611,1.021
148.641,1.013
148.671,1.018
148.701,1.017
148.731,1.022
148.761,1.015
148.791,1.016
148.821,1.022
148.851,1.022
148.881,1.020
148.911,1.022
148.941,1.025
148.971,1.019
149.001,1.016
149.031,1.013
149.061,1.022
149.091,1.016
149.121,1.021
149.151,1.020
149.181,1.020
149.211,1.020
149.241,1.022
149.271,1.021
149.301,1.007
149.331,1.009
149.361,1.035
149.391,1.021
149.421,1.009
149.451,1.017
149.481,1.015
149.511,1.020
149.541,1.032
149.571,1.025
149.601,1.033
149.631,1.025
149.661,1.018
149.691,1.009
149.721,1.013
149.751,1.024
149.781,1.021
149.811,1.025
149.841,1.021
149.871,1.022
149.901,1.021
149.931,1.023
149.961,1.021
149.991,1.026
150.021,1.022
150.051,1.020
150.081,1.011
150.111,1.021
150.141,1.019
150.171,1.023
150.201,1.021
150.231,1.019
150.261,1.019
150.291,1.021
150.321,1.021
150.351,1.022
150.381,1.021
150.411,1.022
150.441,1.019
150.471,1.014
150.501,1.021
150.531,1.022
150.561,1.017
150.591,1.017
150.621,1.023
150.651,1.020
150.681,1.022
150.711,1.022
150.741,1.021
150.771,1.021
150.801,1.015
150.831,1.020
150.861,1.023
150.891,1.026
150.921,1.022
150.951,1.014
150.981,1.016
151.011,1.021
151.041,1.022
151.071,1.018
151.101,1.021
151.131,1.017
151.161,1.023
151.191,1.021
151.221,1.020
151.251,1.018
151.281,1.021
151.311,1.020
151.341,1.021
151.371,1.021
151.401,1.017
151.431,1.021
151.461,1.020
151.491,1.021
151.521,1.023
151.551,1.018
151.581,1.020
151.611,1.026
151.641,1.025
151.671,1.015
151.701,1.014
151.731,1.023
151.761,1.025
151.791,1.025
151.821,1.022
151.851,1.027
151.881,1.012
151.911,1.024
151.941,1.025
151.971,1.016
152.001,1.012
152.031,1.019
152.061,1.025
152.091,1.028
152.121,1.027
152.151,1.021
152.181,1.016
152.211,1.015
152.241,1.018
152.271,1.025
152.301,1.029
152.331,1.025
152.361,1.021
152.391,1.026
152.421,1.021
152.451,1.018
152.481,1.016
152.511,1.018
152.541,1.022
152.571,1.023
152.601,1.023
152.631,1.026
152.661,1.018
152.691,1.021
152.721,1.021
152.751,1.021
152.781,1.018
152.811,1.022
152.841,1.024
152.871,1.023
152.901,1.028
152.931,1.023
152.961,1.021
152.991,1.019
153.021,1.023
153.051,1.023
153.081,1.020
153.111,1.020
153.141,1.023
153.171,1.020
153.201,1.025
153.231,1.019
153.261,1.021
153.291,1.019
153.321,1.021
153.351,1.025
153.381,1.027
153.411,1.023
153.441,1.012
153.471,1.019
153.501,1.021
153.531,1.021
153.561,1.017
153.591,1.017
153.621,1.021
153.651,1.021
153.681,1.022
153.711,1.024
153.741,1.026
153.771,1.021
153.801,1.026
153.831,1.024
153.861,1.025
153.891,1.021
153.921,1.018
153.951,1.021
153.981,1.023
154.011,1.020
154.041,1.025
154.071,1.018
154.101,1.018
154.131,1.021
154.161,1.021
154.191,1.024
154.221,1.024
154.251,1.019
154.281,1.019
154.311,1.021
154.341,1.026
154.371,1.021
154.401,1.022
154.431,1.018
154.461,1.021
154.491,1.024
154.521,1.021
154.551,1.026
154.581,1.019
154.611,1.017
154.641,1.019
154.671,1.024
154.701,1.025
154.731,1.024
154.761,1.023
154.791,1.016
154.821,1.021
154.851,1.023
154.881,1.023
154.911,1.022
154.941,1.021
154.971,1.014
155.001,1.022
155.031,1.021
155.061,1.023
155.091,1.027
155.121,1.018
155.151,1.023
155.181,1.020
155.211,1.022
155.241,1.021
155.271,1.023
155.301,1.021
155.331,1.021
155.361,1.026
155.391,1.020
155.421,1.026
155.451,1.023
155.481,1.021
155.511,1.012
155.541,1.023
155.571,1.025
155.601,1.031
155.631,1.030
155.661,1.017
155.691,1.014
155.721,1.018
155.751,1.017
155.781,1.021
155.811,1.048
155.841,1.024
155.871,1.017
155.901,1.017
155.931,1.018
155.961,1.015
155.991,1.030
156.021,1.039
156.051,1.025
156.081,1.011
156.111,1.029
156.141,1.037
156.171,1.031
156.201,1.052
156.231,1.054
156.261,1.011
156.291,0.995
156.321,1.003
156.351,1.001
156.381,0.988
156.411,0.989
156.441,0.969
156.471,0.964
156.501,0.977
156.531,1.027
156.561,1.028
156.591,1.017
156.621,1.015
156.651,1.035
156.681,1.041
156.711,1.034
156.741,1.022
156.771,0.976
156.801,0.954
156.831,1.012
156.861,1.101
156.891,1.052
156.921,1.025
156.951,1.032
156.981,1.036
157.011,1.050
157.041,1.067
157.071,1.075
157.101,1.057
157.131,1.021
157.161,1.000
157.191,0.996
157.221,0.999
157.251,0.999
157.281,1.021
157.311,1.025
157.341,1.058
157.371,1.021
157.401,0.997
157.431,1.022
157.461,1.016
157.491,0.979
157.521,0.989
157.551,1.031
157.581,1.062
157.611,1.059
157.641,1.039
157.671,1.036
157.701,1.053
157.731,1.056
157.761,1.081
157.791,1.049
157.821,1.003
157.851,0.988
157.881,0.998
157.911,1.016
157.941,0.996
157.971,1.032
158.001,1.023
158.031,1.042
158.061,1.065
158.091,1.082
158.121,1.068
158.151,1.063
158.181,1.041
158.211,1.015
158.241,0.994
158.271,0.998
158.301,0.994
158.331,1.013
158.361,1.048
158.391,1.073
158.421,1.108
158.451,1.115
158.481,1.083
158.511,1.048
158.541,1.011
158.571,1.005
158.601,0.985
158.631,0.964
158.661,0.947
158.691,0.997
158.721,1.011
158.751,1.001
158.781,1.009
158.811,1.025
158.841,1.025
158.871,1.031
158.901,1.027
158.931,1.020
158.961,1.021
158.991,1.016
159.021,1.013
159.051,1.004
159.081,1.041
159.111,1.048
159.141,1.023
159.171,1.024
159.201,1.034
159.231,1.033
159.261,1.020
159.291,1.016
159.321,1.016
159.351,1.015
159.381,1.010
159.411,1.028
159.441,1.033
159.471,1.027
159.501,1.027
159.531,1.024
159.561,1.020
159.591,1.024
159.621,1.028
159.651,1.031
159.681,1.027
159.711,1.018
159.741,1.019
159.771,1.021
159.801,1.017
159.831,1.023
159.861,1.025
159.891,1.023
159.921,1.023
159.951,1.028
159.981,1.024
160.011,1.027
160.041,1.022
160.071,1.028
160.101,1.020
160.131,1.025
160.161,1.026
160.191,1.023
160.221,1.021
160.251,1.021
160.281,1.025
160.311,1.029
160.341,1.023
160.371,1.021
160.401,1.028
160.431,1.023
160.461,1.020
160.491,1.024
160.521,1.026
160.551,1.027
160.581,1.023
160.611,1.022
160.641,1.024
160.671,1.017
160.701,1.023
160.731,1.024
160.761,1.024
160.791,1.025
160.821,1.025
160.851,1.020
160.881,1.023
160.911,1.022
160.941,1.025
160.971,1.028
161.001,1.016
161.031,1.024
161.061,1.020
161.091,1.023
161.121,1.024
161.151,1.023
161.181,1.019
161.211,1.023
161.241,1.029
161.271,1.022
161.301,1.026
161.331,1.024
161.361,1.024
161.391,1.023
161.421,1.025
161.451,1.030
161.481,1.021
161.511,1.028
161.541,1.025
161.571,1.020
161.601,1.019
161.631,1.023
161.661,1.022
161.691,1.021
161.721,1.023
161.751,1.021
161.781,1.026
161.811,1.025
161.841,1.023
161.871,1.021
161.901,0.998
161.931,1.027
161.961,1.026
161.991,1.021
162.021,1.023
162.051,1.025
162.081,1.022
162.111,1.023
162.141,1.022
162.171,1.020
162.201,1.022
162.231,1.020
162.261,1.023
162.291,1.022
162.321,1.019
162.351,1.015
162.381,1.024
162.411,1.020
162.441,1.021
162.471,1.027
162.501,1.014
162.531,1.025
162.561,1.023
162.591,1.022
162.621,1.018
162.651,1.021
162.681,1.023
162.711,1.024
162.741,1.020
162.771,1.017
162.801,1.021
162.831,1.021
162.861,1.025
162.891,1.022
162.921,1.020
162.951,1.024
162.981,1.032
163.011,1.025
163.041,1.026
163.071,1.021
163.101,1.020
163.131,1.020
163.161,1.021
163.191,1.021
163.221,1.022
163.251,1.013
163.281,1.017
163.311,1.023
163.341,1.018
163.371,1.018
163.401,1.019
163.431,1.022
163.461,1.026
163.491,1.020
163.521,1.020
163.551,1.021
163.581,1.023
163.611,1.017
163.641,1.017
163.671,1.024
163.701,1.021
163.731,1.023
163.761,1.025
163.791,1.022
163.821,1.018
163.851,1.021
163.881,1.019
163.911,1.024
163.941,1.022
163.971,1.021
164.001,1.024
164.031,1.020
164.061,1.022
164.091,1.021
164.121,1.021
164.151,1.022
164.181,1.018
164.211,1.024
164.241,1.024
164.271,1.024
164.301,1.022
164.331,1.017
164.361,1.022
164.391,1.022
164.421,1.020
164.451,1.018
164.481,1.021
164.511,1.023
164.541,1.021
164.571,1.021
164.601,1.020
164.631,1.021
164.661,1.024
164.691,1.019
164.721,1.021
164.751,1.021
164.781,1.023
164.811,1.025
164.841,1.019
164.871,1.020
164.901,1.024
164.931,1.022
164.961,1.020
164.991,1.023
165.021,1.019
165.051,1.027
165.081,1.022
165.111,1.018
165.141,1.020
165.171,1.021
165.201,1.023
165.231,1.026
165.261,1.018
165.291,1.021
165.321,1.021
165.351,1.020
165.381,1.020
165.411,1.022
165.441,1.019
165.471,1.019
165.501,1.022
165.531,1.023
165.561,1.022
165.591,1.024
165.621,1.026
165.651,1.019
165.681,1.019
165.711,1.023
165.741,1.018
165.771,1.024
165.801,1.024
165.831,1.018
165.861,1.021
165.891,1.025
165.921,1.022
165.951,1.028
165.981,1.014
166.011,1.021
166.041,1.021
166.071,1.020
166.101,1.023
166.131,1.022
166.161,1.024
166.191,1.023
166.221,1.025
166.251,1.025
166.281,1.020
166.311,1.019
166.341,1.026
166.371,1.025
166.401,1.025
166.431,1.021
166.461,1.015
166.491,1.021
166.521,1.026
166.551,1.020
166.581,1.021
166.611,1.021
166.641,1.021
166.671,1.027
166.701,1.015
166.731,1.022
166.761,1.023
166.791,1.020
166.821,1.016
166.851,1.018
166.881,1.021
166.911,1.023
166.941,1.023
166.971,1.021
167.001,1.019
167.031,1.018
167.061,1.022
167.091,1.020
167.121,1.019
167.151,1.021
167.181,1.022
167.211,1.022
167.241,1.019
167.271,1.018
167.301,1.021
167.331,1.020
167.361,1.022
167.391,1.024
167.421,1.024
167.451,1.021
167.481,1.021
167.511,1.020
167.541,1.021
167.571,1.019
167.601,1.022
167.631,1.021
167.661,1.019
167.691,1.018
167.721,1.019
167.751,1.020
167.781,1.022
167.811,1.024
167.841,1.018
167.871,1.024
167.901,1.021
167.931,1.017
167.961,1.023
167.991,1.021
168.021,1.020
168.051,1.022
168.081,1.020
168.111,1.019
168.141,1.020
168.171,1.022
168.201,1.021
168.231,1.021
168.261,1.019
168.291,1.021
168.321,1.021
168.351,1.021
168.381,1.021
168.411,1.021
168.441,1.019
168.471,1.014
168.501,1.021
168.531,1.020
168.561,1.028
168.591,1.024
168.621,1.019
168.651,1.019
168.681,1.021
168.711,1.021
168.741,1.027
168.771,1.014
168.801,1.018
168.831,1.021
168.861,1.018
168.891,1.019
168.921,1.018
168.951,1.021
168.981,1.022
169.011,1.024
169.041,1.023
169.071,1.019
169.101,1.022
169.131,1.019
169.161,1.016
169.191,1.024
169.221,1.026
169.251,1.020
169.281,1.023
169.311,1.025
169.341,1.021
169.371,1.019
169.401,1.021
169.431,1.024
169.461,1.027
169.491,1.014
169.521,1.017
169.551,1.026
169.581,1.020
169.611,1.019
169.641,1.017
169.671,1.021
169.701,1.023
169.731,1.021
169.761,1.019
169.791,1.016
169.821,1.019
169.851,1.025
169.881,1.025
169.911,1.024
169.941,1.022
169.971,1.019
170.001,1.024
170.031,1.025
170.061,1.019
170.091,1.017
170.121,1.024
170.151,1.020
170.181,1.033
170.211,1.019
170.241,1.021
170.271,1.023
170.301,1.022
170.331,1.018
170.361,1.022
170.391,1.021
170.421,1.021
170.451,1.026
170.481,1.022
170.511,1.020
170.541,1.020
170.571,1.018
170.601,1.018
170.631,1.025
170.661,1.027
170.691,1.007
170.721,1.029
170.751,1.024
170.781,1.020
170.811,1.019
170.841,1.022
170.871,1.024
170.901,1.021
170.931,1.019
170.961,1.017
170.991,1.024
171.021,1.019
171.051,1.021
171.081,1.021
171.111,1.015
171.141,1.018
171.171,1.021
171.201,1.020
171.231,1.020
171.261,1.021
171.291,1.025
171.321,1.021
171.351,1.018
171.381,1.019
171.411,1.025
171.441,1.021
171.471,1.021
171.501,1.021
171.531,1.015
171.561,1.016
171.591,1.021
171.621,1.020
171.651,1.029
171.681,1.015
171.711,1.021
171.741,1.023
171.771,1.022
171.801,1.023
171.831,1.021
171.861,1.020
171.891,1.022
171.921,1.024
171.951,1.021
171.981,1.017
172.011,1.022
172.041,1.021
172.071,1.020
172.101,1.023
172.131,1.018
172.161,1.018
172.191,1.023
172.221,1.020
172.251,1.022
172.281,1.025
172.311,1.020
172.341,1.021
172.371,1.022
172.401,1.020
172.431,1.025
172.461,1.017
172.491,1.016
172.521,1.020
172.551,1.022
172.581,1.019
172.611,1.019
172.641,1.021
172.671,1.021
172.701,1.023
172.731,1.020
172.761,1.021
172.791,1.020
172.821,1.022
172.851,1.021
172.881,1.021
172.911,1.021
172.941,1.023
172.971,1.021
173.001,1.022
173.031,1.024
173.061,1.026
173.091,1.020
173.121,1.017
173.151,1.023
173.181,1.022
173.211,1.022
173.241,1.024
173.271,1.017
173.301,1.022
173.331,1.024
173.361,1.018
173.391,1.021
173.421,1.021
173.451,1.021
173.481,1.019
173.511,1.021
173.541,1.021
173.571,1.025
173.601,1.021
173.631,1.021
173.661,1.021
173.691,1.024
173.721,1.019
173.751,1.023
173.781,1.023
173.811,1.016
173.841,1.020
173.871,1.023
173.901,1.022
173.931,1.029
173.961,1.015
173.991,1.018
174.021,1.025
174.051,1.019
174.081,1.019
174.111,1.019
174.141,1.021
174.171,1.021
174.201,1.024
174.231,1.017
174.261,1.019
174.291,1.023
174.321,1.019
174.351,1.015
174.381,1.021
174.411,1.019
174.441,1.022
174.471,1.020
174.501,1.017
174.531,1.022
174.561,1.019
174.591,1.020
174.621,1.024
174.651,1.015
174.681,1.020
174.711,1.024
174.741,1.021
174.771,1.019
174.801,1.021
174.831,1.022
174.861,1.024
174.891,1.022
174.921,1.021
174.951,1.019
174.981,1.023
175.011,1.021
175.041,1.018
175.071,1.018
175.101,1.021
175.131,1.026
175.161,1.019
175.191,1.018
175.221,1.021
175.251,1.021
175.281,1.021
175.311,1.024
175.341,1.015
175.371,1.019
175.401,1.018
175.431,1.018
175.461,1.021
175.491,1.017
175.521,1.023
175.551,1.023
175.581,1.021
175.611,1.019
175.641,1.020
175.671,1.021
175.701,1.021
175.731,1.020
175.761,1.021
175.791,1.018
175.821,1.021
175.851,1.021
175.881,1.017
175.911,1.019
175.941,1.018
175.971,1.023
176.001,1.021
176.031,1.021
176.061,1.019
176.091,1.021
176.121,1.021
176.151,1.016
176.181,1.017
176.211,1.017
176.241,1.022
176.271,1.022
176.301,1.022
176.331,1.019
176.361,1.019
176.391,1.021
176.421,1.022
176.451,1.019
176.481,1.020
176.511,1.021
176.541,1.021
176.571,1.021
176.601,1.025
176.631,1.020
176.661,1.018
176.691,1.015
176.721,1.026
176.751,1.021
176.781,1.018
176.811,1.019
176.841,1.021
176.871,1.022
176.901,1.017
176.931,1.019
176.961,1.022
176.991,1.021
177.021,1.021
177.051,1.021
177.081,1.020
177.111,1.017
177.141,1.020
177.171,1.021
177.201,1.016
177.231,1.015
177.261,1.018
177.291,1.022
177.321,1.018
177.351,1.026
177.381,1.017
177.411,1.013
177.441,1.020
177.471,1.019
177.501,1.017
177.531,1.021
177.561,1.017
177.591,1.016
177.621,1.022
177.651,1.023
177.681,1.016
177.711,1.019
177.741,1.020
177.771,1.021
177.801,1.022
177.831,1.019
177.861,1.021
177.891,1.022
177.921,1.020
177.951,1.021
177.981,1.020
178.011,1.023
178.041,1.022
178.071,1.016
178.101,1.023
178.131,1.025
178.161,1.018
178.191,1.021
178.221,1.019
178.251,1.020
178.281,1.017
178.311,1.026
178.341,1.022
178.371,1.018
178.401,1.017
178.431,1.019
178.461,1.020
178.491,1.016
178.521,1.022
178.551,1.021
178.581,1.021
178.611,1.019
178.641,1.013
178.671,1.021
178.701,1.023
178.731,1.023
178.761,1.017
178.791,1.016
178.821,1.021
178.851,1.026
178.881,1.018
178.911,1.026
178.941,1.023
178.971,1.019
179.001,1.018
179.031,1.018
179.061,1.020
179.091,1.020
179.121,1.027
179.151,1.018
179.181,1.022
179.211,1.022
179.241,1.020
179.271,1.023
179.301,1.019
179.331,1.021
179.361,1.019
179.391,1.022
179.421,1.021
179.451,1.020
179.481,1.020
179.511,1.024
179.541,1.020
179.571,1.021
179.601,1.016
179.631,1.021
179.661,1.019
179.691,1.029
179.721,1.021
179.751,1.018
179.781,1.021
179.811,1.019
179.841,1.027
179.871,1.021
179.901,1.014
179.931,1.024
179.961,1.024
179.991,1.019
180.021,1.024
180.051,1.021
180.081,1.018
180.111,1.020
180.141,1.020
180.171,1.021
180.201,1.021
180.231,1.018
180.261,1.020
180.291,1.022
180.321,1.024
180.351,1.021
180.381,1.021
180.411,1.017
180.441,1.021
180.471,1.019
180.501,1.014
180.531,1.023
180.561,1.021
180.591,1.021
180.621,1.016
180.651,1.021
180.681,1.025
180.711,1.018
180.741,1.022
180.771,1.021
180.801,1.014
180.831,1.017
180.861,1.022
180.891,1.027
180.921,1.019
180.951,1.017
180.981,1.017
181.011,1.021
181.041,1.022
181.071,1.014
181.101,1.016
181.131,1.019
181.161,1.023
181.191,1.022
181.221,1.024
181.251,1.024
181.281,1.021
181.311,1.020
181.341,1.021
181.371,1.024
181.401,1.015
181.431,1.014
181.461,1.023
181.491,1.023
181.521,1.022
181.551,1.021
181.581,1.019
181.611,1.019
181.641,1.021
181.671,1.022
181.701,1.029
181.731,1.012
181.761,1.019
181.791,1.023
181.821,1.021
181.851,1.018
181.881,1.021
181.911,1.021
181.941,1.021
181.971,1.020
182.001,1.020
182.031,1.018
182.061,1.018
182.091,1.021
182.121,1.022
182.151,1.019
182.181,1.020
182.211,1.021
182.241,1.019
182.271,1.026
182.301,1.021
182.331,1.017
182.361,1.022
182.391,1.021
182.421,1.021
182.451,1.022
182.481,1.020
182.511,1.022
182.541,1.019
182.571,1.015
182.601,1.029
182.631,1.022
182.661,1.019
182.691,1.024
182.721,1.026
182.751,1.018
182.781,1.017
182.811,1.020
182.841,1.022
182.871,1.022
182.901,1.022
182.931,1.021
182.961,1.021
182.991,1.022
183.021,1.021
183.051,1.020
183.081,1.019
183.111,1.022
183.141,1.020
183.171,1.021
183.201,1.018
183.231,1.025
183.261,1.015
183.291,1.022
183.321,1.021
183.351,1.020
183.381,1.024
183.411,1.019
183.441,1.021
183.471,1.024
183.501,1.019
183.531,1.017
183.561,1.021
183.591,1.025
183.621,1.022
183.651,1.021
183.681,1.023
183.711,1.021
183.741,1.018
183.771,1.022
183.801,1.021
183.831,1.021
183.861,1.021
183.891,1.020
183.921,1.021
183.951,1.023
183.981,1.020
184.011,1.019
184.041,1.018
184.071,1.023
184.101,1.024
184.131,1.018
184.161,1.016
184.191,1.017
184.221,1.021
184.251,1.023
184.281,1.022
184.311,1.021
184.341,1.022
184.371,1.020
184.401,1.025
184.431,1.018
184.461,1.014
184.491,1.021
184.521,1.022
184.551,1.021
184.581,1.021
184.611,1.020
184.641,1.021
184.671,1.021
184.701,1.020
184.731,1.030
184.761,1.013
184.791,1.020
184.821,1.021
184.851,1.019
184.881,1.021
184.911,1.020
184.941,1.021
184.971,1.021
185.001,1.021
185.031,1.021
185.061,1.021
185.091,1.022
185.121,1.024
185.151,1.021
185.181,1.018
185.211,1.022
185.241,1.021
185.271,1.021
185.301,1.017
185.331,1.018
185.361,1.021
185.391,1.020
185.421,1.024
185.451,1.027
185.481,1.014
185.511,1.022
185.541,1.025
185.571,1.022
185.601,1.019
185.631,1.021
185.661,1.023
185.691,1.024
185.721,1.022
185.751,1.025
185.781,1.023
185.811,1.021
185.841,1.024
185.871,1.022
185.901,1.017
185.931,1.023
185.961,1.020
185.991,1.027
186.021,1.023
186.051,1.018
186.081,1.020
186.111,1.021
186.141,1.023
186.171,1.028
186.201,1.014
186.231,1.022
186.261,1.021
186.291,1.021
186.321,1.022
186.351,1.023
186.381,1.021
186.411,1.022
186.441,1.023
186.471,1.023
186.501,1.021
186.531,1.019
186.561,1.024
186.591,1.022
186.621,1.022
186.651,1.020
186.681,1.023
186.711,1.026
186.741,1.023
186.771,1.018
186.801,1.017
186.831,1.021
186.861,1.025
186.891,1.022
186.921,1.019
186.951,1.020
186.981,1.024
187.011,1.023
187.041,1.021
187.071,1.021
187.101,1.021
187.131,1.021
187.161,1.023
187.191,1.020
187.221,1.020
187.251,1.022
187.281,1.025
187.311,1.020
187.341,1.020
187.371,1.023
187.401,1.021
187.431,1.023
187.461,1.026
187.491,1.018
187.521,1.018
187.551,1.024
187.581,1.024
187.611,1.019
187.641,1.022
187.671,1.021
187.701,1.022
187.731,1.021
187.761,1.019
187.791,1.021
187.821,1.017
187.851,1.022
187.881,1.021
187.911,1.022
187.941,1.021
187.971,1.024
188.001,1.022
188.031,1.021
188.061,1.018
188.091,1.023
188.121,1.021
188.151,1.023
188.181,1.023
188.211,1.021
188.241,1.021
