df_hash,22ZHK4.A7NV4E
349.672,1.039
349.702,1.031
349.732,1.037
349.762,1.033
349.792,1.028
349.822,1.034
349.852,1.032
349.882,1.035
349.912,1.037
349.942,1.032
349.972,1.032
350.002,1.032
350.032,1.037
350.062,1.036
350.092,1.038
350.122,1.032
350.152,1.036
350.182,1.031
350.212,1.033
350.242,1.036
350.272,1.035
350.302,1.038
350.332,1.035
350.362,1.026
350.392,1.033
350.422,1.037
350.452,1.039
350.482,1.038
350.512,1.029
350.542,1.036
350.572,1.038
350.602,1.031
350.632,1.034
350.662,1.033
350.692,1.038
350.722,1.037
350.752,1.031
350.782,1.032
350.812,1.032
350.842,1.038
350.872,1.038
350.902,1.036
350.932,1.035
350.962,1.035
350.992,1.036
351.022,1.033
351.052,1.032
351.082,1.038
351.112,1.038
351.142,1.040
351.172,1.033
351.202,1.029
351.232,1.032
351.262,1.038
351.292,1.037
351.322,1.039
351.352,1.027
351.382,1.036
351.412,1.034
351.442,1.031
351.472,1.034
351.502,1.033
351.532,1.032
351.562,1.032
351.592,1.034
351.622,1.036
351.652,1.031
351.682,1.035
351.712,1.040
351.742,1.034
351.772,1.031
351.802,1.034
351.832,1.030
351.862,1.031
351.892,1.031
351.922,1.034
351.952,1.038
351.982,1.038
352.012,1.032
352.042,1.028
352.072,1.030
352.102,1.037
352.132,1.035
352.162,1.032
352.192,1.031
352.222,1.031
352.252,1.031
352.282,1.031
352.312,1.033
352.342,1.035
352.372,1.032
352.402,1.033
352.432,1.033
352.462,1.032
352.492,1.030
352.522,1.037
352.552,1.036
352.582,1.033
352.612,1.037
352.642,1.033
352.672,1.037
352.702,1.031
352.732,1.038
352.762,1.038
352.792,1.040
352.822,1.031
352.852,1.026
352.882,1.029
352.912,1.036
352.942,1.040
352.972,1.046
353.002,1.030
353.032,1.031
353.062,1.032
353.092,1.032
353.122,1.034
353.152,1.034
353.182,1.036
353.212,1.034
353.242,1.034
353.272,1.033
353.302,1.034
353.332,1.034
353.362,1.035
353.392,1.033
353.422,1.033
353.452,1.034
353.482,1.035
353.512,1.030
353.542,1.035
353.572,1.035
353.602,1.040
353.632,1.037
353.662,1.032
353.692,1.031
353.722,1.036
353.752,1.037
353.782,1.040
353.812,1.028
353.842,1.035
353.872,1.036
353.902,1.032
353.932,1.035
353.962,1.035
353.992,1.034
354.022,1.031
354.052,1.035
354.082,1.031
354.112,1.032
354.142,1.034
354.172,1.039
354.202,1.033
354.232,1.035
354.262,1.033
354.292,1.030
354.322,1.034
354.352,1.031
354.382,1.031
354.412,1.036
354.442,1.040
354.472,1.034
354.502,1.025
354.532,1.030
354.562,1.040
354.592,1.037
354.622,1.033
354.652,1.030
354.682,1.035
354.712,1.034
354.742,1.033
354.772,1.031
354.802,1.037
354.832,1.035
354.862,1.028
354.892,1.031
354.922,1.023
354.952,1.026
354.982,1.023
355.012,1.027
355.042,1.040
355.072,1.046
355.102,1.060
355.132,1.077
355.162,1.097
355.192,1.100
355.222,1.107
355.252,1.118
355.282,1.087
355.312,1.057
355.342,1.041
355.372,1.014
355.402,0.990
355.432,0.985
355.462,0.984
355.492,0.992
355.522,1.001
355.552,1.009
355.582,1.015
355.612,1.025
355.642,1.040
355.672,1.035
355.702,1.013
355.732,1.053
355.762,1.047
355.792,1.037
355.822,1.033
355.852,1.049
355.882,1.041
355.912,1.038
355.942,1.043
355.972,1.037
356.002,1.032
356.032,1.044
356.062,1.047
356.092,1.046
356.122,1.039
356.152,1.050
356.182,1.047
356.212,1.047
356.242,1.040
356.272,1.035
356.302,1.035
356.332,1.032
356.362,1.045
356.392,1.040
356.422,1.044
356.452,1.050
356.482,1.051
356.512,1.046
356.542,1.048
356.572,1.033
356.602,1.034
356.632,1.032
356.662,1.038
356.692,1.043
356.722,1.044
356.752,1.045
356.782,1.054
356.812,1.047
356.842,1.050
356.872,1.031
356.902,1.034
356.932,1.036
356.962,1.048
356.992,1.052
357.022,1.042
357.052,1.044
357.082,1.044
357.112,1.042
357.142,1.055
357.172,1.035
357.202,1.022
357.232,1.029
357.262,1.032
357.292,1.029
357.322,1.016
357.352,1.030
357.382,1.031
357.412,1.012
357.442,1.005
357.472,1.034
357.502,1.040
357.532,1.059
357.562,1.060
357.592,1.053
357.622,1.057
357.652,1.064
357.682,1.054
357.712,1.055
357.742,1.056
357.772,1.048
357.802,1.040
357.832,1.059
357.862,1.049
357.892,1.039
357.922,1.040
357.952,1.031
357.982,1.028
358.012,1.035
358.042,1.041
358.072,1.053
358.102,1.049
358.132,1.038
358.162,1.050
358.192,1.052
358.222,1.053
358.252,1.037
358.282,1.027
358.312,1.020
358.342,1.021
358.372,1.046
358.402,1.040
358.432,1.043
358.462,1.041
358.492,1.067
358.522,1.101
358.552,1.074
358.582,1.055
358.612,1.057
358.642,1.044
358.672,1.033
358.702,1.030
358.732,1.037
358.762,1.033
358.792,1.026
358.822,1.021
358.852,1.013
358.882,1.040
358.912,1.049
358.942,1.044
358.972,1.036
359.002,1.021
359.032,1.013
359.062,1.016
359.092,1.029
359.122,1.025
359.152,1.029
359.182,1.042
359.212,1.048
359.242,1.092
359.272,1.071
359.302,1.017
359.332,1.018
359.362,1.015
359.392,1.028
359.422,1.028
359.452,1.012
359.482,0.991
359.512,1.040
359.542,1.066
359.572,1.061
359.602,1.073
359.632,1.075
359.662,1.022
359.692,0.981
359.722,0.988
359.752,1.011
359.782,0.996
359.812,0.994
359.842,1.022
359.872,1.033
359.902,1.030
359.932,1.042
359.962,1.036
359.992,1.047
360.022,1.042
360.052,1.022
360.082,0.987
360.112,0.984
360.142,1.024
360.172,1.034
360.202,1.061
360.232,1.080
360.262,1.065
360.292,1.006
360.322,1.031
360.352,1.034
360.382,0.984
360.412,0.978
360.442,1.040
360.472,1.056
360.502,1.050
360.532,1.071
360.562,1.082
360.592,1.078
360.622,1.060
360.652,1.053
360.682,1.039
360.712,1.029
360.742,1.026
360.772,1.018
360.802,1.010
360.832,0.987
360.862,0.996
360.892,1.003
360.922,1.008
360.952,1.021
360.982,1.032
361.012,1.036
361.042,1.050
361.072,1.041
361.102,1.025
361.132,1.018
361.162,1.031
361.192,1.058
361.222,1.064
361.252,1.070
361.282,1.064
361.312,1.062
361.342,1.049
361.372,1.029
361.402,1.015
361.432,1.022
361.462,1.036
361.492,1.044
361.522,1.041
361.552,1.034
361.582,1.016
361.612,1.021
361.642,1.032
361.672,1.026
361.702,1.025
361.732,1.032
361.762,1.032
361.792,1.027
361.822,1.025
361.852,1.035
361.882,1.037
361.912,1.024
361.942,1.025
361.972,1.028
362.002,1.026
362.032,1.031
362.062,1.034
362.092,1.042
362.122,1.045
362.152,1.035
362.182,1.037
362.212,1.032
362.242,1.031
362.272,1.029
362.302,1.026
362.332,1.033
362.362,1.036
362.392,1.031
362.422,1.034
362.452,1.020
362.482,1.028
362.512,1.039
362.542,1.040
362.572,1.040
362.602,1.038
362.632,1.035
362.662,1.039
362.692,1.034
362.722,1.028
362.752,1.024
362.782,1.028
362.812,1.032
362.842,1.031
362.872,1.028
362.902,1.030
362.932,1.036
362.962,1.035
362.992,1.035
363.022,1.027
363.052,1.022
363.082,1.028
363.112,1.036
363.142,1.027
363.172,1.030
363.202,1.025
363.232,1.021
363.262,1.031
363.292,1.035
363.322,1.037
363.352,1.032
363.382,1.025
363.412,1.031
363.442,1.026
363.472,1.031
363.502,1.029
363.532,1.038
363.562,1.039
363.592,1.033
363.622,1.036
363.652,1.033
363.682,1.038
363.712,1.038
363.742,1.034
363.772,1.031
363.802,1.023
363.832,1.037
363.862,1.033
363.892,1.031
363.922,1.031
363.952,1.030
363.982,1.040
364.012,1.037
364.042,1.041
364.072,1.028
364.102,1.027
364.132,1.033
364.162,1.031
364.192,1.034
364.222,1.029
364.252,1.033
364.282,1.032
364.312,1.037
364.342,1.036
364.372,1.035
364.402,1.036
364.432,1.031
364.462,1.034
364.492,1.039
364.522,1.028
364.552,1.035
364.582,1.030
364.612,1.031
364.642,1.036
364.672,1.028
364.702,1.034
364.732,1.035
364.762,1.029
364.792,1.029
364.822,1.032
364.852,1.031
364.882,1.039
364.912,1.032
364.942,1.032
364.972,1.036
365.002,1.036
365.032,1.032
365.062,1.028
365.092,1.032
365.122,1.036
365.152,1.035
365.182,1.032
365.212,1.036
365.242,1.034
365.272,1.033
365.302,1.029
365.332,1.033
365.362,1.032
365.392,1.035
365.422,1.036
365.452,1.030
365.482,1.030
365.512,1.031
365.542,1.035
365.572,1.034
365.602,1.031
365.632,1.038
365.662,1.038
365.692,1.033
365.722,1.031
365.752,1.028
365.782,1.034
365.812,1.034
365.842,1.033
365.872,1.034
365.902,1.030
365.932,1.027
365.962,1.032
365.992,1.034
366.022,1.035
366.052,1.033
366.082,1.032
366.112,1.031
366.142,1.028
366.172,1.033
366.202,1.033
366.232,1.034
366.262,1.032
366.292,1.034
366.322,1.030
366.352,1.030
366.382,1.034
366.412,1.035
366.442,1.031
366.472,1.030
366.502,1.037
366.532,1.037
366.562,1.035
366.592,1.030
366.622,1.034
366.652,1.034
366.682,1.032
366.712,1.029
366.742,1.034
366.772,1.033
366.802,1.036
366.832,1.035
366.862,1.031
366.892,1.032
366.922,1.032
366.952,1.034
366.982,1.037
367.012,1.034
367.042,1.032
367.072,1.031
367.102,1.035
367.132,1.029
367.162,1.033
367.192,1.038
367.222,1.037
367.252,1.030
367.282,1.028
367.312,1.034
367.342,1.039
367.372,1.039
367.402,1.027
367.432,1.033
367.462,1.036
367.492,1.029
367.522,1.033
367.552,1.035
367.582,1.034
367.612,1.031
367.642,1.030
367.672,1.031
367.702,1.034
367.732,1.035
367.762,1.037
367.792,1.038
367.822,1.031
367.852,1.036
367.882,1.030
367.912,1.034
367.942,1.034
367.972,1.034
368.002,1.037
368.032,1.038
368.062,1.032
368.092,1.028
368.122,1.036
368.152,1.037
368.182,1.041
368.212,1.030
368.242,1.032
368.272,1.036
368.302,1.032
368.332,1.034
368.362,1.037
368.392,1.037
368.422,1.034
368.452,1.033
368.482,1.028
368.512,1.032
368.542,1.036
368.572,1.037
368.602,1.037
368.632,1.034
368.662,1.036
368.692,1.034
368.722,1.034
368.752,1.035
368.782,1.029
368.812,1.033
368.842,1.038
368.872,1.038
368.902,1.032
368.932,1.030
368.962,1.032
368.992,1.039
369.022,1.039
369.052,1.028
369.082,1.031
369.112,1.030
369.142,1.033
369.172,1.034
369.202,1.034
369.232,1.032
369.262,1.033
369.292,1.032
369.322,1.028
369.352,1.034
369.382,1.036
369.412,1.039
369.442,1.034
369.472,1.032
369.502,1.035
369.532,1.034
369.562,1.035
369.592,1.030
369.622,1.032
369.652,1.035
369.682,1.040
369.712,1.032
369.742,1.025
369.772,1.029
369.802,1.037
369.832,1.038
369.862,1.032
369.892,1.031
369.922,1.033
369.952,1.035
369.982,1.033
370.012,1.033
370.042,1.034
370.072,1.033
370.102,1.030
370.132,1.032
370.162,1.030
370.192,1.039
370.222,1.036
370.252,1.034
370.282,1.036
370.312,1.033
370.342,1.034
370.372,1.028
370.402,1.034
370.432,1.033
370.462,1.038
370.492,1.033
370.522,1.027
370.552,1.034
370.582,1.039
370.612,1.038
370.642,1.036
370.672,1.030
370.702,1.031
370.732,1.032
370.762,1.034
370.792,1.034
370.822,1.038
370.852,1.035
370.882,1.033
370.912,1.034
370.942,1.030
370.972,1.034
371.002,1.037
371.032,1.039
371.062,1.036
371.092,1.035
371.122,1.030
371.152,1.024
371.182,1.034
371.212,1.038
371.242,1.040
371.272,1.034
371.302,1.026
371.332,1.029
371.362,1.035
371.392,1.038
371.422,1.037
371.452,1.031
371.482,1.031
371.512,1.035
371.542,1.033
371.572,1.037
371.602,1.037
371.632,1.036
371.662,1.035
371.692,1.033
371.722,1.030
371.752,1.032
371.782,1.038
371.812,1.038
371.842,1.036
371.872,1.033
371.902,1.031
371.932,1.034
371.962,1.026
371.992,1.032
372.022,1.036
372.052,1.042
372.082,1.034
372.112,1.027
372.142,1.031
372.172,1.035
372.202,1.035
372.232,1.034
372.262,1.030
372.292,1.033
372.322,1.037
372.352,1.036
372.382,1.041
372.412,1.039
372.442,1.039
372.472,1.041
372.502,1.051
372.532,1.051
372.562,1.047
372.592,1.045
372.622,1.038
372.652,1.035
372.682,1.028
372.712,1.030
372.742,1.027
372.772,1.021
372.802,1.026
372.832,1.021
372.862,1.036
372.892,1.032
372.922,1.022
372.952,1.019
372.982,1.017
373.012,1.011
373.042,1.016
373.072,1.020
373.102,1.025
373.132,1.026
373.162,1.028
373.192,1.031
373.222,1.035
373.252,1.039
373.282,1.030
373.312,1.027
373.342,1.026
373.372,1.031
373.402,1.034
373.432,1.036
373.462,1.039
373.492,1.036
373.522,1.029
373.552,1.033
373.582,1.032
373.612,1.029
373.642,1.031
373.672,1.029
373.702,1.031
373.732,1.029
373.762,1.029
373.792,1.029
373.822,1.036
373.852,1.034
373.882,1.034
373.912,1.032
373.942,1.034
373.972,1.031
374.002,1.034
374.032,1.037
374.062,1.035
374.092,1.030
374.122,1.026
374.152,1.031
374.182,1.023
374.212,1.021
374.242,1.021
374.272,1.029
374.302,1.031
374.332,1.035
374.362,1.034
374.392,1.027
374.422,1.031
374.452,1.035
374.482,1.030
374.512,1.032
374.542,1.037
374.572,1.041
374.602,1.043
374.632,1.035
374.662,1.038
374.692,1.035
374.722,1.029
374.752,1.026
374.782,1.036
374.812,1.033
374.842,1.027
374.872,1.042
374.902,1.031
374.932,1.015
374.962,1.009
374.992,1.024
375.022,1.048
375.052,1.034
375.082,1.023
375.112,1.044
375.142,1.027
375.172,1.028
375.202,1.040
375.232,1.041
375.262,1.038
375.292,1.032
375.322,1.022
375.352,1.029
375.382,1.038
375.412,1.040
375.442,1.037
375.472,1.020
375.502,1.027
375.532,1.030
375.562,1.038
375.592,1.035
375.622,1.031
375.652,1.034
375.682,1.046
375.712,1.037
375.742,1.025
375.772,1.036
375.802,1.043
375.832,1.042
375.862,1.037
375.892,1.029
375.922,1.034
375.952,1.033
375.982,1.034
376.012,1.019
376.042,1.019
376.072,1.011
376.102,1.016
376.132,1.009
376.162,1.019
376.192,1.030
376.222,1.034
376.252,1.032
376.282,1.028
376.312,1.029
376.342,1.029
376.372,1.032
376.402,1.039
376.432,1.044
376.462,1.051
376.492,1.045
376.522,1.033
376.552,1.031
376.582,1.034
376.612,1.024
376.642,1.023
376.672,1.022
376.702,1.023
376.732,1.024
376.762,1.029
376.792,1.033
376.822,1.044
376.852,1.033
376.882,1.026
376.912,1.021
376.942,1.023
376.972,1.030
377.002,1.034
377.032,1.031
377.062,1.030
377.092,1.032
377.122,1.032
377.152,1.033
377.182,1.037
377.212,1.030
377.242,1.034
377.272,1.026
377.302,1.025
377.332,1.032
377.362,1.035
377.392,1.031
377.422,1.027
377.452,1.029
377.482,1.026
377.512,1.031
377.542,1.029
377.572,1.030
377.602,1.030
377.632,1.031
377.662,1.030
377.692,1.028
377.722,1.034
377.752,1.031
377.782,1.029
377.812,1.030
377.842,1.027
377.872,1.029
377.902,1.033
377.932,1.032
377.962,1.032
377.992,1.030
378.022,1.032
378.052,1.029
378.082,1.030
378.112,1.031
378.142,1.030
378.172,1.025
378.202,1.029
378.232,1.035
378.262,1.033
378.292,1.030
378.322,1.029
378.352,1.030
378.382,1.028
378.412,1.033
378.442,1.033
378.472,1.029
378.502,1.033
378.532,1.034
378.562,1.029
378.592,1.032
378.622,1.032
378.652,1.036
378.682,1.031
378.712,1.026
378.742,1.028
378.772,1.029
378.802,1.034
378.832,1.031
378.862,1.035
378.892,1.031
378.922,1.029
378.952,1.030
378.982,1.034
379.012,1.028
379.042,1.029
379.072,1.030
379.102,1.033
379.132,1.035
379.162,1.032
379.192,1.035
379.222,1.033
379.252,1.032
379.282,1.027
379.312,1.032
379.342,1.029
379.372,1.033
379.402,1.027
379.432,1.030
379.462,1.034
379.492,1.027
379.522,1.027
379.552,1.028
379.582,1.032
379.612,1.031
379.642,1.024
379.672,1.024
379.702,1.029
379.732,1.026
379.762,1.026
379.792,1.027
379.822,1.029
379.852,1.028
379.882,1.026
379.912,1.029
379.942,1.031
379.972,1.026
380.002,1.027
380.032,1.030
380.062,1.030
380.092,1.033
380.122,1.032
380.152,1.027
380.182,1.029
380.212,1.036
380.242,1.036
380.272,1.034
380.302,1.023
380.332,1.033
380.362,1.037
380.392,1.031
380.422,1.027
380.452,1.029
380.482,1.032
380.512,1.031
380.542,1.028
380.572,1.027
380.602,1.031
380.632,1.034
380.662,1.034
380.692,1.032
380.722,1.030
380.752,1.031
380.782,1.032
380.812,1.034
380.842,1.022
380.872,1.028
380.902,1.033
380.932,1.036
380.962,1.030
380.992,1.027
381.022,1.028
381.052,1.032
381.082,1.031
381.112,1.032
381.142,1.025
381.172,1.036
381.202,1.034
381.232,1.029
381.262,1.029
381.292,1.029
381.322,1.032
381.352,1.030
381.382,1.027
381.412,1.026
381.442,1.030
381.472,1.032
381.502,1.034
381.532,1.035
381.562,1.034
381.592,1.021
381.622,0.947
381.652,0.922
381.682,0.974
381.712,0.993
381.742,1.000
381.772,1.034
381.802,1.071
381.832,1.080
381.862,1.080
381.892,1.081
381.922,1.070
381.952,1.069
381.982,1.048
382.012,1.016
382.042,0.998
382.072,0.993
382.102,0.974
382.132,0.974
382.162,0.971
382.192,0.972
382.222,0.977
382.252,0.972
382.282,0.970
382.312,0.971
382.342,0.971
382.372,0.969
382.402,0.975
382.432,0.959
382.462,0.961
382.492,0.979
382.522,0.965
382.552,0.987
382.582,0.988
382.612,0.989
382.642,0.987
382.672,0.990
382.702,0.983
382.732,0.981
382.762,0.985
382.792,0.982
382.822,0.979
382.852,0.990
382.882,0.978
382.912,0.979
382.942,0.979
382.972,0.977
383.002,0.977
383.032,0.979
383.062,0.973
383.092,0.975
383.122,0.979
383.152,0.983
383.182,0.987
383.212,0.990
383.242,0.988
383.272,0.990
383.302,0.988
383.332,0.985
383.362,0.980
383.392,0.981
383.422,0.984
383.452,0.983
383.482,0.989
383.512,0.988
383.542,0.981
383.572,0.983
383.602,0.987
383.632,0.983
383.662,0.990
383.692,0.979
383.722,0.982
383.752,0.986
383.782,0.980
383.812,0.987
383.842,0.985
383.872,0.987
383.902,0.985
383.932,0.988
383.962,0.984
383.992,0.982
384.022,0.983
384.052,0.985
384.082,0.985
384.112,0.988
384.142,0.987
384.172,0.981
384.202,0.977
384.232,0.987
384.262,0.985
384.292,0.987
384.322,0.983
384.352,0.980
384.382,0.983
384.412,0.985
384.442,0.983
384.472,0.991
384.502,0.979
384.532,0.985
384.562,0.984
384.592,0.981
384.622,0.982
384.652,0.988
384.682,0.985
384.712,0.988
384.742,0.982
384.772,0.981
384.802,0.979
384.832,0.982
384.862,0.985
384.892,0.987
384.922,0.986
384.952,0.982
384.982,0.979
385.012,0.979
385.042,0.987
385.072,0.983
385.102,0.992
385.132,0.984
385.162,0.986
385.192,0.980
385.222,0.980
385.252,0.985
385.282,0.984
385.312,0.985
385.342,0.981
385.372,0.986
385.402,0.983
385.432,0.983
385.462,0.983
385.492,0.981
385.522,0.986
385.552,0.990
385.582,0.990
385.612,0.989
385.642,0.985
385.672,0.987
385.702,0.989
385.732,0.992
385.762,0.986
385.792,0.987
385.822,0.984
385.852,0.995
385.882,0.991
385.912,0.990
385.942,0.996
385.972,1.001
386.002,0.993
386.032,0.985
386.062,1.030
386.092,1.035
386.122,1.007
386.152,1.000
386.182,0.986
386.212,0.972
386.242,0.968
386.272,0.987
386.302,1.012
386.332,0.986
386.362,0.968
386.392,0.990
386.422,1.009
386.452,1.006
386.482,1.004
386.512,1.013
386.542,1.019
386.572,1.014
386.602,1.019
386.632,1.020
386.662,1.011
386.692,1.021
386.722,1.026
386.752,1.026
386.782,1.021
386.812,1.021
386.842,1.017
386.872,1.017
386.902,1.016
386.932,1.017
386.962,1.020
386.992,1.017
387.022,1.016
387.052,1.012
387.082,1.010
387.112,1.012
387.142,1.010
387.172,1.009
387.202,1.004
387.232,1.007
387.262,1.008
387.292,1.007
387.322,1.006
387.352,1.014
387.382,1.015
387.412,1.013
387.442,1.011
387.472,1.013
387.502,1.014
387.532,1.022
387.562,1.023
387.592,1.017
387.622,1.011
387.652,1.018
387.682,1.023
387.712,1.021
387.742,1.003
387.772,0.997
387.802,1.001
387.832,1.006
387.862,1.009
387.892,1.017
387.922,1.028
387.952,1.029
387.982,1.009
388.012,1.000
388.042,1.007
388.072,1.010
388.102,1.021
388.132,1.027
388.162,1.026
388.192,1.030
388.222,1.008
388.252,1.009
388.282,1.019
388.312,1.028
388.342,1.000
388.372,0.978
388.402,0.990
388.432,1.007
388.462,1.008
388.492,1.001
388.522,1.005
388.552,1.013
388.582,1.023
388.612,1.051
388.642,1.065
388.672,1.067
388.702,1.064
388.732,1.049
388.762,1.044
388.792,1.047
388.822,1.056
388.852,1.041
388.882,1.002
388.912,1.011
388.942,1.036
388.972,1.053
389.002,1.066
389.032,1.093
389.062,1.104
389.092,1.062
389.122,1.049
389.152,1.023
389.182,0.992
389.212,1.006
389.242,1.007
389.272,0.997
389.302,1.003
389.332,1.009
389.362,1.021
389.392,1.028
389.422,1.021
389.452,1.022
389.482,1.019
389.512,1.040
389.542,1.052
389.572,1.031
389.602,1.008
389.632,1.024
389.662,1.016
389.692,1.010
389.722,0.996
389.752,1.026
389.782,1.017
389.812,0.994
389.842,0.970
389.872,0.967
389.902,0.959
389.932,0.901
389.962,0.945
389.992,1.019
390.022,1.031
390.052,1.026
390.082,1.043
390.112,1.052
390.142,1.043
390.172,1.047
390.202,1.064
390.232,1.052
390.262,1.048
390.292,1.034
390.322,1.000
390.352,1.016
390.382,0.979
390.412,0.964
390.442,0.984
390.472,1.006
390.502,1.006
390.532,1.045
390.562,1.113
390.592,1.161
390.622,1.138
390.652,1.063
390.682,1.023
390.712,0.979
390.742,0.958
390.772,0.957
390.802,0.962
390.832,1.014
390.862,1.112
390.892,1.170
390.922,1.160
390.952,1.104
390.982,1.061
391.012,1.039
391.042,1.011
391.072,0.998
391.102,0.972
391.132,0.969
391.162,0.986
391.192,0.961
391.222,0.955
391.252,0.961
391.282,0.913
391.312,0.896
391.342,0.976
391.372,1.020
391.402,0.998
391.432,1.066
391.462,1.142
391.492,1.102
391.522,1.069
391.552,1.069
391.582,1.043
391.612,0.981
391.642,0.954
391.672,0.998
391.702,1.040
391.732,1.062
391.762,1.049
391.792,1.091
391.822,1.135
391.852,1.107
391.882,1.045
391.912,1.038
391.942,1.046
391.972,1.042
392.002,1.065
392.032,1.071
392.062,1.064
392.092,1.054
392.122,1.033
392.152,1.022
392.182,0.996
392.212,1.014
392.242,1.024
392.272,1.011
392.302,0.987
392.332,1.008
392.362,1.060
392.392,1.081
392.422,1.065
392.452,1.044
392.482,1.041
392.512,1.036
392.542,1.032
392.572,1.024
392.602,1.021
392.632,1.007
392.662,1.012
392.692,1.027
392.722,1.045
392.752,1.041
392.782,1.049
392.812,1.046
392.842,1.033
392.872,1.024
392.902,1.027
392.932,1.026
392.962,1.002
392.992,0.998
393.022,1.000
393.052,1.017
393.082,1.036
393.112,1.054
393.142,1.062
393.172,1.058
393.202,1.068
393.232,1.082
393.262,1.050
393.292,1.040
393.322,1.021
393.352,1.008
393.382,0.996
393.412,0.977
393.442,1.061
393.472,1.061
393.502,1.052
393.532,1.085
393.562,1.072
393.592,1.026
393.622,1.037
393.652,1.019
393.682,1.025
393.712,1.057
393.742,1.080
393.772,1.086
393.802,1.073
393.832,1.063
393.862,1.053
393.892,1.049
393.922,1.040
393.952,1.032
393.982,1.057
394.012,1.083
394.042,1.088
394.072,1.085
394.102,1.070
394.132,1.059
394.162,1.057
394.192,1.056
394.222,1.062
394.252,1.064
394.282,1.060
394.312,1.065
394.342,1.061
394.372,1.061
394.402,1.055
394.432,1.058
394.462,1.058
394.492,1.061
394.522,1.054
394.552,1.062
394.582,1.066
394.612,1.063
394.642,1.057
394.672,1.053
394.702,1.061
394.732,1.066
394.762,1.064
394.792,1.058
394.822,1.053
394.852,1.053
394.882,1.060
394.912,1.060
394.942,1.055
394.972,1.055
395.002,1.058
395.032,1.063
395.062,1.070
395.092,1.063
395.122,1.056
395.152,1.047
395.182,1.057
395.212,1.056
395.242,1.054
395.272,1.049
395.302,1.039
395.332,1.050
395.362,1.056
395.392,1.040
395.422,1.033
395.452,1.017
395.482,1.029
395.512,1.031
395.542,1.030
395.572,1.048
395.602,1.052
395.632,1.057
395.662,1.065
395.692,1.070
395.722,1.047
395.752,1.032
395.782,1.040
395.812,1.065
395.842,1.058
395.872,1.043
395.902,1.013
395.932,1.022
395.962,1.068
395.992,1.014
396.022,1.010
396.052,1.055
396.082,1.105
396.112,1.100
396.142,1.070
396.172,1.073
396.202,1.063
396.232,1.049
396.262,1.038
396.292,1.042
396.322,1.050
396.352,1.057
396.382,1.069
396.412,1.088
396.442,1.091
396.472,1.057
396.502,1.044
396.532,1.054
396.562,1.052
396.592,1.036
396.622,1.056
396.652,1.072
396.682,1.062
396.712,1.055
396.742,1.057
396.772,1.057
396.802,1.055
396.832,1.058
396.862,1.071
396.892,1.067
396.922,1.076
396.952,1.092
396.982,1.061
397.012,1.043
397.042,1.056
397.072,1.077
397.102,1.060
397.132,1.016
397.162,1.000
397.192,1.007
397.222,1.030
397.252,1.023
397.282,1.051
397.312,1.070
397.342,1.063
397.372,1.077
397.402,1.086
397.432,1.067
397.462,1.040
397.492,1.041
397.522,1.059
397.552,1.062
397.582,1.049
397.612,1.060
397.642,1.070
397.672,1.075
397.702,1.075
397.732,1.056
397.762,1.048
397.792,1.051
397.822,1.057
397.852,1.056
397.882,1.051
397.912,1.054
397.942,1.060
397.972,1.057
398.002,1.053
398.032,1.055
398.062,1.055
398.092,1.056
398.122,1.057
398.152,1.056
398.182,1.059
398.212,1.059
398.242,1.058
398.272,1.052
398.302,1.048
398.332,1.054
398.362,1.057
398.392,1.059
398.422,1.058
398.452,1.055
398.482,1.052
398.512,1.059
398.542,1.053
398.572,1.053
398.602,1.058
398.632,1.058
398.662,1.050
398.692,1.050
398.722,1.056
398.752,1.060
398.782,1.057
398.812,1.054
398.842,1.049
398.872,1.062
398.902,1.062
398.932,1.057
398.962,1.050
398.992,1.049
399.022,1.059
399.052,1.057
399.082,1.054
399.112,1.058
399.142,1.061
399.172,1.060
399.202,1.058
399.232,1.053
399.262,1.055
399.292,1.054
399.322,1.055
399.352,1.058
399.382,1.061
399.412,1.055
399.442,1.054
399.472,1.056
399.502,1.056
399.532,1.058
399.562,1.054
399.592,1.052
399.622,1.057
399.652,1.062
399.682,1.058
399.712,1.056
399.742,1.053
399.772,1.053
399.802,1.055
399.832,1.056
399.862,1.058
399.892,1.058
399.922,1.058
399.952,1.056
399.982,1.054
400.012,1.057
400.042,1.056
400.072,1.055
400.102,1.051
400.132,1.057
400.162,1.062
400.192,1.061
400.222,1.057
400.252,1.054
400.282,1.055
400.312,1.057
400.342,1.054
400.372,1.061
400.402,1.055
400.432,1.059
400.462,1.059
400.492,1.054
400.522,1.058
400.552,1.060
400.582,1.062
400.612,1.053
400.642,1.050
400.672,1.053
400.702,1.055
400.732,1.059
400.762,1.058
400.792,1.060
400.822,1.057
400.852,1.050
400.882,1.056
400.912,1.062
400.942,1.064
400.972,1.059
401.002,1.052
401.032,1.051
401.062,1.057
401.092,1.054
401.122,1.056
401.152,1.060
401.182,1.057
401.212,1.057
401.242,1.055
401.272,1.059
401.302,1.056
401.332,1.060
401.362,1.053
401.392,1.060
401.422,1.061
401.452,1.059
401.482,1.057
401.512,1.057
401.542,1.058
401.572,1.057
401.602,1.062
401.632,1.062
401.662,1.059
401.692,1.062
401.722,1.076
401.752,1.098
401.782,1.098
401.812,1.085
401.842,1.076
401.872,1.058
401.902,1.021
401.932,0.993
401.962,0.983
401.992,0.949
402.022,0.964
402.052,0.975
