df_hash,22ZHK4.7HTV1R
391.378,1.086
391.408,1.071
391.438,1.059
391.468,1.063
391.498,1.067
391.528,1.065
391.558,1.066
391.588,1.091
391.618,1.075
391.648,1.060
391.678,1.059
391.708,1.074
391.738,1.056
391.768,1.051
391.798,1.055
391.828,1.067
391.858,1.066
391.888,1.068
391.918,1.103
391.948,1.097
391.978,1.070
392.008,1.046
392.038,1.056
392.068,1.052
392.098,1.053
392.128,1.060
392.158,1.073
392.188,1.056
392.218,1.076
392.248,1.071
392.278,1.067
392.308,1.059
392.338,1.059
392.368,1.044
392.398,1.053
392.428,1.041
392.458,1.052
392.488,1.056
392.518,1.067
392.548,1.045
392.578,1.065
392.608,1.035
392.638,1.079
392.668,1.066
392.698,1.048
392.728,1.073
392.758,1.071
392.788,1.086
392.818,1.078
392.848,1.065
392.878,1.060
392.908,1.065
392.938,1.036
392.968,1.048
392.998,1.065
393.028,1.033
393.058,1.051
393.088,1.080
393.118,1.060
393.148,1.062
393.178,1.066
393.208,1.064
393.238,1.062
393.268,1.080
393.298,1.072
393.328,1.075
393.358,1.073
393.388,1.070
393.418,1.087
393.448,1.062
393.478,1.069
393.508,1.071
393.538,1.067
393.568,1.071
393.598,1.069
393.628,1.059
393.658,1.078
393.688,1.066
393.718,1.070
393.748,1.068
393.778,1.065
393.808,1.068
393.838,1.070
393.868,1.066
393.898,1.069
393.928,1.067
393.958,1.083
393.988,1.069
394.018,1.072
394.048,1.067
394.078,1.069
394.108,1.069
394.138,1.064
394.168,1.071
394.198,1.059
394.228,1.059
394.258,1.064
394.288,1.080
394.318,1.089
394.348,1.085
394.378,1.090
394.408,1.078
394.438,1.077
394.468,1.084
394.498,1.077
394.528,1.083
394.558,1.049
394.588,1.048
394.618,1.050
394.648,1.051
394.678,1.055
394.708,1.053
394.738,1.061
394.768,1.061
394.798,1.055
394.828,1.063
394.858,1.060
394.888,1.073
394.918,1.070
394.948,1.071
394.978,1.075
395.008,1.076
395.038,1.077
395.068,1.069
395.098,1.067
395.128,1.071
395.158,1.069
395.188,1.066
395.218,1.065
395.248,1.069
395.278,1.072
395.308,1.065
395.338,1.067
395.368,1.064
395.398,1.070
395.428,1.066
395.458,1.063
395.488,1.064
395.518,1.065
395.548,1.076
395.578,1.070
395.608,1.073
395.638,1.068
395.668,1.065
395.698,1.066
395.728,1.071
395.758,1.062
395.788,1.073
395.818,1.073
395.848,1.066
395.878,1.072
395.908,1.067
395.938,1.068
395.968,1.067
395.998,1.065
396.028,1.059
396.058,1.069
396.088,1.073
396.118,1.061
396.148,1.077
396.178,1.074
396.208,1.069
396.238,1.072
396.268,1.065
396.298,1.064
396.328,1.079
396.358,1.070
396.388,1.073
396.418,1.071
396.448,1.065
396.478,1.074
396.508,1.067
396.538,1.067
396.568,1.062
396.598,1.057
396.628,1.074
396.658,1.069
396.688,1.050
396.718,1.086
396.748,1.107
396.778,1.095
396.808,1.115
396.838,1.087
396.868,1.097
396.898,1.085
396.928,1.086
396.958,1.078
396.988,1.074
397.018,1.069
397.048,1.081
397.078,1.046
397.108,1.043
397.138,1.066
397.168,1.066
397.198,1.050
397.228,1.061
397.258,1.062
397.288,1.048
397.318,1.064
397.348,1.061
397.378,1.022
397.408,1.047
397.438,1.045
397.468,1.018
397.498,1.034
397.528,1.034
397.558,1.024
397.588,1.052
397.618,1.035
397.648,1.016
397.678,1.040
397.708,1.036
397.738,1.020
397.768,1.026
397.798,1.044
397.828,1.041
397.858,1.029
397.888,1.026
397.918,1.043
397.948,1.044
397.978,1.044
398.008,1.038
398.038,1.050
398.068,1.047
398.098,1.028
398.128,1.035
398.158,1.035
398.188,1.054
398.218,1.066
398.248,1.052
398.278,1.073
398.308,1.082
398.338,1.100
398.368,1.095
398.398,1.081
398.428,1.092
398.458,1.106
398.488,1.144
398.518,1.031
398.548,1.008
398.578,1.076
398.608,1.100
398.638,1.035
398.668,1.008
398.698,0.966
398.728,0.976
398.758,0.986
398.788,0.997
398.818,1.021
398.848,1.016
398.878,0.970
398.908,1.011
398.938,1.020
398.968,1.062
398.998,1.040
399.028,1.039
399.058,1.027
399.088,1.027
399.118,1.044
399.148,1.029
399.178,1.020
399.208,1.008
399.238,1.015
399.268,1.040
399.298,1.031
399.328,1.099
399.358,1.080
399.388,1.017
399.418,1.052
399.448,1.109
399.478,1.055
399.508,1.036
399.538,1.070
399.568,1.091
399.598,1.052
399.628,1.057
399.658,1.101
399.688,1.109
399.718,1.105
399.748,1.112
399.778,1.108
399.808,1.085
399.838,1.099
399.868,1.092
399.898,1.070
399.928,1.050
399.958,1.048
399.988,1.048
400.018,1.048
400.048,1.045
400.078,1.052
400.108,1.063
400.138,1.061
400.168,1.053
400.198,1.038
400.228,1.044
400.258,1.051
400.288,1.050
400.318,1.054
400.348,1.046
400.378,1.039
400.408,1.041
400.438,1.058
400.468,1.058
400.498,1.070
400.528,1.052
400.558,1.062
400.588,1.063
400.618,1.054
400.648,1.062
400.678,1.039
400.708,1.055
400.738,1.055
400.768,1.037
400.798,1.066
400.828,1.071
400.858,1.053
400.888,1.084
400.918,1.086
400.948,1.088
400.978,1.062
401.008,1.073
401.038,1.064
401.068,1.056
401.098,1.049
401.128,1.053
401.158,1.065
401.188,1.073
401.218,1.072
401.248,1.071
401.278,1.071
401.308,1.094
401.338,1.102
401.368,1.108
401.398,1.096
401.428,1.077
401.458,1.075
401.488,1.100
401.518,1.146
401.548,1.140
401.578,1.138
401.608,1.125
401.638,1.043
401.668,1.000
401.698,1.042
401.728,1.009
401.758,0.985
401.788,0.990
401.818,1.012
401.848,1.041
401.878,1.060
401.908,1.057
401.938,1.051
401.968,1.044
401.998,1.041
402.028,1.045
402.058,1.045
402.088,1.052
402.118,1.050
402.148,1.031
402.178,1.050
402.208,1.067
402.238,1.054
402.268,1.056
402.298,1.073
402.328,1.052
402.358,1.031
402.388,1.077
402.418,1.068
402.448,1.072
402.478,1.072
402.508,1.078
402.538,1.083
402.568,1.082
402.598,1.074
402.628,1.065
402.658,1.070
402.688,1.074
402.718,1.046
402.748,1.045
402.778,1.065
402.808,1.061
402.838,1.049
402.868,1.053
402.898,1.050
402.928,1.041
402.958,1.032
402.988,1.035
403.018,1.033
403.048,1.065
403.078,1.070
403.108,1.076
403.138,1.068
403.168,1.060
403.198,1.065
403.228,1.064
403.258,1.054
403.288,1.059
403.318,1.060
403.348,1.050
403.378,1.046
403.408,1.052
403.438,1.052
403.468,1.040
403.498,1.035
403.528,1.040
403.558,1.068
403.588,1.081
403.618,1.080
403.648,1.090
403.678,1.084
403.708,1.069
403.738,1.062
403.768,1.052
403.798,1.063
403.828,1.071
403.858,1.050
403.888,1.049
403.918,1.062
403.948,1.046
403.978,1.030
404.008,1.067
404.038,1.060
404.068,1.023
404.098,1.062
404.128,1.056
404.158,1.034
404.188,1.035
404.218,1.040
404.248,1.032
404.278,1.050
404.308,1.050
404.338,1.024
404.368,1.014
404.398,1.023
404.428,1.049
404.458,1.040
404.488,1.042
404.518,1.040
404.548,1.057
404.578,1.022
404.608,0.978
404.638,0.991
404.668,1.017
404.698,1.022
404.728,1.041
404.758,1.023
404.788,1.011
404.818,1.015
404.848,1.042
404.878,1.016
404.908,1.032
404.938,1.026
404.968,1.020
404.998,1.021
405.028,1.052
405.058,1.089
405.088,1.053
405.118,1.082
405.148,1.104
405.178,1.099
405.208,1.087
405.238,1.081
405.268,1.086
405.298,1.097
405.328,1.092
405.358,1.091
405.388,1.102
405.418,1.077
405.448,1.081
405.478,1.091
405.508,1.076
405.538,1.071
405.568,1.094
405.598,1.092
405.628,1.084
405.658,1.103
405.688,1.108
405.718,1.096
405.748,1.078
405.778,1.072
405.808,1.070
405.838,1.064
405.868,1.065
405.898,1.069
405.928,1.055
405.958,1.071
405.988,1.081
406.018,1.078
406.048,1.078
406.078,1.092
406.108,1.079
406.138,1.092
406.168,1.092
406.198,1.086
406.228,1.073
406.258,1.072
406.288,1.084
406.318,1.091
406.348,1.082
406.378,1.086
406.408,1.092
406.438,1.102
406.468,1.086
406.498,1.084
406.528,1.089
406.558,1.085
406.588,1.084
406.618,1.080
406.648,1.088
406.678,1.084
406.708,1.074
406.738,1.075
406.768,1.076
406.798,1.087
406.828,1.079
406.858,1.077
406.888,1.079
406.918,1.083
406.948,1.084
406.978,1.081
407.008,1.085
407.038,1.088
407.068,1.085
407.098,1.082
407.128,1.078
407.158,1.086
407.188,1.096
407.218,1.091
407.248,1.092
407.278,1.084
407.308,1.070
407.338,1.086
407.368,1.080
407.398,1.077
407.428,1.078
407.458,1.075
407.488,1.077
407.518,1.085
407.548,1.082
407.578,1.084
407.608,1.089
407.638,1.090
407.668,1.081
407.698,1.086
407.728,1.096
407.758,1.086
407.788,1.079
407.818,1.081
407.848,1.088
407.878,1.070
407.908,1.073
407.938,1.083
407.968,1.083
407.998,1.081
408.028,1.082
408.058,1.099
408.088,1.096
408.118,1.080
408.148,1.074
408.178,1.085
408.208,1.088
408.238,1.085
408.268,1.085
408.298,1.075
408.328,1.084
408.358,1.090
408.388,1.079
408.418,1.069
408.448,1.074
408.478,1.080
408.508,1.087
408.538,1.085
408.568,1.101
408.598,1.094
408.628,1.089
408.658,1.084
408.688,1.074
408.718,1.098
408.748,1.080
408.778,1.088
408.808,1.102
408.838,1.100
408.868,1.094
408.898,1.075
408.928,1.075
408.958,1.077
408.988,1.069
409.018,1.072
409.048,1.082
409.078,1.094
409.108,1.088
409.138,1.086
409.168,1.101
409.198,1.081
409.228,1.069
409.258,1.102
409.288,1.086
409.318,1.057
409.348,1.075
409.378,1.069
409.408,1.081
409.438,1.080
409.468,1.088
409.498,1.091
409.528,1.089
409.558,1.085
409.588,1.091
409.618,1.078
409.648,1.057
409.678,1.082
409.708,1.083
409.738,1.076
409.768,1.090
409.798,1.087
409.828,1.070
409.858,1.102
409.888,1.077
409.918,1.077
409.948,1.098
409.978,1.104
410.008,1.084
410.038,1.081
410.068,1.084
410.098,1.100
410.128,1.097
410.158,1.087
410.188,1.074
410.218,1.089
410.248,1.091
410.278,1.080
410.308,1.097
410.338,1.081
410.368,1.085
410.398,1.096
410.428,1.090
410.458,1.091
410.488,1.090
410.518,1.088
410.548,1.092
410.578,1.071
410.608,1.060
410.638,1.056
410.668,1.068
410.698,1.073
410.728,1.079
410.758,1.092
410.788,1.100
410.818,1.093
410.848,1.087
410.878,1.089
410.908,1.087
410.938,1.087
410.968,1.081
410.998,1.092
411.028,1.082
411.058,1.076
411.088,1.080
411.118,1.073
411.148,1.069
411.178,1.079
411.208,1.088
411.238,1.089
411.268,1.091
411.298,1.084
411.328,1.097
411.358,1.082
411.388,1.088
411.418,1.093
411.448,1.084
411.478,1.082
411.508,1.086
411.538,1.068
411.568,1.087
411.598,1.078
411.628,1.092
411.658,1.084
411.688,1.086
411.718,1.080
411.748,1.083
411.778,1.083
411.808,1.085
411.838,1.087
411.868,1.089
411.898,1.086
411.928,1.097
411.958,1.092
411.988,1.080
412.018,1.083
412.048,1.086
412.078,1.068
412.108,1.068
412.138,1.086
412.168,1.088
412.198,1.090
412.228,1.086
412.258,1.082
412.288,1.087
412.318,1.091
412.348,1.085
412.378,1.089
412.408,1.075
412.438,1.086
412.468,1.098
412.498,1.081
412.528,1.079
412.558,1.082
412.588,1.090
412.618,1.085
412.648,1.092
412.678,1.094
412.708,1.109
412.738,1.113
412.768,1.144
412.798,1.170
412.828,1.179
412.858,1.191
412.888,1.178
412.918,1.195
412.948,1.144
412.978,1.080
413.008,1.027
413.038,1.008
413.068,0.968
413.098,1.002
413.128,0.942
413.158,0.986
413.188,0.979
413.218,0.995
413.248,1.015
413.278,0.992
413.308,0.950
413.338,0.964
413.368,1.073
413.398,1.002
413.428,1.031
413.458,1.003
413.488,0.931
413.518,1.010
413.548,1.038
413.578,0.961
413.608,0.969
413.638,1.009
413.668,0.990
413.698,0.938
413.728,0.911
413.758,0.913
413.788,0.884
413.818,0.863
413.848,0.906
413.878,0.855
413.908,0.997
413.938,1.113
413.968,1.079
413.998,1.089
414.028,1.082
414.058,1.052
414.088,1.015
414.118,1.060
414.148,0.995
414.178,0.959
414.208,0.971
414.238,0.984
414.268,0.922
414.298,0.924
414.328,0.941
414.358,0.919
414.388,0.963
414.418,0.995
414.448,0.967
414.478,1.031
414.508,1.002
414.538,0.996
414.568,0.982
414.598,0.982
414.628,1.005
414.658,0.991
414.688,0.976
414.718,0.963
414.748,0.940
414.778,0.963
414.808,0.986
414.838,0.980
414.868,0.982
414.898,0.961
414.928,0.987
414.958,1.002
414.988,1.005
415.018,0.997
415.048,0.992
415.078,0.985
415.108,0.981
415.138,0.956
415.168,0.953
415.198,0.953
415.228,0.968
415.258,0.968
415.288,0.976
415.318,0.960
415.348,1.003
415.378,0.999
415.408,0.992
415.438,1.029
415.468,1.021
415.498,0.986
415.528,1.038
415.558,1.021
415.588,1.008
415.618,1.004
415.648,0.943
415.678,0.950
415.708,0.971
415.738,0.982
415.768,0.975
415.798,1.020
415.828,1.031
415.858,1.035
415.888,1.017
415.918,0.995
415.948,0.990
415.978,0.973
416.008,0.961
416.038,0.983
416.068,1.019
416.098,0.980
416.128,1.005
416.158,1.020
416.188,0.998
416.218,1.018
416.248,1.040
416.278,1.020
416.308,1.056
416.338,1.071
416.368,1.067
416.398,1.052
416.428,1.042
416.458,1.061
416.488,1.073
416.518,1.072
416.548,1.062
416.578,1.060
416.608,1.032
416.638,1.032
416.668,1.015
416.698,0.992
416.728,0.998
416.758,0.982
416.788,0.988
416.818,0.964
416.848,1.003
416.878,0.976
416.908,0.961
416.938,1.022
416.968,1.020
416.998,1.006
417.028,1.045
417.058,1.051
417.088,1.041
417.118,1.019
417.148,1.005
417.178,1.016
417.208,0.969
417.238,1.017
417.268,1.061
417.298,1.007
417.328,1.004
417.358,1.005
417.388,1.026
417.418,0.995
417.448,0.986
417.478,1.019
417.508,0.986
417.538,1.006
417.568,1.016
417.598,1.015
417.628,1.021
417.658,0.999
417.688,1.005
417.718,1.026
417.748,1.019
417.778,1.059
417.808,0.986
417.838,1.017
417.868,1.038
417.898,0.903
417.928,1.040
417.958,1.071
417.988,1.004
418.018,0.947
418.048,0.982
418.078,0.994
418.108,1.010
418.138,1.019
418.168,1.018
418.198,1.005
418.228,0.994
418.258,0.969
418.288,0.996
418.318,1.015
418.348,1.013
418.378,0.994
418.408,1.014
418.438,1.028
418.468,1.030
418.498,1.018
418.528,1.006
418.558,1.013
418.588,1.027
418.618,1.002
418.648,1.001
418.678,1.000
418.708,1.000
418.738,1.007
418.768,0.991
418.798,0.996
418.828,1.011
418.858,0.992
418.888,0.994
418.918,1.021
418.948,1.023
418.978,1.014
419.008,1.009
419.038,0.970
419.068,0.991
419.098,0.985
419.128,1.028
419.158,1.008
419.188,0.980
419.218,1.001
419.248,0.984
419.278,0.984
419.308,0.995
419.338,1.014
419.368,1.021
419.398,0.988
419.428,0.985
419.458,1.014
419.488,1.010
419.518,0.978
419.548,0.971
419.578,0.991
419.608,0.983
419.638,0.989
419.668,0.988
419.698,1.009
419.728,1.008
419.758,0.988
419.788,1.002
419.818,1.002
419.848,0.993
419.878,0.990
419.908,1.005
419.938,1.002
419.968,1.004
419.998,0.998
420.028,1.013
420.058,0.995
420.088,0.994
420.118,1.014
420.148,1.024
420.178,1.009
420.208,1.005
420.238,0.987
420.268,0.986
420.298,0.971
420.328,0.997
420.358,1.006
420.388,0.959
420.418,0.966
420.448,0.976
420.478,0.996
420.508,0.989
420.538,0.995
420.568,0.997
420.598,0.988
420.628,0.946
420.658,0.965
420.688,0.986
420.718,0.982
420.748,1.021
420.778,0.991
420.808,0.962
420.838,1.017
420.868,1.015
420.898,0.981
420.928,1.022
420.958,0.993
420.988,0.961
421.018,0.984
421.048,1.038
421.078,1.013
421.108,0.961
421.138,0.999
421.168,1.016
421.198,1.000
421.228,1.030
421.258,1.030
421.288,1.038
421.318,1.036
421.348,1.038
421.378,1.019
421.408,1.012
421.438,0.996
421.468,1.022
421.498,1.047
421.528,1.051
421.558,1.007
421.588,0.976
421.618,0.978
421.648,0.919
421.678,0.929
421.708,1.004
421.738,1.013
421.768,1.008
421.798,1.061
421.828,1.065
421.858,1.014
421.888,1.015
421.918,0.996
421.948,0.975
421.978,1.013
422.008,1.032
422.038,1.028
422.068,1.013
422.098,0.979
422.128,1.032
422.158,1.035
422.188,1.009
422.218,1.044
422.248,1.056
422.278,1.051
422.308,1.028
422.338,1.016
422.368,1.036
422.398,1.029
422.428,0.969
422.458,0.970
422.488,1.028
422.518,0.972
422.548,0.986
422.578,1.023
422.608,0.986
422.638,1.069
422.668,1.074
422.698,1.081
422.728,1.095
422.758,1.042
422.788,1.042
422.818,0.995
422.848,0.986
422.878,0.945
422.908,0.975
422.938,1.024
422.968,1.037
422.998,1.038
423.028,1.023
423.058,0.998
423.088,1.002
423.118,1.035
423.148,1.015
423.178,1.031
423.208,1.020
423.238,0.973
423.268,1.004
423.298,0.950
423.328,0.931
423.358,1.001
423.388,0.957
423.418,0.924
423.448,0.925
423.478,0.982
423.508,1.000
423.538,1.061
423.568,1.020
423.598,1.008
423.628,0.980
423.658,0.969
423.688,1.023
423.718,1.048
423.748,1.059
423.778,1.033
423.808,1.014
423.838,0.981
423.868,0.946
423.898,0.966
423.928,0.978
423.958,0.969
423.988,1.008
424.018,1.036
424.048,1.050
424.078,1.034
424.108,0.985
424.138,0.938
424.168,0.919
424.198,1.008
424.228,1.136
424.258,1.248
424.288,1.055
424.318,1.033
424.348,1.019
424.378,1.011
424.408,0.965
424.438,1.011
424.468,1.025
424.498,0.996
424.528,0.984
424.558,1.001
424.588,1.048
424.618,1.030
424.648,0.991
424.678,1.028
424.708,0.961
424.738,0.978
424.768,1.015
424.798,1.020
424.828,1.061
424.858,1.029
424.888,1.006
424.918,1.010
424.948,0.935
424.978,0.944
425.008,1.001
425.038,0.980
425.068,1.012
425.098,1.030
425.128,1.021
425.158,1.004
425.188,1.017
425.218,1.036
425.248,1.031
425.278,1.032
425.308,1.030
425.338,1.041
425.368,1.017
425.398,0.990
425.428,1.021
425.458,0.998
425.488,0.982
425.518,0.949
425.548,1.006
425.578,1.075
425.608,1.090
425.638,1.045
425.668,1.040
425.698,1.055
425.728,1.014
425.758,0.951
425.788,0.935
425.818,0.971
425.848,0.971
425.878,1.005
425.908,1.038
425.938,1.030
425.968,0.994
425.998,1.019
426.028,1.018
426.058,1.007
426.088,1.011
426.118,1.009
426.148,1.011
426.178,1.028
426.208,1.015
426.238,1.010
426.268,0.996
426.298,1.004
426.328,1.025
426.358,1.003
426.388,1.021
426.418,1.023
426.448,1.020
426.478,1.006
426.508,1.002
426.538,0.995
426.568,0.994
426.598,0.997
426.628,1.001
426.658,1.009
426.688,1.017
426.718,1.013
426.748,1.018
426.778,1.024
426.808,1.010
426.838,1.012
426.868,1.014
426.898,1.000
426.928,1.006
426.958,1.004
426.988,1.011
427.018,1.014
427.048,1.019
427.078,1.014
427.108,1.016
427.138,1.007
427.168,1.012
427.198,1.006
427.228,1.007
427.258,1.014
427.288,1.013
427.318,1.019
427.348,1.009
427.378,1.007
427.408,1.021
427.438,1.011
427.468,1.013
427.498,1.011
427.528,1.001
427.558,1.011
427.588,1.005
427.618,1.008
427.648,1.015
427.678,1.012
427.708,1.011
427.738,1.007
427.768,1.005
427.798,1.011
427.828,1.014
427.858,1.010
427.888,1.007
427.918,1.008
427.948,1.013
427.978,1.009
428.008,1.005
428.038,1.017
428.068,1.011
428.098,1.015
428.128,1.007
428.158,1.002
428.188,1.010
428.218,1.011
428.248,1.009
428.278,1.007
428.308,1.009
428.338,1.010
428.368,0.999
428.398,0.998
428.428,0.997
428.458,1.021
428.488,1.017
428.518,1.015
428.548,1.006
428.578,1.003
428.608,1.008
428.638,1.005
428.668,1.022
428.698,1.010
428.728,1.018
428.758,1.003
428.788,1.004
428.818,1.008
428.848,1.013
428.878,1.012
428.908,1.017
428.938,1.017
428.968,1.013
428.998,1.000
429.028,0.996
429.058,1.005
429.088,1.010
429.118,1.015
429.148,1.006
429.178,1.002
429.208,1.017
429.238,1.019
429.268,1.008
429.298,1.006
429.328,1.012
429.358,1.016
429.388,1.009
429.418,1.014
429.448,1.007
429.478,1.022
429.508,1.003
429.538,1.007
429.568,1.018
429.598,1.011
429.628,1.013
429.658,1.014
429.688,1.009
429.718,1.008
429.748,1.012
429.778,1.011
429.808,1.008
429.838,1.020
429.868,1.011
429.898,1.016
429.928,1.002
429.958,1.006
429.988,1.008
430.018,1.005
430.048,1.006
430.078,1.015
430.108,1.010
430.138,1.011
430.168,1.008
430.198,1.007
430.228,1.008
430.258,1.011
430.288,1.010
430.318,1.014
430.348,1.011
430.378,1.007
430.408,1.010
430.438,1.009
430.468,1.018
430.498,1.015
430.528,1.015
430.558,1.002
430.588,1.010
430.618,1.010
430.648,1.015
430.678,1.011
430.708,1.012
430.738,1.011
430.768,1.015
430.798,1.008
430.828,1.009
430.858,1.015
430.888,1.016
430.918,1.012
430.948,1.014
430.978,1.011
431.008,1.008
431.038,1.012
431.068,1.012
431.098,1.009
431.128,1.011
431.158,1.026
431.188,1.004
431.218,1.015
431.248,1.010
431.278,1.010
431.308,1.006
431.338,1.008
431.368,1.010
431.398,1.016
431.428,1.005
431.458,1.017
431.488,1.010
431.518,1.005
431.548,1.011
431.578,1.011
431.608,0.997
431.638,1.003
431.668,1.029
431.698,1.009
431.728,1.006
431.758,1.015
431.788,1.006
431.818,0.994
431.848,1.001
431.878,1.012
431.908,1.012
431.938,0.980
431.968,0.999
431.998,1.016
432.028,1.020
432.058,1.015
432.088,1.014
432.118,1.006
432.148,1.017
432.178,0.998
432.208,0.996
432.238,0.998
432.268,1.003
432.298,1.006
432.328,0.999
432.358,1.003
432.388,1.009
432.418,1.013
432.448,1.009
432.478,1.002
432.508,1.002
432.538,1.004
432.568,1.000
432.598,1.009
432.628,1.011
432.658,1.013
432.688,1.004
432.718,1.000
432.748,1.011
432.778,1.021
432.808,1.011
432.838,1.004
432.868,0.993
432.898,1.011
432.928,1.010
432.958,0.992
432.988,1.009
433.018,1.018
433.048,1.010
433.078,1.010
433.108,1.010
433.138,1.002
433.168,1.006
433.198,1.021
433.228,1.002
433.258,1.010
433.288,1.008
433.318,1.009
433.348,1.005
433.378,1.010
433.408,1.003
433.438,1.014
433.468,1.008
433.498,1.010
433.528,1.004
433.558,1.009
433.588,1.008
433.618,1.012
433.648,1.013
433.678,1.007
433.708,1.001
433.738,1.003
433.768,1.020
433.798,1.006
433.828,1.008
433.858,1.010
433.888,1.005
433.918,1.002
433.948,1.010
433.978,1.010
434.008,1.007
434.038,1.005
434.068,1.010
434.098,1.005
434.128,1.006
434.158,1.013
434.188,1.012
434.218,1.007
434.248,1.000
434.278,1.006
434.308,1.017
434.338,1.007
434.368,1.011
434.398,1.002
434.428,1.006
434.458,1.002
434.488,1.011
434.518,1.014
434.548,1.004
434.578,1.005
434.608,1.010
434.638,1.004
434.668,1.000
434.698,1.010
434.728,1.017
434.758,1.007
434.788,1.008
434.818,1.014
434.848,1.013
434.878,1.003
434.908,1.018
434.938,1.006
434.968,1.006
434.998,1.003
435.028,1.004
435.058,1.012
435.088,1.014
435.118,1.006
435.148,1.011
435.178,1.007
435.208,1.002
435.238,1.009
435.268,1.009
435.298,1.013
435.328,1.007
435.358,1.008
435.388,1.004
435.418,1.008
435.448,1.021
435.478,1.003
435.508,1.007
435.538,1.007
435.568,1.006
435.598,1.006
435.628,1.009
435.658,1.007
435.688,1.015
435.718,1.012
435.748,1.007
435.778,1.003
435.808,1.002
435.838,1.007
435.868,1.005
435.898,1.008
435.928,1.008
435.958,1.004
435.988,1.007
436.018,1.016
436.048,1.016
436.078,0.996
436.108,1.011
436.138,1.008
436.168,1.007
436.198,1.005
436.228,1.008
436.258,1.007
436.288,1.015
436.318,1.008
436.348,1.006
436.378,1.008
436.408,1.003
436.438,1.008
436.468,1.005
436.498,1.012
436.528,1.010
436.558,1.008
436.588,1.009
436.618,1.010
436.648,1.011
436.678,1.009
436.708,1.009
436.738,1.002
436.768,1.013
436.798,1.009
436.828,1.007
436.858,1.009
436.888,1.010
436.918,1.008
436.948,1.009
436.978,1.008
437.008,1.009
437.038,1.014
437.068,1.006
437.098,1.005
437.128,1.009
437.158,1.009
437.188,1.008
437.218,1.011
437.248,1.010
437.278,1.008
437.308,1.008
437.338,1.009
437.368,1.009
437.398,1.006
437.428,1.010
437.458,1.003
437.488,1.014
437.518,1.013
437.548,1.008
437.578,1.003
437.608,1.009
437.638,1.006
437.668,1.012
437.698,1.011
437.728,1.010
437.758,1.004
437.788,1.010
437.818,1.012
437.848,1.005
437.878,1.009
437.908,1.008
437.938,1.012
437.968,1.013
437.998,1.009
438.028,1.005
438.058,1.011
438.088,1.011
438.118,1.008
438.148,1.008
438.178,1.008
438.208,1.008
438.238,1.008
438.268,1.000
438.298,1.022
438.328,1.013
438.358,1.010
438.388,1.005
438.418,1.004
438.448,1.007
438.478,1.011
438.508,1.011
438.538,1.015
438.568,1.005
438.598,1.013
438.628,1.009
438.658,1.004
438.688,1.010
438.718,1.008
438.748,1.012
438.778,1.009
438.808,1.008
438.838,1.010
438.868,1.004
438.898,1.012
438.928,1.010
438.958,1.001
438.988,1.005
439.018,1.011
439.048,1.002
439.078,1.014
439.108,1.014
439.138,1.007
439.168,1.004
439.198,1.011
439.228,1.013
439.258,1.006
439.288,1.007
439.318,1.005
439.348,1.010
439.378,1.006
439.408,1.006
439.438,1.011
439.468,1.009
439.498,1.012
439.528,1.011
439.558,1.006
439.588,1.003
439.618,1.025
439.648,0.982
439.678,1.011
439.708,1.021
439.738,1.008
439.768,1.008
439.798,1.021
439.828,1.009
439.858,1.015
439.888,1.006
439.918,1.002
439.948,1.006
439.978,1.010
440.008,1.009
440.038,1.010
440.068,1.012
440.098,1.013
440.128,1.013
440.158,1.006
440.188,1.015
440.218,1.012
440.248,1.009
440.278,1.013
440.308,1.012
440.338,1.007
440.368,1.012
440.398,1.009
440.428,1.009
440.458,1.016
440.488,1.013
440.518,1.001
440.548,1.014
440.578,1.021
440.608,1.005
440.638,1.012
440.668,1.010
440.698,1.007
440.728,1.007
440.758,1.014
440.788,1.012
440.818,1.009
440.848,1.012
440.878,1.007
440.908,1.014
440.938,1.006
440.968,1.004
440.998,1.015
441.028,1.012
441.058,1.011
441.088,1.010
441.118,1.006
441.148,1.010
441.178,1.004
441.208,1.007
441.238,1.008
441.268,1.010
441.298,1.019
441.328,1.007
441.358,1.014
441.388,1.006
441.418,1.010
441.448,1.004
441.478,1.010
441.508,1.014
441.538,1.009
441.568,1.004
441.598,1.012
441.628,1.009
441.658,1.002
441.688,1.009
441.718,1.013
441.748,1.012
441.778,1.004
441.808,1.010
441.838,1.011
441.868,1.007
441.898,1.010
441.928,1.013
441.958,1.015
441.988,0.995
442.018,1.018
442.048,1.009
442.078,0.998
442.108,1.001
442.138,1.016
442.168,1.012
442.198,1.007
442.228,1.018
442.258,1.003
442.288,1.010
442.318,1.004
442.348,1.003
442.378,1.010
442.408,1.014
442.438,1.004
442.468,1.010
442.498,1.005
442.528,1.011
442.558,1.008
442.588,1.014
442.618,1.009
442.648,1.002
442.678,1.005
442.708,1.012
442.738,1.010
442.768,1.010
442.798,1.010
442.828,1.008
442.858,1.008
442.888,1.011
442.918,1.011
442.948,1.011
442.978,1.009
443.008,1.011
443.038,1.005
443.068,1.006
443.098,1.011
443.128,1.011
443.158,1.010
443.188,1.014
443.218,1.012
443.248,1.010
443.278,1.012
443.308,1.009
443.338,1.007
443.368,1.011
443.398,1.009
443.428,1.005
443.458,1.014
443.488,1.006
443.518,1.011
443.548,1.015
443.578,1.009
443.608,1.007
443.638,1.008
443.668,1.015
443.698,1.012
443.728,1.009
443.758,1.011
