df_hash,22ZHK4.K5E5X0
115.561,1.021
115.591,1.021
115.621,1.024
115.651,1.030
115.681,1.029
115.711,1.023
115.741,1.025
115.771,1.028
115.801,1.024
115.831,1.025
115.861,1.023
115.891,1.028
115.921,1.026
115.951,1.026
115.981,1.025
116.011,1.026
116.041,1.026
116.071,1.026
116.101,1.022
116.131,1.024
116.161,1.028
116.191,1.020
116.221,1.027
116.251,1.026
116.281,1.030
116.311,1.029
116.341,1.021
116.371,1.023
116.401,1.026
116.431,1.029
116.461,1.025
116.491,1.021
116.521,1.028
116.551,1.026
116.581,1.024
116.611,1.024
116.641,1.027
116.671,1.025
116.701,1.026
116.731,1.024
116.761,1.026
116.791,1.032
116.821,1.026
116.851,1.021
116.881,1.027
116.911,1.026
116.941,1.023
116.971,1.024
117.001,1.022
117.031,1.026
117.061,1.028
117.091,1.027
117.121,1.025
117.151,1.019
117.181,1.024
117.211,1.028
117.241,1.028
117.271,1.028
117.301,1.024
117.331,1.021
117.361,1.030
117.391,1.023
117.421,1.022
117.451,1.025
117.481,1.027
117.511,1.027
117.541,1.028
117.571,1.023
117.601,1.026
117.631,1.028
117.661,1.024
117.691,1.027
117.721,1.030
117.751,1.026
117.781,1.025
117.811,1.026
117.841,1.033
117.871,1.024
117.901,1.018
117.931,1.024
117.961,1.025
117.991,1.029
118.021,1.027
118.051,1.021
118.081,1.021
118.111,1.029
118.141,1.021
118.171,1.022
118.201,1.024
118.231,1.026
118.261,1.028
118.291,1.026
118.321,1.023
118.351,1.027
118.381,1.026
118.411,1.026
118.441,1.026
118.471,1.024
118.501,1.024
118.531,1.023
118.561,1.024
118.591,1.028
118.621,1.029
118.651,1.025
118.681,1.023
118.711,1.021
118.741,1.026
118.771,1.027
118.801,1.024
118.831,1.023
118.861,1.022
118.891,1.028
118.921,1.025
118.951,1.021
118.981,1.025
119.011,1.029
119.041,1.028
119.071,1.026
119.101,1.026
119.131,1.024
119.161,1.023
119.191,1.026
119.221,1.027
119.251,1.024
119.281,1.026
119.311,1.023
119.341,1.027
119.371,1.027
119.401,1.030
119.431,1.027
119.461,1.022
119.491,1.021
119.521,1.026
119.551,1.025
119.581,1.028
119.611,1.026
119.641,1.021
119.671,1.026
119.701,1.026
119.731,1.023
119.761,1.023
119.791,1.029
119.821,1.024
119.851,1.028
119.881,1.028
119.911,1.028
119.941,1.024
119.971,1.025
120.001,1.026
120.031,1.025
120.061,1.024
120.091,1.029
120.121,1.028
120.151,1.025
120.181,1.022
120.211,1.029
120.241,1.026
120.271,1.024
120.301,1.022
120.331,1.021
120.361,1.025
120.391,1.030
120.421,1.024
120.451,1.024
120.481,1.026
120.511,1.025
120.541,1.022
120.571,1.024
120.601,1.026
120.631,1.023
120.661,1.026
120.691,1.030
120.721,1.023
120.751,1.024
120.781,1.025
120.811,1.023
120.841,1.023
120.871,1.022
120.901,1.027
120.931,1.028
120.961,1.026
120.991,1.022
121.021,1.029
121.051,1.026
121.081,1.025
121.111,1.023
121.141,1.023
121.171,1.026
121.201,1.025
121.231,1.023
121.261,1.026
121.291,1.030
121.321,1.026
121.351,1.022
121.381,1.027
121.411,1.027
121.441,1.024
121.471,1.027
121.501,1.022
121.531,1.026
121.561,1.024
121.591,1.024
121.621,1.024
121.651,1.026
121.681,1.024
121.711,1.029
121.741,1.027
121.771,1.024
121.801,1.027
121.831,1.025
121.861,1.023
121.891,1.022
121.921,1.021
121.951,1.026
121.981,1.031
122.011,1.021
122.041,1.026
122.071,1.030
122.101,1.023
122.131,1.023
122.161,1.029
122.191,1.025
122.221,1.027
122.251,1.026
122.281,1.026
122.311,1.020
122.341,1.026
122.371,1.027
122.401,1.023
122.431,1.026
122.461,1.021
122.491,1.027
122.521,1.029
122.551,1.029
122.581,1.021
122.611,1.022
122.641,1.029
122.671,1.027
122.701,1.021
122.731,1.022
122.761,1.027
122.791,1.025
122.821,1.023
122.851,1.024
122.881,1.025
122.911,1.026
122.941,1.029
122.971,1.031
123.001,1.024
123.031,1.022
123.061,1.023
123.091,1.024
123.121,1.027
123.151,1.021
123.181,1.027
123.211,1.030
123.241,1.026
123.271,1.022
123.301,1.025
123.331,1.024
123.361,1.026
123.391,1.029
123.421,1.028
123.451,1.020
123.481,1.025
123.511,1.026
123.541,1.024
123.571,1.023
123.601,1.025
123.631,1.026
123.661,1.027
123.691,1.023
123.721,1.027
123.751,1.022
123.781,1.031
123.811,1.035
123.841,1.026
123.871,1.021
123.901,1.024
123.931,1.032
123.961,1.026
123.991,1.024
124.021,1.021
124.051,1.023
124.081,1.027
124.111,1.029
124.141,1.027
124.171,1.026
124.201,1.028
124.231,1.024
124.261,1.022
124.291,1.026
124.321,1.025
124.351,1.024
124.381,1.029
124.411,1.027
124.441,1.022
124.471,1.025
124.501,1.027
124.531,1.030
124.561,1.028
124.591,1.024
124.621,1.022
124.651,1.029
124.681,1.025
124.711,1.025
124.741,1.021
124.771,1.021
124.801,1.029
124.831,1.034
124.861,1.031
124.891,1.023
124.921,1.023
124.951,1.025
124.981,1.023
125.011,1.023
125.041,1.029
125.071,1.024
125.101,1.029
125.131,1.028
125.161,1.023
125.191,1.025
125.221,1.025
125.251,1.024
125.281,1.032
125.311,1.025
125.341,1.024
125.371,1.025
125.401,1.031
125.431,1.031
125.461,1.024
125.491,1.023
125.521,1.023
125.551,1.025
125.581,1.028
125.611,1.021
125.641,1.021
125.671,1.024
125.701,1.027
125.731,1.024
125.761,1.024
125.791,1.024
125.821,1.024
125.851,1.027
125.881,1.030
125.911,1.024
125.941,1.024
125.971,1.026
126.001,1.026
126.031,1.034
126.061,1.030
126.091,1.024
126.121,1.022
126.151,1.030
126.181,1.026
126.211,1.025
126.241,1.022
126.271,1.026
126.301,1.027
126.331,1.025
126.361,1.023
126.391,1.023
126.421,1.031
126.451,1.028
126.481,1.021
126.511,1.026
126.541,1.026
126.571,1.026
126.601,1.026
126.631,1.025
126.661,1.023
126.691,1.028
126.721,1.027
126.751,1.023
126.781,1.031
126.811,1.038
126.841,1.022
126.871,1.020
126.901,1.027
126.931,1.028
126.961,1.022
126.991,1.023
127.021,1.026
127.051,1.026
127.081,1.021
127.111,1.023
127.141,1.024
127.171,1.032
127.201,1.027
127.231,1.020
127.261,1.023
127.291,1.029
127.321,1.025
127.351,1.027
127.381,1.028
127.411,1.025
127.441,1.023
127.471,1.026
127.501,1.030
127.531,1.026
127.561,1.026
127.591,1.027
127.621,1.028
127.651,1.024
127.681,1.021
127.711,1.025
127.741,1.027
127.771,1.028
127.801,1.030
127.831,1.021
127.861,1.023
127.891,1.030
127.921,1.024
127.951,1.023
127.981,1.027
128.011,1.027
128.041,1.029
128.071,1.025
128.101,1.024
128.131,1.025
128.161,1.024
128.191,1.029
128.221,1.021
128.251,1.026
128.281,1.026
128.311,1.032
128.341,1.024
128.371,1.023
128.401,1.025
128.431,1.026
128.461,1.028
128.491,1.024
128.521,1.021
128.551,1.023
128.581,1.028
128.611,1.026
128.641,1.021
128.671,1.028
128.701,1.026
128.731,1.025
128.761,1.025
128.791,1.024
128.821,1.024
128.851,1.033
128.881,1.033
128.911,1.026
128.941,1.021
128.971,1.023
129.001,1.028
129.031,1.027
129.061,1.025
129.091,1.022
129.121,1.024
129.151,1.024
129.181,1.030
129.211,1.035
129.241,1.023
129.271,1.027
129.301,1.028
129.331,1.024
129.361,1.021
129.391,1.027
129.421,1.027
129.451,1.024
129.481,1.024
129.511,1.027
129.541,1.029
129.571,1.027
129.601,1.025
129.631,1.025
129.661,1.025
129.691,1.018
129.721,1.026
129.751,1.029
129.781,1.024
129.811,1.029
129.841,1.023
129.871,1.026
129.901,1.030
129.931,1.023
129.961,1.020
129.991,1.024
130.021,1.027
130.051,1.028
130.081,1.023
130.111,1.023
130.141,1.025
130.171,1.030
130.201,1.025
130.231,1.026
130.261,1.024
130.291,1.022
130.321,1.028
130.351,1.026
130.381,1.032
130.411,1.026
130.441,1.022
130.471,1.029
130.501,1.032
130.531,1.027
130.561,1.028
130.591,1.021
130.621,1.024
130.651,1.029
130.681,1.026
130.711,1.022
130.741,1.025
130.771,1.026
130.801,1.026
130.831,1.024
130.861,1.023
130.891,1.030
130.921,1.027
130.951,1.028
130.981,1.025
131.011,1.026
131.041,1.024
131.071,1.026
131.101,1.024
131.131,1.023
131.161,1.032
131.191,1.021
131.221,1.023
131.251,1.029
131.281,1.033
131.311,1.026
131.341,1.023
131.371,1.022
131.401,1.028
131.431,1.031
131.461,1.029
131.491,1.021
131.521,1.025
131.551,1.024
131.581,1.028
131.611,1.023
131.641,1.026
131.671,1.025
131.701,1.028
131.731,1.029
131.761,1.024
131.791,1.023
131.821,1.024
131.851,1.027
131.881,1.026
131.911,1.024
131.941,1.027
131.971,1.026
132.001,1.024
132.031,1.029
132.061,1.025
132.091,1.029
132.121,1.026
132.151,1.022
132.181,1.025
132.211,1.027
132.241,1.029
132.271,1.027
132.301,1.023
132.331,1.026
132.361,1.030
132.391,1.026
132.421,1.021
132.451,1.024
132.481,1.029
132.511,1.029
132.541,1.026
132.571,1.024
132.601,1.024
132.631,1.026
132.661,1.028
132.691,1.027
132.721,1.026
132.751,1.025
132.781,1.020
132.811,1.028
132.841,1.029
132.871,1.029
132.901,1.021
132.931,1.022
132.961,1.027
132.991,1.027
133.021,1.023
133.051,1.025
133.081,1.021
133.111,1.027
133.141,1.026
133.171,1.023
133.201,1.021
133.231,1.026
133.261,1.028
133.291,1.028
133.321,1.029
133.351,1.024
133.381,1.025
133.411,1.028
133.441,1.024
133.471,1.024
133.501,1.021
133.531,1.029
133.561,1.033
133.591,1.030
133.621,1.022
133.651,1.021
133.681,1.026
133.711,1.028
133.741,1.026
133.771,1.028
133.801,1.023
133.831,1.025
133.861,1.032
133.891,1.023
133.921,1.025
133.951,1.027
133.981,1.028
134.011,1.032
134.041,1.027
134.071,1.024
134.101,1.025
134.131,1.026
134.161,1.027
134.191,1.028
134.221,1.025
134.251,1.022
134.281,1.027
134.311,1.031
134.341,1.029
134.371,1.023
134.401,1.021
134.431,1.024
134.461,1.028
134.491,1.024
134.521,1.021
134.551,1.021
134.581,1.028
134.611,1.028
134.641,1.022
134.671,1.024
134.701,1.028
134.731,1.024
134.761,1.022
134.791,1.023
134.821,1.025
134.851,1.025
134.881,1.026
134.911,1.027
134.941,1.030
134.971,1.025
135.001,1.026
135.031,1.025
135.061,1.030
135.091,1.024
135.121,1.026
135.151,1.022
135.181,1.024
135.211,1.024
135.241,1.030
135.271,1.029
135.301,1.023
135.331,1.023
135.361,1.028
135.391,1.025
135.421,1.024
135.451,1.026
135.481,1.027
135.511,1.025
135.541,1.025
135.571,1.025
135.601,1.023
135.631,1.022
135.661,1.026
135.691,1.026
135.721,1.024
135.751,1.023
135.781,1.021
135.811,1.023
135.841,1.026
135.871,1.028
135.901,1.024
135.931,1.025
135.961,1.021
135.991,1.024
136.021,1.029
136.051,1.023
136.081,1.021
136.111,1.023
136.141,1.027
136.171,1.024
136.201,1.022
136.231,1.024
136.261,1.028
136.291,1.028
136.321,1.026
136.351,1.025
136.381,1.023
136.411,1.026
136.441,1.026
136.471,1.024
136.501,1.024
136.531,1.023
136.561,1.028
136.591,1.023
136.621,1.023
136.651,1.031
136.681,1.031
136.711,1.023
136.741,1.022
136.771,1.026
136.801,1.026
136.831,1.029
136.861,1.023
136.891,1.022
136.921,1.021
136.951,1.026
136.981,1.025
137.011,1.024
137.041,1.026
137.071,1.028
137.101,1.026
137.131,1.023
137.161,1.025
137.191,1.022
137.221,1.025
137.251,1.026
137.281,1.024
137.311,1.024
137.341,1.028
137.371,1.029
137.401,1.031
137.431,1.027
137.461,1.024
137.491,1.032
137.521,1.026
137.551,1.021
137.581,1.021
137.611,1.025
137.641,1.024
137.671,1.024
137.701,1.019
137.731,1.021
137.761,1.033
137.791,1.021
137.821,1.021
137.851,1.021
137.881,1.027
137.911,1.026
137.941,1.029
137.971,1.028
138.001,1.022
138.031,1.027
138.061,1.027
138.091,1.023
138.121,1.025
138.151,1.024
138.181,1.023
138.211,1.027
138.241,1.030
138.271,1.022
138.301,1.019
138.331,1.022
138.361,1.027
138.391,1.029
138.421,1.032
138.451,1.021
138.481,1.028
138.511,1.031
138.541,1.022
138.571,1.022
138.601,1.026
138.631,1.027
138.661,1.027
138.691,1.024
138.721,1.025
138.751,1.025
138.781,1.027
138.811,1.023
138.841,1.025
138.871,1.021
138.901,1.021
138.931,1.025
138.961,1.034
138.991,1.027
139.021,1.021
139.051,1.022
139.081,1.025
139.111,1.027
139.141,1.027
139.171,1.021
139.201,1.024
139.231,1.027
139.261,1.027
139.291,1.024
139.321,1.021
139.351,1.027
139.381,1.027
139.411,1.028
139.441,1.024
139.471,1.022
139.501,1.028
139.531,1.027
139.561,1.026
139.591,1.029
139.621,1.021
139.651,1.019
139.681,1.031
139.711,1.027
139.741,1.022
139.771,1.022
139.801,1.022
139.831,1.027
139.861,1.028
139.891,1.030
139.921,1.022
139.951,1.024
139.981,1.028
140.011,1.025
140.041,1.025
140.071,1.025
140.101,1.027
140.131,1.027
140.161,1.028
140.191,1.026
140.221,1.024
140.251,1.025
140.281,1.027
140.311,1.031
140.341,1.028
140.371,1.027
140.401,1.022
140.431,1.029
140.461,1.028
140.491,1.023
140.521,1.024
140.551,1.025
140.581,1.029
140.611,1.029
140.641,1.026
140.671,1.021
140.701,1.024
140.731,1.030
140.761,1.025
140.791,1.023
140.821,1.027
140.851,1.028
140.881,1.025
140.911,1.028
140.941,1.023
140.971,1.025
141.001,1.024
141.031,1.025
141.061,1.023
141.091,1.030
141.121,1.025
141.151,1.024
141.181,1.020
141.211,1.027
141.241,1.026
141.271,1.028
141.301,1.022
141.331,1.023
141.361,1.030
141.391,1.024
141.421,1.023
141.451,1.025
141.481,1.027
141.511,1.027
141.541,1.026
141.571,1.023
141.601,1.021
141.631,1.027
141.661,1.027
141.691,1.024
141.721,1.024
141.751,1.026
141.781,1.024
141.811,1.026
141.841,1.024
141.871,1.027
141.901,1.021
141.931,1.024
141.961,1.030
141.991,1.030
142.021,1.028
142.051,1.021
142.081,1.023
142.111,1.029
142.141,1.029
142.171,1.025
142.201,1.023
142.231,1.025
142.261,1.027
142.291,1.027
142.321,1.026
142.351,1.025
142.381,1.026
142.411,1.027
142.441,1.026
142.471,1.026
142.501,1.026
142.531,1.028
142.561,1.024
142.591,1.027
142.621,1.027
142.651,1.020
142.681,1.024
142.711,1.033
142.741,1.024
142.771,1.020
142.801,1.021
142.831,1.026
142.861,1.027
142.891,1.031
142.921,1.025
142.951,1.023
142.981,1.028
143.011,1.026
143.041,1.023
143.071,1.025
143.101,1.026
143.131,1.027
143.161,1.021
143.191,1.022
143.221,1.023
143.251,1.028
143.281,1.029
143.311,1.026
143.341,1.026
143.371,1.029
143.401,1.029
143.431,1.024
143.461,1.024
143.491,1.021
143.521,1.027
143.551,1.027
143.581,1.028
143.611,1.021
143.641,1.023
143.671,1.026
143.701,1.023
143.731,1.027
143.761,1.026
143.791,1.030
143.821,1.023
143.851,1.022
143.881,1.024
143.911,1.024
143.941,1.031
143.971,1.029
144.001,1.023
144.031,1.027
144.061,1.028
144.091,1.021
144.121,1.020
144.151,1.025
144.181,1.027
144.211,1.031
144.241,1.018
144.271,1.021
144.301,1.025
144.331,1.028
144.361,1.023
144.391,1.023
144.421,1.026
144.451,1.027
144.481,1.025
144.511,1.030
144.541,1.021
144.571,1.021
144.601,1.031
144.631,1.024
144.661,1.024
144.691,1.025
144.721,1.029
144.751,1.027
144.781,1.021
144.811,1.027
144.841,1.029
144.871,1.027
144.901,1.025
144.931,1.022
144.961,1.022
144.991,1.027
145.021,1.029
145.051,1.021
145.081,1.022
145.111,1.028
145.141,1.028
145.171,1.030
145.201,1.022
145.231,1.022
145.261,1.026
145.291,1.023
145.321,1.030
145.351,1.023
145.381,1.017
145.411,1.031
145.441,1.028
145.471,1.026
145.501,1.021
145.531,1.024
145.561,1.028
145.591,1.027
145.621,1.024
145.651,1.025
145.681,1.021
145.711,1.026
145.741,1.030
145.771,1.023
145.801,1.021
145.831,1.027
145.861,1.027
145.891,1.024
145.921,1.027
145.951,1.024
145.981,1.024
146.011,1.025
146.041,1.027
146.071,1.027
146.101,1.028
146.131,1.023
146.161,1.021
146.191,1.032
146.221,1.027
146.251,1.021
146.281,1.026
146.311,1.022
146.341,1.027
146.371,1.032
146.401,1.026
146.431,1.025
146.461,1.024
146.491,1.031
146.521,1.031
146.551,1.023
146.581,1.022
146.611,1.025
146.641,1.028
146.671,1.027
146.701,1.023
146.731,1.025
146.761,1.025
146.791,1.028
146.821,1.028
146.851,1.023
146.881,1.023
146.911,1.026
146.941,1.027
146.971,1.022
147.001,1.022
147.031,1.029
147.061,1.030
147.091,1.027
147.121,1.026
147.151,1.027
147.181,1.027
147.211,1.025
147.241,1.030
147.271,1.025
147.301,1.021
147.331,1.026
147.361,1.031
147.391,1.026
147.421,1.024
147.451,1.025
147.481,1.026
147.511,1.026
147.541,1.026
147.571,1.027
147.601,1.023
147.631,1.025
147.661,1.026
147.691,1.025
147.721,1.026
147.751,1.024
147.781,1.033
147.811,1.031
147.841,1.027
147.871,1.024
147.901,1.029
147.931,1.027
147.961,1.029
147.991,1.024
148.021,1.025
148.051,1.028
148.081,1.029
148.111,1.032
148.141,1.021
148.171,1.025
148.201,1.029
148.231,1.023
148.261,1.021
148.291,1.027
148.321,1.029
148.351,1.024
148.381,1.026
148.411,1.025
148.441,1.029
148.471,1.024
148.501,1.028
148.531,1.026
148.561,1.023
148.591,1.023
148.621,1.026
148.651,1.024
148.681,1.024
148.711,1.030
148.741,1.028
148.771,1.024
148.801,1.023
148.831,1.025
148.861,1.026
148.891,1.030
148.921,1.030
148.951,1.021
148.981,1.024
149.011,1.029
149.041,1.022
149.071,1.025
149.101,1.025
149.131,1.027
149.161,1.030
149.191,1.029
149.221,1.028
149.251,1.021
149.281,1.027
149.311,1.030
149.341,1.028
149.371,1.025
149.401,1.025
149.431,1.023
149.461,1.030
149.491,1.029
149.521,1.020
149.551,1.023
149.581,1.028
149.611,1.027
149.641,1.021
149.671,1.021
149.701,1.025
149.731,1.027
149.761,1.021
149.791,1.023
149.821,1.025
149.851,1.027
149.881,1.031
149.911,1.024
149.941,1.024
149.971,1.019
150.001,1.023
150.031,1.027
150.061,1.025
150.091,1.017
150.121,1.026
150.151,1.030
150.181,1.024
150.211,1.025
150.241,1.022
150.271,1.024
150.301,1.028
150.331,1.025
150.361,1.022
150.391,1.025
150.421,1.027
150.451,1.025
150.481,1.021
150.511,1.025
150.541,1.027
150.571,1.025
150.601,1.026
150.631,1.023
150.661,1.022
150.691,1.026
150.721,1.027
150.751,1.024
150.781,1.021
150.811,1.021
150.841,1.028
150.871,1.028
150.901,1.027
150.931,1.022
150.961,1.025
150.991,1.023
151.021,1.025
151.051,1.029
151.081,1.021
151.111,1.027
151.141,1.025
151.171,1.019
151.201,1.022
151.231,1.023
151.261,1.025
151.291,1.022
151.321,1.026
151.351,1.024
151.381,1.022
151.411,1.022
151.441,1.023
151.471,1.026
151.501,1.022
151.531,1.016
151.561,1.029
151.591,1.028
151.621,1.022
151.651,1.023
151.681,1.021
151.711,1.024
151.741,1.026
151.771,1.024
151.801,1.022
151.831,1.021
151.861,1.025
151.891,1.028
151.921,1.021
151.951,1.021
151.981,1.024
152.011,1.028
152.041,1.026
152.071,1.023
152.101,1.023
152.131,1.023
152.161,1.024
152.191,1.025
152.221,1.024
152.251,1.028
152.281,1.024
152.311,1.021
152.341,1.028
152.371,1.028
152.401,1.021
152.431,1.026
152.461,1.022
152.491,1.024
152.521,1.028
152.551,1.021
152.581,1.025
152.611,1.022
152.641,1.028
152.671,1.027
152.701,1.021
152.731,1.021
152.761,1.026
152.791,1.026
152.821,1.028
152.851,1.025
152.881,1.027
152.911,1.025
152.941,1.025
152.971,1.025
153.001,1.021
153.031,1.024
153.061,1.023
153.091,1.021
153.121,1.028
153.151,1.031
153.181,1.023
153.211,1.022
153.241,1.022
153.271,1.022
153.301,1.029
153.331,1.021
153.361,1.021
153.391,1.024
153.421,1.025
153.451,1.026
153.481,1.024
153.511,1.026
153.541,1.026
153.571,1.026
153.601,1.028
153.631,1.025
153.661,1.023
153.691,1.025
153.721,1.025
153.751,1.024
153.781,1.025
153.811,1.027
153.841,1.029
153.871,1.026
153.901,1.020
153.931,1.026
153.961,1.026
153.991,1.024
154.021,1.021
154.051,1.021
154.081,1.026
154.111,1.026
154.141,1.025
154.171,1.023
154.201,1.025
154.231,1.025
154.261,1.021
154.291,1.022
154.321,1.026
154.351,1.026
154.381,1.028
154.411,1.026
154.441,1.021
154.471,1.024
154.501,1.024
154.531,1.025
154.561,1.023
154.591,1.022
154.621,1.028
154.651,1.023
154.681,1.024
154.711,1.029
154.741,1.026
154.771,1.020
154.801,1.023
154.831,1.025
154.861,1.028
154.891,1.022
154.921,1.021
154.951,1.025
154.981,1.027
155.011,1.021
155.041,1.021
155.071,1.028
155.101,1.028
155.131,1.028
155.161,1.025
155.191,1.026
155.221,1.025
155.251,1.023
155.281,1.026
155.311,1.023
155.341,1.024
155.371,1.023
155.401,1.022
155.431,1.027
155.461,1.031
155.491,1.032
155.521,1.024
155.551,1.022
155.581,1.027
155.611,1.027
155.641,1.026
155.671,1.021
155.701,1.024
155.731,1.023
155.761,1.024
155.791,1.024
155.821,1.023
155.851,1.030
155.881,1.028
155.911,1.027
155.941,1.022
155.971,1.023
156.001,1.025
156.031,1.024
156.061,1.024
156.091,1.020
156.121,1.027
156.151,1.030
156.181,1.026
156.211,1.023
156.241,1.022
156.271,1.023
156.301,1.031
156.331,1.020
156.361,1.020
156.391,1.023
156.421,1.025
156.451,1.025
156.481,1.022
156.511,1.026
156.541,1.026
156.571,1.028
156.601,1.026
156.631,1.025
156.661,1.023
156.691,1.022
156.721,1.027
156.751,1.023
156.781,1.027
156.811,1.029
156.841,1.028
156.871,1.021
156.901,1.022
156.931,1.027
156.961,1.026
156.991,1.027
157.021,1.026
157.051,1.022
157.081,1.026
157.111,1.025
157.141,1.021
157.171,1.024
157.201,1.024
157.231,1.025
157.261,1.026
157.291,1.023
157.321,1.022
157.351,1.021
157.381,1.024
157.411,1.031
157.441,1.021
157.471,1.018
157.501,1.029
157.531,1.029
157.561,1.025
157.591,1.022
157.621,1.022
157.651,1.023
157.681,1.029
157.711,1.031
157.741,1.022
157.771,1.024
157.801,1.025
157.831,1.024
157.861,1.024
157.891,1.027
157.921,1.026
157.951,1.027
157.981,1.023
158.011,1.027
158.041,1.025
158.071,1.025
158.101,1.029
158.131,1.025
158.161,1.022
158.191,1.023
158.221,1.027
158.251,1.023
158.281,1.023
158.311,1.023
158.341,1.022
158.371,1.025
158.401,1.031
158.431,1.025
158.461,1.022
158.491,1.029
158.521,1.025
158.551,1.023
158.581,1.022
158.611,1.021
158.641,1.025
158.671,1.029
158.701,1.026
158.731,1.023
158.761,1.022
158.791,1.023
158.821,1.027
158.851,1.028
158.881,1.028
158.911,1.024
158.941,1.021
158.971,1.030
159.001,1.030
159.031,1.023
159.061,1.023
159.091,1.021
159.121,1.023
159.151,1.028
159.181,1.025
159.211,1.024
159.241,1.022
159.271,1.024
159.301,1.023
159.331,1.023
159.361,1.025
159.391,1.025
159.421,1.024
159.451,1.024
159.481,1.024
159.511,1.024
159.541,1.021
159.571,1.023
159.601,1.023
159.631,1.027
159.661,1.027
159.691,1.027
159.721,1.027
159.751,1.031
159.781,1.028
159.811,1.021
159.841,1.022
159.871,1.021
159.901,1.029
159.931,1.029
159.961,1.021
159.991,1.023
160.021,1.029
160.051,1.024
160.081,1.021
160.111,1.028
160.141,1.027
160.171,1.023
160.201,1.027
160.231,1.027
160.261,1.023
160.291,1.027
160.321,1.025
160.351,1.023
160.381,1.026
160.411,1.033
160.441,1.024
160.471,1.021
160.501,1.029
160.531,1.027
160.561,1.023
160.591,1.021
160.621,1.026
160.651,1.029
160.681,1.031
160.711,1.021
160.741,1.025
160.771,1.025
160.801,1.022
160.831,1.022
160.861,1.025
160.891,1.026
160.921,1.026
160.951,1.024
160.981,1.026
161.011,1.024
161.041,1.026
161.071,1.027
161.101,1.027
161.131,1.026
161.161,1.022
161.191,1.022
161.221,1.029
161.251,1.024
161.281,1.021
161.311,1.025
161.341,1.028
161.371,1.021
161.401,1.024
161.431,1.024
161.461,1.026
161.491,1.027
161.521,1.024
161.551,1.024
161.581,1.029
161.611,1.025
161.641,1.026
161.671,1.025
161.701,1.024
161.731,1.025
161.761,1.023
161.791,1.027
161.821,1.020
161.851,1.022
161.881,1.029
161.911,1.027
161.941,1.022
161.971,1.024
162.001,1.026
162.031,1.029
162.061,1.029
162.091,1.021
162.121,1.025
162.151,1.026
162.181,1.026
162.211,1.021
162.241,1.023
162.271,1.025
162.301,1.027
162.331,1.026
162.361,1.023
162.391,1.022
162.421,1.030
162.451,1.026
162.481,1.022
162.511,1.022
162.541,1.028
162.571,1.024
162.601,1.024
162.631,1.027
162.661,1.024
162.691,1.030
162.721,1.024
162.751,1.021
162.781,1.021
162.811,1.029
162.841,1.026
162.871,1.021
162.901,1.025
162.931,1.024
162.961,1.030
162.991,1.024
163.021,1.025
163.051,1.021
163.081,1.022
163.111,1.029
163.141,1.023
163.171,1.018
163.201,1.030
163.231,1.030
163.261,1.027
163.291,1.026
163.321,1.022
163.351,1.022
163.381,1.025
163.411,1.027
163.441,1.022
163.471,1.026
163.501,1.025
163.531,1.023
163.561,1.024
163.591,1.026
163.621,1.023
163.651,1.026
163.681,1.024
163.711,1.027
163.741,1.021
163.771,1.021
163.801,1.023
163.831,1.021
163.861,1.023
163.891,1.025
163.921,1.029
163.951,1.027
163.981,1.024
164.011,1.021
164.041,1.023
164.071,1.029
164.101,1.021
164.131,1.022
164.161,1.023
164.191,1.026
164.221,1.026
164.251,1.022
164.281,1.024
164.311,1.028
164.341,1.026
164.371,1.026
164.401,1.027
164.431,1.024
164.461,1.024
164.491,1.023
164.521,1.029
164.551,1.030
164.581,1.027
164.611,1.021
164.641,1.028
164.671,1.026
164.701,1.028
164.731,1.022
164.761,1.022
164.791,1.029
164.821,1.025
164.851,1.022
164.881,1.022
164.911,1.026
164.941,1.026
164.971,1.022
165.001,1.024
165.031,1.024
165.061,1.026
165.091,1.026
165.121,1.026
165.151,1.024
165.181,1.022
165.211,1.026
165.241,1.024
165.271,1.026
165.301,1.032
165.331,1.025
165.361,1.019
165.391,1.029
165.421,1.032
165.451,1.025
165.481,1.022
165.511,1.024
165.541,1.027
165.571,1.027
165.601,1.022
165.631,1.020
165.661,1.029
165.691,1.021
165.721,1.022
165.751,1.022
165.781,1.025
165.811,1.028
165.841,1.029
165.871,1.030
165.901,1.022
165.931,1.026
165.961,1.025
165.991,1.027
166.021,1.027
166.051,1.023
166.081,1.031
166.111,1.021
166.141,1.024
166.171,1.034
166.201,1.031
166.231,1.023
166.261,1.021
166.291,1.028
166.321,1.028
166.351,1.026
166.381,1.027
166.411,1.022
166.441,1.031
166.471,1.026
166.501,1.017
166.531,1.027
166.561,1.027
166.591,1.026
166.621,1.030
166.651,1.026
166.681,1.026
166.711,1.028
166.741,1.025
166.771,1.021
166.801,1.025
166.831,1.022
166.861,1.028
166.891,1.027
166.921,1.031
166.951,1.021
166.981,1.021
167.011,1.026
167.041,1.029
167.071,1.021
167.101,1.026
167.131,1.022
167.161,1.026
167.191,1.024
167.221,1.022
167.251,1.026
167.281,1.026
167.311,1.031
167.341,1.027
167.371,1.021
167.401,1.025
167.431,1.024
167.461,1.026
167.491,1.026
167.521,1.031
167.551,1.021
167.581,1.023
167.611,1.029
167.641,1.033
167.671,1.024
167.701,1.024
167.731,1.022
167.761,1.024
167.791,1.029
167.821,1.033
167.851,1.024
167.881,1.026
167.911,1.026
167.941,1.024
